uuid,model,isl,layer,K,N,cr,hit,cs,T,v256,mbpm,wpr,gpu,us_prod_nsys,us_timed_nsys,overhead,window_cyc,exact,mono,csv_pr_us,p4frac_drift_vs_9e,cyc_p1_gather_stats,frac_p1_gather_stats,us_p1_gather_stats,cyc_smem_stage,frac_smem_stage,us_smem_stage,cyc_p1b_rungs,frac_p1b_rungs,us_p1b_rungs,cyc_p2_count_admission,frac_p2_count_admission,us_p2_count_admission,cyc_p3_collect,frac_p3_collect,us_p3_collect,cyc_p4_select,frac_p4_select,us_p4_select,cyc_epilogue,frac_epilogue,us_epilogue,cyc_p4_peer_wait,frac_p4_peer_wait,us_p4_peer_wait,cyc_p4_dsmem_gather,frac_p4_dsmem_gather,us_p4_dsmem_gather,cyc_p4_minmax,frac_p4_minmax,us_p4_minmax,cyc_p4_coarse_hist,frac_p4_coarse_hist,us_p4_coarse_hist,cyc_p4_coarse_search,frac_p4_coarse_search,us_p4_coarse_search,cyc_p4_fine,frac_p4_fine,us_p4_fine,cyc_p4_scatter,frac_p4_scatter,us_p4_scatter,cyc_p4_tail,frac_p4_tail,us_p4_tail,p4share_p4_peer_wait,p4share_p4_dsmem_gather,p4share_p4_minmax,p4share_p4_coarse_hist,p4share_p4_coarse_search,p4share_p4_fine,p4share_p4_scatter,p4share_p4_tail
v32_128k_L03,v32,128k,3,2048,131087,1,0.904,8,512,True,1,False,5,18.684,18.846,0.0087,33739.0,True,True,20.83,0.00735,3710.0,0.10986,2.0527,124.0,0.00367,0.0686,1579.5,0.04677,0.8739,6375.5,0.18879,3.5275,3547.5,0.10505,1.9628,18293.5,0.54172,10.1215,139.5,0.00413,0.0772,2608.0,0.07723,1.443,5930.5,0.17562,3.2813,860.0,0.02547,0.4758,1050.5,0.03111,0.5812,1246.0,0.0369,0.6894,3181.5,0.09421,1.7603,3186.0,0.09435,1.7628,240.0,0.00711,0.1328,0.14256,0.32419,0.04701,0.05742,0.06811,0.17391,0.17416,0.01312
v32_128k_L04,v32,128k,4,2048,131087,1,0.924,8,512,True,1,False,6,18.224,18.219,-0.0003,32451.5,True,True,20.91,0.01239,3443.5,0.10615,1.9345,124.0,0.00382,0.0697,1581.5,0.04875,0.8885,6313.5,0.19463,3.5468,3525.5,0.10868,1.9806,17319.0,0.53389,9.7295,132.0,0.00407,0.0742,2619.5,0.08075,1.4716,5980.0,0.18435,3.3595,735.0,0.02266,0.4129,932.5,0.02875,0.5239,1218.0,0.03755,0.6843,2793.5,0.08612,1.5693,2255.0,0.06952,1.2668,758.5,0.02338,0.4261,0.15125,0.34529,0.04244,0.05384,0.07033,0.1613,0.1302,0.0438
v32_128k_L05,v32,128k,5,2048,131087,1,0.925,8,512,True,1,False,7,18.499,18.646,0.008,33426.0,True,True,20.53,-0.00195,3585.5,0.10727,1.9843,124.0,0.00371,0.0686,1586.0,0.04745,0.8777,6184.0,0.18501,3.4224,3500.5,0.10472,1.9373,18312.0,0.54784,10.1345,134.0,0.00401,0.0742,2457.0,0.07351,1.3598,6200.0,0.18548,3.4313,810.0,0.02423,0.4483,1088.5,0.03256,0.6024,1242.0,0.03716,0.6874,3027.5,0.09057,1.6755,3052.5,0.09132,1.6894,448.0,0.0134,0.2479,0.13417,0.33858,0.04423,0.05944,0.06782,0.16533,0.16669,0.02446
v32_128k_L06,v32,128k,6,2048,131087,1,0.855,8,512,True,1,False,0,18.233,18.297,0.0035,32557.0,True,True,20.25,0.00479,3352.5,0.10298,1.8777,124.0,0.00381,0.0695,1583.5,0.04864,0.8869,6125.5,0.18817,3.4309,3524.5,0.10827,1.9741,17692.5,0.54349,9.9096,151.0,0.00464,0.0846,2417.5,0.07426,1.354,6099.0,0.18735,3.416,728.0,0.02236,0.4078,1059.5,0.03255,0.5934,1107.0,0.03401,0.62,3381.5,0.10388,1.894,2644.5,0.08124,1.4812,273.0,0.00839,0.1529,0.13664,0.34472,0.04115,0.05988,0.06257,0.19113,0.14947,0.01543
v32_128k_L07,v32,128k,7,2048,131087,1,0.849,8,512,True,1,False,1,17.692,17.774,0.0046,31486.5,True,True,20.54,-0.00336,3647.0,0.11593,2.0511,125.0,0.00397,0.0703,1526.0,0.04851,0.8582,6385.0,0.20297,3.591,3539.5,0.11251,1.9906,16094.5,0.51161,9.0516,141.5,0.0045,0.0796,2523.0,0.0802,1.4189,5022.5,0.15965,2.8247,786.5,0.025,0.4423,914.5,0.02907,0.5143,1179.5,0.03749,0.6634,2749.0,0.08738,1.546,2544.0,0.08087,1.4308,369.5,0.01175,0.2078,0.15676,0.31206,0.04887,0.05682,0.07329,0.1708,0.15807,0.02296
v32_128k_L08,v32,128k,8,2048,131087,1,0.873,8,512,True,1,False,2,24.627,24.113,-0.0208,43756.0,True,True,17.56,0.00703,3371.0,0.07708,1.8983,126.0,0.00288,0.071,1521.5,0.03479,0.8568,15499.0,0.35442,8.7281,3607.5,0.08249,2.0315,19465.0,0.44511,10.9615,141.0,0.00322,0.0794,2744.0,0.06275,1.5452,5060.0,0.11571,2.8495,854.5,0.01954,0.4812,1451.5,0.03319,0.8174,1198.5,0.02741,0.6749,3692.5,0.08444,2.0794,3984.5,0.09111,2.2438,495.5,0.01133,0.279,0.14097,0.25995,0.0439,0.07457,0.06157,0.1897,0.2047,0.02546
v32_128k_L09,v32,128k,9,2048,131087,1,0.933,8,512,True,1,False,3,18.235,18.382,0.0081,33033.0,True,True,20.41,-0.00169,3615.5,0.1096,1.9985,124.0,0.00376,0.0685,1580.5,0.04791,0.8736,6249.5,0.18944,3.4545,3548.5,0.10757,1.9615,17732.0,0.53751,9.8016,139.0,0.00421,0.0768,2484.0,0.0753,1.3731,5033.5,0.15258,2.7823,802.0,0.02431,0.4433,1202.0,0.03644,0.6644,1245.5,0.03776,0.6885,3227.5,0.09784,1.784,3498.5,0.10605,1.9338,237.5,0.0072,0.1313,0.14009,0.28387,0.04523,0.06779,0.07024,0.18202,0.1973,0.01339
v32_128k_L10,v32,128k,10,2048,131087,1,0.872,8,512,True,1,False,4,18.014,18.21,0.0109,32129.0,True,True,20.02,0.0011,3450.0,0.1075,1.9366,125.0,0.0039,0.0702,1520.5,0.04738,0.8535,6216.0,0.19369,3.4892,3538.5,0.11026,1.9862,17120.5,0.53348,9.6101,121.5,0.00379,0.0682,2604.5,0.08116,1.462,4841.5,0.15086,2.7176,866.0,0.02698,0.4861,1047.5,0.03264,0.588,1192.5,0.03716,0.6694,2958.0,0.09217,1.6604,3340.5,0.10409,1.8751,266.0,0.00829,0.1493,0.15213,0.28279,0.05058,0.06118,0.06965,0.17278,0.19512,0.01554
v32_128k_L11,v32,128k,11,2048,131087,1,0.853,8,512,True,1,False,5,17.765,18.142,0.0213,32259.5,True,True,20.08,0.0109,3385.5,0.10492,1.8638,124.0,0.00384,0.0683,1584.5,0.0491,0.8723,6208.5,0.1924,3.4179,3544.5,0.10984,1.9513,17285.5,0.53568,9.516,136.0,0.00421,0.0749,2590.5,0.08028,1.4261,5830.5,0.18069,3.2098,728.0,0.02256,0.4008,936.5,0.02902,0.5156,1241.0,0.03846,0.6832,2837.5,0.08793,1.5621,2891.5,0.08961,1.5918,226.0,0.007,0.1244,0.14987,0.33731,0.04212,0.05418,0.07179,0.16415,0.16728,0.01307
v32_128k_L12,v32,128k,12,2048,131087,1,0.874,8,512,True,1,False,6,24.601,24.028,-0.0233,43781.0,True,True,18.08,0.01273,3367.0,0.07693,1.8925,124.0,0.00283,0.0697,1585.0,0.03621,0.8909,15591.5,0.35623,8.7638,3619.0,0.08269,2.0342,19340.0,0.44188,10.8708,141.0,0.00322,0.0793,2777.5,0.06346,1.5612,5090.5,0.11631,2.8613,1487.5,0.03399,0.8361,1353.0,0.03091,0.7605,1292.0,0.02952,0.7262,3342.0,0.07636,1.8785,3618.5,0.08268,2.0339,364.0,0.00832,0.2046,0.14361,0.26321,0.07691,0.06996,0.0668,0.1728,0.1871,0.01882
v32_128k_L13,v32,128k,13,2048,131087,1,0.881,8,512,True,1,False,7,24.673,24.063,-0.0247,44090.0,True,True,18.81,0.01305,3510.5,0.07963,1.9647,124.0,0.00281,0.0694,1582.0,0.03588,0.8854,15276.5,0.34652,8.5496,3608.5,0.08185,2.0195,19847.5,0.4502,11.1078,137.0,0.00311,0.0767,2509.5,0.05692,1.4045,5155.0,0.11693,2.885,811.0,0.0184,0.4539,1071.0,0.02429,0.5994,1233.5,0.02798,0.6903,3101.0,0.07034,1.7355,2702.0,0.06129,1.5122,3271.5,0.07421,1.8309,0.12644,0.25973,0.04086,0.05396,0.06215,0.15624,0.13614,0.16483
v32_128k_L14,v32,128k,14,2048,131087,1,0.904,8,512,True,1,False,0,17.96,17.955,-0.0003,31951.0,True,True,20.62,0.00123,3335.0,0.10439,1.8748,124.0,0.00388,0.0697,1582.0,0.04952,0.8893,6139.5,0.19217,3.4514,3534.0,0.11062,1.9867,17089.5,0.53492,9.607,143.5,0.00449,0.0807,2459.5,0.07699,1.3826,5979.5,0.18717,3.3614,710.0,0.02222,0.3991,955.5,0.02991,0.5371,1231.5,0.03855,0.6923,2813.0,0.08805,1.5814,2630.0,0.08232,1.4785,321.5,0.01006,0.1807,0.14392,0.34989,0.04155,0.05591,0.07206,0.1646,0.1539,0.01881
v32_128k_L15,v32,128k,15,2048,131087,1,0.917,8,512,True,1,False,1,18.734,19.209,0.0254,34124.0,True,True,20.88,0.01188,3386.0,0.09922,1.8588,125.0,0.00366,0.0686,1522.0,0.0446,0.8355,6247.5,0.18307,3.4297,3537.0,0.10365,1.9417,19180.5,0.56205,10.5295,128.0,0.00375,0.0703,2646.0,0.07754,1.4526,6602.0,0.19346,3.6243,870.5,0.02551,0.4779,1045.5,0.03064,0.5739,1198.5,0.03512,0.6579,3034.0,0.08891,1.6656,2791.0,0.08179,1.5322,993.0,0.0291,0.5451,0.13795,0.3442,0.04538,0.05451,0.06249,0.15818,0.14551,0.05177
v32_128k_L16,v32,128k,16,2048,131087,1,0.915,8,512,True,1,False,2,17.552,17.654,0.0058,31238.5,True,True,20.24,-0.00286,3478.0,0.11147,1.9565,125.0,0.00401,0.0703,1523.5,0.04883,0.857,6379.0,0.20445,3.5883,3549.5,0.11376,1.9967,15996.5,0.51268,8.9984,150.0,0.00481,0.0844,2555.0,0.08189,1.4372,4862.0,0.15583,2.735,786.5,0.02521,0.4424,1034.5,0.03316,0.5819,1074.0,0.03442,0.6042,3182.0,0.10198,1.79,2259.5,0.07242,1.271,271.5,0.0087,0.1527,0.15972,0.30394,0.04917,0.06467,0.06714,0.19892,0.14125,0.01697
v32_128k_L17,v32,128k,17,2048,131087,1,0.801,8,512,True,1,False,3,20.337,20.668,0.0163,37338.5,True,True,20.23,0.00942,4093.5,0.10969,2.2307,124.0,0.00332,0.0676,1581.0,0.04236,0.8616,6252.0,0.16752,3.407,3548.0,0.09507,1.9335,21557.5,0.57764,11.7476,164.0,0.00439,0.0894,2334.0,0.06254,1.2719,6600.5,0.17686,3.5969,1115.5,0.02989,0.6079,1476.5,0.03956,0.8046,1248.0,0.03344,0.6801,3753.5,0.10058,2.0454,3885.0,0.1041,2.1171,1154.5,0.03094,0.6291,0.10827,0.30618,0.05175,0.06849,0.05789,0.17412,0.18022,0.05355
v32_128k_L18,v32,128k,18,2048,131087,1,0.887,8,512,True,1,False,4,24.238,23.625,-0.0253,42882.0,True,True,18.36,0.01005,3433.0,0.08008,1.941,125.0,0.00292,0.0707,1522.5,0.03552,0.8608,15385.0,0.35889,8.6987,3606.5,0.08413,2.0391,18675.5,0.43565,10.5591,121.0,0.00282,0.0684,2725.0,0.06357,1.5407,5006.0,0.11678,2.8304,931.0,0.02172,0.5264,1312.0,0.03061,0.7418,1211.5,0.02826,0.685,3301.5,0.07701,1.8667,3960.5,0.09239,2.2393,221.0,0.00516,0.125,0.14591,0.26805,0.04985,0.07025,0.06487,0.17678,0.21207,0.01183
v32_128k_L19,v32,128k,19,2048,131087,1,0.901,8,512,True,1,False,5,18.113,18.238,0.0069,32507.0,True,True,20.47,0.00891,3375.0,0.10399,1.8836,124.0,0.00382,0.0692,1581.5,0.04873,0.8826,6333.5,0.19515,3.5348,3544.5,0.10921,1.9782,17357.5,0.53482,9.6873,139.0,0.00428,0.0776,2640.0,0.08134,1.4734,5427.0,0.16722,3.0288,723.5,0.02229,0.4038,940.0,0.02896,0.5246,1244.5,0.03835,0.6946,2988.5,0.09208,1.6679,3136.5,0.09664,1.7505,237.0,0.0073,0.1323,0.1521,0.31266,0.04168,0.05416,0.0717,0.17217,0.1807,0.01365
v32_128k_L20,v32,128k,20,2048,131087,1,0.849,8,512,True,1,False,6,18.022,18.168,0.0081,32449.0,True,True,20.31,0.00515,3531.5,0.10877,1.9603,124.0,0.00382,0.0688,1587.0,0.04888,0.8809,6309.0,0.19432,3.5021,3531.5,0.10877,1.9603,17241.5,0.53106,9.5707,142.0,0.00437,0.0788,2570.0,0.07916,1.4266,5448.0,0.1678,3.0242,740.0,0.02279,0.4108,928.5,0.0286,0.5154,1275.0,0.03927,0.7078,3065.5,0.09442,1.7017,2599.5,0.08007,1.443,642.5,0.01979,0.3567,0.14906,0.31598,0.04292,0.05385,0.07395,0.1778,0.15077,0.03726
v32_128k_L21,v32,128k,21,2048,131087,1,0.786,8,512,True,1,False,7,18.555,18.748,0.0104,33396.0,True,True,20.84,0.00378,3402.0,0.10188,1.8904,124.0,0.00371,0.0689,1583.5,0.04742,0.8799,6230.0,0.18658,3.4619,3503.0,0.10491,1.9466,18402.5,0.55112,10.226,146.0,0.00437,0.0811,2461.0,0.0737,1.3675,6240.0,0.18688,3.4675,849.5,0.02544,0.4721,1071.5,0.03209,0.5954,1218.5,0.03649,0.6771,3093.5,0.09264,1.719,2938.0,0.08799,1.6326,527.5,0.0158,0.2931,0.13373,0.33908,0.04616,0.05823,0.06621,0.1681,0.15965,0.02866
v32_128k_L22,v32,128k,22,2048,131087,1,0.826,8,512,True,1,False,0,24.311,23.796,-0.0212,43473.5,True,True,20.25,0.01089,3491.5,0.08035,1.9533,124.0,0.00285,0.0694,1587.0,0.03652,0.8878,15282.0,0.35167,8.5495,3603.5,0.08292,2.016,19205.5,0.44196,10.7445,162.0,0.00373,0.0906,2595.5,0.05973,1.4521,6453.5,0.14851,3.6104,801.5,0.01844,0.4484,1203.5,0.02769,0.6733,1281.0,0.02948,0.7167,3217.5,0.07404,1.8,2938.5,0.06762,1.6439,720.0,0.01657,0.4028,0.13514,0.33602,0.04173,0.06266,0.0667,0.16753,0.153,0.03749
v32_128k_L23,v32,128k,23,2048,131087,1,0.61,8,512,True,1,False,1,18.689,19.267,0.0309,34269.0,True,True,21.03,0.00782,3609.5,0.10522,1.9664,125.0,0.00364,0.0681,1523.0,0.0444,0.8297,6211.0,0.18105,3.3837,3539.0,0.10316,1.928,19158.0,0.55845,10.4371,140.0,0.00408,0.0763,2617.0,0.07629,1.4257,6669.0,0.1944,3.6332,862.5,0.02514,0.4699,1046.5,0.03051,0.5701,1174.0,0.03422,0.6396,3042.5,0.08869,1.6575,2876.5,0.08385,1.5671,841.0,0.02452,0.4582,0.1366,0.34811,0.04502,0.05462,0.06128,0.15881,0.15015,0.0439
v32_128k_L24,v32,128k,24,2048,131087,1,0.343,8,512,True,1,False,2,19.358,19.921,0.0291,35355.5,True,True,19.26,0.01299,3629.0,0.10246,1.9834,125.0,0.00353,0.0683,1523.5,0.04301,0.8327,6219.0,0.17558,3.399,3560.5,0.10053,1.946,20239.5,0.57143,11.0618,122.5,0.00346,0.067,2655.0,0.07496,1.4511,7102.0,0.20051,3.8816,846.0,0.02389,0.4624,1320.5,0.03728,0.7217,1075.0,0.03035,0.5875,3270.5,0.09234,1.7875,3665.0,0.10348,2.0031,294.0,0.0083,0.1607,0.13118,0.3509,0.0418,0.06524,0.05311,0.16159,0.18108,0.01453
v32_128k_L25,v32,128k,25,2048,131087,1,0.607,8,512,True,1,False,3,19.382,19.5,0.0061,34939.0,True,True,21.06,0.00594,3463.0,0.09909,1.9206,124.0,0.00355,0.0688,1582.0,0.04527,0.8774,6229.0,0.17824,3.4546,3531.5,0.10105,1.9586,19884.0,0.56897,11.0277,134.0,0.00383,0.0743,2433.5,0.06963,1.3496,6327.5,0.18106,3.5092,721.5,0.02065,0.4001,950.5,0.0272,0.5271,1225.0,0.03505,0.6794,2918.0,0.0835,1.6183,2543.0,0.07277,1.4104,2766.0,0.07915,1.534,0.12238,0.31822,0.03629,0.0478,0.06161,0.14675,0.12789,0.13911
v32_128k_L26,v32,128k,26,2048,131087,1,0.492,8,512,True,1,False,4,20.574,21.127,0.0269,37871.0,True,True,21.48,0.01374,3631.5,0.09581,1.9712,125.0,0.0033,0.0679,1522.5,0.04017,0.8264,6244.0,0.16474,3.3893,3547.0,0.09358,1.9254,22708.0,0.59912,12.3262,124.5,0.00328,0.0676,2808.5,0.0741,1.5245,7765.0,0.20487,4.215,935.0,0.02467,0.5075,1709.0,0.04509,0.9277,1078.5,0.02845,0.5854,3579.0,0.09443,1.9427,4615.5,0.12177,2.5054,218.5,0.00576,0.1186,0.12368,0.34195,0.04117,0.07526,0.04749,0.15761,0.20325,0.00962
v32_128k_L27,v32,128k,27,2048,131087,1,0.507,8,512,True,1,False,5,20.712,20.792,0.0039,37593.0,True,True,20.97,0.00192,3741.5,0.09954,2.0616,124.0,0.0033,0.0683,1580.5,0.04205,0.8709,6348.0,0.16888,3.4978,3538.0,0.09413,1.9495,22099.5,0.58794,12.1772,156.5,0.00416,0.0862,2808.0,0.0747,1.5472,7252.0,0.19293,3.996,914.0,0.02432,0.5036,1587.0,0.04222,0.8745,1237.0,0.03291,0.6816,3599.0,0.09575,1.9831,3933.5,0.10465,2.1674,768.0,0.02043,0.4232,0.12706,0.32815,0.04136,0.07181,0.05597,0.16285,0.17799,0.03475
v32_128k_L28,v32,128k,28,2048,131087,1,0.539,8,512,True,1,False,6,20.853,21.0,0.0071,38100.5,True,True,20.96,0.00431,3902.0,0.10245,2.1364,124.0,0.00326,0.0679,1584.0,0.04159,0.8673,6350.0,0.16673,3.4767,3531.5,0.09272,1.9335,22452.5,0.58952,12.293,142.0,0.00373,0.0777,2908.5,0.07637,1.5924,7644.0,0.2007,4.1852,922.5,0.02422,0.5051,1579.5,0.04147,0.8648,1243.0,0.03264,0.6806,3640.5,0.09559,1.9932,3931.0,0.10321,2.1523,587.0,0.01541,0.3214,0.12954,0.34045,0.04109,0.07035,0.05536,0.16214,0.17508,0.02614
v32_128k_L29,v32,128k,29,2048,131087,1,0.48,8,512,True,1,False,7,20.643,20.814,0.0083,37764.0,True,True,21.32,0.00061,3741.0,0.09927,2.0493,124.0,0.00329,0.0679,1585.5,0.04207,0.8685,6225.0,0.16519,3.41,3513.5,0.09324,1.9247,22359.0,0.59333,12.248,136.0,0.00361,0.0745,2696.0,0.07154,1.4768,7215.5,0.19147,3.9526,913.0,0.02423,0.5001,1583.0,0.04201,0.8672,1143.0,0.03033,0.6261,3804.5,0.10096,2.0841,4269.5,0.1133,2.3388,750.5,0.01992,0.4111,0.12058,0.32271,0.04083,0.0708,0.05112,0.17016,0.19095,0.03357
v32_128k_L30,v32,128k,30,2048,131087,1,0.492,8,512,True,1,False,0,20.278,20.323,0.0022,36528.5,True,True,21.08,0.00702,3377.0,0.09244,1.8746,124.0,0.00339,0.0688,1581.0,0.04328,0.8776,6164.5,0.16875,3.4219,3530.0,0.09663,1.9595,21612.5,0.59164,11.9972,141.0,0.00386,0.0783,2644.0,0.07238,1.4677,7369.0,0.20172,4.0906,781.5,0.02139,0.4338,1486.0,0.04068,0.8249,1233.5,0.03377,0.6847,3568.0,0.09767,1.9806,3645.5,0.09979,2.0236,861.5,0.02358,0.4782,0.12234,0.34096,0.03616,0.06876,0.05707,0.16509,0.16868,0.03986
v32_128k_L31,v32,128k,31,2048,131087,1,0.498,8,512,True,1,False,1,17.835,18.411,0.0323,32634.0,True,True,17.91,0.01132,3714.5,0.11381,2.0299,125.0,0.00383,0.0683,1519.5,0.04656,0.8304,6275.5,0.19228,3.4294,3537.0,0.10838,1.9329,17339.0,0.53128,9.4752,126.0,0.00386,0.0689,2613.5,0.08008,1.4282,6609.0,0.2025,3.6116,786.0,0.02408,0.4295,915.0,0.02804,0.5,1152.0,0.0353,0.6295,2665.5,0.08167,1.4566,2347.0,0.07191,1.2826,247.5,0.00758,0.1353,0.15073,0.38116,0.04533,0.05277,0.06644,0.15373,0.13536,0.01427
v32_128k_L32,v32,128k,32,2048,131087,1,0.5,8,512,True,1,False,2,18.155,18.661,0.0279,33166.5,True,True,18.12,0.01116,3586.0,0.10805,1.9616,125.0,0.00377,0.0684,1519.5,0.04578,0.8312,6206.5,0.18701,3.395,3548.0,0.1069,1.9408,18062.5,0.54424,9.8805,141.0,0.00425,0.0771,2577.0,0.07765,1.4097,6883.5,0.20741,3.7654,788.0,0.02374,0.431,914.5,0.02755,0.5002,1177.0,0.03546,0.6438,2752.0,0.08292,1.5054,2664.0,0.08027,1.4572,314.0,0.00946,0.1718,0.14267,0.38109,0.04363,0.05063,0.06516,0.15236,0.14749,0.01738
v32_128k_L33,v32,128k,33,2048,131087,1,0.573,8,512,True,1,False,3,19.156,19.272,0.006,34658.0,True,True,21.28,0.00045,3520.0,0.10182,1.9504,124.0,0.00359,0.0687,1586.0,0.04587,0.8788,6262.0,0.18113,3.4697,3541.5,0.10244,1.9623,19388.0,0.56079,10.7428,151.0,0.00437,0.0837,2461.5,0.0712,1.3639,6559.0,0.18972,3.6343,815.5,0.02359,0.4519,1200.0,0.03471,0.6649,1215.5,0.03516,0.6735,3305.5,0.09561,1.8316,3414.5,0.09876,1.892,427.0,0.01235,0.2366,0.12696,0.3383,0.04206,0.06189,0.06269,0.17049,0.17611,0.02202
v32_128k_L34,v32,128k,34,2048,131087,1,0.62,8,512,True,1,False,4,18.061,18.69,0.0349,33235.5,True,True,17.83,0.01004,3696.5,0.11149,2.0135,125.0,0.00377,0.0681,1520.0,0.04584,0.828,6261.5,0.18885,3.4107,3551.5,0.10711,1.9345,17861.5,0.5387,9.7293,140.5,0.00424,0.0765,2556.5,0.0771,1.3925,6601.5,0.1991,3.5959,787.0,0.02374,0.4287,1039.5,0.03135,0.5662,1073.5,0.03238,0.5847,3061.0,0.09232,1.6673,2002.0,0.06038,1.0905,747.0,0.02253,0.4069,0.14313,0.36959,0.04406,0.0582,0.0601,0.17137,0.11208,0.04182
v32_128k_L35,v32,128k,35,2048,131087,1,0.673,8,512,True,1,False,5,20.076,20.136,0.0029,36216.0,True,True,20.8,0.00405,3568.5,0.09858,1.9792,124.0,0.00343,0.0688,1584.0,0.04376,0.8785,6317.0,0.17451,3.5035,3535.5,0.09767,1.9609,20919.5,0.57791,11.6024,150.0,0.00414,0.0832,2718.5,0.0751,1.5077,6752.5,0.18654,3.7451,852.0,0.02354,0.4725,1348.0,0.03724,0.7476,1268.5,0.03504,0.7035,3504.0,0.0968,1.9434,3217.5,0.08888,1.7845,1271.5,0.03513,0.7052,0.12995,0.32278,0.04073,0.06444,0.06064,0.1675,0.1538,0.06078
v32_128k_L36,v32,128k,36,2048,131087,1,0.787,8,512,True,1,False,6,25.385,24.72,-0.0262,45233.0,True,True,19.97,0.00946,3429.5,0.07581,1.9245,124.0,0.00274,0.0696,1584.0,0.03502,0.8889,15610.0,0.34508,8.7599,3630.5,0.08026,2.0373,20721.0,0.45806,11.6281,137.0,0.00303,0.0769,2706.5,0.05983,1.5188,6964.0,0.15395,3.908,836.5,0.01849,0.4694,1354.0,0.02993,0.7598,1282.0,0.02834,0.7194,3498.0,0.07733,1.963,3525.0,0.07792,1.9781,563.0,0.01245,0.3159,0.13062,0.33608,0.04037,0.06534,0.06187,0.16881,0.17012,0.02717
v32_128k_L37,v32,128k,37,2048,131087,1,0.796,8,512,True,1,False,7,18.005,18.187,0.0101,32396.5,True,True,21.01,0.00101,3655.5,0.11285,2.0319,124.0,0.00383,0.0689,1586.0,0.04896,0.8816,6210.5,0.19173,3.4521,3508.5,0.10832,1.9502,17164.0,0.52989,9.5405,143.0,0.00441,0.0795,2423.5,0.07482,1.3471,6322.5,0.19519,3.5143,740.0,0.02285,0.4113,932.0,0.02877,0.518,1220.5,0.03768,0.6784,2821.5,0.08711,1.5683,2224.0,0.06866,1.2362,518.5,0.01601,0.2882,0.1412,0.36836,0.04311,0.0543,0.07111,0.16438,0.12957,0.03021
v32_128k_L38,v32,128k,38,2048,131087,1,0.801,8,512,True,1,False,0,18.016,18.12,0.0058,32437.0,True,True,21.02,-0.00103,3675.5,0.11344,2.0436,124.0,0.00383,0.0689,1582.0,0.04882,0.8796,6216.0,0.19184,3.4562,3539.0,0.10922,1.9677,17120.5,0.52839,9.5192,144.5,0.00446,0.0803,2398.0,0.07401,1.3333,6110.5,0.18859,3.3975,733.0,0.02262,0.4076,931.0,0.02873,0.5176,1247.0,0.03849,0.6933,3148.0,0.09716,1.7503,1874.0,0.05784,1.042,676.5,0.02088,0.3761,0.14007,0.35691,0.04281,0.05438,0.07284,0.18387,0.10946,0.03951
v32_128k_L39,v32,128k,39,2048,131087,1,0.78,8,512,True,1,False,1,18.313,18.825,0.028,33276.0,True,True,20.85,0.00951,3380.5,0.10156,1.8599,125.0,0.00376,0.0688,1519.0,0.04563,0.8357,6388.5,0.19192,3.5148,3541.5,0.10639,1.9484,18192.0,0.54653,10.0087,140.0,0.00421,0.077,2560.0,0.07691,1.4084,6584.0,0.1978,3.6223,791.0,0.02376,0.4352,919.5,0.02762,0.5059,1158.0,0.03479,0.6371,2868.0,0.08616,1.5779,2663.0,0.08,1.4651,632.0,0.01899,0.3477,0.14072,0.36192,0.04348,0.05054,0.06365,0.15765,0.14638,0.03474
v32_128k_L40,v32,128k,40,2048,131087,1,0.809,8,512,True,1,False,2,17.752,18.275,0.0295,32235.5,True,True,20.81,0.01627,3373.5,0.10445,1.8542,125.0,0.00387,0.0687,1524.0,0.04719,0.8377,6375.5,0.19741,3.5043,3545.5,0.10978,1.9488,17218.0,0.53312,9.4638,135.0,0.00418,0.0742,2548.0,0.07889,1.4005,6611.5,0.20471,3.634,794.5,0.0246,0.4367,914.0,0.0283,0.5024,1166.0,0.0361,0.6409,2959.0,0.09162,1.6264,1845.0,0.05713,1.0141,384.0,0.01189,0.2111,0.14798,0.38399,0.04614,0.05308,0.06772,0.17186,0.10716,0.0223
v32_128k_L41,v32,128k,41,2048,131087,1,0.828,8,512,True,1,False,3,19.065,19.168,0.0054,34380.5,True,True,20.95,0.00166,3589.0,0.10419,1.9865,124.0,0.0036,0.0686,1584.0,0.04599,0.8767,6232.5,0.18094,3.4496,3548.5,0.10302,1.9641,19231.5,0.55832,10.6444,136.0,0.00395,0.0753,2368.5,0.06876,1.3109,6075.0,0.17637,3.3625,712.0,0.02067,0.3941,948.5,0.02754,0.525,1257.5,0.03651,0.696,2860.0,0.08303,1.583,2186.5,0.06348,1.2102,2819.0,0.08184,1.5603,0.12316,0.31589,0.03702,0.04932,0.06539,0.14871,0.11369,0.14658
v32_128k_L42,v32,128k,42,2048,131087,1,0.855,8,512,True,1,False,4,18.041,18.587,0.0303,32788.0,True,True,19.61,0.01318,3323.0,0.10134,1.8283,125.0,0.00381,0.0688,1527.0,0.04657,0.8402,6363.5,0.19407,3.5012,3544.0,0.10808,1.9499,17769.5,0.54192,9.7769,138.0,0.00421,0.0759,2515.5,0.07672,1.384,6575.5,0.20053,3.6179,786.5,0.02399,0.4327,916.5,0.02795,0.5043,1151.0,0.0351,0.6333,3118.0,0.09509,1.7155,1984.5,0.06052,1.0919,709.5,0.02164,0.3904,0.14156,0.37004,0.04426,0.05158,0.06477,0.17547,0.11168,0.03993
