uuid,model,isl,layer,K,N,cr,hit,cs,T,v256,mbpm,wpr,gpu,us_prod_nsys,us_timed_nsys,overhead,window_cyc,exact,mono,csv_pr_us,p4frac_drift_vs_9e,cyc_p1_gather_stats,frac_p1_gather_stats,us_p1_gather_stats,cyc_smem_stage,frac_smem_stage,us_smem_stage,cyc_p1b_rungs,frac_p1b_rungs,us_p1b_rungs,cyc_p2_count_admission,frac_p2_count_admission,us_p2_count_admission,cyc_p3_collect,frac_p3_collect,us_p3_collect,cyc_p4_select,frac_p4_select,us_p4_select,cyc_epilogue,frac_epilogue,us_epilogue,cyc_p4_peer_wait,frac_p4_peer_wait,us_p4_peer_wait,cyc_p4_dsmem_gather,frac_p4_dsmem_gather,us_p4_dsmem_gather,cyc_p4_minmax,frac_p4_minmax,us_p4_minmax,cyc_p4_coarse_hist,frac_p4_coarse_hist,us_p4_coarse_hist,cyc_p4_coarse_search,frac_p4_coarse_search,us_p4_coarse_search,cyc_p4_fine,frac_p4_fine,us_p4_fine,cyc_p4_scatter,frac_p4_scatter,us_p4_scatter,cyc_p4_tail,frac_p4_tail,us_p4_tail,p4share_p4_peer_wait,p4share_p4_dsmem_gather,p4share_p4_minmax,p4share_p4_coarse_hist,p4share_p4_coarse_search,p4share_p4_fine,p4share_p4_scatter,p4share_p4_tail
v32_4k_L23,v32,4k,23,2048,4111,1,0.664,1,512,False,0,False,7,9.625,9.837,0.0219,16840.5,True,True,11.25,0.01218,3046.5,0.18091,1.7414,126.0,0.00748,0.072,1717.0,0.10196,0.9814,2317.5,0.13762,1.3247,2109.5,0.12527,1.2058,7503.0,0.44556,4.2887,20.0,0.00119,0.0114,23.0,0.00137,0.0131,30.0,0.00178,0.0171,719.5,0.04273,0.4113,910.5,0.05407,0.5204,1174.0,0.06972,0.6711,2234.0,0.13266,1.2769,1896.5,0.11262,1.084,522.0,0.031,0.2984,0.00307,0.004,0.09589,0.12135,0.15647,0.29775,0.25277,0.06957
v32_4k_L24,v32,4k,24,2048,4111,1,0.702,1,512,False,0,False,0,9.931,10.126,0.0197,17375.0,True,True,11.11,0.01326,3018.5,0.1738,1.726,127.0,0.00731,0.0726,1712.0,0.09857,0.9789,2412.5,0.13891,1.3795,2120.5,0.1221,1.2125,7957.0,0.45815,4.5499,20.0,0.00115,0.0114,23.0,0.00132,0.0132,30.0,0.00173,0.0172,716.5,0.04126,0.4097,1028.0,0.05919,0.5878,1081.0,0.06224,0.6181,2704.5,0.15572,1.5465,1825.0,0.10508,1.0436,553.0,0.03184,0.3162,0.00289,0.00377,0.09005,0.12919,0.13586,0.33989,0.22936,0.0695
v32_4k_L25,v32,4k,25,2048,4111,1,0.69,1,512,False,0,False,1,14.453,14.782,0.0228,25260.0,True,True,11.2,0.00688,3183.0,0.12615,1.8232,168.0,0.00666,0.0962,1784.5,0.07072,1.0221,4204.5,0.16663,2.4083,3375.0,0.13376,1.9331,12497.0,0.49528,7.1581,20.0,0.00079,0.0115,23.0,0.00091,0.0132,27.5,0.00109,0.0158,793.0,0.03143,0.4542,1582.5,0.06272,0.9064,1145.5,0.0454,0.6561,2884.5,0.11432,1.6522,3220.0,0.12762,1.8444,2823.5,0.1119,1.6173,0.00184,0.0022,0.06346,0.12663,0.09166,0.23082,0.25766,0.22593
v32_4k_L26,v32,4k,26,2048,4111,1,0.522,1,512,False,0,False,2,10.813,11.072,0.024,18033.0,True,True,11.85,0.01135,3187.0,0.17657,1.9092,168.0,0.00931,0.1006,1785.0,0.0989,1.0693,2581.0,0.143,1.5462,2179.0,0.12073,1.3054,8129.0,0.45039,4.8699,20.0,0.00111,0.012,23.0,0.00127,0.0138,30.0,0.00166,0.018,719.0,0.03984,0.4307,908.5,0.05034,0.5443,1265.5,0.07011,0.7581,2858.0,0.15835,1.7121,1867.5,0.10347,1.1188,457.5,0.02535,0.2741,0.00283,0.00369,0.08845,0.11176,0.15568,0.35158,0.22973,0.05628
v32_4k_L27,v32,4k,27,2048,4111,1,0.547,1,512,False,0,False,3,10.347,10.616,0.026,18263.0,True,True,11.66,0.01362,3106.0,0.17008,1.7598,124.0,0.00679,0.0703,1759.0,0.09632,0.9966,2447.0,0.13399,1.3864,2184.0,0.11959,1.2374,8622.0,0.47213,4.8851,20.0,0.0011,0.0113,23.0,0.00126,0.013,30.0,0.00164,0.017,711.0,0.03893,0.4028,927.0,0.05076,0.5252,1181.0,0.06467,0.6691,2610.0,0.14292,1.4788,2258.5,0.12367,1.2796,882.0,0.0483,0.4997,0.00267,0.00348,0.08246,0.10752,0.13698,0.30271,0.26195,0.1023
v32_4k_L28,v32,4k,28,2048,4111,1,0.674,1,512,False,0,False,4,11.069,11.425,0.0322,18706.0,True,True,11.39,0.00558,3129.5,0.16767,1.8558,169.0,0.00905,0.1002,1781.0,0.09542,1.0562,2884.0,0.15451,1.7103,2185.5,0.11709,1.296,8496.0,0.45518,5.0382,20.0,0.00107,0.0119,23.0,0.00123,0.0136,28.5,0.00153,0.0169,723.0,0.03874,0.4287,915.0,0.04902,0.5426,1254.5,0.06721,0.7439,2625.5,0.14066,1.557,1903.5,0.10198,1.1288,1028.0,0.05508,0.6096,0.00271,0.00335,0.0851,0.1077,0.14766,0.30903,0.22405,0.121
v32_4k_L29,v32,4k,29,2048,4111,1,0.568,1,512,False,0,False,5,10.213,10.459,0.0241,17958.5,True,True,11.5,0.03,3065.0,0.17122,1.7487,123.0,0.00687,0.0702,1773.0,0.09905,1.0115,2519.5,0.14075,1.4374,2166.0,0.121,1.2358,8234.0,0.45999,4.6977,20.0,0.00112,0.0114,23.0,0.00128,0.0131,28.0,0.00156,0.016,719.0,0.04017,0.4102,923.0,0.05156,0.5266,1197.5,0.0669,0.6832,2448.5,0.13678,1.3969,1942.5,0.10852,1.1083,952.5,0.05321,0.5434,0.00279,0.0034,0.08732,0.1121,0.14543,0.29736,0.23591,0.11568
v32_4k_L30,v32,4k,30,2048,4111,1,0.679,1,512,False,0,False,6,10.216,10.453,0.0232,18038.5,True,True,11.35,0.02358,3060.0,0.16967,1.7333,125.0,0.00693,0.0708,1766.5,0.09795,1.0006,2494.0,0.13828,1.4127,2143.5,0.11885,1.2141,8426.5,0.46722,4.773,20.0,0.00111,0.0113,23.0,0.00128,0.013,29.0,0.00161,0.0164,712.5,0.03951,0.4036,915.0,0.05073,0.5183,1227.0,0.06803,0.695,2579.0,0.143,1.4608,2208.0,0.12243,1.2507,719.0,0.03987,0.4073,0.00273,0.00344,0.08455,0.10859,0.14561,0.30606,0.26203,0.08533
v32_4k_L31,v32,4k,31,2048,4111,1,0.64,1,512,False,0,False,7,9.899,10.101,0.0204,17379.0,True,True,11.38,0.01296,3055.5,0.17586,1.7408,127.0,0.00731,0.0724,1709.5,0.09839,0.974,2493.5,0.14351,1.4206,2109.0,0.12138,1.2016,7860.0,0.45239,4.4782,20.0,0.00115,0.0114,23.0,0.00132,0.0131,30.0,0.00173,0.0171,718.5,0.04135,0.4094,918.5,0.05286,0.5233,1190.5,0.06852,0.6783,2381.0,0.13704,1.3566,1753.5,0.10092,0.999,849.5,0.04889,0.484,0.00293,0.00382,0.09141,0.11686,0.15146,0.30293,0.22309,0.10808
v32_4k_L32,v32,4k,32,2048,4111,1,0.688,1,512,False,0,False,0,10.779,11.088,0.0286,19289.5,True,True,11.5,0.00892,3025.0,0.15737,1.6963,126.0,0.00655,0.0707,1711.0,0.08901,0.9595,2453.0,0.12761,1.3756,2117.0,0.11013,1.1871,9770.0,0.50827,5.4787,20.0,0.00104,0.0112,23.0,0.0012,0.0129,29.0,0.00151,0.0163,716.0,0.03725,0.4015,916.0,0.04765,0.5137,1200.0,0.06243,0.6729,2486.0,0.12933,1.3941,2125.0,0.11055,1.1916,2274.0,0.1183,1.2752,0.00235,0.00297,0.07329,0.09376,0.12282,0.25445,0.2175,0.23275
v32_4k_L33,v32,4k,33,2048,4111,1,0.514,1,512,False,0,False,1,10.909,11.265,0.0327,18380.0,True,True,11.67,0.0075,3181.0,0.17316,1.889,167.0,0.00909,0.0992,1786.0,0.09722,1.0606,2907.5,0.15827,1.7266,2208.5,0.12022,1.3115,8100.0,0.44094,4.81,20.0,0.00109,0.0119,23.0,0.00125,0.0137,28.5,0.00155,0.0169,719.0,0.03914,0.427,917.5,0.04995,0.5448,1235.0,0.06723,0.7334,2519.0,0.13713,1.4958,1991.0,0.10838,1.1823,666.5,0.03628,0.3958,0.00284,0.00352,0.08877,0.11327,0.15247,0.31099,0.2458,0.08228
v32_4k_L34,v32,4k,34,2048,4111,1,0.729,1,512,False,0,False,2,10.926,11.144,0.0199,18194.5,True,True,11.23,0.01685,3111.5,0.17131,1.8718,169.0,0.0093,0.1017,1781.0,0.09806,1.0714,2277.5,0.12539,1.3701,2184.5,0.12027,1.3141,8619.5,0.47456,5.1852,20.0,0.0011,0.012,23.0,0.00127,0.0138,30.0,0.00165,0.018,716.0,0.03942,0.4307,916.0,0.05043,0.551,1270.0,0.06992,0.764,2637.5,0.14521,1.5866,2443.0,0.1345,1.4696,594.5,0.03273,0.3576,0.00267,0.00348,0.08307,0.10627,0.14734,0.30599,0.28343,0.06897
v32_4k_L35,v32,4k,35,2048,4111,1,0.705,1,512,False,0,False,3,9.925,10.169,0.0247,17427.0,True,True,11.19,0.01246,3145.0,0.18062,1.7926,123.0,0.00706,0.0701,1763.0,0.10125,1.0049,2189.5,0.12575,1.248,2136.0,0.12267,1.2175,8035.5,0.46149,4.5801,20.0,0.00115,0.0114,23.0,0.00132,0.0131,30.0,0.00172,0.0171,717.5,0.04121,0.409,912.0,0.05238,0.5198,1217.5,0.06992,0.694,2477.5,0.14229,1.4121,2117.5,0.12161,1.207,543.5,0.03121,0.3098,0.00286,0.00373,0.08929,0.1135,0.15152,0.30832,0.26352,0.06764
v32_4k_L36,v32,4k,36,2048,4111,1,0.788,1,512,False,0,False,4,13.585,14.048,0.034,23789.0,True,True,11.04,0.00303,3077.5,0.13,1.7661,169.0,0.00714,0.097,1774.5,0.07496,1.0183,4773.5,0.20164,2.7394,3352.0,0.1416,1.9236,10506.5,0.44382,6.0294,20.0,0.00084,0.0115,23.0,0.00097,0.0132,29.0,0.00123,0.0166,832.5,0.03517,0.4777,1330.5,0.0562,0.7635,1261.0,0.05327,0.7237,3028.0,0.12791,1.7377,3277.5,0.13845,1.8809,725.0,0.03063,0.4161,0.00219,0.00276,0.07924,0.12664,0.12002,0.2882,0.31195,0.069
v32_4k_L37,v32,4k,37,2048,4111,1,0.734,1,512,False,0,False,5,10.881,11.112,0.0212,19287.5,True,True,10.99,0.01556,3106.0,0.16123,1.7544,123.0,0.00638,0.0695,1786.5,0.09274,1.0091,2210.0,0.11472,1.2483,2180.5,0.11319,1.2317,9838.0,0.51069,5.5571,20.0,0.00104,0.0113,23.0,0.00119,0.013,27.5,0.00143,0.0155,721.0,0.03743,0.4073,915.5,0.04752,0.5171,1203.0,0.06245,0.6795,2798.5,0.14527,1.5808,1668.0,0.08659,0.9422,2493.0,0.12941,1.4082,0.00234,0.0028,0.07329,0.09306,0.12228,0.28446,0.16955,0.25341
v32_4k_L38,v32,4k,38,2048,4111,1,0.717,1,512,False,0,False,6,12.91,13.262,0.0272,23471.0,True,True,11.34,0.0137,3241.0,0.13805,1.7822,123.0,0.00524,0.0676,1769.5,0.07537,0.9731,4310.5,0.18361,2.3704,3437.0,0.1464,1.89,10576.0,0.45048,5.8158,20.0,0.00085,0.011,23.0,0.00098,0.0126,29.0,0.00124,0.0159,783.5,0.03337,0.4309,1579.0,0.06726,0.8683,1108.0,0.0472,0.6093,2952.5,0.12576,1.6236,3517.0,0.14981,1.934,584.5,0.0249,0.3214,0.00217,0.00274,0.07408,0.1493,0.10477,0.27917,0.33255,0.05527
v32_4k_L39,v32,4k,39,2048,4111,1,0.767,1,512,False,0,False,7,12.883,13.035,0.0118,23118.0,True,True,11.09,0.01125,3085.0,0.13357,1.7207,126.0,0.00546,0.0703,1715.0,0.07425,0.9566,3969.5,0.17186,2.2141,3367.0,0.14578,1.878,10814.5,0.46822,6.0321,20.0,0.00087,0.0112,23.0,0.001,0.0128,30.0,0.0013,0.0167,781.5,0.03384,0.4359,1580.0,0.06841,0.8813,1063.0,0.04602,0.5929,2986.5,0.1293,1.6658,4024.0,0.17422,2.2445,327.5,0.01418,0.1827,0.00213,0.00277,0.07226,0.1461,0.09829,0.27616,0.37209,0.03028
v32_4k_L40,v32,4k,40,2048,4111,1,0.796,1,512,False,0,False,0,12.532,12.765,0.0185,22619.5,True,True,10.68,0.00878,3116.0,0.13783,1.7274,128.0,0.00566,0.071,1709.5,0.07562,0.9477,3922.0,0.17349,2.1742,3446.5,0.15245,1.9106,10265.0,0.45406,5.6905,20.0,0.00088,0.0111,23.0,0.00102,0.0128,29.5,0.0013,0.0164,782.5,0.03461,0.4338,1582.0,0.06998,0.877,1071.5,0.0474,0.594,2828.5,0.12512,1.568,3199.5,0.14153,1.7737,753.0,0.03331,0.4174,0.00224,0.00287,0.07623,0.15412,0.10438,0.27555,0.31169,0.07336
v32_4k_L41,v32,4k,41,2048,4111,1,0.762,1,512,False,0,False,1,13.686,14.086,0.0292,23909.0,True,True,11.34,0.00967,3110.0,0.13043,1.7851,168.0,0.00705,0.0964,1775.0,0.07444,1.0189,4152.5,0.17416,2.3835,3531.5,0.14811,2.0271,11086.5,0.46497,6.3637,20.0,0.00084,0.0115,23.0,0.00096,0.0132,29.0,0.00122,0.0166,787.0,0.03301,0.4517,1583.0,0.06639,0.9086,1146.0,0.04806,0.6578,3179.0,0.13333,1.8248,3863.0,0.16201,2.2174,473.5,0.01986,0.2718,0.00207,0.00262,0.07099,0.14279,0.10337,0.28675,0.34844,0.04271
v32_4k_L42,v32,4k,42,2048,4111,1,0.833,1,512,False,0,False,2,13.514,13.897,0.0284,23519.0,True,True,10.77,0.01331,3142.0,0.13354,1.8046,169.0,0.00718,0.0971,1777.0,0.07552,1.0206,4706.5,0.20003,2.7031,3381.5,0.14372,1.9421,10333.0,0.43916,5.9346,20.0,0.00085,0.0115,23.0,0.00098,0.0132,30.0,0.00128,0.0172,836.0,0.03553,0.4801,1330.5,0.05655,0.7642,1264.0,0.05372,0.726,2950.0,0.12538,1.6943,3065.0,0.13026,1.7603,841.0,0.03574,0.483,0.00223,0.0029,0.08091,0.12876,0.12233,0.28549,0.29662,0.08139
v32_4k_L43,v32,4k,43,2048,4111,1,0.743,1,512,False,0,False,3,13.283,13.461,0.0134,23961.0,True,True,11.02,0.01176,3120.0,0.13038,1.7318,123.0,0.00514,0.0683,1748.0,0.07304,0.9702,4267.0,0.17831,2.3684,3390.0,0.14166,1.8817,11262.5,0.47063,6.2514,20.0,0.00084,0.0111,23.0,0.00096,0.0128,29.0,0.00121,0.0161,780.0,0.03259,0.4329,1578.0,0.06594,0.8759,1091.5,0.04561,0.6058,3170.5,0.13249,1.7598,4224.5,0.17653,2.3449,372.0,0.01555,0.2065,0.00204,0.00257,0.06926,0.14011,0.09691,0.28151,0.37509,0.03303
v32_4k_L44,v32,4k,44,2048,4111,1,0.866,1,512,False,0,False,4,13.505,13.809,0.0225,23378.5,True,True,10.72,0.00522,3074.5,0.13152,1.7762,169.0,0.00723,0.0976,1777.0,0.07601,1.0266,5017.5,0.21463,2.8986,3130.0,0.13389,1.8082,10189.5,0.43587,5.8865,20.0,0.00086,0.0116,23.0,0.00098,0.0133,30.0,0.00128,0.0173,816.5,0.03493,0.4717,1340.0,0.05732,0.7741,1249.0,0.05343,0.7216,2892.5,0.12373,1.671,3357.5,0.14362,1.9397,491.5,0.02102,0.2839,0.00226,0.00294,0.08013,0.13151,0.12258,0.28387,0.32951,0.04824
v32_4k_L45,v32,4k,45,2048,4111,1,0.805,1,512,False,0,False,5,12.773,13.004,0.0182,22947.0,True,True,11.06,0.01759,3082.5,0.13436,1.7162,123.0,0.00536,0.0685,1775.0,0.07737,0.9882,4278.0,0.18647,2.3817,3135.5,0.13667,1.7457,10527.5,0.45888,5.8611,20.0,0.00087,0.0111,23.0,0.001,0.0128,29.5,0.00129,0.0164,862.5,0.0376,0.4802,1327.0,0.05784,0.7388,1211.5,0.05281,0.6745,2981.5,0.12996,1.6599,2798.5,0.12198,1.558,1301.5,0.05673,0.7246,0.00218,0.0028,0.08193,0.12605,0.11508,0.28321,0.26583,0.12363
v32_4k_L46,v32,4k,46,2048,4111,1,0.776,1,512,False,0,False,6,13.112,13.44,0.025,23778.0,True,True,11.06,0.01721,3127.5,0.13166,1.7263,123.0,0.00518,0.0679,1769.5,0.07449,0.9767,4273.0,0.17988,2.3586,3356.5,0.1413,1.8527,11085.5,0.46666,6.1188,20.0,0.00084,0.011,23.0,0.00097,0.0127,30.0,0.00126,0.0166,785.5,0.03307,0.4336,1578.5,0.06645,0.8713,1101.0,0.04635,0.6077,3041.5,0.12804,1.6788,3732.5,0.15712,2.0602,789.0,0.03321,0.4355,0.00207,0.00271,0.07086,0.14239,0.09932,0.27437,0.3367,0.07117
v32_4k_L47,v32,4k,47,2048,4111,1,0.793,1,512,False,0,False,7,9.601,9.889,0.03,16932.5,True,True,11.57,0.01066,3123.5,0.18463,1.7727,126.0,0.00745,0.0715,1707.5,0.10093,0.9691,2203.0,0.13022,1.2503,2113.0,0.1249,1.1992,7625.0,0.4507,4.3274,20.0,0.00118,0.0114,23.0,0.00136,0.0131,30.0,0.00177,0.017,714.5,0.04223,0.4055,915.0,0.05408,0.5193,1207.5,0.07137,0.6853,2241.5,0.13249,1.2721,2087.5,0.12339,1.1847,413.0,0.02441,0.2344,0.00302,0.00393,0.0937,0.12,0.15836,0.29397,0.27377,0.05416
v32_4k_L48,v32,4k,48,2048,4111,1,0.869,1,512,False,0,False,0,12.699,12.873,0.0137,22855.0,True,True,10.95,0.00787,3157.5,0.13801,1.7526,126.0,0.00551,0.0699,1709.5,0.07472,0.9489,4203.0,0.18371,2.3329,3322.5,0.14522,1.8442,10340.5,0.45196,5.7395,20.0,0.00087,0.0111,23.0,0.00101,0.0128,29.5,0.00129,0.0164,784.0,0.03427,0.4352,1572.5,0.06873,0.8728,1067.5,0.04666,0.5925,2846.5,0.12442,1.58,3691.0,0.16133,2.0487,313.0,0.01368,0.1737,0.00222,0.00285,0.07582,0.15207,0.10323,0.27528,0.35695,0.03027
v32_4k_L49,v32,4k,49,2048,4111,1,0.784,1,512,False,0,False,1,13.411,13.744,0.0248,23213.0,True,True,10.97,0.01008,3147.0,0.1356,1.8185,169.0,0.00728,0.0977,1776.5,0.07655,1.0266,4189.0,0.1805,2.4207,3570.0,0.15383,2.063,10336.5,0.44539,5.973,20.0,0.00086,0.0116,23.0,0.00099,0.0133,28.0,0.00121,0.0162,790.5,0.03406,0.4568,1577.5,0.06797,0.9116,1145.0,0.04934,0.6616,2929.0,0.12621,1.6925,3152.5,0.13584,1.8217,683.5,0.02945,0.395,0.00223,0.00271,0.07648,0.15261,0.11077,0.28336,0.30499,0.06612
v32_4k_L50,v32,4k,50,2048,4111,1,0.808,1,512,False,0,False,2,13.387,13.766,0.0283,23274.0,True,True,10.95,0.00901,3136.0,0.13469,1.8031,169.0,0.00726,0.0972,1770.5,0.07604,1.018,4198.5,0.18032,2.414,3393.0,0.14573,1.9509,10596.0,0.4551,6.0925,20.0,0.00086,0.0115,23.0,0.00099,0.0132,29.0,0.00125,0.0167,834.5,0.03584,0.4798,1336.5,0.0574,0.7685,1262.0,0.0542,0.7256,3006.5,0.12913,1.7287,3076.0,0.13211,1.7686,1040.5,0.04469,0.5983,0.00217,0.00274,0.07876,0.12613,0.1191,0.28374,0.2903,0.0982
v32_4k_L51,v32,4k,51,2048,4111,1,0.82,1,512,False,0,False,3,12.926,13.161,0.0182,23283.5,True,True,10.94,0.00981,3118.0,0.13383,1.7299,123.0,0.00528,0.0682,1747.0,0.07498,0.9693,4168.5,0.17892,2.3127,3443.0,0.14778,1.9102,10679.0,0.45836,5.9248,20.0,0.00086,0.0111,23.0,0.00099,0.0128,29.5,0.00127,0.0164,781.5,0.03354,0.4336,1583.0,0.06794,0.8783,1091.0,0.04683,0.6053,3072.0,0.13185,1.7044,3744.0,0.1607,2.0772,352.0,0.01511,0.1953,0.00215,0.00276,0.07318,0.14823,0.10216,0.28767,0.35059,0.03296
v32_4k_L52,v32,4k,52,2048,4111,1,0.825,1,512,False,0,False,4,13.664,14.094,0.0315,23839.0,True,True,11.13,0.00787,3251.5,0.13643,1.8642,169.0,0.00709,0.0969,1780.5,0.07471,1.0208,4376.0,0.18362,2.5089,3577.0,0.15009,2.0508,10658.0,0.44721,6.1106,20.0,0.00084,0.0115,23.0,0.00097,0.0132,27.0,0.00113,0.0155,790.5,0.03317,0.4532,1581.0,0.06634,0.9064,1121.0,0.04704,0.6427,3016.0,0.12655,1.7292,3417.5,0.1434,1.9594,682.0,0.02862,0.391,0.00216,0.00253,0.07417,0.14834,0.10518,0.28298,0.32065,0.06399
v32_4k_L53,v32,4k,53,2048,4111,1,0.869,1,512,False,0,False,5,13.032,13.26,0.0176,23423.0,True,True,10.74,0.01765,3031.5,0.12938,1.686,125.0,0.00533,0.0695,1773.5,0.07569,0.9863,4299.5,0.18349,2.3912,3380.0,0.14425,1.8798,10802.0,0.461,6.0076,20.0,0.00085,0.0111,23.0,0.00098,0.0128,30.0,0.00128,0.0167,782.5,0.0334,0.4352,1573.0,0.06713,0.8748,1101.5,0.04701,0.6126,3048.0,0.13008,1.6952,3827.0,0.16333,2.1284,416.0,0.01775,0.2314,0.00213,0.00278,0.07244,0.14562,0.10197,0.28217,0.35429,0.03851
v32_4k_L54,v32,4k,54,2048,4111,1,0.719,1,512,False,0,False,6,13.08,13.348,0.0205,23675.0,True,True,11.22,0.00698,3110.5,0.13136,1.7182,123.0,0.00519,0.0679,1766.5,0.0746,0.9758,4569.0,0.19296,2.5238,3400.0,0.14359,1.8781,10690.0,0.45145,5.9049,20.0,0.00084,0.011,23.0,0.00097,0.0127,28.0,0.00118,0.0155,784.5,0.03313,0.4333,1583.5,0.06687,0.8747,1101.0,0.0465,0.6082,3068.0,0.12957,1.6947,3710.0,0.15668,2.0493,379.0,0.01601,0.2094,0.00215,0.00262,0.07339,0.14813,0.10299,0.287,0.34705,0.03545
v32_4k_L55,v32,4k,55,2048,4111,1,0.788,1,512,False,0,False,7,12.177,12.361,0.0151,21788.5,True,True,11.0,0.01166,2998.5,0.13794,1.6797,126.0,0.0058,0.0706,1713.0,0.0788,0.9596,3927.5,0.18067,2.2001,3258.0,0.14988,1.8251,9695.0,0.44599,5.431,20.0,0.00092,0.0112,23.0,0.00106,0.0129,29.0,0.00133,0.0162,782.5,0.036,0.4383,1325.5,0.06098,0.7425,1092.5,0.05026,0.612,2755.0,0.12674,1.5433,3107.5,0.14295,1.7408,582.0,0.02677,0.326,0.00237,0.00299,0.08071,0.13672,0.11269,0.28417,0.32053,0.06003
v32_4k_L56,v32,4k,56,2048,4111,1,0.831,1,512,False,0,False,0,12.397,12.574,0.0143,22271.5,True,True,10.82,0.00887,3064.0,0.13797,1.7104,127.0,0.00572,0.0709,1704.0,0.07673,0.9512,4008.5,0.18051,2.2377,3254.0,0.14653,1.8165,10029.5,0.45164,5.5988,20.0,0.0009,0.0112,23.0,0.00104,0.0128,30.0,0.00135,0.0167,849.5,0.03825,0.4742,1325.5,0.05969,0.7399,1189.5,0.05356,0.664,2851.0,0.12838,1.5915,3356.5,0.15115,1.8737,415.5,0.01871,0.2319,0.00229,0.00299,0.0847,0.13216,0.1186,0.28426,0.33466,0.04143
v32_4k_L57,v32,4k,57,2048,4111,1,0.77,1,512,False,0,False,1,13.529,13.95,0.0311,23675.5,True,True,11.47,0.00508,3284.5,0.13863,1.8755,169.0,0.00713,0.0965,1772.5,0.07481,1.0121,4445.0,0.18761,2.5382,3553.5,0.14998,2.0291,10448.5,0.441,5.9664,20.0,0.00084,0.0114,23.0,0.00097,0.0131,29.0,0.00122,0.0166,787.5,0.03324,0.4497,1584.5,0.06688,0.9048,1153.0,0.04866,0.6584,3029.0,0.12784,1.7296,3396.0,0.14333,1.9392,453.0,0.01912,0.2587,0.0022,0.00278,0.07537,0.15165,0.11035,0.2899,0.32502,0.04336
v32_4k_L58,v32,4k,58,2048,4111,1,0.881,1,512,False,0,False,2,13.786,14.142,0.0258,24068.5,True,True,11.22,0.01184,3123.0,0.12993,1.7913,169.0,0.00703,0.0969,1780.5,0.07408,1.0213,4930.0,0.20511,2.8278,3342.0,0.13904,1.9169,10671.0,0.44397,6.1207,20.0,0.00083,0.0115,23.0,0.00096,0.0132,29.5,0.00123,0.0169,858.0,0.0357,0.4921,1323.0,0.05504,0.7589,1284.0,0.05342,0.7365,3022.0,0.12573,1.7334,3466.5,0.14422,1.9883,660.0,0.02746,0.3786,0.00216,0.00276,0.0804,0.12398,0.12033,0.2832,0.32485,0.06185
v32_4k_L59,v32,4k,59,2048,4111,1,0.751,1,512,False,0,False,3,12.917,13.078,0.0125,23178.5,True,True,11.15,0.00963,3070.5,0.13257,1.7124,123.0,0.00531,0.0686,1750.5,0.07558,0.9762,4161.5,0.17968,2.3209,3420.0,0.14766,1.9073,10615.5,0.45834,5.9202,20.0,0.00086,0.0112,23.0,0.00099,0.0128,29.0,0.00125,0.0162,781.5,0.03374,0.4358,1574.0,0.06796,0.8778,1092.0,0.04715,0.609,2984.5,0.12886,1.6644,3294.5,0.14224,1.8373,828.0,0.03575,0.4618,0.00217,0.00273,0.07362,0.14827,0.10287,0.28115,0.31035,0.078
v32_4k_L60,v32,4k,60,2048,4111,1,0.775,1,512,False,0,False,4,13.793,14.137,0.0249,23934.5,True,True,11.13,0.00376,3070.5,0.1283,1.7697,169.0,0.00706,0.0974,1772.0,0.07404,1.0213,4815.5,0.20122,2.7755,3362.0,0.14048,1.9377,10723.0,0.44806,6.1803,20.0,0.00084,0.0115,23.0,0.00096,0.0133,30.0,0.00125,0.0173,786.0,0.03284,0.453,1579.0,0.06598,0.9101,1144.5,0.04782,0.6596,3078.0,0.12861,1.774,3287.5,0.13737,1.8948,795.5,0.03324,0.4585,0.00214,0.0028,0.0733,0.14725,0.10673,0.28705,0.30658,0.07419
v32_64k_L03,v32,64k,3,2048,65551,1,0.826,4,512,True,1,False,3,16.668,16.806,0.0083,29836.0,True,True,18.95,0.00687,3639.5,0.1221,2.0352,127.0,0.00426,0.071,1573.5,0.05279,0.8799,6323.0,0.21213,3.5358,3507.0,0.11765,1.9611,14505.5,0.48664,8.1115,132.0,0.00443,0.0738,2439.0,0.08183,1.3639,3326.0,0.11158,1.8599,757.0,0.0254,0.4233,943.0,0.03164,0.5273,1237.0,0.0415,0.6917,2887.5,0.09687,1.6147,2472.0,0.08293,1.3824,460.5,0.01545,0.2575,0.16814,0.22929,0.05219,0.06501,0.08528,0.19906,0.17042,0.03175
v32_64k_L04,v32,64k,4,2048,65551,1,0.729,4,512,True,1,False,4,17.759,18.021,0.0147,32067.5,True,True,19.01,0.00542,3647.0,0.11392,2.0232,121.0,0.00378,0.0671,1536.5,0.048,0.8524,6347.5,0.19828,3.5213,3503.5,0.10944,1.9436,16735.5,0.52277,9.2841,122.0,0.00381,0.0677,2495.5,0.07795,1.3844,2908.0,0.09084,1.6132,833.5,0.02604,0.4624,943.5,0.02947,0.5234,1235.0,0.03858,0.6851,3221.0,0.10062,1.7869,2546.0,0.07953,1.4124,2544.0,0.07947,1.4113,0.14911,0.17376,0.0498,0.05638,0.0738,0.19247,0.15213,0.15201
