uuid,dt,cs,N,K,rung,axis,base_us,all_us,ratio
pro_512k_L44,fp32,8,131075,1024,cs8,real,17.078,15.042,1.1354
pro_512k_L46,fp32,8,131075,1024,cs8,real,15.553,13.235,1.1752
pro_512k_L48,fp32,8,131075,1024,cs8,real,16.435,13.305,1.2352
pro_512k_L50,fp32,8,131075,1024,cs8,real,15.664,13.419,1.1673
pro_512k_L52,fp32,8,131075,1024,cs8,real,15.616,13.445,1.1615
pro_512k_L54,fp32,8,131075,1024,cs8,real,15.677,13.211,1.1866
pro_512k_L56,fp32,8,131075,1024,cs8,real,15.155,13.049,1.1614
pro_512k_L58,fp32,8,131075,1024,cs8,real,15.011,13.014,1.1535
pro_512k_L60,fp32,8,131075,1024,cs8,real,20.158,15.819,1.2743
pro_64k_L02,fp32,1,16387,1024,cs1-mid,real,11.073,9.384,1.18
pro_64k_L04,fp32,1,16387,1024,cs1-mid,real,10.798,9.377,1.1515
pro_64k_L06,fp32,1,16387,1024,cs1-mid,real,10.675,9.486,1.1253
pro_64k_L08,fp32,1,16387,1024,cs1-mid,real,10.728,9.236,1.1615
pro_64k_L10,fp32,1,16387,1024,cs1-mid,real,11.256,9.694,1.1611
pro_64k_L12,fp32,1,16387,1024,cs1-mid,real,11.834,10.308,1.148
pro_64k_L14,fp32,1,16387,1024,cs1-mid,real,11.931,10.39,1.1483
pro_64k_L16,fp32,1,16387,1024,cs1-mid,real,12.078,10.53,1.1471
pro_64k_L18,fp32,1,16387,1024,cs1-mid,real,12.697,11.259,1.1277
pro_64k_L20,fp32,1,16387,1024,cs1-mid,real,11.568,10.032,1.1531
pro_64k_L22,fp32,1,16387,1024,cs1-mid,real,13.403,10.86,1.2341
pro_64k_L24,fp32,1,16387,1024,cs1-mid,real,11.266,10.006,1.1259
pro_64k_L26,fp32,1,16387,1024,cs1-mid,real,13.501,11.03,1.2239
pro_64k_L28,fp32,1,16387,1024,cs1-mid,real,11.326,10.018,1.1306
pro_64k_L30,fp32,1,16387,1024,cs1-mid,real,11.517,10.059,1.1449
pro_64k_L32,fp32,1,16387,1024,cs1-mid,real,10.747,9.443,1.1381
pro_64k_L34,fp32,1,16387,1024,cs1-mid,real,11.616,10.181,1.141
pro_64k_L36,fp32,1,16387,1024,cs1-mid,real,12.729,10.994,1.1579
pro_64k_L38,fp32,1,16387,1024,cs1-mid,real,11.899,10.363,1.1482
pro_64k_L40,fp32,1,16387,1024,cs1-mid,real,11.428,10.008,1.142
pro_64k_L42,fp32,1,16387,1024,cs1-mid,real,12.886,11.259,1.1445
pro_64k_L44,fp32,1,16387,1024,cs1-mid,real,13.228,11.811,1.12
pro_64k_L46,fp32,1,16387,1024,cs1-mid,real,12.533,10.899,1.1499
pro_64k_L48,fp32,1,16387,1024,cs1-mid,real,11.685,10.28,1.1366
pro_64k_L50,fp32,1,16387,1024,cs1-mid,real,10.756,9.432,1.1404
pro_64k_L52,fp32,1,16387,1024,cs1-mid,real,10.977,9.581,1.1457
pro_64k_L54,fp32,1,16387,1024,cs1-mid,real,11.933,10.55,1.131
pro_64k_L56,fp32,1,16387,1024,cs1-mid,real,12.03,10.521,1.1434
pro_64k_L58,fp32,1,16387,1024,cs1-mid,real,11.648,10.062,1.1576
pro_64k_L60,fp32,1,16387,1024,cs1-mid,real,11.128,9.544,1.166
pro_8k_L02,fp32,1,2051,1024,cs1-small,real,10.145,8.472,1.1975
pro_8k_L04,fp32,1,2051,1024,cs1-small,real,10.309,8.649,1.1918
pro_8k_L06,fp32,1,2051,1024,cs1-small,real,10.022,8.44,1.1875
pro_8k_L08,fp32,1,2051,1024,cs1-small,real,9.994,8.219,1.2159
pro_8k_L10,fp32,1,2051,1024,cs1-small,real,10.413,8.646,1.2043
pro_8k_L12,fp32,1,2051,1024,cs1-small,real,8.376,7.234,1.1579
pro_8k_L14,fp32,1,2051,1024,cs1-small,real,8.251,7.145,1.1547
pro_8k_L16,fp32,1,2051,1024,cs1-small,real,8.251,7.066,1.1678
pro_8k_L18,fp32,1,2051,1024,cs1-small,real,8.445,7.102,1.189
pro_8k_L20,fp32,1,2051,1024,cs1-small,real,10.473,8.737,1.1987
pro_8k_L22,fp32,1,2051,1024,cs1-small,real,8.51,7.301,1.1657
pro_8k_L24,fp32,1,2051,1024,cs1-small,real,8.448,7.245,1.1661
pro_8k_L26,fp32,1,2051,1024,cs1-small,real,8.737,7.461,1.1711
pro_8k_L28,fp32,1,2051,1024,cs1-small,real,8.817,7.443,1.1846
pro_8k_L30,fp32,1,2051,1024,cs1-small,real,8.665,7.387,1.1731
pro_8k_L32,fp32,1,2051,1024,cs1-small,real,9.55,7.533,1.2678
pro_8k_L34,fp32,1,2051,1024,cs1-small,real,8.784,7.675,1.1445
pro_8k_L36,fp32,1,2051,1024,cs1-small,real,8.723,7.467,1.1682
pro_8k_L38,fp32,1,2051,1024,cs1-small,real,8.363,7.21,1.16
pro_8k_L40,fp32,1,2051,1024,cs1-small,real,8.323,7.203,1.1555
pro_8k_L42,fp32,1,2051,1024,cs1-small,real,8.678,7.485,1.1595
pro_8k_L44,fp32,1,2051,1024,cs1-small,real,8.758,7.376,1.1874
pro_8k_L46,fp32,1,2051,1024,cs1-small,real,8.915,7.648,1.1657
pro_8k_L48,fp32,1,2051,1024,cs1-small,real,8.581,7.429,1.1551
pro_8k_L50,fp32,1,2051,1024,cs1-small,real,8.462,7.154,1.183
pro_8k_L52,fp32,1,2051,1024,cs1-small,real,8.477,7.198,1.1776
pro_8k_L54,fp32,1,2051,1024,cs1-small,real,8.48,7.221,1.1744
pro_8k_L56,fp32,1,2051,1024,cs1-small,real,8.254,7.253,1.1381
pro_8k_L58,fp32,1,2051,1024,cs1-small,real,10.678,8.726,1.2237
pro_8k_L60,fp32,1,2051,1024,cs1-small,real,10.089,8.281,1.2183
v32_128k_L03,fp32,8,131087,2048,cs8,real,18.723,16.518,1.1335
v32_128k_L04,fp32,8,131087,2048,cs8,real,17.902,16.384,1.0927
v32_128k_L05,fp32,8,131087,2048,cs8,real,18.357,16.533,1.1103
v32_128k_L06,fp32,8,131087,2048,cs8,real,18.04,15.891,1.1352
v32_128k_L07,fp32,8,131087,2048,cs8,real,17.339,15.856,1.0935
v32_128k_L08,fp32,8,131087,2048,cs8,real,24.384,22.566,1.0805
v32_128k_L09,fp32,8,131087,2048,cs8,real,17.977,16.977,1.0589
v32_128k_L10,fp32,8,131087,2048,cs8,real,17.773,16.513,1.0763
v32_128k_L11,fp32,8,131087,2048,cs8,real,17.325,15.857,1.0925
v32_128k_L12,fp32,8,131087,2048,cs8,real,24.084,21.845,1.1025
v32_128k_L13,fp32,8,131087,2048,cs8,real,25.057,21.091,1.1881
v32_128k_L14,fp32,8,131087,2048,cs8,real,17.643,16.08,1.0972
v32_128k_L15,fp32,8,131087,2048,cs8,real,18.409,16.534,1.1134
v32_128k_L16,fp32,8,131087,2048,cs8,real,17.144,15.6,1.099
v32_128k_L17,fp32,8,131087,2048,cs8,real,20.012,17.683,1.1317
v32_128k_L18,fp32,8,131087,2048,cs8,real,23.982,22.211,1.0797
v32_128k_L19,fp32,8,131087,2048,cs8,real,17.641,16.126,1.094
v32_128k_L20,fp32,8,131087,2048,cs8,real,17.515,16.021,1.0933
v32_128k_L21,fp32,8,131087,2048,cs8,real,18.305,16.561,1.1053
v32_128k_L22,fp32,8,131087,2048,cs8,real,24.129,21.413,1.1269
v32_128k_L23,fp32,8,131087,2048,cs8,real,18.323,16.491,1.1111
v32_128k_L24,fp32,8,131087,2048,cs8,real,19.163,16.816,1.1396
v32_128k_L25,fp32,8,131087,2048,cs8,real,19.059,16.126,1.1819
v32_128k_L26,fp32,8,131087,2048,cs8,real,20.286,18.011,1.1263
v32_128k_L27,fp32,8,131087,2048,cs8,real,20.153,17.894,1.1263
v32_128k_L28,fp32,8,131087,2048,cs8,real,20.31,18.289,1.1105
v32_128k_L29,fp32,8,131087,2048,cs8,real,20.329,18.036,1.1271
v32_128k_L30,fp32,8,131087,2048,cs8,real,19.896,17.627,1.1287
v32_128k_L31,fp32,8,131087,2048,cs8,real,17.603,15.849,1.1106
v32_128k_L32,fp32,8,131087,2048,cs8,real,17.868,15.873,1.1257
v32_128k_L33,fp32,8,131087,2048,cs8,real,18.899,16.841,1.1222
v32_128k_L34,fp32,8,131087,2048,cs8,real,17.838,15.728,1.1342
v32_128k_L35,fp32,8,131087,2048,cs8,real,19.549,17.34,1.1273
v32_128k_L36,fp32,8,131087,2048,cs8,real,24.777,21.677,1.143
v32_128k_L37,fp32,8,131087,2048,cs8,real,17.73,15.973,1.11
v32_128k_L38,fp32,8,131087,2048,cs8,real,17.635,15.499,1.1378
v32_128k_L39,fp32,8,131087,2048,cs8,real,17.928,15.931,1.1253
v32_128k_L40,fp32,8,131087,2048,cs8,real,17.37,15.609,1.1128
v32_128k_L41,fp32,8,131087,2048,cs8,real,18.733,15.888,1.1791
v32_128k_L42,fp32,8,131087,2048,cs8,real,17.67,15.566,1.1352
v32_128k_L43,fp32,8,131087,2048,cs8,real,18.312,16.243,1.1274
v32_128k_L44,fp32,8,131087,2048,cs8,real,25.264,22.088,1.1438
v32_128k_L45,fp32,8,131087,2048,cs8,real,24.316,21.249,1.1443
v32_128k_L46,fp32,8,131087,2048,cs8,real,17.833,15.68,1.1373
v32_128k_L47,fp32,8,131087,2048,cs8,real,18.576,16.416,1.1316
v32_128k_L48,fp32,8,131087,2048,cs8,real,17.693,15.779,1.1213
v32_128k_L49,fp32,8,131087,2048,cs8,real,24.691,21.681,1.1388
v32_128k_L50,fp32,8,131087,2048,cs8,real,18.784,16.499,1.1385
v32_128k_L51,fp32,8,131087,2048,cs8,real,17.675,15.901,1.1116
v32_128k_L52,fp32,8,131087,2048,cs8,real,24.04,21.109,1.1389
v32_128k_L53,fp32,8,131087,2048,cs8,real,24.372,21.504,1.1334
v32_128k_L54,fp32,8,131087,2048,cs8,real,25.264,22.177,1.1392
v32_128k_L55,fp32,8,131087,2048,cs8,real,24.27,21.069,1.152
v32_128k_L56,fp32,8,131087,2048,cs8,real,17.843,15.817,1.1281
v32_128k_L57,fp32,8,131087,2048,cs8,real,18.413,15.704,1.1725
v32_128k_L58,fp32,8,131087,2048,cs8,real,24.352,21.729,1.1207
v32_128k_L59,fp32,8,131087,2048,cs8,real,24.71,22.102,1.118
v32_128k_L60,fp32,8,131087,2048,cs8,real,24.657,21.905,1.1256
v32_16k_L03,fp32,1,16399,2048,cs1-mid,real,12.784,11.611,1.101
v32_16k_L04,fp32,1,16399,2048,cs1-mid,real,12.84,11.993,1.0706
v32_16k_L05,fp32,1,16399,2048,cs1-mid,real,12.208,11.205,1.0895
v32_16k_L06,fp32,1,16399,2048,cs1-mid,real,11.832,11.245,1.0522
v32_16k_L07,fp32,1,16399,2048,cs1-mid,real,12.489,11.712,1.0664
v32_16k_L08,fp32,1,16399,2048,cs1-mid,real,15.808,14.84,1.0652
v32_16k_L09,fp32,1,16399,2048,cs1-mid,real,12.597,11.609,1.085
v32_16k_L10,fp32,1,16399,2048,cs1-mid,real,13.126,12.137,1.0815
v32_16k_L11,fp32,1,16399,2048,cs1-mid,real,12.755,12.056,1.058
v32_16k_L12,fp32,1,16399,2048,cs1-mid,real,15.067,14.222,1.0594
v32_16k_L13,fp32,1,16399,2048,cs1-mid,real,15.165,14.472,1.0479
v32_16k_L14,fp32,1,16399,2048,cs1-mid,real,12.555,11.434,1.0981
v32_16k_L15,fp32,1,16399,2048,cs1-mid,real,12.433,11.424,1.0884
v32_16k_L16,fp32,1,16399,2048,cs1-mid,real,12.59,11.566,1.0885
v32_16k_L17,fp32,1,16399,2048,cs1-mid,real,13.035,12.377,1.0531
v32_16k_L18,fp32,1,16399,2048,cs1-mid,real,15.12,14.302,1.0572
v32_16k_L19,fp32,1,16399,2048,cs1-mid,real,12.275,11.534,1.0642
v32_16k_L20,fp32,1,16399,2048,cs1-mid,real,12.561,11.846,1.0604
v32_16k_L21,fp32,1,16399,2048,cs1-mid,real,13.781,12.158,1.1334
v32_16k_L22,fp32,1,16399,2048,cs1-mid,real,12.558,11.613,1.0814
v32_16k_L23,fp32,1,16399,2048,cs1-mid,real,12.317,11.641,1.058
v32_16k_L24,fp32,1,16399,2048,cs1-mid,real,12.246,11.541,1.0611
v32_16k_L25,fp32,1,16399,2048,cs1-mid,real,13.013,11.973,1.0869
v32_16k_L26,fp32,1,16399,2048,cs1-mid,real,12.483,11.606,1.0756
v32_16k_L27,fp32,1,16399,2048,cs1-mid,real,12.435,11.846,1.0497
v32_16k_L28,fp32,1,16399,2048,cs1-mid,real,12.739,11.907,1.0699
v32_16k_L29,fp32,1,16399,2048,cs1-mid,real,13.043,12.216,1.0677
v32_16k_L30,fp32,1,16399,2048,cs1-mid,real,12.045,11.115,1.0836
v32_16k_L31,fp32,1,16399,2048,cs1-mid,real,12.849,11.849,1.0844
v32_16k_L32,fp32,1,16399,2048,cs1-mid,real,12.809,11.854,1.0806
v32_16k_L33,fp32,1,16399,2048,cs1-mid,real,13.062,12.269,1.0647
v32_16k_L34,fp32,1,16399,2048,cs1-mid,real,13.201,12.32,1.0716
v32_16k_L35,fp32,1,16399,2048,cs1-mid,real,13.328,12.256,1.0875
v32_16k_L36,fp32,1,16399,2048,cs1-mid,real,12.429,11.457,1.0848
v32_16k_L37,fp32,1,16399,2048,cs1-mid,real,12.213,11.36,1.0751
v32_16k_L38,fp32,1,16399,2048,cs1-mid,real,13.28,11.518,1.1529
v32_16k_L39,fp32,1,16399,2048,cs1-mid,real,12.214,11.475,1.0644
v32_16k_L40,fp32,1,16399,2048,cs1-mid,real,12.256,11.107,1.1034
v32_16k_L41,fp32,1,16399,2048,cs1-mid,real,15.041,14.097,1.067
v32_16k_L42,fp32,1,16399,2048,cs1-mid,real,15.104,14.269,1.0585
v32_16k_L43,fp32,1,16399,2048,cs1-mid,real,12.685,11.752,1.0794
v32_16k_L44,fp32,1,16399,2048,cs1-mid,real,15.126,14.113,1.0718
v32_16k_L45,fp32,1,16399,2048,cs1-mid,real,14.955,13.936,1.0731
v32_16k_L46,fp32,1,16399,2048,cs1-mid,real,14.155,12.193,1.1609
