cuuid,uuid,bs,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_256k_L34_bs128,flash_256k_L34,128,flash,256k,34,65538,512,0.631,20.695266666666665,33.80426666666667,0.612208715270656,15.478200000000001,29.4752,True
flash_256k_L34_bs16,flash_256k_L34,16,flash,256k,34,65538,512,0.631,14.700533333333333,21.64033333333333,0.6793117789313166,12.604700000000001,20.195,True
flash_256k_L34_bs2,flash_256k_L34,2,flash,256k,34,65538,512,0.631,13.7578,13.021533333333332,1.0565422402891622,12.0126,12.415899999999999,True
flash_256k_L34_bs256,flash_256k_L34,256,flash,256k,34,65538,512,0.631,31.989133333333335,46.56373333333333,0.6869967471107701,21.6477,36.773900000000005,True
flash_256k_L34_bs32,flash_256k_L34,32,flash,256k,34,65538,512,0.631,15.581533333333333,29.968866666666663,0.5199240100281849,13.0624,27.708299999999998,True
flash_256k_L34_bs4,flash_256k_L34,4,flash,256k,34,65538,512,0.631,13.973133333333333,13.412066666666668,1.0418329762750955,12.467,12.8062,True
flash_256k_L34_bs512,flash_256k_L34,512,flash,256k,34,65538,512,0.631,60.264,87.69606666666667,0.6871915958222375,49.868199999999995,78.4118,True
flash_256k_L34_bs64,flash_256k_L34,64,flash,256k,34,65538,512,0.631,18.163066666666666,25.2136,0.7203678438091612,14.6014,22.2237,True
flash_256k_L34_bs8,flash_256k_L34,8,flash,256k,34,65538,512,0.631,14.369933333333332,13.7194,1.0474170396178646,12.5278,12.8382,True
flash_32k_L10_bs1024,flash_32k_L10,1024,flash,32k,10,8195,512,0.723,39.903400000000005,48.263933333333334,0.8267747206678833,33.3756,44.6619,True
flash_32k_L10_bs128,flash_32k_L10,128,flash,32k,10,8195,512,0.723,10.384866666666667,12.0106,0.8646417886422549,8.3103,10.3454,True
flash_32k_L10_bs16,flash_32k_L10,16,flash,32k,10,8195,512,0.723,9.228666666666665,11.276733333333334,0.8183812096883848,7.8366999999999996,9.999799999999999,True
flash_32k_L10_bs2,flash_32k_L10,2,flash,32k,10,8195,512,0.723,9.132533333333333,10.792533333333333,0.8461899584898201,7.5358,9.5775,True
flash_32k_L10_bs256,flash_32k_L10,256,flash,32k,10,8195,512,0.723,12.379266666666666,14.926533333333333,0.8293463988065994,9.9615,13.3375,True
flash_32k_L10_bs32,flash_32k_L10,32,flash,32k,10,8195,512,0.723,9.5038,11.3192,0.839617640822673,7.9935,10.067,True
flash_32k_L10_bs4,flash_32k_L10,4,flash,32k,10,8195,512,0.723,9.092133333333333,10.798866666666667,0.8419525505762949,7.4719,9.6223,True
flash_32k_L10_bs512,flash_32k_L10,512,flash,32k,10,8195,512,0.723,22.2888,27.334066666666665,0.8154220252627369,18.547099999999997,24.956599999999998,True
flash_32k_L10_bs64,flash_32k_L10,64,flash,32k,10,8195,512,0.723,9.792,11.553733333333334,0.8475182624952396,8.1343,10.1695,True
flash_32k_L10_bs8,flash_32k_L10,8,flash,32k,10,8195,512,0.723,9.286333333333333,10.997133333333334,0.8444321853573961,7.7151000000000005,9.673399999999999,True
flash_32k_L22_bs1024,flash_32k_L22,1024,flash,32k,22,8195,512,0.686,40.582,47.35306666666666,0.8570089089618976,33.8555,43.9546,True
flash_32k_L22_bs128,flash_32k_L22,128,flash,32k,22,8195,512,0.686,10.500200000000001,11.769466666666666,0.8921559742157675,8.4384,10.1502,True
flash_32k_L22_bs16,flash_32k_L22,16,flash,32k,22,8195,512,0.686,9.565733333333334,10.943733333333334,0.8740831891615293,8.0126,9.8271,True
flash_32k_L22_bs2,flash_32k_L22,2,flash,32k,22,8195,512,0.686,8.959866666666667,10.675133333333333,0.8393212887270729,7.6255,9.4655,True
flash_32k_L22_bs256,flash_32k_L22,256,flash,32k,22,8195,512,0.686,12.595066666666668,14.8544,0.8479014074393222,10.0991,13.116700000000002,True
flash_32k_L22_bs32,flash_32k_L22,32,flash,32k,22,8195,512,0.686,9.7512,11.193466666666668,0.8711510285761932,8.2527,9.9391,True
flash_32k_L22_bs4,flash_32k_L22,4,flash,32k,22,8195,512,0.686,9.416533333333334,10.666533333333334,0.8828110351379392,7.9103,9.459,True
