cuuid,uuid,bs,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_64k_L10_bs32,flash_64k_L10,32,flash,64k,10,16387,512,0.582,11.016266666666667,,,9.3087,,
flash_64k_L10_bs4,flash_64k_L10,4,flash,64k,10,16387,512,0.582,10.207933333333333,,,8.8031,,
flash_64k_L10_bs512,flash_64k_L10,512,flash,64k,10,16387,512,0.582,27.765,,,23.0108,,
flash_64k_L10_bs64,flash_64k_L10,64,flash,64k,10,16387,512,0.582,11.394,,,9.4655,,
flash_64k_L10_bs8,flash_64k_L10,8,flash,64k,10,16387,512,0.582,10.709133333333334,,,9.0976,,
flash_64k_L22_bs1024,flash_64k_L22,1024,flash,64k,22,16387,512,0.076,59.705,,,50.857,,
flash_64k_L22_bs128,flash_64k_L22,128,flash,64k,22,16387,512,0.076,14.026399999999999,,,11.491200000000001,,
flash_64k_L22_bs16,flash_64k_L22,16,flash,64k,22,16387,512,0.076,12.343200000000001,,,10.88,,
flash_64k_L22_bs2,flash_64k_L22,2,flash,64k,22,16387,512,0.076,11.805533333333333,,,10.5215,,
flash_64k_L22_bs256,flash_64k_L22,256,flash,64k,22,16387,512,0.076,18.2804,,,15.369399999999999,,
flash_64k_L22_bs32,flash_64k_L22,32,flash,64k,22,16387,512,0.076,12.804133333333333,,,11.1648,,
flash_64k_L22_bs4,flash_64k_L22,4,flash,64k,22,16387,512,0.076,12.164200000000001,,,10.7776,,
flash_64k_L22_bs512,flash_64k_L22,512,flash,64k,22,16387,512,0.076,33.3308,,,28.831599999999998,,
flash_64k_L22_bs64,flash_64k_L22,64,flash,64k,22,16387,512,0.076,13.154,,,11.1904,,
flash_64k_L22_bs8,flash_64k_L22,8,flash,64k,22,16387,512,0.076,11.9956,,,10.56,,
flash_64k_L34_bs1024,flash_64k_L34,1024,flash,64k,34,16387,512,0.145,50.175466666666665,,,41.660199999999996,,
flash_64k_L34_bs128,flash_64k_L34,128,flash,64k,34,16387,512,0.145,12.479933333333333,,,9.9264,,
