scenario,K,dtype,N,BS,hit_rate,layer,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,op25_hls_cold_us,op25_hls_warm_us,op27_hls_cold_us,op27_hls_warm_us,op26_r0auto_cold_us,op26_r0auto_warm_us,sglang_v2_cold_us,sglang_v2_warm_us,flashinfer_topk_cold_us,flashinfer_topk_warm_us,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_radix_cutedsl,speedup_vs_base_radix_single_cuda,speedup_vs_base_radix_multi_cuda,speedup_vs_base_op25_hls,speedup_vs_base_op27_hls,speedup_vs_base_op26_r0auto,speedup_vs_base_sglang_v2,speedup_vs_base_flashinfer_topk,mc_cluster_size,op25_ms_path,op27_ms_path,r0_arm,sglang_v2_cold_span_us
best,2048,fp32,1048576,4,0.1499,1,95.899,87.541,37.816,33.702,32.022,29.409,478.02,343.199,100.515,81.866,43.541,40.416,29.691,26.692,38.523,35.605,34.168,26.952,55.043,45.626,2.536,2.995,0.201,0.954,2.203,3.23,2.489,2.807,1.742,4,msc_C8,msc_C8,mc,34.168
best,2048,fp32,1048576,8,0.1499,1,96.483,87.556,38.992,33.991,60.846,57.221,477.928,343.518,101.309,82.459,65.744,61.985,42.794,39.328,39.586,35.841,35.542,27.3,56.232,45.864,2.474,1.586,0.202,0.952,1.468,2.255,2.437,2.715,1.716,4,msc_C4,msc_C4,mc,35.542
best,2048,fp32,1048576,16,0.1499,1,101.746,87.647,47.256,34.147,118.877,112.391,495.458,343.683,112.299,85.964,67.742,62.31,44.355,39.368,45.622,36.031,46.386,43.494,90.221,76.71,2.153,0.856,0.205,0.906,1.502,2.294,2.23,2.193,1.128,4,msc_C4,msc_C4,mc,46.386
best,2048,fp32,1048576,32,0.1499,1,129.522,120.127,86.048,75.062,233.136,227.525,616.581,605.918,144.824,137.863,95.075,87.818,49.968,43.388,85.026,76.019,180.203,158.945,105.309,95.638,1.505,0.556,0.21,0.894,1.362,2.592,1.523,0.719,1.23,2,msc_C4,msc_C4,mc,93.011
best,2048,fp32,1048576,64,0.1499,1,147.357,132.565,113.178,98.615,457.938,452.564,619.749,610.398,228.12,220.032,171.656,167.609,183.079,178.725,111.37,96.97,280.735,255.614,192.08,183.65,1.302,0.322,0.238,0.646,0.858,0.805,1.323,0.525,0.767,2,ms_1cta,ms_1cta,mc,143.346
worst,512,bf16,524288,2,0.9004,2,62.117,59.451,27.867,25.809,14.579,13.396,174.864,146.874,51.074,46.521,15.384,13.107,15.491,13.298,36.638,35.054,,,,,2.229,4.261,0.355,1.216,4.038,4.01,1.695,,,4,msc_C8,msc_C8,mc,
worst,512,bf16,524288,4,0.9004,2,62.029,59.708,28.326,26.163,17.003,15.943,175.513,147.295,51.354,46.767,15.936,13.663,15.909,13.558,37.027,35.359,,,,,2.19,3.648,0.353,1.208,3.892,3.899,1.675,,,4,msc_C8,msc_C8,mc,
worst,512,bf16,524288,8,0.9004,2,62.138,59.695,28.93,26.294,22.27,20.68,176.185,148.237,51.574,47.044,16.384,13.732,16.494,13.773,37.47,35.575,,,,,2.148,2.79,0.353,1.205,3.793,3.767,1.658,,,4,msc_C8,msc_C8,mc,
worst,512,bf16,524288,16,0.9004,2,62.888,60.051,29.458,26.4,31.435,29.29,176.925,149.244,54.277,49.393,28.589,23.797,28.693,24.035,37.899,35.674,,,,,2.135,2.001,0.355,1.159,2.2,2.192,1.659,,,4,msc_C8,msc_C8,mc,
worst,512,bf16,524288,32,0.9004,2,63.907,60.239,43.626,39.165,59.302,56.163,183.515,155.672,67.379,63.743,21.454,16.233,21.405,16.22,58.678,55.541,,,,,1.465,1.078,0.348,0.948,2.979,2.986,1.089,,,2,msc_C4,msc_C4,mc,
worst,512,bf16,524288,64,0.9004,2,67.68,60.487,49.92,39.875,115.49,110.115,186.685,156.352,105.35,99.292,42.216,29.393,42.165,29.419,63.514,56.454,,,,,1.356,0.586,0.363,0.642,1.603,1.605,1.066,,,2,ms_1cta,ms_1cta,mc,
worst,512,bf16,1048576,2,0.9004,12,112.179,108.673,41.438,38.557,17.003,15.822,337.86,281.646,69.589,61.385,18.72,15.411,18.848,15.603,58.395,56.478,,,,,2.707,6.598,0.332,1.612,5.992,5.952,1.921,,,4,msc_C8,msc_C8,mc,
worst,512,bf16,1048576,4,0.9004,12,112.24,109.06,42.072,38.867,22.147,20.689,339.091,282.739,70.357,62.294,19.437,15.91,19.328,15.917,58.734,56.823,,,,,2.668,5.068,0.331,1.595,5.775,5.807,1.911,,,4,msc_C8,msc_C8,mc,
worst,512,bf16,1048576,8,0.9004,12,112.55,109.087,42.614,39.039,32.081,30.011,340.998,285.009,70.427,62.58,20.09,16.142,19.866,16.125,59.219,57.014,,,,,2.641,3.508,0.33,1.598,5.602,5.666,1.901,,,4,msc_C8,msc_C8,mc,
worst,512,bf16,1048576,16,0.9004,12,113.243,109.371,43.483,39.197,60.862,57.674,341.633,286.613,75.248,65.984,35.813,28.395,36.126,28.708,59.795,57.173,,,,,2.604,1.861,0.331,1.505,3.162,3.135,1.894,,,4,msc_C8,msc_C8,mc,
worst,512,bf16,1048576,32,0.9004,12,115.614,109.663,74.147,65.16,119.045,112.911,355.219,298.932,91.035,84.83,54.186,41.598,54.368,41.515,102.797,97.471,,,,,1.559,0.971,0.325,1.27,2.134,2.127,1.125,,,2,msc_C8,msc_C8,mc,
worst,512,bf16,1048576,64,0.9004,12,133.582,125.519,102.163,91.508,215.31,212.672,399.923,392.227,153.565,146.046,72.498,65.377,72.358,65.486,142.446,133.48,,,,,1.308,0.62,0.334,0.87,1.843,1.846,0.938,,,2,ms_1cta,ms_1cta,mc,
worst,512,fp16,524288,2,0.9004,2,61.786,59.059,28.989,26.935,14.523,13.327,174.999,152.46,50.798,46.422,15.31,13.055,15.474,13.238,36.338,34.424,,,,,2.131,4.254,0.353,1.216,4.036,3.993,1.7,,,4,msc_C8,msc_C8,mc,
worst,512,fp16,524288,4,0.9004,2,61.808,59.201,29.539,27.29,17.226,16.153,175.896,152.46,50.978,46.748,15.888,13.599,15.882,13.507,36.73,34.789,,,,,2.092,3.588,0.351,1.212,3.89,3.892,1.683,,,4,msc_C8,msc_C8,mc,
worst,512,fp16,524288,8,0.9004,2,61.886,59.271,30.064,27.489,22.354,20.796,176.583,153.852,51.282,47.059,16.416,13.715,16.477,13.705,37.299,35.046,,,,,2.058,2.769,0.35,1.207,3.77,3.756,1.659,,,4,msc_C8,msc_C8,mc,
worst,512,fp16,524288,16,0.9004,2,62.629,59.626,30.526,27.606,31.845,29.621,176.952,154.465,54.189,49.424,28.584,23.698,28.613,23.969,37.706,35.08,,,,,2.052,1.967,0.354,1.156,2.191,2.189,1.661,,,4,msc_C8,msc_C8,mc,
worst,512,fp16,524288,32,0.9004,2,63.575,59.882,44.835,40.305,60.168,57.186,184.376,161.86,66.915,63.133,21.528,16.221,21.472,16.215,58.24,54.748,,,,,1.418,1.057,0.345,0.95,2.953,2.961,1.092,,,2,msc_C4,msc_C4,mc,
worst,512,fp16,524288,64,0.9004,2,67.8,60.173,50.669,40.989,117.531,112.093,187.095,162.06,104.978,98.673,41.933,29.292,42.197,29.238,62.757,55.616,,,,,1.338,0.577,0.362,0.646,1.617,1.607,1.08,,,2,ms_1cta,ms_1cta,mc,
worst,512,fp16,1048576,2,0.9004,12,109.526,105.819,41.781,38.781,16.598,15.371,338.888,293.289,69.395,61.566,18.603,15.4,19.096,15.478,58.261,55.66,,,,,2.621,6.599,0.323,1.578,5.887,5.736,1.88,,,4,msc_C8,msc_C8,mc,
worst,512,fp16,1048576,4,0.9004,12,109.674,105.991,42.443,39.137,21.672,20.258,339.317,293.4,70.17,62.501,19.282,15.889,19.421,15.99,58.8,55.988,,,,,2.584,5.061,0.323,1.563,5.688,5.647,1.865,,,4,msc_C8,msc_C8,mc,
worst,512,fp16,1048576,8,0.9004,12,109.995,106.088,42.997,39.363,31.246,29.179,340.936,296.709,70.35,62.745,20.077,16.182,19.936,16.196,59.213,56.336,,,,,2.558,3.52,0.323,1.564,5.479,5.517,1.858,,,4,msc_C8,msc_C8,mc,
worst,512,fp16,1048576,16,0.9004,12,110.768,106.431,43.811,39.509,59.339,56.047,341.879,297.285,75.453,66.416,35.662,28.306,36.16,28.7,59.978,56.478,,,,,2.528,1.867,0.324,1.468,3.106,3.063,1.847,,,4,msc_C8,msc_C8,mc,
worst,512,fp16,1048576,32,0.9004,12,113.296,106.798,74.237,65.3,115.778,109.775,356.159,311.896,90.43,83.338,54.23,41.546,54.235,41.38,102.434,96.27,,,,,1.526,0.979,0.318,1.253,2.089,2.089,1.106,,,2,msc_C8,msc_C8,mc,
worst,512,fp16,1048576,64,0.9004,12,132.186,124.034,102.779,92.203,209.615,206.921,398.479,390.727,153.271,145.694,72.187,65.086,72.333,64.983,142.387,133.793,,,,,1.286,0.631,0.332,0.862,1.831,1.827,0.928,,,2,ms_1cta,ms_1cta,mc,
worst,512,fp32,524288,2,0.9004,2,64.046,58.294,28.16,25.377,20.384,19.04,237.631,171.95,61.066,51.346,18.861,17.386,18.837,17.215,34.901,32.515,20.947,17.078,25.979,21.075,2.274,3.142,0.27,1.049,3.396,3.4,1.835,3.058,2.465,4,msc_C8,msc_C8,mc,20.947
worst,512,fp32,524288,4,0.9004,2,64.669,58.678,28.648,25.742,23.939,21.948,239.853,172.754,61.76,52.085,19.278,17.753,19.36,17.732,35.605,32.879,21.483,17.462,26.747,21.441,2.257,2.701,0.27,1.047,3.354,3.34,1.816,3.01,2.418,4,msc_C8,msc_C8,mc,21.483
worst,512,fp32,524288,8,0.9004,2,64.952,58.836,29.291,25.997,30.2,27.695,241.08,174.492,62.125,52.256,19.691,17.953,19.714,17.925,36.219,33.167,22.12,17.683,27.29,21.597,2.217,2.151,0.269,1.046,3.299,3.295,1.793,2.936,2.38,4,msc_C8,msc_C8,mc,22.12
worst,512,fp32,524288,16,0.9004,2,66.157,59.189,31.73,26.203,57.274,53.687,241.509,176.045,66.33,54.796,24.982,22.927,24.896,22.845,37.97,33.434,27.195,26.49,38.45,30.892,2.085,1.155,0.274,0.997,2.648,2.657,1.742,2.433,1.721,4,msc_C4,msc_C4,mc,27.195
worst,512,fp32,524288,32,0.9004,2,75.659,59.594,49.888,37.454,111.85,105.295,258.188,177.779,79.925,66.456,27.682,23.393,27.49,23.462,61.026,50.991,92.78,69.827,44.642,33.347,1.517,0.676,0.293,0.947,2.733,2.752,1.24,0.815,1.695,2,msc_C4,msc_C4,mc,50.095
worst,512,fp32,524288,64,0.9004,2,110.466,99.639,84.744,73.861,218.835,212.585,316.869,306.621,133.511,123.875,59.581,58.559,59.584,58.541,120.73,109.535,145.069,127.406,77.709,67.346,1.304,0.505,0.349,0.827,1.854,1.854,0.915,0.761,1.422,2,ms_1cta,ms_1cta,mc,76.326
worst,512,fp32,1048576,2,0.9004,12,114.135,104.754,39.698,35.635,24.234,22.308,459.754,328.935,86.624,68.085,25.154,23.481,25.118,23.309,54.253,50.75,32.15,25.21,41.581,32.421,2.875,4.71,0.248,1.318,4.537,4.544,2.104,3.55,2.745,4,msc_C8,msc_C8,mc,32.15
worst,512,fp32,1048576,4,0.9004,12,115.127,105.441,40.166,35.973,30.725,28.191,463.685,330.295,87.234,68.977,25.592,23.833,25.635,23.823,54.861,51.071,32.498,25.564,42.344,32.773,2.866,3.747,0.248,1.32,4.499,4.491,2.099,3.543,2.719,4,msc_C8,msc_C8,mc,32.498
worst,512,fp32,1048576,8,0.9004,12,115.451,105.697,41.315,36.245,58.483,54.418,465.972,334.654,87.968,69.272,26.034,24.07,26.038,24.047,55.757,51.434,34.04,25.8,43.397,33.062,2.794,1.974,0.248,1.312,4.435,4.434,2.071,3.392,2.66,4,msc_C8,msc_C8,mc,34.04
worst,512,fp32,1048576,16,0.9004,12,131.627,111.64,48.763,36.583,115.035,106.708,521.885,379.304,99.347,72.878,37.211,34.502,37.213,34.503,61.89,51.781,43.784,41.192,67.138,52.1,2.699,1.144,0.252,1.325,3.537,3.537,2.127,3.006,1.961,4,msc_C4,msc_C4,mc,43.784
worst,512,fp32,1048576,32,0.9004,12,178.226,168.81,103.107,91.714,226.019,217.384,606.377,595.376,130.966,123.363,41.171,37.874,41.259,37.895,144.475,134.401,173.896,152.987,81.264,70.888,1.729,0.789,0.294,1.361,4.329,4.32,1.234,1.025,2.193,2,msc_C4,msc_C4,mc,90.579
worst,512,fp32,1048576,64,0.9004,12,199.875,185.935,150.106,131.352,441.216,431.78,611.073,601.422,210.021,204.423,106.903,106.032,106.832,105.931,221.773,204.019,274.589,247.155,137.21,126.094,1.332,0.453,0.327,0.952,1.87,1.871,0.901,0.728,1.457,2,ms_1cta,ms_1cta,mc,140.883
worst,1024,bf16,524288,2,0.8496,26,63.014,60.236,27.893,25.731,14.333,13.248,174.435,145.799,55.142,50.429,16.419,13.774,16.754,13.902,24.92,23.199,,,,,2.259,4.397,0.361,1.143,3.838,3.761,2.529,,,4,msc_C8,msc_C8,mc,
worst,1024,bf16,524288,4,0.8496,26,62.739,60.365,28.427,26.081,17.189,16.067,175.275,146.346,55.434,50.988,16.885,14.235,16.898,14.343,25.286,23.529,,,,,2.207,3.65,0.358,1.132,3.716,3.713,2.481,,,4,msc_C8,msc_C8,mc,
worst,1024,bf16,524288,8,0.8496,26,63.05,60.437,28.718,26.298,21.994,20.388,176.291,147.15,55.643,51.197,17.299,14.482,17.347,14.426,25.63,23.775,,,,,2.195,2.867,0.358,1.133,3.645,3.635,2.46,,,4,msc_C8,msc_C8,mc,
worst,1024,bf16,524288,16,0.8496,26,63.675,60.787,29.283,26.385,31.298,29.227,176.645,148.087,58.234,52.961,30.771,25.429,30.707,25.373,26.186,23.842,,,,,2.174,2.034,0.36,1.093,2.069,2.074,2.432,,,4,msc_C8,msc_C8,mc,
worst,1024,bf16,524288,32,0.8496,26,64.474,61.015,43.68,39.393,59.486,56.518,183.411,154.846,72.098,69.036,22.424,17.249,22.45,17.204,39.118,35.176,,,,,1.476,1.084,0.352,0.894,2.875,2.872,1.648,,,2,msc_C4,msc_C4,mc,
worst,1024,bf16,524288,64,0.8496,26,68.293,61.307,49.251,40.053,114.803,109.666,187.223,155.172,113.462,107.244,44.986,32.547,45.128,32.582,43.872,35.669,,,,,1.387,0.595,0.365,0.602,1.518,1.513,1.557,,,2,ms_1cta,ms_1cta,mc,
worst,1024,bf16,1048576,2,0.8496,46,114.85,111.54,42.922,39.697,16.538,15.466,337.023,280.152,73.293,64.668,20.15,16.353,20.104,16.378,36.994,34.826,,,,,2.676,6.945,0.341,1.567,5.7,5.713,3.105,,,4,msc_C8,msc_C8,mc,
worst,1024,bf16,1048576,4,0.8496,46,114.923,111.72,43.216,40.028,21.899,20.273,338.394,280.54,73.883,65.482,20.435,16.691,20.621,16.749,37.282,35.163,,,,,2.659,5.248,0.34,1.555,5.624,5.573,3.083,,,4,msc_C8,msc_C8,mc,
