cell,BS,arm_us,pr_us,x_arm,x_v3,exact
flash_32k_L34,1024,69.19,39.83175,0.5757,1.2056,OK
flash_4k_L10,2,9.108,7.69435,0.8448,1.7005,OK
flash_4k_L10,4,9.29,7.50535,0.8079,1.6655,OK
flash_4k_L10,8,9.368,7.5855500000000005,0.8098,1.6769,OK
flash_4k_L10,16,9.392,7.93915,0.8453,1.7563,OK
flash_4k_L10,32,9.465,8.0496,0.8505,1.7648,OK
flash_4k_L10,64,9.539,8.0448,0.8434,1.7345,OK
flash_4k_L10,128,9.739,8.327950000000001,0.8551,1.7596,OK
flash_4k_L10,256,11.099,9.343950000000001,0.8418,1.4391,OK
flash_4k_L10,512,19.238,17.1677,0.8924,1.5039,OK
flash_4k_L10,1024,29.772,31.7323,1.0658,1.5359,OK
flash_4k_L22,2,8.95,7.6223,0.8516,1.9071,OK
flash_4k_L22,4,8.978,7.44475,0.8292,1.8756,OK
flash_4k_L22,8,8.989,7.56155,0.8412,1.8748,OK
flash_4k_L22,16,9.284,7.95665,0.857,1.8094,OK
flash_4k_L22,32,9.375,7.95185,0.8482,1.7801,OK
flash_4k_L22,64,9.461,8.04945,0.8508,1.7835,OK
flash_4k_L22,128,9.64,8.3632,0.8675,1.8059,OK
flash_4k_L22,256,11.144,9.33105,0.8373,1.5889,OK
flash_4k_L22,512,19.184,17.166150000000002,0.8948,1.6854,OK
flash_4k_L22,1024,29.712,31.5517,1.0619,1.7352,OK
flash_4k_L34,2,8.883,7.89595,0.8889,1.9405,OK
flash_4k_L34,4,8.911,7.75835,0.8707,1.89,OK
flash_4k_L34,8,9.084,7.7166999999999994,0.8495,1.8778,OK
flash_4k_L34,16,9.246,8.02395,0.8678,1.8265,OK
flash_4k_L34,32,9.405,8.1824,0.87,1.8107,OK
flash_4k_L34,64,9.502,8.14705,0.8574,1.7702,OK
flash_4k_L34,128,9.723,8.3455,0.8583,1.7739,OK
flash_4k_L34,256,11.222,9.43515,0.8408,1.4537,OK
flash_4k_L34,512,19.426,17.2845,0.8898,1.5133,OK
flash_4k_L34,1024,30.023,31.91755,1.0631,1.5402,OK
flash_512k_L10,2,25.129,17.79495,0.7082,1.8626,OK
flash_512k_L10,4,25.701,18.29895,0.712,1.8351,OK
flash_512k_L10,8,26.711,19.623849999999997,0.7347,1.5881,OK
flash_512k_L10,16,28.488,20.145349999999997,0.7071,1.2913,OK
flash_512k_L10,32,30.455,21.19655,0.696,1.255,OK
flash_512k_L10,64,34.223,26.743650000000002,0.7815,1.2019,OK
flash_512k_L10,128,41.686,37.76275,0.9059,1.1565,OK
flash_512k_L10,256,58.341,83.08535,1.4241,1.3226,OK
flash_512k_L10,512,110.634,149.5068,1.3514,1.288,OK
flash_512k_L10,1024,177.319,272.31,1.5357,1.3526,OK
flash_512k_L22,2,24.858,20.9773,0.8439,2.113,OK
flash_512k_L22,4,25.246,21.382150000000003,0.8469,2.0564,OK
flash_512k_L22,8,26.707,24.10845,0.9027,2.0546,OK
flash_512k_L22,16,28.319,24.6365,0.87,1.5043,OK
flash_512k_L22,32,29.718,25.9324,0.8726,1.4939,OK
flash_512k_L22,64,33.151,34.8605,1.0516,1.4193,OK
flash_512k_L22,128,40.259,46.07465,1.1445,1.3769,OK
flash_512k_L22,256,56.382,120.3377,2.1343,1.8729,OK
flash_512k_L22,512,106.229,219.29175,2.0643,1.8426,OK
flash_512k_L22,1024,171.885,406.25584999999995,2.3635,1.9666,OK
flash_512k_L34,2,22.878,14.804649999999999,0.6471,1.3569,OK
flash_512k_L34,4,23.21,15.30545,0.6594,1.3511,OK
flash_512k_L34,8,24.686,16.68625,0.6759,1.475,OK
flash_512k_L34,16,26.489,17.2078,0.6496,1.1081,OK
flash_512k_L34,32,29.482,18.31015,0.6211,1.0768,OK
flash_512k_L34,64,32.778,24.13415,0.7363,1.0087,OK
flash_512k_L34,128,40.111,32.4088,0.808,0.9631,OK
flash_512k_L34,256,55.957,63.6361,1.1372,0.9875,OK
flash_512k_L34,512,104.976,113.4851,1.0811,0.9484,OK
flash_512k_L34,1024,169.271,202.4279,1.1959,0.9764,OK
flash_64k_L10,2,22.533,10.1631,0.451,1.0694,OK
flash_64k_L10,4,22.343,10.4719,0.4687,1.102,OK
flash_64k_L10,8,22.24,10.4848,0.4714,1.0984,OK
flash_64k_L10,16,22.806,10.6784,0.4682,1.1093,OK
flash_64k_L10,32,23.161,10.908700000000001,0.471,1.105,OK
flash_64k_L10,64,24.553,11.33895,0.4618,1.093,OK
flash_64k_L10,128,26.954,12.25105,0.4545,1.0839,OK
flash_64k_L10,256,31.171,15.289299999999999,0.4905,0.9921,OK
flash_64k_L10,512,52.415,27.5117,0.5249,1.0367,OK
flash_64k_L10,1024,81.932,49.22175,0.6008,1.1116,OK
flash_64k_L22,2,21.055,11.4863,0.5455,1.279,OK
flash_64k_L22,4,22.51,11.83825,0.5259,1.3124,OK
flash_64k_L22,8,22.904,11.878200000000001,0.5186,1.3018,OK
flash_64k_L22,16,23.404,12.108649999999999,0.5174,1.2793,OK
flash_64k_L22,32,23.432,12.337399999999999,0.5265,1.2668,OK
flash_64k_L22,64,25.346,12.76305,0.5036,1.2465,OK
flash_64k_L22,128,27.284,13.705549999999999,0.5023,1.2163,OK
flash_64k_L22,256,31.23,17.787,0.5696,1.0793,OK
flash_64k_L22,512,52.751,32.4672,0.6155,1.1362,OK
flash_64k_L22,1024,83.342,57.79285,0.6934,1.1949,OK
flash_64k_L34,2,20.193,10.33595,0.5119,1.1957,OK
flash_64k_L34,4,21.847,10.6318,0.4866,1.2155,OK
flash_64k_L34,8,22.155,10.673549999999999,0.4818,1.2137,OK
flash_64k_L34,16,22.839,10.65595,0.4666,1.1695,OK
flash_64k_L34,32,22.438,10.959850000000001,0.4885,1.1613,OK
flash_64k_L34,64,24.305,11.348600000000001,0.4669,1.1435,OK
flash_64k_L34,128,26.491,12.2462,0.4623,1.1178,OK
flash_64k_L34,256,30.691,15.48615,0.5046,1.0289,OK
flash_64k_L34,512,51.838,27.79005,0.5361,1.0803,OK
flash_64k_L34,1024,81.459,49.8234,0.6116,1.1645,OK
flash_8k_L10,2,12.199,8.07675,0.6621,1.7621,OK
flash_8k_L10,4,12.176,7.8527,0.6449,1.7006,OK
flash_8k_L10,8,12.303,8.0591,0.655,1.717,OK
flash_8k_L10,16,12.576,8.184,0.6508,1.6451,OK
flash_8k_L10,32,12.74,8.357700000000001,0.656,1.6491,OK
flash_8k_L10,64,12.919,8.389850000000001,0.6494,1.6321,OK
flash_8k_L10,128,13.032,8.8464,0.6788,1.667,OK
flash_8k_L10,256,15.278,9.9229,0.6495,1.2155,OK
flash_8k_L10,512,27.022,18.19975,0.6735,1.2695,OK
flash_8k_L10,1024,41.573,32.665099999999995,0.7857,1.2502,OK
flash_8k_L22,2,12.739,8.03345,0.6306,1.7896,OK
flash_8k_L22,4,12.804,7.90715,0.6175,1.7512,OK
flash_8k_L22,8,12.891,8.0111,0.6215,1.759,OK
flash_8k_L22,16,13.11,8.15185,0.6218,1.6749,OK
flash_8k_L22,32,13.261,8.2958,0.6256,1.67,OK
flash_8k_L22,64,13.359,8.4255,0.6307,1.6629,OK
flash_8k_L22,128,13.493,8.79825,0.652,1.6716,OK
flash_8k_L22,256,16.165,9.8879,0.6117,1.2187,OK
flash_8k_L22,512,28.323,17.8959,0.6318,1.2485,OK
flash_8k_L22,1024,44.126,32.21405,0.73,1.2355,OK
flash_8k_L34,2,12.149,8.3695,0.6889,1.7108,OK
flash_8k_L34,4,12.025,8.1982,0.6817,1.6643,OK
flash_8k_L34,8,12.101,8.3632,0.6911,1.6993,OK
flash_8k_L34,16,12.411,8.5007,0.6849,1.7331,OK
flash_8k_L34,32,12.523,8.5118,0.6797,1.7275,OK
flash_8k_L34,64,12.749,8.62065,0.6762,1.7046,OK
flash_8k_L34,128,12.901,9.0255,0.6996,1.7378,OK
flash_8k_L34,256,15.221,10.271799999999999,0.6748,1.3829,OK
flash_8k_L34,512,26.623,18.6494,0.7005,1.4418,OK
flash_8k_L34,1024,41.373,33.1742,0.8018,1.4276,OK
pro_1024k_L14,2,33.876,19.7516,0.5831,1.8257,OK
pro_1024k_L14,4,35.519,20.02855,0.5639,1.7687,OK
pro_1024k_L14,8,37.819,22.011,0.582,1.4747,OK
pro_1024k_L14,16,40.888,23.0688,0.5642,0.9164,OK
pro_1024k_L14,32,44.071,26.2016,0.5945,1.0112,OK
pro_1024k_L14,64,50.414,38.04285,0.7546,1.0323,OK
pro_1024k_L14,128,64.766,62.78635,0.9694,1.0028,OK
pro_1024k_L14,256,95.854,110.46435000000001,1.1524,0.9382,OK
pro_1024k_L14,512,175.676,202.297,1.1515,0.9082,OK
pro_1024k_L14,1024,296.335,381.7207,1.2881,0.9412,OK
pro_1024k_L30,2,28.868,19.814,0.6864,1.6467,OK
pro_1024k_L30,4,29.963,20.145349999999997,0.6723,1.6082,OK
pro_1024k_L30,8,31.485,22.198,0.705,1.3756,OK
pro_1024k_L30,16,33.845,23.020400000000002,0.6802,0.8798,OK
pro_1024k_L30,32,38.131,26.44275,0.6935,0.985,OK
pro_1024k_L30,64,44.755,38.39785,0.858,1.0078,OK
pro_1024k_L30,128,57.991,62.68225,1.0809,1.001,OK
pro_1024k_L30,256,88.315,110.32639999999999,1.2492,0.939,OK
pro_1024k_L30,512,157.604,201.757,1.2802,0.909,OK
pro_1024k_L30,1024,268.029,380.0281,1.4179,0.9384,OK
pro_1024k_L46,2,29.399,20.71025,0.7045,1.9134,OK
pro_1024k_L46,4,30.905,21.131,0.6837,1.8403,OK
pro_1024k_L46,8,31.834,22.953400000000002,0.721,1.5386,OK
pro_1024k_L46,16,34.555,23.7662,0.6878,0.9525,OK
pro_1024k_L46,32,38.103,27.11495,0.7116,1.0465,OK
pro_1024k_L46,64,44.434,38.847699999999996,0.8743,1.0479,OK
pro_1024k_L46,128,58.538,63.27,1.0808,0.7412,OK
pro_1024k_L46,256,89.966,111.54485000000001,1.2399,0.6823,OK
pro_1024k_L46,512,161.893,204.16639999999998,1.2611,0.6525,OK
pro_1024k_L46,1024,276.369,384.35225,1.3907,0.672,OK
pro_128k_L14,2,23.955,12.69585,0.53,1.4968,OK
pro_128k_L14,4,24.249,12.6607,0.5221,1.4829,OK
pro_128k_L14,8,23.914,12.9888,0.5432,1.4841,OK
pro_128k_L14,16,24.659,12.97245,0.5261,1.102,OK
pro_128k_L14,32,25.81,13.3584,0.5176,1.0927,OK
pro_128k_L14,64,27.687,14.172799999999999,0.5119,1.0868,OK
pro_128k_L14,128,31.273,15.03325,0.4807,1.0216,OK
pro_128k_L14,256,37.003,20.2542,0.5474,0.8552,OK
pro_128k_L14,512,65.82,38.153150000000004,0.5797,0.9326,OK
pro_128k_L14,1024,106.66,66.2345,0.621,1.007,OK
pro_128k_L30,2,24.38,12.98205,0.5325,1.4266,OK
pro_128k_L30,4,24.028,12.84125,0.5344,1.3578,OK
pro_128k_L30,8,24.937,12.6589,0.5076,1.3174,OK
pro_128k_L30,16,25.459,13.0398,0.5122,1.1108,OK
pro_128k_L30,32,26.688,13.402899999999999,0.5022,1.0928,OK
pro_128k_L30,64,27.968,14.118049999999998,0.5048,1.0835,OK
pro_128k_L30,128,31.956,15.15985,0.4744,1.0376,OK
pro_128k_L30,256,37.903,20.974,0.5534,0.8875,OK
pro_128k_L30,512,66.568,39.23955,0.5895,0.962,OK
pro_128k_L30,1024,108.148,68.30455,0.6316,1.0393,OK
pro_128k_L46,2,23.522,14.2463,0.6057,1.6063,OK
pro_128k_L46,4,23.957,13.9871,0.5839,1.5599,OK
pro_128k_L46,8,24.441,13.7391,0.5621,1.4637,OK
pro_128k_L46,16,24.883,14.16625,0.5693,1.1247,OK
pro_128k_L46,32,26.192,14.51825,0.5543,1.1096,OK
pro_128k_L46,64,28.522,15.2127,0.5334,1.0964,OK
pro_128k_L46,128,31.698,16.08955,0.5076,1.0442,OK
pro_128k_L46,256,38.09,22.27665,0.5848,0.8778,OK
pro_128k_L46,512,68.041,41.846,0.615,0.9364,OK
pro_128k_L46,1024,110.337,73.11460000000001,0.6627,1.0116,OK
pro_16k_L14,2,15.018,9.5183,0.6338,1.5645,OK
pro_16k_L14,4,15.166,9.4719,0.6246,1.5373,OK
pro_16k_L14,8,15.188,9.739049999999999,0.6413,1.5725,OK
pro_16k_L14,16,15.378,9.539,0.6203,1.458,OK
pro_16k_L14,32,15.595,9.671850000000001,0.6202,1.4652,OK
pro_16k_L14,64,15.759,9.8479,0.6249,1.4677,OK
pro_16k_L14,128,16.019,10.12945,0.6323,1.4429,OK
pro_16k_L14,256,19.98,11.913450000000001,0.5963,0.9949,OK
pro_16k_L14,512,35.294,21.59655,0.6119,1.0005,OK
pro_16k_L14,1024,55.482,39.46515,0.7113,1.002,OK
pro_16k_L30,2,14.084,9.20305,0.6535,1.6026,OK
pro_16k_L30,4,14.254,9.3567,0.6564,1.5589,OK
pro_16k_L30,8,14.253,9.196549999999998,0.6452,1.5212,OK
pro_16k_L30,16,14.577,9.56465,0.6561,1.5052,OK
pro_16k_L30,32,14.729,9.7503,0.662,1.5036,OK
pro_16k_L30,64,14.903,9.883149999999999,0.6632,1.4873,OK
pro_16k_L30,128,15.242,10.19195,0.6687,1.4743,OK
pro_16k_L30,256,19.154,11.9982,0.6264,0.9975,OK
pro_16k_L30,512,33.427,21.730900000000002,0.6501,1.0009,OK
pro_16k_L30,1024,52.54,39.783449999999995,0.7572,1.0076,OK
pro_16k_L46,2,15.399,8.9871,0.5836,1.2202,OK
pro_16k_L46,4,15.394,9.2095,0.5982,1.2422,OK
pro_16k_L46,8,15.478,8.9743,0.5798,1.208,OK
pro_16k_L46,16,15.505,9.377450000000001,0.6048,1.2661,OK
pro_16k_L46,32,15.694,9.5039,0.6056,1.2688,OK
pro_16k_L46,64,15.876,9.70075,0.611,1.2744,OK
pro_16k_L46,128,16.117,10.007950000000001,0.621,1.2697,OK
pro_16k_L46,256,19.888,11.73915,0.5903,0.9694,OK
pro_16k_L46,512,35.32,21.17105,0.5994,0.9695,OK
pro_16k_L46,1024,55.401,38.906949999999995,0.7023,0.9761,OK
pro_256k_L14,2,24.712,14.492700000000001,0.5865,1.4037,OK
pro_256k_L14,4,24.7,14.54385,0.5888,1.362,OK
pro_256k_L14,8,24.881,14.948649999999999,0.6008,1.3608,OK
pro_256k_L14,16,27.117,15.33105,0.5654,0.9881,OK
pro_256k_L14,32,28.374,16.18225,0.5703,1.1088,OK
pro_256k_L14,64,31.206,18.6158,0.5965,1.0366,OK
pro_256k_L14,128,35.698,20.86695,0.5845,0.9291,OK
pro_256k_L14,256,45.495,32.5373,0.7152,0.9025,OK
pro_256k_L14,512,86.861,61.887449999999994,0.7125,0.933,OK
pro_256k_L14,1024,141.924,103.7718,0.7312,0.9719,OK
pro_256k_L30,2,25.539,13.6591,0.5348,1.1871,OK
pro_256k_L30,4,25.736,14.21425,0.5523,1.2162,OK
pro_256k_L30,8,27.071,14.59825,0.5393,1.1996,OK
pro_256k_L30,16,28.187,14.823649999999999,0.5259,0.9518,OK
pro_256k_L30,32,29.271,15.844299999999999,0.5413,1.0553,OK
pro_256k_L30,64,32.068,18.5422,0.5782,1.0306,OK
pro_256k_L30,128,36.15,20.58205,0.5694,0.9264,OK
pro_256k_L30,256,45.348,32.313,0.7126,0.8704,OK
pro_256k_L30,512,87.616,61.3527,0.7002,0.8924,OK
pro_256k_L30,1024,141.682,101.69765,0.7178,0.9164,OK
pro_256k_L46,2,26.248,14.08625,0.5367,1.3452,OK
pro_256k_L46,4,26.279,14.6031,0.5557,1.383,OK
pro_256k_L46,8,26.935,15.01595,0.5575,1.3787,OK
pro_256k_L46,16,28.535,15.27015,0.5351,0.9977,OK
pro_256k_L46,32,29.571,16.2381,0.5491,1.1178,OK
pro_256k_L46,64,32.336,18.8831,0.584,1.06,OK
pro_256k_L46,128,37.013,20.75025,0.5606,0.9829,OK
pro_256k_L46,256,46.937,32.68775,0.6964,0.9591,OK
pro_256k_L46,512,89.7,62.484300000000005,0.6966,0.9937,OK
pro_256k_L46,1024,144.15,103.71435000000001,0.7195,1.0081,OK
pro_32k_L14,2,22.651,11.3903,0.5029,1.4847,OK
pro_32k_L14,4,24.088,11.444700000000001,0.4751,1.4888,OK
pro_32k_L14,8,24.161,11.44155,0.4736,1.4802,OK
pro_32k_L14,16,24.962,11.657549999999999,0.467,1.4646,OK
pro_32k_L14,32,25.141,11.73105,0.4666,1.4268,OK
pro_32k_L14,64,25.6,11.9662,0.4674,1.412,OK
pro_32k_L14,128,28.26,12.510200000000001,0.4427,1.4054,OK
pro_32k_L14,256,31.561,14.90865,0.4724,1.2251,OK
pro_32k_L14,512,52.383,27.4525,0.5241,1.302,OK
pro_32k_L14,1024,81.792,50.538650000000004,0.6179,1.3686,OK
pro_32k_L30,2,25.051,10.6238,0.4241,1.3099,OK
pro_32k_L30,4,24.43,10.7887,0.4416,1.3198,OK
pro_32k_L30,8,24.997,10.80945,0.4324,1.3114,OK
pro_32k_L30,16,24.633,11.04785,0.4485,1.3406,OK
pro_32k_L30,32,25.241,11.35345,0.4498,1.3516,OK
pro_32k_L30,64,25.235,11.5438,0.4574,1.3468,OK
pro_32k_L30,128,27.932,12.05575,0.4316,1.3419,OK
pro_32k_L30,256,31.672,14.82545,0.4681,1.1077,OK
pro_32k_L30,512,52.658,26.927599999999998,0.5114,1.1518,OK
pro_32k_L30,1024,81.395,48.85535,0.6002,1.1775,OK
pro_32k_L46,2,25.477,9.4383,0.3705,1.0851,OK
pro_32k_L46,4,25.919,9.6607,0.3727,1.1048,OK
pro_32k_L46,8,26.472,9.625549999999999,0.3636,1.0952,OK
