uuid,model,isl,layer,K,N,cr,hit,cs,T,v256,mbpm,wpr,gpu,us_prod_nsys,us_timed_nsys,overhead,window_cyc,exact,mono,csv_pr_us,cyc_p1_gather_stats,frac_p1_gather_stats,us_p1_gather_stats,cyc_smem_stage,frac_smem_stage,us_smem_stage,cyc_p1b_rungs,frac_p1b_rungs,us_p1b_rungs,cyc_p2_count_admission,frac_p2_count_admission,us_p2_count_admission,cyc_p3_collect,frac_p3_collect,us_p3_collect,cyc_p4_select,frac_p4_select,us_p4_select,cyc_epilogue,frac_epilogue,us_epilogue
pro_64k_L54,pro,64k,54,1024,16387,4,0.635,1,512,True,1,False,7,11.277,11.434,0.0139,19855.0,True,True,11.43,3273.0,0.1648,1.8584,121.0,0.00609,0.0687,1167.5,0.05879,0.6629,3255.0,0.16389,1.8482,3264.5,0.16437,1.8536,8759.5,0.44105,4.9737,20.0,0.00101,0.0114
pro_64k_L56,pro,64k,56,1024,16387,4,0.602,1,512,True,1,False,0,11.379,11.474,0.0083,19987.5,True,True,11.56,3128.5,0.15682,1.7845,121.0,0.00607,0.069,1154.0,0.05785,0.6582,3221.0,0.16146,1.8373,3254.5,0.16314,1.8564,9049.5,0.45362,5.1618,21.0,0.00105,0.012
pro_64k_L58,pro,64k,58,1024,16387,4,0.655,1,512,True,1,False,1,11.168,11.237,0.0062,19548.5,True,True,11.12,3141.0,0.16205,1.8098,125.0,0.00645,0.072,1172.5,0.06049,0.6756,3307.0,0.17061,1.9054,3263.5,0.16837,1.8803,8353.0,0.43094,4.8128,21.0,0.00108,0.0121
pro_64k_L60,pro,64k,60,1024,16387,4,0.86,1,512,True,1,False,2,11.352,11.402,0.0044,18575.5,True,True,10.57,2717.0,0.14673,1.6656,164.0,0.00886,0.1005,1175.0,0.06345,0.7203,3554.5,0.19195,2.1791,3240.0,0.17497,1.9863,7647.0,0.41296,4.6879,20.0,0.00108,0.0123
pro_8k_L02,pro,8k,2,1024,2051,4,0.906,1,512,False,0,False,3,10.606,10.099,-0.0478,17162.0,True,True,10.42,2431.0,0.142,1.5061,125.0,0.0073,0.0774,1195.5,0.06983,0.7407,4219.0,0.24644,2.6139,1425.0,0.08324,0.8829,7704.0,0.45001,4.773,20.0,0.00117,0.0124
pro_8k_L04,pro,8k,4,1024,2051,4,0.918,1,512,False,0,False,4,10.845,9.949,-0.0826,16869.5,True,True,10.0,2698.0,0.15959,1.7307,163.0,0.00964,0.1046,1201.5,0.07107,0.7707,3903.5,0.23089,2.504,1473.5,0.08716,0.9452,7445.5,0.44041,4.7761,21.0,0.00124,0.0135
pro_8k_L06,pro,8k,6,1024,2051,4,0.926,1,512,False,0,False,5,10.48,10.621,0.0134,17025.0,True,True,9.87,2786.5,0.16401,1.7189,125.0,0.00736,0.0771,1195.0,0.07034,0.7371,3854.0,0.22685,2.3773,1437.0,0.08458,0.8864,7571.0,0.44563,4.6702,21.0,0.00124,0.013
pro_8k_L08,pro,8k,8,1024,2051,4,0.936,1,512,False,0,False,6,10.819,10.906,0.008,17586.0,True,True,9.74,2820.0,0.16061,1.7377,164.0,0.00934,0.1011,1193.0,0.06795,0.7351,3871.5,0.2205,2.3856,1459.5,0.08312,0.8993,8029.0,0.45728,4.9475,21.0,0.0012,0.0129
pro_8k_L10,pro,8k,10,1024,2051,4,0.901,1,512,False,0,False,7,10.341,9.482,-0.0831,16089.5,True,True,10.23,2400.5,0.14945,1.5455,121.0,0.00753,0.0779,1174.0,0.07309,0.7558,3578.5,0.22279,2.3039,1399.5,0.08713,0.901,7367.5,0.45869,4.7433,21.0,0.00131,0.0135
pro_8k_L12,pro,8k,12,1024,2051,4,0.847,1,512,False,0,False,0,7.994,8.123,0.0162,13347.0,True,True,8.82,2374.5,0.17807,1.4234,123.0,0.00922,0.0737,1167.5,0.08755,0.6999,1705.0,0.12786,1.0221,1389.0,0.10416,0.8326,6556.0,0.49164,3.93,20.0,0.0015,0.012
pro_8k_L14,pro,8k,14,1024,2051,4,0.83,1,512,False,0,False,1,7.971,8.19,0.0275,13430.0,True,True,8.54,2451.5,0.18213,1.4518,125.0,0.00929,0.074,1186.0,0.08811,0.7023,1749.0,0.12994,1.0357,1424.0,0.10579,0.8433,6504.0,0.48319,3.8516,21.0,0.00156,0.0124
pro_8k_L16,pro,8k,16,1024,2051,4,0.759,1,512,False,0,False,2,9.037,9.63,0.0657,15210.0,True,True,8.41,2783.0,0.18399,1.6627,164.0,0.01084,0.098,1199.5,0.0793,0.7166,1866.5,0.1234,1.1151,1456.5,0.09629,0.8702,7635.5,0.50479,4.5617,21.0,0.00139,0.0125
pro_8k_L18,pro,8k,18,1024,2051,4,0.78,1,512,False,0,False,3,8.336,8.472,0.0163,13946.5,True,True,8.77,2454.5,0.17642,1.4707,125.0,0.00898,0.0749,1206.5,0.08672,0.7229,1774.5,0.12755,1.0632,1426.5,0.10253,0.8547,6904.5,0.49628,4.137,21.0,0.00151,0.0126
pro_8k_L20,pro,8k,20,1024,2051,4,0.863,1,512,False,0,False,4,10.555,10.19,-0.0346,17395.0,True,True,10.24,2606.0,0.1499,1.5822,165.0,0.00949,0.1002,1204.5,0.06928,0.7313,3928.5,0.22596,2.3851,1483.0,0.0853,0.9004,7976.5,0.4588,4.8427,22.0,0.00127,0.0134
pro_8k_L22,pro,8k,22,1024,2051,4,0.672,1,512,False,0,False,5,9.082,9.694,0.0675,15282.5,True,True,8.73,2828.0,0.18542,1.684,127.0,0.00833,0.0756,1201.0,0.07875,0.7151,1787.0,0.11717,1.0641,1426.0,0.0935,0.8491,7861.5,0.51546,4.6812,21.0,0.00138,0.0125
pro_8k_L24,pro,8k,24,1024,2051,4,0.656,1,512,False,0,False,6,9.17,9.866,0.0759,15626.5,True,True,8.79,2936.0,0.18794,1.7233,164.0,0.0105,0.0963,1203.0,0.07701,0.7061,1870.5,0.11973,1.0979,1466.0,0.09384,0.8605,7962.0,0.50967,4.6735,20.5,0.00131,0.012
pro_8k_L26,pro,8k,26,1024,2051,4,0.617,1,512,False,0,False,7,8.402,8.515,0.0135,14131.5,True,True,9.04,2441.5,0.17262,1.4503,121.0,0.00855,0.0719,1170.5,0.08276,0.6953,1716.5,0.12136,1.0196,1396.0,0.0987,0.8292,7277.5,0.51453,4.3229,21.0,0.00148,0.0125
pro_8k_L28,pro,8k,28,1024,2051,4,0.667,1,512,False,0,False,0,8.379,8.563,0.022,14286.5,True,True,9.05,2493.5,0.17499,1.4663,121.0,0.00849,0.0712,1176.0,0.08253,0.6916,1693.5,0.11885,0.9959,1398.0,0.09811,0.8221,7346.0,0.51554,4.3199,21.0,0.00147,0.0123
pro_8k_L30,pro,8k,30,1024,2051,4,0.461,1,512,False,0,False,1,8.45,8.541,0.0108,14232.0,True,True,9.16,2551.5,0.17983,1.5195,125.0,0.00881,0.0744,1186.0,0.08359,0.7063,1716.5,0.12098,1.0222,1424.0,0.10036,0.848,7164.5,0.50495,4.2666,21.0,0.00148,0.0125
pro_8k_L32,pro,8k,32,1024,2051,4,0.521,1,512,False,0,False,2,10.387,10.962,0.0553,17722.5,True,True,9.05,2821.5,0.16121,1.6745,164.0,0.00937,0.0973,1200.0,0.06856,0.7122,1821.0,0.10405,1.0807,1471.0,0.08405,0.873,10001.5,0.57145,5.9358,23.0,0.00131,0.0137
pro_8k_L34,pro,8k,34,1024,2051,4,0.608,1,512,False,0,False,3,8.605,8.786,0.021,14746.5,True,True,9.03,2676.5,0.18135,1.5605,125.0,0.00847,0.0729,1204.0,0.08158,0.702,1780.5,0.12064,1.0381,1428.0,0.09675,0.8326,7523.5,0.50976,4.3864,21.5,0.00146,0.0125
pro_8k_L36,pro,8k,36,1024,2051,4,0.488,1,512,False,0,False,4,8.702,8.899,0.0226,14795.5,True,True,9.08,2431.0,0.16428,1.4297,165.0,0.01115,0.097,1202.5,0.08126,0.7072,1873.5,0.12661,1.1018,1477.0,0.09981,0.8686,7627.5,0.51546,4.4858,21.0,0.00142,0.0124
pro_8k_L38,pro,8k,38,1024,2051,4,0.829,1,512,False,0,False,5,8.936,9.648,0.0797,15358.5,True,True,8.66,3098.0,0.20238,1.8085,125.0,0.00817,0.073,1202.0,0.07852,0.7017,1759.0,0.11491,1.0269,1429.5,0.09339,0.8345,7673.0,0.50126,4.4793,21.0,0.00137,0.0123
pro_8k_L40,pro,8k,40,1024,2051,4,0.719,1,512,False,0,False,6,9.101,9.733,0.0694,15322.5,True,True,8.67,2815.0,0.18514,1.6849,164.0,0.01079,0.0982,1201.5,0.07902,0.7191,1827.0,0.12016,1.0935,1457.5,0.09586,0.8724,7719.0,0.50766,4.6201,21.0,0.00138,0.0126
pro_8k_L42,pro,8k,42,1024,2051,4,0.601,1,512,False,0,False,7,8.333,8.438,0.0127,14062.5,True,True,9.13,2436.5,0.17359,1.4465,121.0,0.00862,0.0718,1169.5,0.08332,0.6943,1702.0,0.12126,1.0104,1393.0,0.09924,0.827,7193.0,0.51247,4.2703,21.0,0.0015,0.0125
pro_8k_L44,pro,8k,44,1024,2051,4,0.797,1,512,False,0,False,0,8.341,8.536,0.0234,14275.0,True,True,8.92,2387.0,0.17067,1.4235,123.0,0.00879,0.0734,1172.0,0.0838,0.6989,2172.5,0.15533,1.2956,1389.0,0.09931,0.8284,6720.5,0.48052,4.0079,22.0,0.00157,0.0131
pro_8k_L46,pro,8k,46,1024,2051,4,0.611,1,512,False,0,False,1,8.65,8.816,0.0192,14658.5,True,True,8.92,2577.0,0.17601,1.5224,125.0,0.00854,0.0738,1187.0,0.08107,0.7012,1762.5,0.12038,1.0412,1433.0,0.09787,0.8466,7536.0,0.5147,4.452,21.0,0.00143,0.0124
pro_8k_L48,pro,8k,48,1024,2051,4,0.617,1,512,False,0,False,2,9.357,9.979,0.0665,15820.0,True,True,8.84,2793.5,0.1779,1.6646,164.0,0.01044,0.0977,1198.5,0.07633,0.7142,1831.0,0.11661,1.0911,1460.5,0.09301,0.8703,8234.0,0.52438,4.9065,21.0,0.00134,0.0125
pro_8k_L50,pro,8k,50,1024,2051,4,0.704,1,512,False,0,False,3,8.346,8.491,0.0174,14116.0,True,True,8.8,2516.0,0.17954,1.4984,125.0,0.00892,0.0744,1205.0,0.08599,0.7176,1769.5,0.12627,1.0538,1427.0,0.10183,0.8498,6950.0,0.49595,4.139,21.0,0.0015,0.0125
pro_8k_L52,pro,8k,52,1024,2051,4,0.739,1,512,False,0,False,4,8.558,8.722,0.0191,14419.0,True,True,8.78,2480.5,0.17222,1.4739,165.0,0.01146,0.098,1195.0,0.08297,0.7101,1867.0,0.12962,1.1094,1477.5,0.10258,0.8779,7197.5,0.4997,4.2767,21.0,0.00146,0.0125
pro_8k_L54,pro,8k,54,1024,2051,4,0.747,1,512,False,0,False,5,9.07,9.293,0.0245,14523.0,True,True,8.79,2877.5,0.19892,1.8043,125.0,0.00864,0.0784,1204.0,0.08323,0.755,1797.0,0.12423,1.1268,1427.0,0.09865,0.8948,7014.0,0.48488,4.398,21.0,0.00145,0.0132
pro_8k_L56,pro,8k,56,1024,2051,4,0.833,1,512,False,0,False,6,9.042,9.624,0.0644,15115.5,True,True,8.55,2784.5,0.18437,1.667,164.0,0.01086,0.0982,1194.5,0.07909,0.7151,1820.5,0.12054,1.0899,1463.0,0.09687,0.8759,7655.0,0.50687,4.5829,21.0,0.00139,0.0126
pro_8k_L58,pro,8k,58,1024,2051,4,0.875,1,512,False,0,False,7,10.672,9.813,-0.0805,16709.0,True,True,10.41,2403.0,0.14381,1.5348,121.0,0.00724,0.0773,1174.5,0.07029,0.7501,3595.5,0.21518,2.2964,1401.0,0.08384,0.8948,7994.5,0.47844,5.1059,20.0,0.0012,0.0128
pro_8k_L60,pro,8k,60,1024,2051,4,0.952,1,512,False,0,False,0,10.075,9.19,-0.0878,15471.0,True,True,9.88,2404.5,0.15547,1.5663,121.0,0.00782,0.0788,1171.0,0.07571,0.7628,3579.5,0.23144,2.3318,1387.5,0.08971,0.9039,6782.0,0.4385,4.418,21.0,0.00136,0.0137
v32_128k_L03,v32,128k,3,2048,131087,1,0.904,8,512,True,1,False,5,18.637,18.702,0.0035,33258.0,True,True,20.83,3716.0,0.11175,2.0827,109.0,0.00328,0.0611,1550.0,0.04661,0.8687,6473.5,0.19468,3.6282,3478.5,0.10461,1.9496,17769.0,0.53437,9.959,156.0,0.00469,0.0874
v32_128k_L04,v32,128k,4,2048,131087,1,0.924,8,512,True,1,False,6,18.101,18.04,-0.0034,31954.0,True,True,20.91,3520.5,0.11018,1.9944,109.0,0.00341,0.0617,1545.5,0.04837,0.8755,6422.5,0.201,3.6384,3521.5,0.11021,1.9949,16663.0,0.5215,9.4396,170.0,0.00532,0.0963
v32_128k_L05,v32,128k,5,2048,131087,1,0.925,8,512,True,1,False,7,18.523,18.579,0.003,33146.5,True,True,20.53,3385.5,0.10224,1.8937,115.0,0.00347,0.0643,1582.5,0.04779,0.8852,6199.5,0.18721,3.4678,3470.0,0.10479,1.941,18206.0,0.54979,10.1839,156.0,0.00471,0.0873
v32_128k_L06,v32,128k,6,2048,131087,1,0.855,8,512,True,1,False,0,18.224,18.27,0.0025,32790.0,True,True,20.25,3589.0,0.10962,1.9977,115.0,0.00351,0.064,1585.0,0.04841,0.8823,6175.5,0.18862,3.4375,3493.5,0.1067,1.9446,17637.0,0.5387,9.8172,145.0,0.00443,0.0807
v32_128k_L07,v32,128k,7,2048,131087,1,0.849,8,512,True,1,False,1,17.71,17.797,0.0049,31789.5,True,True,20.54,3660.5,0.11491,2.0351,115.0,0.00361,0.0639,1581.5,0.04965,0.8792,6411.5,0.20127,3.5645,3524.5,0.11064,1.9595,16405.0,0.51497,9.1204,158.0,0.00496,0.0878
v32_128k_L08,v32,128k,8,2048,131087,1,0.873,8,512,True,1,False,2,24.698,24.346,-0.0143,44264.5,True,True,17.56,3420.0,0.07726,1.9081,109.0,0.00246,0.0608,1546.5,0.03494,0.8628,16017.0,0.36184,8.9365,3606.5,0.08147,2.0122,19392.0,0.43808,10.8195,175.0,0.00395,0.0976
v32_128k_L09,v32,128k,9,2048,131087,1,0.933,8,512,True,1,False,3,18.357,18.36,0.0002,32761.0,True,True,20.41,3382.5,0.10327,1.8958,114.0,0.00348,0.0639,1566.0,0.04781,0.8777,6362.5,0.19426,3.566,3500.5,0.10688,1.9619,17660.5,0.5392,9.8981,167.0,0.0051,0.0936
v32_128k_L10,v32,128k,10,2048,131087,1,0.872,8,512,True,1,False,4,17.979,18.021,0.0023,32207.5,True,True,20.02,3382.5,0.10518,1.891,115.0,0.00358,0.0643,1568.0,0.04876,0.8766,6364.0,0.19789,3.5579,3458.5,0.10754,1.9335,17121.0,0.53238,9.5717,150.5,0.00468,0.0841
v32_128k_L11,v32,128k,11,2048,131087,1,0.853,8,512,True,1,False,5,17.661,17.688,0.0015,31126.5,True,True,20.08,3359.0,0.10791,1.9057,109.0,0.0035,0.0618,1540.0,0.04947,0.8737,6163.0,0.19799,3.4966,3467.0,0.11138,1.967,16335.5,0.52478,9.268,155.0,0.00498,0.0879
v32_128k_L12,v32,128k,12,2048,131087,1,0.874,8,512,True,1,False,6,24.344,23.955,-0.016,43608.5,True,True,18.08,3435.5,0.07876,1.9173,109.0,0.0025,0.0608,1546.0,0.03544,0.8628,16030.0,0.36748,8.946,3606.5,0.08268,2.0127,18720.0,0.42915,10.4473,174.0,0.00399,0.0971
v32_128k_L13,v32,128k,13,2048,131087,1,0.881,8,512,True,1,False,7,24.669,24.307,-0.0147,44500.5,True,True,18.81,3403.5,0.0765,1.8871,115.0,0.00258,0.0638,1584.5,0.03561,0.8785,16178.5,0.36363,8.9704,3615.5,0.08126,2.0047,19449.5,0.43715,10.784,145.0,0.00326,0.0804
v32_128k_L14,v32,128k,14,2048,131087,1,0.904,8,512,True,1,False,0,17.909,17.891,-0.001,31747.5,True,True,20.62,3315.5,0.10429,1.8678,115.0,0.00362,0.0648,1587.5,0.04994,0.8943,6126.5,0.19272,3.4514,3501.5,0.11014,1.9726,16966.0,0.53369,9.5578,178.0,0.0056,0.1003
v32_128k_L15,v32,128k,15,2048,131087,1,0.917,8,512,True,1,False,1,18.842,18.928,0.0046,33820.5,True,True,20.88,3411.0,0.10094,1.9019,115.0,0.0034,0.0641,1588.0,0.04699,0.8854,6418.5,0.18994,3.5787,3512.5,0.10394,1.9585,18591.5,0.55017,10.366,156.0,0.00462,0.087
v32_128k_L16,v32,128k,16,2048,131087,1,0.915,8,512,True,1,False,2,17.6,17.608,0.0004,31026.5,True,True,20.24,3322.0,0.10702,1.8837,109.0,0.00351,0.0618,1546.0,0.04981,0.8766,6388.0,0.2058,3.6222,3516.0,0.11328,1.9937,16002.0,0.51554,9.0735,156.5,0.00504,0.0887
v32_128k_L17,v32,128k,17,2048,131087,1,0.801,8,512,True,1,False,3,20.366,20.355,-0.0005,36836.0,True,True,20.23,4085.5,0.11091,2.2589,115.0,0.00312,0.0636,1567.5,0.04255,0.8667,6472.5,0.17572,3.5787,3497.0,0.09494,1.9335,20930.5,0.56822,11.5727,167.0,0.00453,0.0923
v32_128k_L18,v32,128k,18,2048,131087,1,0.887,8,512,True,1,False,4,24.221,23.95,-0.0112,43981.5,True,True,18.36,3415.5,0.07764,1.8804,115.0,0.00261,0.0633,1567.5,0.03563,0.863,16403.5,0.37286,9.031,3598.5,0.0818,1.9812,18723.5,0.4256,10.3083,170.0,0.00386,0.0936
v32_128k_L19,v32,128k,19,2048,131087,1,0.901,8,512,True,1,False,5,17.951,18.006,0.0031,31864.0,True,True,20.47,3553.0,0.11153,2.0021,109.0,0.00342,0.0614,1542.5,0.04842,0.8692,6267.0,0.19673,3.5314,3475.0,0.10909,1.9582,16753.0,0.52591,9.4403,156.0,0.0049,0.0879
v32_128k_L20,v32,128k,20,2048,131087,1,0.849,8,512,True,1,False,6,17.786,17.875,0.005,31527.5,True,True,20.31,3373.0,0.10699,1.9028,110.5,0.0035,0.0623,1546.0,0.04904,0.8721,6249.0,0.19821,3.5253,3514.5,0.11147,1.9826,16580.5,0.52591,9.3536,154.0,0.00488,0.0869
v32_128k_L21,v32,128k,21,2048,131087,1,0.786,8,512,True,1,False,7,18.56,18.627,0.0036,33433.5,True,True,20.84,3568.5,0.10668,1.9801,115.0,0.00344,0.0638,1587.0,0.04745,0.8806,6224.5,0.18609,3.4538,3490.0,0.10434,1.9365,18308.0,0.54734,10.1587,156.0,0.00466,0.0866
v32_128k_L22,v32,128k,22,2048,131087,1,0.826,8,512,True,1,False,0,24.314,24.163,-0.0062,44306.0,True,True,20.25,3423.0,0.07742,1.8823,115.0,0.0026,0.0632,1583.0,0.0358,0.8705,16259.0,0.36773,8.9409,3612.0,0.08169,1.9863,19059.5,0.43107,10.4809,163.0,0.00369,0.0896
v32_128k_L23,v32,128k,23,2048,131087,1,0.61,8,512,True,1,False,1,18.77,18.776,0.0003,33641.0,True,True,21.03,3468.0,0.10316,1.9363,115.0,0.00342,0.0642,1584.0,0.04712,0.8844,6248.0,0.18586,3.4885,3527.5,0.10493,1.9695,18510.5,0.55063,10.3351,164.0,0.00488,0.0916
v32_128k_L24,v32,128k,24,2048,131087,1,0.343,8,512,True,1,False,2,19.309,19.386,0.004,34626.0,True,True,19.26,3699.5,0.10706,2.0672,111.0,0.00321,0.062,1543.0,0.04465,0.8622,6247.5,0.1808,3.491,3525.0,0.10201,1.9697,19297.0,0.55844,10.7829,132.0,0.00382,0.0738
v32_128k_L25,v32,128k,25,2048,131087,1,0.607,8,512,True,1,False,3,19.502,19.563,0.0031,35103.0,True,True,21.06,3596.0,0.10236,1.9962,115.0,0.00327,0.0638,1567.0,0.0446,0.8699,6425.0,0.18288,3.5666,3510.0,0.09991,1.9484,19780.5,0.56303,10.9804,139.0,0.00396,0.0772
v32_128k_L26,v32,128k,26,2048,131087,1,0.492,8,512,True,1,False,4,20.546,20.629,0.004,37446.0,True,True,21.48,3791.0,0.1012,2.0793,115.0,0.00307,0.0631,1566.0,0.04181,0.8589,6429.5,0.17164,3.5264,3463.0,0.09245,1.8994,21928.0,0.58538,12.027,167.0,0.00446,0.0916
v32_128k_L27,v32,128k,27,2048,131087,1,0.507,8,512,True,1,False,5,20.47,20.461,-0.0005,36771.0,True,True,20.97,3722.5,0.10119,2.0715,109.0,0.00296,0.0607,1549.0,0.04211,0.862,6225.5,0.16924,3.4643,3474.5,0.09445,1.9335,21557.5,0.58602,11.9962,148.0,0.00402,0.0824
v32_128k_L28,v32,128k,28,2048,131087,1,0.539,8,512,True,1,False,6,20.605,20.579,-0.0012,37037.0,True,True,20.96,3720.0,0.10046,2.0699,109.0,0.00294,0.0606,1543.0,0.04167,0.8586,6288.0,0.1698,3.4988,3526.0,0.09522,1.9619,21671.0,0.58521,12.0582,174.0,0.0047,0.0968
v32_128k_L29,v32,128k,29,2048,131087,1,0.48,8,512,True,1,False,7,20.594,20.701,0.0052,37599.0,True,True,21.32,3706.0,0.09867,2.032,115.0,0.00306,0.0631,1586.5,0.04224,0.8699,6227.0,0.16579,3.4143,3475.5,0.09253,1.9056,22262.0,0.59272,12.2063,187.0,0.00498,0.1025
v32_128k_L30,v32,128k,30,2048,131087,1,0.492,8,512,True,1,False,0,20.269,20.286,0.0009,36868.0,True,True,21.08,3710.0,0.10071,2.0412,116.0,0.00315,0.0638,1587.5,0.04309,0.8734,6234.0,0.16922,3.43,3494.5,0.09486,1.9227,21537.0,0.58462,11.8497,160.0,0.00434,0.088
v32_128k_L31,v32,128k,31,2048,131087,1,0.498,8,512,True,1,False,1,18.011,18.064,0.0029,32237.5,True,True,17.91,3691.0,0.11442,2.0609,115.0,0.00357,0.0642,1584.5,0.04912,0.8847,6408.0,0.19865,3.5779,3516.5,0.10901,1.9634,16773.0,0.51996,9.3652,170.0,0.00527,0.0949
v32_128k_L32,v32,128k,32,2048,131087,1,0.5,8,512,True,1,False,2,18.166,18.134,-0.0018,32037.0,True,True,18.12,3381.0,0.10562,1.9187,109.0,0.0034,0.0619,1544.0,0.04823,0.8762,6227.0,0.19452,3.5337,3521.5,0.11001,1.9984,17065.0,0.53308,9.6842,164.5,0.00514,0.0934
v32_128k_L33,v32,128k,33,2048,131087,1,0.573,8,512,True,1,False,3,19.199,19.202,0.0002,34398.0,True,True,21.28,3316.0,0.0966,1.8546,115.0,0.00335,0.0643,1564.0,0.04556,0.8747,6440.0,0.1876,3.6017,3507.5,0.10218,1.9617,19235.0,0.56034,10.7577,150.0,0.00437,0.0839
v32_128k_L34,v32,128k,34,2048,131087,1,0.62,8,512,True,1,False,4,18.099,18.114,0.0008,32255.5,True,True,17.83,3467.0,0.10741,1.9441,114.0,0.00353,0.0639,1565.0,0.04849,0.8775,6443.5,0.19963,3.6131,3459.5,0.10718,1.9398,17064.0,0.52866,9.5683,165.0,0.00511,0.0925
v32_128k_L35,v32,128k,35,2048,131087,1,0.673,8,512,True,1,False,5,19.84,19.856,0.0008,35469.5,True,True,20.8,3623.5,0.102,2.0236,110.5,0.00311,0.0617,1542.0,0.04341,0.8612,6199.5,0.17451,3.4623,3487.5,0.09817,1.9477,20386.5,0.57386,11.3853,176.0,0.00495,0.0983
v32_128k_L36,v32,128k,36,2048,131087,1,0.787,8,512,True,1,False,6,24.989,24.594,-0.0158,44776.0,True,True,19.97,3371.0,0.07533,1.8824,111.0,0.00248,0.062,1546.5,0.03456,0.8636,15883.5,0.35493,8.8694,3605.5,0.08057,2.0133,20075.0,0.4486,11.21,158.0,0.00353,0.0882
v32_128k_L37,v32,128k,37,2048,131087,1,0.796,8,512,True,1,False,7,18.005,18.075,0.0039,32285.0,True,True,21.01,3667.5,0.11352,2.0439,115.0,0.00356,0.0641,1583.5,0.04901,0.8825,6225.5,0.1927,3.4695,3469.0,0.10738,1.9333,17086.5,0.52888,9.5224,160.0,0.00495,0.0892
v32_128k_L38,v32,128k,38,2048,131087,1,0.801,8,512,True,1,False,0,17.998,17.995,-0.0002,32179.0,True,True,21.02,3541.5,0.11008,1.9812,115.0,0.00357,0.0643,1588.0,0.04936,0.8884,6243.5,0.19406,3.4928,3494.0,0.1086,1.9546,17033.0,0.52942,9.5287,158.0,0.00491,0.0884
v32_128k_L39,v32,128k,39,2048,131087,1,0.78,8,512,True,1,False,1,18.395,18.445,0.0027,32863.5,True,True,20.85,3459.5,0.10527,1.9365,115.0,0.0035,0.0644,1586.0,0.04826,0.8878,6388.5,0.1944,3.5761,3509.5,0.1068,1.9645,17647.5,0.53702,9.8786,156.0,0.00475,0.0873
v32_128k_L40,v32,128k,40,2048,131087,1,0.809,8,512,True,1,False,2,17.698,17.782,0.0048,31396.0,True,True,20.81,3485.5,0.11084,1.9617,110.0,0.0035,0.0619,1543.5,0.04908,0.8687,6404.0,0.20365,3.6042,3506.0,0.11149,1.9732,16252.5,0.51685,9.147,144.0,0.00458,0.081
v32_128k_L41,v32,128k,41,2048,131087,1,0.828,8,512,True,1,False,3,19.157,19.12,-0.0019,34259.5,True,True,20.95,3442.5,0.10056,1.9264,115.0,0.00336,0.0644,1567.0,0.04577,0.8769,6409.5,0.18723,3.5868,3504.0,0.10236,1.9608,19056.0,0.55666,10.6638,139.0,0.00406,0.0778
v32_128k_L42,v32,128k,42,2048,131087,1,0.855,8,512,True,1,False,4,17.971,17.958,-0.0007,32198.5,True,True,19.61,3459.0,0.10778,1.937,115.0,0.00358,0.0644,1569.5,0.0489,0.8789,6377.5,0.19872,3.5712,3462.0,0.10787,1.9386,16969.0,0.52874,9.5022,141.0,0.00439,0.079
v32_128k_L43,v32,128k,43,2048,131087,1,0.863,8,512,True,1,False,5,18.578,18.618,0.0022,33026.0,True,True,20.92,3387.0,0.10258,1.9056,109.0,0.0033,0.0613,1547.0,0.04685,0.8704,6213.0,0.18816,3.4956,3476.5,0.10529,1.956,18132.0,0.54913,10.2015,155.0,0.00469,0.0872
v32_128k_L44,v32,128k,44,2048,131087,1,0.886,8,512,True,1,False,6,25.568,25.142,-0.0166,45908.0,True,True,18.88,3397.5,0.07403,1.8929,109.0,0.00238,0.0607,1545.0,0.03367,0.8608,16012.0,0.34891,8.921,3599.5,0.07844,2.0055,21075.0,0.45924,11.7419,153.0,0.00333,0.0852
v32_128k_L45,v32,128k,45,2048,131087,1,0.801,8,512,True,1,False,7,24.622,24.357,-0.0108,44605.5,True,True,20.2,3354.5,0.07525,1.8528,115.0,0.00258,0.0635,1586.0,0.03558,0.876,16273.0,0.36503,8.9879,3616.0,0.08111,1.9972,19457.5,0.43646,10.7468,178.0,0.00399,0.0983
v32_128k_L46,v32,128k,46,2048,131087,1,0.858,8,512,True,1,False,0,18.253,18.134,-0.0065,32386.5,True,True,21.11,3383.5,0.10454,1.9081,115.0,0.00355,0.0649,1583.5,0.04892,0.893,6233.5,0.19259,3.5153,3498.0,0.10807,1.9726,17379.5,0.53695,9.8009,174.0,0.00538,0.0981
v32_128k_L47,v32,128k,47,2048,131087,1,0.932,8,512,True,1,False,1,19.046,19.045,-0.0001,34242.5,True,True,20.72,3753.5,0.10958,2.0871,115.0,0.00336,0.0639,1585.5,0.04629,0.8816,6414.5,0.18726,3.5667,3521.0,0.10279,1.9578,18698.5,0.54588,10.397,166.0,0.00485,0.0923
v32_128k_L48,v32,128k,48,2048,131087,1,0.857,8,512,True,1,False,2,18.053,18.083,0.0017,31977.5,True,True,20.65,3504.0,0.10946,1.976,109.0,0.0034,0.0615,1549.0,0.04839,0.8735,6390.5,0.19962,3.6037,3517.0,0.10986,1.9833,16787.5,0.5244,9.4668,156.0,0.00487,0.088
