scenario,sweep,K,dtype,N,BS,r0_arm,op26r_cold_us_local,op26r_warm_us_local,base_cold_us_local,base_warm_us_local,radix_cold_us_local,radix_warm_us_local,speedup_vs_base_same_node_cold,speedup_vs_radix_same_node_cold
best,bs,512,fp16,8192,64,plain,14.63,13.229,14.469,13.105,7.011,6.185,0.989,0.4792
best,bs,512,fp16,8192,128,plain,15.077,13.471,14.813,13.323,7.307,6.298,0.9825,0.4846
best,bs,512,fp16,8192,256,plain,13.371,11.5,18.557,16.854,12.702,11.153,1.3879,0.95
best,bs,512,fp16,8192,512,plain,22.725,20.083,31.867,29.42,23.437,20.972,1.4023,1.0313
best,bs,512,fp16,8192,1024,plain,34.902,31.558,50.118,47.345,39.718,35.754,1.436,1.138
best,bs,512,fp16,8192,2048,plain,62.57,58.133,92.479,88.933,77.162,69.615,1.478,1.2332
best,bs,512,fp16,16384,1,1cta,12.197,10.483,14.998,12.945,8.926,8.385,1.2296,0.7318
best,bs,512,fp16,16384,2,1cta,12.013,10.453,14.749,12.884,8.957,8.394,1.2278,0.7456
best,bs,512,fp16,16384,4,1cta,12.136,10.529,14.845,13.027,9.024,8.432,1.2232,0.7436
best,bs,512,fp16,16384,8,1cta,12.221,10.557,14.912,13.044,9.042,8.456,1.2202,0.7399
best,bs,512,fp16,16384,16,1cta,12.605,10.938,15.187,13.418,9.539,8.844,1.2048,0.7568
best,bs,512,fp16,16384,32,1cta,12.781,11.074,15.203,13.586,9.574,8.928,1.1895,0.7491
best,bs,512,fp16,16384,64,1cta,13.01,11.13,15.413,13.656,9.803,8.977,1.1847,0.7535
best,bs,512,fp16,16384,128,1cta,13.509,11.326,15.962,13.882,10.266,9.135,1.1816,0.7599
best,bs,512,fp16,16384,256,1cta,17.403,15.051,19.848,17.59,18.419,16.748,1.1405,1.0584
best,bs,512,fp16,16384,512,1cta,29.523,26.253,35.254,31.583,34.202,31.997,1.1941,1.1585
best,bs,512,fp16,16384,1024,1cta,46.069,42.004,54.578,49.946,58.962,54.954,1.1847,1.2799
best,bs,512,fp16,16384,2048,1cta,84.616,79.089,98.975,93.077,115.079,107.696,1.1697,1.36
best,bs,512,fp16,32768,1,1cta,13.0,11.162,14.054,12.263,11.462,10.576,1.0811,0.8817
best,bs,512,fp16,32768,2,1cta,12.531,11.131,14.046,12.226,11.826,11.023,1.1209,0.9437
best,bs,512,fp16,32768,4,1cta,12.622,11.281,14.173,12.408,14.579,13.729,1.1229,1.155
best,bs,512,fp16,32768,8,1cta,12.768,11.302,14.19,12.425,14.805,13.855,1.1114,1.1595
best,bs,512,fp16,32768,16,1cta,13.192,11.666,14.4,12.776,15.336,14.24,1.0916,1.1625
best,bs,512,fp16,32768,32,1cta,13.426,11.851,14.806,12.933,15.493,14.319,1.1028,1.154
best,bs,512,fp16,32768,64,1cta,13.943,11.953,15.136,13.044,14.41,13.313,1.0856,1.0335
best,bs,512,fp16,32768,128,1cta,14.71,12.261,15.939,13.372,15.032,13.516,1.0835,1.0219
best,bs,512,fp16,32768,256,1cta,19.707,16.739,21.702,19.012,27.358,25.3,1.1012,1.3882
best,bs,512,fp16,32768,512,1cta,33.48,29.251,37.125,32.671,52.407,49.004,1.1089,1.5653
best,bs,512,fp16,32768,1024,1cta,53.08,47.857,58.611,53.489,91.712,84.352,1.1042,1.7278
best,bs,512,fp16,32768,2048,1cta,96.479,94.299,106.853,104.844,179.476,174.417,1.1075,1.8603
best,bs,512,fp16,65536,1,mc,13.544,12.047,23.005,21.538,11.73,10.893,1.6985,0.8661
best,bs,512,fp16,65536,2,mc,13.635,12.117,22.941,21.517,13.531,12.826,1.6825,0.9924
best,bs,512,fp16,65536,4,mc,14.165,12.435,23.197,21.689,14.381,13.461,1.6376,1.0152
best,bs,512,fp16,65536,8,mc,14.168,12.627,23.253,21.706,14.944,13.813,1.6412,1.0548
best,bs,512,fp16,65536,16,mc,14.455,12.726,23.611,22.073,15.422,14.227,1.6334,1.0669
best,bs,512,fp16,65536,32,mc,15.195,13.385,24.037,22.259,17.909,16.538,1.5819,1.1786
best,bs,512,fp16,65536,64,mc,16.197,13.758,24.646,22.375,22.901,21.233,1.5216,1.4139
best,bs,512,fp16,65536,128,1cta,17.198,14.394,25.546,22.85,23.379,21.423,1.4854,1.3594
best,bs,512,fp16,65536,256,1cta,24.979,21.171,41.255,37.397,44.01,40.807,1.6516,1.7619
best,bs,512,fp16,65536,512,1cta,43.656,36.991,72.923,64.856,86.66,79.758,1.6704,1.9851
best,bs,512,fp16,65536,1024,1cta,68.762,64.223,116.031,110.789,151.138,144.655,1.6874,2.198
best,bs,512,fp16,65536,2048,1cta,123.56,119.5,213.839,209.258,293.244,285.959,1.7306,2.3733
best,bs,512,fp16,131072,1,mc,14.091,12.881,24.879,23.149,13.522,12.759,1.7656,0.9596
best,bs,512,fp16,131072,2,mc,14.287,12.903,24.837,23.139,14.443,13.743,1.7384,1.0109
best,bs,512,fp16,131072,4,mc,14.718,13.286,25.29,23.307,14.75,13.837,1.7183,1.0022
best,bs,512,fp16,131072,8,mc,14.973,13.493,25.302,23.348,15.288,14.083,1.6898,1.021
best,bs,512,fp16,131072,16,mc,15.434,13.549,25.576,23.718,17.765,16.472,1.6571,1.151
best,bs,512,fp16,131072,32,mc,18.55,16.208,26.173,23.932,22.6,21.033,1.4109,1.2183
best,bs,512,fp16,131072,64,mc,19.474,16.647,26.925,24.116,32.299,30.117,1.3826,1.6586
best,bs,512,fp16,131072,128,1cta,24.709,21.207,29.0,24.631,60.925,57.751,1.1737,2.4657
best,bs,512,fp16,131072,256,1cta,40.541,33.92,50.223,41.681,118.461,112.963,1.2388,2.922
best,bs,512,fp16,131072,512,1cta,82.722,65.608,104.085,90.797,204.989,202.699,1.2583,2.478
best,bs,512,fp16,131072,1024,1cta,121.013,109.118,154.919,141.784,405.571,403.038,1.2802,3.3515
best,bs,512,fp16,131072,2048,1cta,215.356,204.521,267.665,254.529,805.578,804.022,1.2429,3.7407
best,bs,512,fp16,262144,1,mc,17.411,15.961,35.472,33.298,13.734,12.922,2.0373,0.7888
best,bs,512,fp16,262144,2,mc,17.64,15.982,35.034,33.299,13.834,13.007,1.9861,0.7842
best,bs,512,fp16,262144,4,mc,18.107,16.397,35.512,33.462,14.822,13.848,1.9612,0.8186
best,bs,512,fp16,262144,8,mc,18.437,16.597,35.741,33.508,17.514,16.161,1.9385,0.9499
best,bs,512,fp16,262144,16,mc,18.974,16.664,36.16,33.896,22.494,20.841,1.9058,1.1855
best,bs,512,fp16,262144,32,mc,24.816,22.07,36.954,34.126,31.829,29.744,1.4891,1.2826
best,bs,512,fp16,262144,64,mc,26.099,22.635,38.243,34.287,60.283,57.029,1.4653,2.3098
best,bs,512,fp16,262144,128,1cta,37.813,30.972,44.407,34.987,109.815,102.42,1.1744,2.9042
best,bs,512,fp16,262144,256,1cta,72.599,63.66,94.522,82.771,215.833,212.208,1.302,2.9729
best,bs,512,fp16,262144,512,1cta,128.434,116.071,189.812,155.056,390.93,387.646,1.4779,3.0438
best,bs,512,fp16,262144,1024,1cta,209.371,198.39,298.406,269.867,744.955,742.156,1.4252,3.5581
best,bs,512,fp16,262144,2048,1cta,382.609,371.085,528.524,512.286,1486.19,1482.802,1.3814,3.8844
best,bs,512,fp16,524288,2,mc,23.355,21.38,60.842,57.933,14.459,13.202,2.6051,0.6191
best,bs,512,fp16,524288,4,mc,23.88,21.807,60.55,58.136,16.925,15.947,2.5356,0.7088
best,bs,512,fp16,524288,8,mc,24.378,22.069,61.072,58.173,21.952,20.357,2.5052,0.9005
best,bs,512,fp16,524288,16,mc,24.781,22.107,61.602,58.592,30.992,28.919,2.4859,1.2506
best,bs,512,fp16,524288,32,mc,36.73,33.058,62.579,58.873,58.733,55.616,1.7038,1.599
best,bs,512,fp16,524288,64,mc,41.976,33.69,66.693,59.036,114.559,108.994,1.5888,2.7292
best,bs,512,fp16,1048576,2,mc,36.026,33.334,108.746,105.277,16.702,15.481,3.0185,0.4636
best,bs,512,fp16,1048576,4,mc,36.704,33.738,109.139,105.567,22.024,20.456,2.9735,0.6
best,bs,512,fp16,1048576,8,mc,37.17,34.093,109.474,105.588,31.595,29.431,2.9452,0.85
best,bs,512,fp16,1048576,16,mc,37.768,34.14,110.221,106.057,59.797,56.419,2.9184,1.5833
best,bs,512,fp16,1048576,32,mc,63.485,56.486,112.754,106.546,116.49,110.612,1.7761,1.8349
best,bs,512,fp16,1048576,64,mc,81.84,74.044,131.813,123.936,211.884,209.013,1.6106,2.589
best,bs,512,fp32,4096,1,plain,10.31,8.447,11.704,9.763,6.795,6.022,1.1352,0.6591
best,bs,512,fp32,4096,2,plain,9.845,8.445,11.382,9.761,6.669,6.061,1.1561,0.6774
best,bs,512,fp32,4096,4,plain,9.85,8.448,11.059,9.772,6.664,6.066,1.1227,0.6765
best,bs,512,fp32,4096,8,plain,9.93,8.454,11.058,9.804,6.76,6.066,1.1136,0.6808
best,bs,512,fp32,4096,16,plain,9.786,8.45,11.237,9.805,6.739,6.075,1.1483,0.6886
best,bs,512,fp32,4096,32,plain,10.064,8.492,11.118,9.834,6.829,6.097,1.1047,0.6786
best,bs,512,fp32,4096,64,plain,10.11,8.536,11.39,9.881,7.01,6.141,1.1266,0.6934
best,bs,512,fp32,4096,128,plain,10.365,8.593,11.685,9.934,7.517,6.472,1.1274,0.7252
best,bs,512,fp32,4096,256,plain,12.797,10.774,14.563,12.591,13.206,11.523,1.138,1.032
best,bs,512,fp32,4096,512,plain,22.72,18.826,25.53,22.349,24.291,21.605,1.1237,1.0691
best,bs,512,fp32,4096,1024,plain,34.437,29.735,39.027,35.523,40.821,36.802,1.1333,1.1854
best,bs,512,fp32,4096,2048,plain,59.774,54.236,70.115,65.358,79.302,71.981,1.173,1.3267
best,bs,512,fp32,8192,1,plain,9.869,8.57,11.333,9.854,8.17,7.678,1.1483,0.8278
best,bs,512,fp32,8192,2,plain,10.251,8.543,11.24,9.862,8.269,7.719,1.0965,0.8067
best,bs,512,fp32,8192,4,plain,10.336,8.548,11.578,9.859,8.43,7.707,1.1202,0.8156
best,bs,512,fp32,8192,8,plain,10.275,8.571,11.501,9.867,8.466,7.718,1.1193,0.8239
best,bs,512,fp32,8192,16,plain,10.203,8.582,11.579,9.897,8.403,7.743,1.1349,0.8236
best,bs,512,fp32,8192,32,plain,10.331,8.609,11.675,9.924,8.485,7.779,1.1301,0.8213
best,bs,512,fp32,8192,64,plain,10.539,8.672,11.886,9.985,8.696,7.828,1.1278,0.8251
best,bs,512,fp32,8192,128,plain,11.032,8.725,12.283,10.049,9.214,7.89,1.1134,0.8352
best,bs,512,fp32,8192,256,plain,13.864,11.147,15.77,13.081,16.322,14.383,1.1375,1.1773
best,bs,512,fp32,8192,512,plain,24.128,19.919,27.384,23.455,29.994,27.14,1.1349,1.2431
best,bs,512,fp32,8192,1024,plain,37.664,31.458,42.04,37.001,50.79,46.413,1.1162,1.3485
best,bs,512,fp32,8192,2048,plain,64.992,58.033,74.633,68.597,98.907,91.11,1.1483,1.5218
best,bs,512,fp32,16384,1,plain,11.208,9.501,13.358,11.628,12.456,11.82,1.1918,1.1113
best,bs,512,fp32,16384,2,plain,10.874,9.483,12.955,11.605,12.501,11.857,1.1914,1.1496
best,bs,512,fp32,16384,4,plain,11.025,9.509,13.027,11.603,12.563,11.872,1.1816,1.1395
best,bs,512,fp32,16384,8,plain,10.968,9.528,13.042,11.655,12.602,11.891,1.1891,1.149
best,bs,512,fp32,16384,16,plain,11.157,9.551,13.278,11.667,12.562,11.91,1.1901,1.1259
best,bs,512,fp32,16384,32,plain,11.221,9.58,13.501,11.7,12.682,11.957,1.2032,1.1302
best,bs,512,fp32,16384,64,plain,11.733,9.634,13.768,11.75,13.133,11.992,1.1734,1.1193
best,bs,512,fp32,16384,128,plain,12.509,9.744,14.538,11.856,13.877,12.07,1.1622,1.1094
best,bs,512,fp32,16384,256,plain,18.176,14.546,20.677,17.035,25.314,22.634,1.1376,1.3927
best,bs,512,fp32,16384,512,plain,33.574,24.899,39.08,30.256,47.643,43.634,1.164,1.419
best,bs,512,fp32,16384,1024,plain,52.317,40.622,60.504,48.624,83.715,75.026,1.1565,1.6001
best,bs,512,fp32,16384,2048,plain,88.062,81.909,101.534,94.943,161.145,155.68,1.153,1.8299
best,bs,512,fp32,32768,1,plain,13.477,11.704,15.533,13.794,20.245,19.587,1.1526,1.5022
best,bs,512,fp32,32768,2,plain,13.486,11.68,15.683,13.779,20.418,19.599,1.1629,1.514
best,bs,512,fp32,32768,4,plain,13.576,11.691,15.514,13.767,20.416,19.652,1.1428,1.5038
best,bs,512,fp32,32768,8,plain,13.546,11.728,15.557,13.821,20.426,19.706,1.1485,1.5079
best,bs,512,fp32,32768,16,plain,13.723,11.734,15.808,13.844,20.723,19.699,1.1519,1.5101
best,bs,512,fp32,32768,32,plain,14.117,11.777,16.211,13.882,21.293,19.851,1.1483,1.5083
best,bs,512,fp32,32768,64,plain,14.617,11.89,16.958,13.992,19.835,18.2,1.1602,1.357
best,bs,512,fp32,32768,128,plain,15.691,12.078,17.776,14.173,20.813,18.302,1.1329,1.3264
best,bs,512,fp32,32768,256,plain,25.123,19.267,26.459,20.609,39.115,35.011,1.0532,1.5569
best,bs,512,fp32,32768,512,plain,49.555,35.754,49.92,38.133,76.545,68.218,1.0074,1.5446
best,bs,512,fp32,32768,1024,plain,75.424,67.366,78.232,69.478,134.284,126.044,1.0372,1.7804
best,bs,512,fp32,32768,2048,plain,123.521,115.586,131.086,122.873,257.281,249.283,1.0612,2.0829
best,bs,512,fp32,65536,1,mc,14.136,12.675,28.542,26.831,20.022,19.343,2.0191,1.4164
best,bs,512,fp32,65536,2,mc,14.507,12.687,28.614,26.923,19.992,19.324,1.9724,1.3781
best,bs,512,fp32,65536,4,mc,14.419,12.699,28.877,27.151,20.139,19.402,2.0027,1.3967
best,bs,512,fp32,65536,8,mc,14.778,12.906,29.048,27.174,20.392,19.528,1.9656,1.3799
best,bs,512,fp32,65536,16,mc,15.178,13.239,29.131,27.203,21.021,19.631,1.9193,1.385
best,bs,512,fp32,65536,32,mc,16.491,13.91,29.881,27.238,24.909,23.005,1.812,1.5105
best,bs,512,fp32,65536,64,mc,17.656,14.106,30.861,27.625,31.973,29.521,1.7479,1.8109
best,bs,512,fp32,65536,128,1cta,20.33,15.088,33.347,28.228,60.258,56.836,1.6403,2.964
best,bs,512,fp32,65536,256,1cta,33.006,22.298,55.509,41.837,116.318,110.956,1.6818,3.5241
best,bs,512,fp32,65536,512,1cta,75.005,62.567,171.667,158.556,202.049,198.741,2.2887,2.6938
best,bs,512,fp32,65536,1024,1cta,115.768,99.803,291.622,285.112,399.601,396.548,2.519,3.4517
best,bs,512,fp32,65536,2048,1cta,185.084,173.305,507.858,514.669,795.442,792.597,2.7439,4.2977
best,bs,512,fp32,131072,1,mc,15.139,13.685,26.139,23.695,19.818,19.164,1.7266,1.3091
best,bs,512,fp32,131072,2,mc,15.166,13.697,26.016,23.599,20.032,19.241,1.7154,1.3208
best,bs,512,fp32,131072,4,mc,15.43,13.741,26.126,23.668,20.23,19.341,1.6932,1.3111
best,bs,512,fp32,131072,8,mc,15.81,13.958,26.35,23.727,20.89,19.682,1.6667,1.3213
best,bs,512,fp32,131072,16,mc,16.662,14.296,26.491,23.745,24.462,22.683,1.5899,1.4681
best,bs,512,fp32,131072,32,mc,19.926,16.71,27.365,23.809,31.461,29.027,1.3733,1.5789
best,bs,512,fp32,131072,64,mc,22.65,17.137,29.523,24.6,59.323,56.013,1.3034,2.6191
best,bs,512,fp32,131072,128,1cta,32.128,20.846,38.274,25.667,103.68,96.936,1.1913,3.2271
best,bs,512,fp32,131072,256,1cta,63.946,52.33,88.149,76.829,201.473,196.899,1.3785,3.1507
best,bs,512,fp32,131072,512,1cta,133.59,109.979,180.646,156.061,363.092,358.535,1.3522,2.718
best,bs,512,fp32,131072,1024,1cta,203.321,182.93,286.784,267.715,688.423,683.879,1.4105,3.3859
best,bs,512,fp32,131072,2048,1cta,352.527,339.667,521.996,513.66,1367.796,1362.46,1.4807,3.88
best,bs,512,fp32,262144,1,mc,18.355,16.575,37.77,34.137,19.962,19.206,2.0577,1.0876
best,bs,512,fp32,262144,2,mc,18.586,16.616,37.682,34.174,20.018,19.198,2.0274,1.077
best,bs,512,fp32,262144,4,mc,18.749,16.657,37.79,34.23,20.627,19.323,2.0156,1.1002
best,bs,512,fp32,262144,8,mc,19.4,16.916,38.042,34.295,24.478,22.692,1.9609,1.2618
best,bs,512,fp32,262144,16,mc,20.219,17.291,38.291,34.315,31.421,29.005,1.8938,1.554
best,bs,512,fp32,262144,32,mc,26.949,22.317,39.582,34.488,59.11,55.706,1.4688,2.1934
best,bs,512,fp32,262144,64,mc,35.254,22.829,49.377,35.759,115.609,109.178,1.4006,3.2793
best,bs,512,fp32,262144,128,1cta,61.955,51.223,82.086,70.886,193.041,186.946,1.3249,3.1158
best,bs,512,fp32,262144,256,1cta,109.485,94.456,151.801,137.044,340.612,333.805,1.3865,3.111
best,bs,512,fp32,262144,512,1cta,232.148,201.863,308.918,287.46,670.887,664.232,1.3307,2.8899
best,bs,512,fp32,262144,1024,1cta,369.85,349.877,528.861,513.688,1330.252,1324.597,1.4299,3.5967
best,bs,512,fp32,262144,2048,1cta,652.328,635.939,961.453,943.697,2619.067,2613.122,1.4739,4.015
best,bs,512,fp32,524288,2,mc,24.2,21.677,65.88,59.989,20.086,18.73,2.7223,0.83
best,bs,512,fp32,524288,4,mc,24.344,21.727,65.593,60.112,23.866,21.928,2.6944,0.9804
best,bs,512,fp32,524288,8,mc,25.176,22.003,66.251,60.23,30.232,27.774,2.6315,1.2008
best,bs,512,fp32,524288,16,mc,26.899,22.449,66.85,60.252,56.898,53.277,2.4852,2.1152
best,bs,512,fp32,524288,32,mc,43.149,33.025,75.589,60.44,110.816,104.539,1.7518,2.5682
