scenario,sweep,K,dtype,N,BS,r0_arm,op26r_cold_us_local,op26r_warm_us_local,base_cold_us_local,base_warm_us_local,radix_cold_us_local,radix_warm_us_local,speedup_vs_base_same_node_cold,speedup_vs_radix_same_node_cold
real,bs,1024,bf16,262144,32,mc,25.833,22.878,37.595,34.873,32.48,30.226,1.4553,1.2573
real,bs,1024,bf16,262144,64,mc,27.241,23.349,38.941,35.091,61.096,57.948,1.4295,2.2428
real,bs,1024,bf16,262144,128,1cta,38.904,32.866,44.848,35.643,110.921,103.7,1.1528,2.8511
real,bs,1024,bf16,262144,256,1cta,76.358,67.456,94.588,80.981,217.751,214.782,1.2387,2.8517
real,bs,1024,bf16,262144,512,1cta,134.551,122.183,190.035,155.083,395.133,392.614,1.4124,2.9367
real,bs,1024,bf16,262144,1024,1cta,224.149,213.298,302.739,281.615,751.273,748.76,1.3506,3.3517
real,bs,1024,bf16,262144,2048,1cta,409.845,398.997,533.859,516.654,1499.614,1496.497,1.3026,3.659
real,bs,1024,bf16,524288,2,mc,24.693,23.061,63.198,60.504,14.584,13.433,2.5593,0.5906
real,bs,1024,bf16,524288,4,mc,25.16,23.427,62.779,60.505,17.593,16.337,2.4952,0.6992
real,bs,1024,bf16,524288,8,mc,25.59,23.597,63.129,60.53,22.112,20.639,2.4669,0.8641
real,bs,1024,bf16,524288,16,mc,26.053,23.664,63.689,60.823,32.382,30.372,2.4446,1.2429
real,bs,1024,bf16,524288,32,mc,39.171,34.981,64.632,60.966,61.618,58.345,1.65,1.5731
real,bs,1024,bf16,524288,64,mc,43.987,35.527,68.364,61.198,119.522,113.788,1.5542,2.7172
real,bs,1024,bf16,1048576,2,mc,37.718,35.413,115.638,112.535,16.802,15.723,3.0659,0.4455
real,bs,1024,bf16,1048576,4,mc,38.016,35.773,115.759,112.552,22.328,20.664,3.045,0.5873
real,bs,1024,bf16,1048576,8,mc,38.414,35.934,116.15,112.59,31.726,29.544,3.0236,0.8259
real,bs,1024,bf16,1048576,16,mc,39.107,36.008,116.766,112.911,60.765,57.474,2.9858,1.5538
real,bs,1024,bf16,1048576,32,mc,67.785,60.448,118.919,113.09,118.767,112.83,1.7544,1.7521
real,bs,1024,bf16,1048576,64,mc,84.483,76.954,136.954,129.352,213.87,211.079,1.6211,2.5315
real,bs,1024,fp16,4096,1,plain,10.496,9.242,10.816,9.211,5.835,4.939,1.0305,0.5559
real,bs,1024,fp16,4096,2,plain,10.214,9.213,10.16,9.195,5.634,4.978,0.9947,0.5516
real,bs,1024,fp16,4096,4,plain,10.136,9.223,10.258,9.211,5.658,4.945,1.012,0.5582
real,bs,1024,fp16,4096,8,plain,10.187,9.194,10.176,9.163,5.642,4.958,0.9989,0.5538
real,bs,1024,fp16,4096,16,plain,10.246,9.231,10.178,9.199,5.704,4.98,0.9934,0.5567
real,bs,1024,fp16,4096,32,plain,10.166,9.24,10.269,9.232,5.707,4.998,1.0101,0.5614
real,bs,1024,fp16,4096,64,plain,10.298,9.281,10.374,9.307,5.768,5.017,1.0074,0.5601
real,bs,1024,fp16,4096,128,plain,10.499,9.403,10.507,9.389,6.152,5.207,1.0008,0.586
real,bs,1024,fp16,4096,256,plain,12.611,11.206,12.736,11.457,10.523,9.025,1.0099,0.8344
real,bs,1024,fp16,4096,512,plain,21.869,19.682,22.331,20.315,18.931,16.631,1.0211,0.8657
real,bs,1024,fp16,4096,1024,plain,34.19,31.251,34.691,32.281,32.24,28.143,1.0147,0.943
real,bs,1024,fp16,4096,2048,plain,60.938,57.183,63.401,59.716,62.204,54.692,1.0404,1.0208
real,bs,1024,fp16,8192,1,plain,11.565,10.482,15.752,14.525,6.877,6.244,1.362,0.5946
real,bs,1024,fp16,8192,2,plain,11.507,10.488,15.645,14.498,6.851,6.273,1.3596,0.5954
real,bs,1024,fp16,8192,4,plain,11.739,10.5,15.533,14.515,7.018,6.275,1.3232,0.5978
real,bs,1024,fp16,8192,8,plain,11.517,10.506,15.625,14.513,6.894,6.275,1.3567,0.5986
real,bs,1024,fp16,8192,16,plain,11.554,10.496,15.634,14.512,6.938,6.274,1.3531,0.6005
real,bs,1024,fp16,8192,32,plain,11.605,10.528,15.549,14.552,7.006,6.29,1.3399,0.6037
real,bs,1024,fp16,8192,64,plain,11.646,10.587,15.672,14.629,7.126,6.342,1.3457,0.6119
real,bs,1024,fp16,8192,128,plain,11.957,10.716,15.954,14.781,7.422,6.408,1.3343,0.6207
real,bs,1024,fp16,8192,256,plain,13.987,12.393,21.029,19.38,13.097,11.456,1.5035,0.9364
real,bs,1024,fp16,8192,512,plain,24.555,22.43,36.673,34.894,24.025,21.565,1.4935,0.9784
real,bs,1024,fp16,8192,1024,plain,38.419,35.491,58.23,55.849,40.59,36.724,1.5157,1.0565
real,bs,1024,fp16,8192,2048,plain,69.825,65.188,108.484,105.315,78.868,71.732,1.5537,1.1295
real,bs,1024,fp16,16384,1,1cta,11.811,10.51,14.36,13.034,9.654,9.165,1.2158,0.8174
real,bs,1024,fp16,16384,2,1cta,11.614,10.452,14.145,12.964,9.651,9.172,1.2179,0.831
real,bs,1024,fp16,16384,4,1cta,11.536,10.412,14.21,12.944,9.702,9.176,1.2318,0.841
real,bs,1024,fp16,16384,8,1cta,11.658,10.417,14.182,12.95,9.696,9.178,1.2165,0.8317
real,bs,1024,fp16,16384,16,1cta,11.653,10.402,14.229,12.946,9.723,9.172,1.2211,0.8344
real,bs,1024,fp16,16384,32,1cta,11.768,10.426,14.32,12.95,9.803,9.224,1.2169,0.833
real,bs,1024,fp16,16384,64,1cta,11.907,10.493,14.482,13.053,10.043,9.303,1.2163,0.8435
real,bs,1024,fp16,16384,128,1cta,12.449,10.667,15.163,13.199,10.609,9.423,1.218,0.8522
real,bs,1024,fp16,16384,256,1cta,16.446,13.842,19.445,17.12,19.089,17.383,1.1824,1.1607
real,bs,1024,fp16,16384,512,1cta,28.107,24.269,34.219,30.882,35.847,33.246,1.2175,1.2754
real,bs,1024,fp16,16384,1024,1cta,43.407,38.406,53.58,49.142,61.095,57.079,1.2344,1.4075
real,bs,1024,fp16,16384,2048,1cta,77.532,72.083,97.124,92.346,118.826,112.31,1.2527,1.5326
real,bs,1024,fp16,32768,1,1cta,14.496,13.135,17.387,16.168,14.657,13.687,1.1994,1.0111
real,bs,1024,fp16,32768,2,1cta,14.485,13.095,17.542,16.117,14.651,13.764,1.211,1.0115
real,bs,1024,fp16,32768,4,1cta,14.365,13.097,17.621,16.105,14.797,13.78,1.2267,1.0301
real,bs,1024,fp16,32768,8,1cta,14.518,13.073,17.635,16.135,14.776,13.923,1.2147,1.0178
real,bs,1024,fp16,32768,16,1cta,14.446,13.053,17.827,16.114,15.277,14.152,1.234,1.0575
real,bs,1024,fp16,32768,32,1cta,14.568,13.107,17.718,16.14,15.646,14.459,1.2162,1.074
real,bs,1024,fp16,32768,64,1cta,14.998,13.181,18.259,16.222,14.659,13.629,1.2174,0.9774
real,bs,1024,fp16,32768,128,1cta,15.766,13.356,19.072,16.439,15.469,13.815,1.2097,0.9812
real,bs,1024,fp16,32768,256,1cta,22.536,18.226,27.172,23.463,28.233,26.014,1.2057,1.2528
real,bs,1024,fp16,32768,512,1cta,38.478,31.957,46.715,41.584,53.961,50.287,1.2141,1.4024
real,bs,1024,fp16,32768,1024,1cta,61.426,51.907,73.895,67.449,93.605,86.583,1.203,1.5239
real,bs,1024,fp16,32768,2048,1cta,110.495,106.668,136.275,133.657,183.945,179.683,1.2333,1.6647
real,bs,1024,fp16,65536,1,mc,14.248,12.699,20.507,19.141,14.608,13.602,1.4393,1.0253
real,bs,1024,fp16,65536,2,mc,14.339,12.78,20.384,19.12,14.569,13.581,1.4216,1.016
real,bs,1024,fp16,65536,4,mc,14.328,12.806,20.468,19.13,14.691,13.792,1.4285,1.0253
real,bs,1024,fp16,65536,8,mc,14.547,13.059,20.427,19.116,14.99,13.901,1.4042,1.0305
real,bs,1024,fp16,65536,16,mc,14.755,13.094,20.584,19.131,15.323,14.184,1.3951,1.0385
real,bs,1024,fp16,65536,32,mc,15.265,13.659,20.886,19.217,18.152,16.758,1.3682,1.1891
real,bs,1024,fp16,65536,64,mc,16.069,13.898,21.643,19.327,23.456,21.7,1.3469,1.4597
real,bs,1024,fp16,65536,128,1cta,20.121,17.155,22.715,19.567,24.24,22.297,1.1289,1.2047
real,bs,1024,fp16,65536,256,1cta,32.19,26.375,41.779,36.69,46.132,42.759,1.2979,1.4331
real,bs,1024,fp16,65536,512,1cta,55.953,46.547,75.729,65.8,90.327,83.987,1.3534,1.6143
real,bs,1024,fp16,65536,1024,1cta,90.181,84.914,119.93,113.715,157.846,151.436,1.3299,1.7503
real,bs,1024,fp16,65536,2048,1cta,164.765,159.701,218.668,213.043,306.752,299.988,1.3272,1.8618
real,bs,1024,fp16,131072,1,mc,15.048,13.765,25.934,23.933,14.402,13.364,1.7234,0.9571
real,bs,1024,fp16,131072,2,mc,15.224,13.79,25.22,23.765,14.337,13.464,1.6566,0.9417
real,bs,1024,fp16,131072,4,mc,15.235,13.824,25.223,23.761,14.361,13.409,1.6556,0.9426
real,bs,1024,fp16,131072,8,mc,15.597,14.036,25.433,23.772,15.203,13.978,1.6306,0.9747
real,bs,1024,fp16,131072,16,mc,15.836,14.109,25.481,23.765,17.803,16.5,1.6091,1.1242
real,bs,1024,fp16,131072,32,mc,18.91,16.805,26.025,23.829,22.809,21.085,1.3763,1.2062
real,bs,1024,fp16,131072,64,mc,19.961,17.085,26.699,24.0,32.294,30.094,1.3376,1.6179
real,bs,1024,fp16,131072,128,1cta,25.944,21.951,28.835,24.325,60.956,57.752,1.1114,2.3495
real,bs,1024,fp16,131072,256,1cta,44.792,35.812,52.751,42.437,118.818,113.408,1.1777,2.6527
real,bs,1024,fp16,131072,512,1cta,85.101,72.055,110.133,95.481,204.647,203.142,1.2941,2.4048
real,bs,1024,fp16,131072,1024,1cta,131.766,120.807,172.249,158.386,405.736,403.991,1.3072,3.0792
real,bs,1024,fp16,131072,2048,1cta,238.357,228.267,293.669,278.858,808.762,807.938,1.2321,3.3931
real,bs,1024,fp16,262144,1,mc,18.097,16.693,37.795,36.006,14.314,13.454,2.0885,0.791
real,bs,1024,fp16,262144,2,mc,18.51,16.766,37.76,35.98,14.293,13.349,2.04,0.7722
real,bs,1024,fp16,262144,4,mc,18.43,16.77,37.784,35.98,14.517,13.457,2.0501,0.7877
real,bs,1024,fp16,262144,8,mc,19.206,17.04,38.353,35.962,17.48,16.092,1.9969,0.9101
real,bs,1024,fp16,262144,16,mc,19.467,17.094,38.251,35.961,22.507,20.649,1.9649,1.1562
real,bs,1024,fp16,262144,32,mc,25.376,22.709,38.798,36.019,31.869,29.584,1.5289,1.2559
real,bs,1024,fp16,262144,64,mc,26.761,23.016,39.934,36.266,60.182,56.886,1.4922,2.2489
real,bs,1024,fp16,262144,128,1cta,39.502,33.317,45.851,36.654,108.844,101.667,1.1607,2.7554
real,bs,1024,fp16,262144,256,1cta,79.084,69.833,103.355,90.594,213.471,210.141,1.3069,2.6993
real,bs,1024,fp16,262144,512,1cta,139.122,125.93,199.82,169.048,387.421,384.796,1.4363,2.7848
real,bs,1024,fp16,262144,1024,1cta,230.359,218.799,317.601,290.938,734.743,731.865,1.3787,3.1896
real,bs,1024,fp16,262144,2048,1cta,419.334,408.313,569.11,554.129,1467.316,1464.226,1.3572,3.4992
real,bs,1024,fp16,524288,2,mc,24.729,22.781,62.134,59.635,14.709,13.576,2.5126,0.5948
real,bs,1024,fp16,524288,4,mc,25.029,22.813,61.935,59.609,17.157,15.954,2.4745,0.6855
real,bs,1024,fp16,524288,8,mc,25.496,23.079,62.065,59.631,22.086,20.423,2.4343,0.8663
real,bs,1024,fp16,524288,16,mc,25.869,23.152,62.476,59.648,31.76,29.577,2.4151,1.2277
real,bs,1024,fp16,524288,32,mc,38.047,34.508,63.372,59.737,60.259,57.037,1.6656,1.5838
real,bs,1024,fp16,524288,64,mc,43.94,35.755,66.966,60.05,117.672,111.867,1.524,2.678
real,bs,1024,fp16,1048576,2,mc,37.425,34.81,114.644,111.572,17.006,15.698,3.0633,0.4544
real,bs,1024,fp16,1048576,4,mc,37.628,34.885,114.771,111.595,21.755,20.22,3.0501,0.5782
real,bs,1024,fp16,1048576,8,mc,38.065,35.131,114.895,111.585,31.118,29.02,3.0184,0.8175
real,bs,1024,fp16,1048576,16,mc,38.63,35.255,115.65,111.572,59.364,56.248,2.9938,1.5367
real,bs,1024,fp16,1048576,32,mc,66.468,58.716,117.623,111.732,116.087,109.956,1.7696,1.7465
real,bs,1024,fp16,1048576,64,mc,83.674,75.748,135.861,128.087,227.959,223.583,1.6237,2.7244
real,bs,1024,fp32,4096,1,plain,9.931,8.662,10.497,9.259,6.459,5.57,1.057,0.6504
real,bs,1024,fp32,4096,2,plain,9.928,8.673,10.406,9.232,6.478,5.609,1.0481,0.6525
real,bs,1024,fp32,4096,4,plain,9.915,8.65,10.553,9.251,6.47,5.628,1.0643,0.6525
real,bs,1024,fp32,4096,8,plain,10.041,8.651,10.659,9.252,6.576,5.63,1.0615,0.6549
real,bs,1024,fp32,4096,16,plain,10.171,8.971,10.712,9.54,6.69,6.001,1.0532,0.6578
real,bs,1024,fp32,4096,32,plain,10.294,9.118,10.917,9.714,6.784,6.069,1.0605,0.659
real,bs,1024,fp32,4096,64,plain,10.421,9.195,10.95,9.814,6.931,6.104,1.0508,0.6651
real,bs,1024,fp32,4096,128,plain,10.758,9.381,11.277,10.038,7.488,6.504,1.0482,0.696
real,bs,1024,fp32,4096,256,plain,13.457,12.179,14.046,12.403,13.205,11.598,1.0438,0.9813
real,bs,1024,fp32,4096,512,plain,23.667,21.091,24.87,22.563,24.52,21.746,1.0508,1.036
real,bs,1024,fp32,4096,1024,plain,37.372,33.657,38.774,35.852,41.211,37.107,1.0375,1.1027
real,bs,1024,fp32,4096,2048,plain,65.346,60.872,70.116,65.886,80.389,72.748,1.073,1.2302
real,bs,1024,fp32,8192,1,plain,11.091,9.455,19.166,17.52,8.083,7.355,1.7281,0.7288
real,bs,1024,fp32,8192,2,plain,10.821,9.487,18.817,17.524,8.121,7.38,1.7389,0.7505
real,bs,1024,fp32,8192,4,plain,11.128,9.496,18.998,17.542,8.133,7.392,1.7072,0.7309
real,bs,1024,fp32,8192,8,plain,10.974,9.464,19.134,17.521,8.155,7.396,1.7436,0.7431
real,bs,1024,fp32,8192,16,plain,11.162,9.789,19.08,17.819,8.344,7.759,1.7094,0.7475
real,bs,1024,fp32,8192,32,plain,11.23,9.918,19.243,17.972,8.432,7.82,1.7135,0.7508
real,bs,1024,fp32,8192,64,plain,11.485,10.005,19.549,18.129,8.704,7.871,1.7021,0.7579
real,bs,1024,fp32,8192,128,plain,12.113,10.214,20.148,18.419,9.299,8.008,1.6633,0.7677
real,bs,1024,fp32,8192,256,plain,15.785,13.462,27.606,25.345,16.517,14.58,1.7489,1.0464
real,bs,1024,fp32,8192,512,plain,29.099,25.202,48.759,45.482,30.35,27.656,1.6756,1.043
real,bs,1024,fp32,8192,1024,plain,45.769,39.942,77.16,73.26,51.446,47.254,1.6859,1.124
real,bs,1024,fp32,8192,2048,plain,79.199,73.785,143.171,139.229,100.434,92.778,1.8077,1.2681
real,bs,1024,fp32,16384,1,plain,11.443,10.025,16.025,14.589,12.31,11.496,1.4004,1.0758
real,bs,1024,fp32,16384,2,plain,11.779,10.072,16.149,14.581,12.37,11.544,1.371,1.0502
real,bs,1024,fp32,16384,4,plain,11.721,10.059,16.235,14.596,12.349,11.541,1.3851,1.0536
real,bs,1024,fp32,16384,8,plain,11.808,10.054,16.277,14.605,12.416,11.557,1.3785,1.0515
real,bs,1024,fp32,16384,16,plain,11.95,10.364,16.421,14.901,12.608,11.918,1.3741,1.0551
real,bs,1024,fp32,16384,32,plain,12.213,10.497,16.648,15.048,12.733,11.986,1.3631,1.0426
real,bs,1024,fp32,16384,64,plain,12.589,10.606,17.269,15.169,13.161,12.056,1.3718,1.0454
real,bs,1024,fp32,16384,128,plain,13.435,10.857,18.056,15.439,13.867,12.201,1.344,1.0322
real,bs,1024,fp32,16384,256,plain,20.376,16.344,25.494,21.597,25.585,22.943,1.2512,1.2556
real,bs,1024,fp32,16384,512,plain,35.385,28.184,44.107,38.549,48.169,44.164,1.2465,1.3613
real,bs,1024,fp32,16384,1024,plain,58.917,46.242,70.005,61.943,84.143,75.885,1.1882,1.4282
real,bs,1024,fp32,16384,2048,plain,98.551,92.486,124.013,120.158,164.596,158.859,1.2584,1.6702
real,bs,1024,fp32,32768,1,plain,14.145,12.203,19.332,17.387,17.688,16.675,1.3667,1.2505
real,bs,1024,fp32,32768,2,plain,14.251,12.201,19.421,17.352,17.76,16.703,1.3628,1.2462
real,bs,1024,fp32,32768,4,plain,14.219,12.183,19.403,17.355,19.827,19.244,1.3646,1.3944
real,bs,1024,fp32,32768,8,plain,14.482,12.189,19.496,17.342,20.425,19.524,1.3462,1.4104
real,bs,1024,fp32,32768,16,plain,14.72,12.493,19.582,17.643,20.64,19.538,1.3303,1.4022
real,bs,1024,fp32,32768,32,plain,14.918,12.642,20.102,17.789,21.36,19.938,1.3475,1.4318
real,bs,1024,fp32,32768,64,plain,15.63,12.77,20.8,17.933,20.129,18.605,1.3308,1.2878
real,bs,1024,fp32,32768,128,plain,16.811,13.116,22.049,18.335,21.32,18.813,1.3116,1.2682
real,bs,1024,fp32,32768,256,plain,27.28,20.892,33.305,26.464,40.049,35.946,1.2209,1.4681
real,bs,1024,fp32,32768,512,plain,53.089,39.305,59.481,48.697,78.647,70.131,1.1204,1.4814
real,bs,1024,fp32,32768,1024,plain,81.098,72.839,93.655,86.92,138.02,129.962,1.1548,1.7019
real,bs,1024,fp32,32768,2048,plain,133.691,126.489,163.887,157.79,263.978,256.87,1.2259,1.9745
real,bs,1024,fp32,65536,1,mc,14.109,12.317,24.553,22.57,17.422,16.402,1.7402,1.2348
real,bs,1024,fp32,65536,2,mc,14.299,12.535,24.705,22.865,18.979,18.312,1.7277,1.3273
real,bs,1024,fp32,65536,4,mc,14.513,12.799,25.003,22.921,19.801,18.995,1.7228,1.3644
real,bs,1024,fp32,65536,8,mc,14.765,12.996,25.12,22.904,20.304,19.305,1.7013,1.3751
real,bs,1024,fp32,65536,16,mc,15.118,13.024,25.39,23.242,21.188,19.747,1.6795,1.4015
real,bs,1024,fp32,65536,32,mc,16.225,13.934,26.009,23.39,24.856,23.091,1.603,1.532
real,bs,1024,fp32,65536,64,mc,17.454,14.331,27.051,23.573,32.356,29.88,1.5498,1.8538
real,bs,1024,fp32,65536,128,1cta,23.707,18.459,29.883,24.428,60.759,57.609,1.2605,2.5629
real,bs,1024,fp32,65536,256,1cta,39.935,28.163,50.62,37.832,117.726,112.423,1.2676,2.9479
real,bs,1024,fp32,65536,512,1cta,89.896,74.496,165.158,149.632,204.33,200.963,1.8372,2.273
real,bs,1024,fp32,65536,1024,1cta,134.494,121.021,283.708,273.777,402.65,399.801,2.1094,2.9938
real,bs,1024,fp32,65536,2048,1cta,220.6,207.877,511.405,502.568,799.461,796.885,2.3182,3.624
real,bs,1024,fp32,131072,1,mc,15.47,13.638,26.147,23.791,18.902,18.061,1.6902,1.2218
real,bs,1024,fp32,131072,2,mc,15.361,13.722,26.208,23.785,19.873,19.062,1.7061,1.2937
real,bs,1024,fp32,131072,4,mc,15.712,14.103,26.278,23.763,20.116,19.186,1.6725,1.2803
real,bs,1024,fp32,131072,8,mc,16.078,14.297,26.523,23.797,20.878,19.495,1.6496,1.2985
real,bs,1024,fp32,131072,16,mc,16.544,14.302,27.169,24.089,24.723,22.8,1.6422,1.4944
real,bs,1024,fp32,131072,32,mc,19.848,16.721,27.806,24.275,31.383,28.976,1.4009,1.5812
real,bs,1024,fp32,131072,64,mc,22.502,17.221,30.044,24.56,59.239,55.779,1.3352,2.6326
real,bs,1024,fp32,131072,128,1cta,33.683,22.469,38.903,26.441,102.85,96.36,1.155,3.0535
real,bs,1024,fp32,131072,256,1cta,69.537,56.692,90.032,78.037,199.752,194.56,1.2947,2.8726
real,bs,1024,fp32,131072,512,1cta,145.385,120.486,184.476,161.25,360.534,356.336,1.2689,2.4799
real,bs,1024,fp32,131072,1024,1cta,222.002,200.711,298.097,279.657,686.739,682.339,1.3428,3.0934
real,bs,1024,fp32,131072,2048,1cta,384.26,371.111,542.275,532.618,1367.814,1363.985,1.4112,3.5596
real,bs,1024,fp32,262144,1,mc,18.573,16.505,38.985,35.736,19.288,18.505,2.099,1.0385
real,bs,1024,fp32,262144,2,mc,18.78,16.663,39.137,35.649,19.529,18.6,2.084,1.0399
real,bs,1024,fp32,262144,4,mc,19.133,16.997,39.309,35.689,20.747,19.427,2.0545,1.0844
real,bs,1024,fp32,262144,8,mc,19.449,17.15,39.703,35.723,24.329,22.328,2.0414,1.2509
real,bs,1024,fp32,262144,16,mc,20.261,17.158,40.324,36.022,31.124,28.73,1.9902,1.5362
real,bs,1024,fp32,262144,32,mc,27.052,22.347,41.977,36.282,58.594,55.274,1.5517,2.166
real,bs,1024,fp32,262144,64,mc,34.914,23.031,51.278,36.681,114.309,108.496,1.4687,3.274
real,bs,1024,fp32,262144,128,1cta,63.261,51.583,84.663,72.489,188.303,181.789,1.3383,2.9766
real,bs,1024,fp32,262144,256,1cta,115.545,99.369,156.569,141.449,333.504,327.111,1.355,2.8864
real,bs,1024,fp32,262144,512,1cta,246.42,213.316,323.856,302.734,656.296,650.121,1.3142,2.6633
real,bs,1024,fp32,262144,1024,1cta,392.364,372.399,548.103,534.281,1296.98,1290.396,1.3969,3.3056
real,bs,1024,fp32,262144,2048,1cta,690.211,670.156,997.827,980.768,2561.019,2553.893,1.4457,3.7105
real,bs,1024,fp32,524288,2,mc,24.404,22.294,66.553,61.158,20.753,19.397,2.7271,0.8504
real,bs,1024,fp32,524288,4,mc,25.092,22.548,66.551,61.174,24.311,22.421,2.6523,0.9689
real,bs,1024,fp32,524288,8,mc,29.483,23.941,70.114,62.071,31.337,28.963,2.3781,1.0629
real,bs,1024,fp32,524288,16,mc,28.096,22.917,68.69,61.599,59.11,55.335,2.4448,2.1039
real,bs,1024,fp32,524288,32,mc,44.199,33.701,76.428,61.876,115.016,108.688,1.7292,2.6022
real,bs,1024,fp32,524288,64,mc,65.052,53.8,112.68,101.498,225.27,219.381,1.7322,3.4629
real,bs,1024,fp32,1048576,2,mc,38.244,34.149,122.478,113.161,24.366,22.477,3.2025,0.6371
real,bs,1024,fp32,1048576,4,mc,38.174,34.248,122.397,113.158,30.767,28.377,3.2063,0.806
real,bs,1024,fp32,1048576,8,mc,39.369,34.654,122.721,113.651,58.58,54.813,3.1172,1.488
real,bs,1024,fp32,1048576,16,mc,45.068,34.789,135.221,117.721,114.747,107.68,3.0004,2.5461
real,bs,1024,fp32,1048576,32,mc,86.05,75.607,185.748,175.607,224.976,218.173,2.1586,2.6145
real,bs,1024,fp32,1048576,64,mc,110.064,95.772,206.754,192.596,441.256,433.998,1.8785,4.0091
real,bs,2048,bf16,8192,1,plain,14.67,13.213,14.658,13.01,6.574,5.999,0.9992,0.4481
real,bs,2048,bf16,8192,2,plain,14.377,13.185,14.166,12.962,6.824,6.05,0.9853,0.4746
real,bs,2048,bf16,8192,4,plain,14.568,13.17,14.382,13.002,6.717,6.035,0.9872,0.4611
real,bs,2048,bf16,8192,8,plain,14.43,13.18,14.277,12.994,6.899,6.033,0.9894,0.4781
real,bs,2048,bf16,8192,16,plain,14.706,13.382,14.579,13.184,7.058,6.388,0.9914,0.4799
real,bs,2048,bf16,8192,32,plain,14.688,13.469,14.573,13.275,7.213,6.43,0.9922,0.4911
real,bs,2048,bf16,8192,64,plain,14.867,13.562,14.641,13.377,7.267,6.474,0.9848,0.4888
real,bs,2048,bf16,8192,128,plain,15.165,13.835,15.106,13.645,7.573,6.593,0.9961,0.4994
real,bs,2048,bf16,8192,256,plain,16.841,15.185,18.702,17.066,13.382,11.814,1.1105,0.7946
real,bs,2048,bf16,8192,512,plain,30.438,27.367,32.932,30.866,24.425,22.253,1.0819,0.8025
real,bs,2048,bf16,8192,1024,plain,46.715,43.44,51.883,49.449,42.003,37.828,1.1106,0.8991
real,bs,2048,bf16,8192,2048,plain,89.485,81.734,96.95,92.236,81.384,73.858,1.0834,0.9095
real,bs,2048,bf16,16384,1,1cta,14.953,13.03,15.712,14.051,9.925,9.384,1.0508,0.6637
real,bs,2048,bf16,16384,2,1cta,14.798,13.002,15.435,14.029,10.157,9.423,1.043,0.6864
real,bs,2048,bf16,16384,4,1cta,15.624,13.01,15.494,14.016,10.221,9.443,0.9917,0.6542
real,bs,2048,bf16,16384,8,1cta,14.373,12.975,15.203,14.019,10.243,9.444,1.0577,0.7127
real,bs,2048,bf16,16384,16,1cta,15.19,13.198,15.504,14.226,10.362,9.784,1.0207,0.6822
real,bs,2048,bf16,16384,32,1cta,14.566,13.243,15.467,14.319,10.475,9.85,1.0619,0.7191
real,bs,2048,bf16,16384,64,1cta,15.517,13.341,15.722,14.414,10.678,9.91,1.0132,0.6881
real,bs,2048,bf16,16384,128,1cta,16.133,13.656,16.518,14.724,11.248,10.075,1.0239,0.6972
real,bs,2048,bf16,16384,256,1cta,20.649,18.027,21.617,19.307,20.286,18.599,1.0469,0.9824
real,bs,2048,bf16,16384,512,1cta,36.475,32.408,38.294,35.359,38.149,35.702,1.0499,1.0459
real,bs,2048,bf16,16384,1024,1cta,56.636,51.533,60.68,56.516,64.899,60.985,1.0714,1.1459
real,bs,2048,bf16,16384,2048,1cta,103.663,100.49,111.308,108.105,127.73,120.029,1.0737,1.2322
real,bs,2048,bf16,32768,1,1cta,17.621,15.164,16.568,15.511,15.003,13.878,0.9402,0.8514
real,bs,2048,bf16,32768,2,1cta,22.414,15.729,16.662,15.46,15.307,14.091,0.7434,0.6829
real,bs,2048,bf16,32768,4,1cta,17.608,15.146,16.584,15.461,15.258,14.264,0.9418,0.8665
real,bs,2048,bf16,32768,8,1cta,20.197,15.142,17.081,15.486,15.728,14.65,0.8457,0.7787
real,bs,2048,bf16,32768,16,1cta,16.782,15.33,17.104,15.671,15.938,14.875,1.0192,0.9497
real,bs,2048,bf16,32768,32,1cta,19.262,15.395,17.17,15.77,16.154,15.04,0.8914,0.8386
real,bs,2048,bf16,32768,64,1cta,17.75,15.512,17.595,15.891,15.859,14.904,0.9913,0.8935
real,bs,2048,bf16,32768,128,1cta,18.486,15.867,18.571,16.206,16.64,15.147,1.0046,0.9001
real,bs,2048,bf16,32768,256,1cta,27.425,22.318,27.205,23.736,30.685,28.639,0.992,1.1189
real,bs,2048,bf16,32768,512,1cta,47.852,40.402,47.077,41.202,58.776,55.492,0.9838,1.2283
real,bs,2048,bf16,32768,1024,1cta,76.668,66.477,74.646,67.346,102.47,95.745,0.9736,1.3365
real,bs,2048,bf16,32768,2048,1cta,138.877,134.781,134.433,131.269,201.551,197.641,0.968,1.4513
real,bs,2048,bf16,65536,1,mc,17.261,15.745,20.723,19.542,14.393,13.679,1.2006,0.8338
real,bs,2048,bf16,65536,2,mc,17.553,16.032,20.83,19.559,14.777,13.945,1.1867,0.8419
real,bs,2048,bf16,65536,4,mc,17.835,16.413,20.8,19.566,14.938,14.021,1.1662,0.8376
real,bs,2048,bf16,65536,8,mc,18.022,16.552,20.813,19.595,15.571,14.495,1.1549,0.864
real,bs,2048,bf16,65536,16,mc,18.029,16.585,21.085,19.785,15.92,14.608,1.1695,0.883
real,bs,2048,bf16,65536,32,mc,19.078,17.556,21.589,19.907,18.798,17.487,1.1316,0.9853
real,bs,2048,bf16,65536,64,mc,19.907,18.024,22.374,20.047,24.608,22.898,1.1239,1.2361
real,bs,2048,bf16,65536,128,1cta,23.336,19.898,23.817,20.465,27.166,25.195,1.0206,1.1641
