model,K,dtype,op,BS,gm_us_cold,gm_us_warm,ratio_vs_base_cold,ratio_vs_base_warm
v32,2048,bf16,gvr_multicta_cutedsl,64,19.491,16.649,0.9989,0.9897
v32,2048,bf16,gvr_multicta_cutedsl,128,20.615,17.040,0.9953,0.9932
v32,2048,bf16,gvr_multicta_cutedsl,256,32.115,27.063,1.0153,1.0245
v32,2048,bf16,gvr_multicta_cutedsl,512,58.427,47.645,1.016,1.0222
v32,2048,bf16,gvr_multicta_cutedsl,1024,90.787,84.524,1.011,1.0148
v32,2048,bf16,gvr_multicta_cutedsl,2048,161.359,155.710,1.0176,1.021
v32,2048,bf16,op26_1cta,1,17.952,16.315,0.9961,0.996
v32,2048,bf16,op26_1cta,2,17.887,16.291,0.9945,0.9942
v32,2048,bf16,op26_1cta,4,17.934,16.318,0.9936,0.9946
v32,2048,bf16,op26_1cta,8,17.983,16.342,0.9962,0.9943
v32,2048,bf16,op26_1cta,16,18.300,16.519,0.9939,0.9936
v32,2048,bf16,op26_1cta,32,18.671,16.627,0.9919,0.9944
v32,2048,bf16,op26_1cta,64,19.433,16.735,0.996,0.9948
v32,2048,bf16,op26_1cta,128,20.592,17.082,0.9942,0.9956
v32,2048,bf16,op26_1cta,256,30.309,24.740,0.9582,0.9365
v32,2048,bf16,op26_1cta,512,54.976,43.949,0.956,0.9429
v32,2048,bf16,op26_1cta,1024,85.357,78.478,0.9505,0.9422
v32,2048,bf16,op26_1cta,2048,149.668,142.798,0.9439,0.9363
v32,2048,bf16,op26_mc,1,18.212,16.279,1.0105,0.9938
v32,2048,bf16,op26_mc,2,18.445,16.362,1.0255,0.9985
v32,2048,bf16,op26_mc,4,18.516,16.378,1.0258,0.9983
v32,2048,bf16,op26_mc,8,19.083,16.832,1.0572,1.0241
v32,2048,bf16,op26_mc,16,19.222,16.860,1.044,1.0141
v32,2048,bf16,op26_mc,32,20.273,18.004,1.0771,1.0768
v32,2048,bf16,op26_mc,64,21.240,18.415,1.0885,1.0946
v32,2048,bf16,op26_mc,128,22.509,18.842,1.0868,1.0982
v32,2048,bf16,op26_mc,256,35.617,30.290,1.126,1.1466
v32,2048,bf16,op26_mc,512,64.253,53.184,1.1174,1.141
v32,2048,bf16,op26_mc,1024,100.713,94.206,1.1215,1.131
v32,2048,bf16,op26_mc,2048,180.484,174.615,1.1382,1.145
v32,2048,bf16,op26_r0auto,1,19.623,17.828,1.0888,1.0884
v32,2048,bf16,op26_r0auto,2,19.815,17.923,1.1016,1.0937
v32,2048,bf16,op26_r0auto,4,19.861,17.949,1.1004,1.094
v32,2048,bf16,op26_r0auto,8,20.434,18.391,1.1321,1.1189
v32,2048,bf16,op26_r0auto,16,20.609,18.412,1.1193,1.1074
v32,2048,bf16,op26_r0auto,32,21.988,19.829,1.1682,1.186
v32,2048,bf16,op26_r0auto,64,23.054,20.307,1.1815,1.2071
v32,2048,bf16,op26_r0auto,128,25.735,22.443,1.2425,1.3081
v32,2048,bf16,op26_r0auto,256,41.362,36.603,1.3076,1.3856
v32,2048,bf16,op26_r0auto,512,74.707,64.759,1.2992,1.3894
v32,2048,bf16,op26_r0auto,1024,118.244,112.477,1.3168,1.3504
v32,2048,bf16,op26_r0auto,2048,214.508,209.013,1.3528,1.3705
v32,2048,bf16,radix_cutedsl,1,11.867,11.042,0.6585,0.6741
v32,2048,bf16,radix_cutedsl,2,14.323,13.389,0.7963,0.817
v32,2048,bf16,radix_cutedsl,4,14.606,13.618,0.8092,0.83
v32,2048,bf16,radix_cutedsl,8,15.113,13.992,0.8373,0.8513
v32,2048,bf16,radix_cutedsl,16,15.607,14.277,0.8476,0.8587
v32,2048,bf16,radix_cutedsl,32,22.834,21.495,1.2131,1.2856
v32,2048,bf16,radix_cutedsl,64,33.084,31.043,1.6955,1.8453
v32,2048,bf16,radix_cutedsl,128,27.324,24.814,1.3193,1.4462
v32,2048,bf16,radix_cutedsl,256,51.733,47.557,1.6355,1.8002
v32,2048,bf16,radix_cutedsl,512,101.683,92.777,1.7683,1.9905
v32,2048,bf16,radix_cutedsl,1024,177.030,171.264,1.9714,2.0562
v32,2048,bf16,radix_cutedsl,2048,345.570,339.567,2.1793,2.2266
v32,2048,bf16,radix_single_cuda,1,39.425,35.357,2.1875,2.1585
v32,2048,bf16,radix_single_cuda,2,40.599,35.684,2.2572,2.1775
v32,2048,bf16,radix_single_cuda,4,40.885,35.798,2.2651,2.182
v32,2048,bf16,radix_single_cuda,8,41.033,35.878,2.2732,2.1829
v32,2048,bf16,radix_single_cuda,16,41.367,36.138,2.2467,2.1736
v32,2048,bf16,radix_single_cuda,32,41.622,36.421,2.2113,2.1783
v32,2048,bf16,radix_single_cuda,64,42.087,36.582,2.1569,2.1745
v32,2048,bf16,radix_single_cuda,128,42.664,36.842,2.0599,2.1473
v32,2048,bf16,radix_single_cuda,256,55.650,52.067,1.7593,1.971
v32,2048,bf16,radix_single_cuda,512,101.720,94.833,1.7689,2.0346
v32,2048,bf16,radix_single_cuda,1024,164.278,160.822,1.8294,1.9308
v32,2048,bf16,radix_single_cuda,2048,309.273,306.226,1.9504,2.0079
v32,2048,bf16,radix_multi_cuda,1,44.837,40.792,2.4878,2.4903
v32,2048,bf16,radix_multi_cuda,2,45.108,41.514,2.5079,2.5333
v32,2048,bf16,radix_multi_cuda,4,45.156,41.883,2.5018,2.5528
v32,2048,bf16,radix_multi_cuda,8,44.985,41.898,2.4921,2.5491
v32,2048,bf16,radix_multi_cuda,16,44.514,42.411,2.4176,2.5509
v32,2048,bf16,radix_multi_cuda,32,52.047,50.855,2.7651,3.0416
v32,2048,bf16,radix_multi_cuda,64,72.966,71.859,3.7395,4.2715
v32,2048,bf16,radix_multi_cuda,128,61.194,58.170,2.9546,3.3904
v32,2048,bf16,radix_multi_cuda,256,112.836,108.672,3.5672,4.1137
v32,2048,bf16,radix_multi_cuda,512,195.197,192.727,3.3945,4.1349
v32,2048,bf16,radix_multi_cuda,1024,365.687,364.791,4.0723,4.3797
v32,2048,bf16,radix_multi_cuda,2048,720.533,720.075,4.5441,4.7216
v32,2048,fp16,gvr_cutedsl,1,18.462,16.859,1.0,1.0
v32,2048,fp16,gvr_cutedsl,2,18.465,16.866,1.0,1.0
v32,2048,fp16,gvr_cutedsl,4,18.509,16.876,1.0,1.0
v32,2048,fp16,gvr_cutedsl,8,18.517,16.907,1.0,1.0
v32,2048,fp16,gvr_cutedsl,16,18.879,17.107,1.0,1.0
v32,2048,fp16,gvr_cutedsl,32,19.272,17.188,1.0,1.0
v32,2048,fp16,gvr_cutedsl,64,19.880,17.290,1.0,1.0
v32,2048,fp16,gvr_cutedsl,128,21.168,17.623,1.0,1.0
v32,2048,fp16,gvr_cutedsl,256,32.259,26.859,1.0,1.0
v32,2048,fp16,gvr_cutedsl,512,58.093,47.118,1.0,1.0
v32,2048,fp16,gvr_cutedsl,1024,90.435,84.294,1.0,1.0
v32,2048,fp16,gvr_cutedsl,2048,160.154,154.387,1.0,1.0
v32,2048,fp16,op21_legacy,1,28.073,23.942,1.5206,1.4202
v32,2048,fp16,op21_legacy,2,28.042,23.952,1.5187,1.4201
v32,2048,fp16,op21_legacy,4,32.736,25.535,1.7687,1.5131
v32,2048,fp16,op21_legacy,8,30.374,26.067,1.6404,1.5418
v32,2048,fp16,op21_legacy,16,30.372,26.033,1.6087,1.5218
v32,2048,fp16,op21_legacy,32,30.680,26.524,1.5919,1.5432
v32,2048,fp16,op21_legacy,64,24.923,22.144,1.2537,1.2807
v32,2048,fp16,op21_legacy,128,25.910,22.495,1.224,1.2765
v32,2048,fp16,op21_legacy,256,43.516,38.095,1.349,1.4183
v32,2048,fp16,op21_legacy,512,80.372,67.721,1.3835,1.4373
v32,2048,fp16,op21_legacy,1024,127.549,120.979,1.4104,1.4352
v32,2048,fp16,op21_legacy,2048,230.412,223.932,1.4387,1.4505
v32,2048,fp16,op27_hls,1,21.731,20.299,1.1771,1.2041
v32,2048,fp16,op27_hls,2,21.840,20.297,1.1828,1.2034
v32,2048,fp16,op27_hls,4,25.020,22.910,1.3518,1.3575
v32,2048,fp16,op27_hls,8,25.385,23.355,1.3709,1.3814
v32,2048,fp16,op27_hls,16,25.485,23.427,1.3499,1.3694
v32,2048,fp16,op27_hls,32,26.078,23.982,1.3531,1.3953
v32,2048,fp16,op27_hls,64,24.458,21.926,1.2303,1.2681
v32,2048,fp16,op27_hls,128,25.473,22.269,1.2034,1.2636
v32,2048,fp16,op27_hls,256,42.738,37.372,1.3248,1.3914
v32,2048,fp16,op27_hls,512,78.400,66.066,1.3496,1.4021
v32,2048,fp16,op27_hls,1024,125.155,118.737,1.3839,1.4086
v32,2048,fp16,op27_hls,2048,226.556,220.032,1.4146,1.4252
v32,2048,fp16,gvr_multicta_cutedsl,1,17.289,15.407,0.9365,0.9139
v32,2048,fp16,gvr_multicta_cutedsl,2,17.466,15.495,0.9459,0.9187
v32,2048,fp16,gvr_multicta_cutedsl,4,17.580,15.514,0.9499,0.9193
v32,2048,fp16,gvr_multicta_cutedsl,8,18.092,15.953,0.9771,0.9436
v32,2048,fp16,gvr_multicta_cutedsl,16,18.281,15.981,0.9683,0.9342
v32,2048,fp16,gvr_multicta_cutedsl,32,18.959,16.792,0.9838,0.977
v32,2048,fp16,gvr_multicta_cutedsl,64,20.055,17.188,1.0088,0.9941
v32,2048,fp16,gvr_multicta_cutedsl,128,21.180,17.593,1.0006,0.9983
v32,2048,fp16,gvr_multicta_cutedsl,256,32.683,27.607,1.0131,1.0279
v32,2048,fp16,gvr_multicta_cutedsl,512,60.166,48.784,1.0357,1.0353
v32,2048,fp16,gvr_multicta_cutedsl,1024,92.748,86.552,1.0256,1.0268
v32,2048,fp16,gvr_multicta_cutedsl,2048,164.744,159.024,1.0287,1.03
v32,2048,fp16,op26_1cta,1,18.426,16.852,0.9981,0.9996
v32,2048,fp16,op26_1cta,2,18.436,16.839,0.9984,0.9984
v32,2048,fp16,op26_1cta,4,18.530,16.872,1.0012,0.9997
v32,2048,fp16,op26_1cta,8,18.559,16.894,1.0023,0.9992
v32,2048,fp16,op26_1cta,16,18.849,17.070,0.9984,0.9978
v32,2048,fp16,op26_1cta,32,19.213,17.178,0.9969,0.9994
v32,2048,fp16,op26_1cta,64,20.010,17.288,1.0065,0.9999
v32,2048,fp16,op26_1cta,128,21.190,17.627,1.0011,1.0002
v32,2048,fp16,op26_1cta,256,29.638,24.111,0.9187,0.8977
v32,2048,fp16,op26_1cta,512,53.526,42.643,0.9214,0.905
v32,2048,fp16,op26_1cta,1024,83.030,76.156,0.9181,0.9035
v32,2048,fp16,op26_1cta,2048,145.102,138.436,0.906,0.8967
v32,2048,fp16,op26_mc,1,19.006,17.093,1.0295,1.0139
v32,2048,fp16,op26_mc,2,19.234,17.186,1.0417,1.019
v32,2048,fp16,op26_mc,4,19.317,17.201,1.0437,1.0192
v32,2048,fp16,op26_mc,8,19.920,17.656,1.0758,1.0443
v32,2048,fp16,op26_mc,16,20.057,17.679,1.0624,1.0334
v32,2048,fp16,op26_mc,32,20.968,18.721,1.088,1.0892
v32,2048,fp16,op26_mc,64,21.872,19.141,1.1002,1.107
v32,2048,fp16,op26_mc,128,23.204,19.524,1.0962,1.1079
v32,2048,fp16,op26_mc,256,36.285,30.849,1.1248,1.1485
v32,2048,fp16,op26_mc,512,65.926,54.503,1.1348,1.1567
v32,2048,fp16,op26_mc,1024,102.966,96.599,1.1386,1.146
v32,2048,fp16,op26_mc,2048,184.424,178.478,1.1515,1.156
v32,2048,fp16,op26_r0auto,1,19.558,17.718,1.0594,1.051
v32,2048,fp16,op26_r0auto,2,19.803,17.818,1.0725,1.0565
v32,2048,fp16,op26_r0auto,4,19.829,17.858,1.0713,1.0582
v32,2048,fp16,op26_r0auto,8,20.354,18.281,1.0992,1.0812
v32,2048,fp16,op26_r0auto,16,20.493,18.321,1.0855,1.071
v32,2048,fp16,op26_r0auto,32,21.720,19.563,1.127,1.1382
v32,2048,fp16,op26_r0auto,64,22.848,20.044,1.1493,1.1593
v32,2048,fp16,op26_r0auto,128,26.101,22.835,1.2331,1.2957
v32,2048,fp16,op26_r0auto,256,41.760,36.549,1.2945,1.3608
v32,2048,fp16,op26_r0auto,512,75.103,64.816,1.2928,1.3756
v32,2048,fp16,op26_r0auto,1024,118.700,112.585,1.3125,1.3356
v32,2048,fp16,op26_r0auto,2048,215.136,209.330,1.3433,1.3559
v32,2048,fp16,radix_cutedsl,1,11.792,10.950,0.6387,0.6495
v32,2048,fp16,radix_cutedsl,2,14.272,13.318,0.773,0.7896
v32,2048,fp16,radix_cutedsl,4,14.526,13.564,0.7848,0.8037
v32,2048,fp16,radix_cutedsl,8,15.076,13.941,0.8142,0.8246
v32,2048,fp16,radix_cutedsl,16,15.553,14.223,0.8238,0.8314
v32,2048,fp16,radix_cutedsl,32,22.410,21.128,1.1628,1.2292
v32,2048,fp16,radix_cutedsl,64,32.220,30.235,1.6207,1.7487
v32,2048,fp16,radix_cutedsl,128,26.546,24.037,1.2541,1.364
v32,2048,fp16,radix_cutedsl,256,50.313,46.117,1.5597,1.717
v32,2048,fp16,radix_cutedsl,512,98.836,89.951,1.7013,1.909
v32,2048,fp16,radix_cutedsl,1024,172.071,166.390,1.9027,1.9739
v32,2048,fp16,radix_cutedsl,2048,335.779,329.879,2.0966,2.1367
v32,2048,fp16,radix_single_cuda,1,39.203,35.787,2.1235,2.1227
v32,2048,fp16,radix_single_cuda,2,40.476,36.045,2.1921,2.1371
v32,2048,fp16,radix_single_cuda,4,40.694,36.135,2.1987,2.1411
v32,2048,fp16,radix_single_cuda,8,40.770,36.207,2.2018,2.1415
v32,2048,fp16,radix_single_cuda,16,41.044,36.453,2.174,2.1309
v32,2048,fp16,radix_single_cuda,32,41.425,36.768,2.1494,2.1392
v32,2048,fp16,radix_single_cuda,64,41.866,36.958,2.106,2.1375
v32,2048,fp16,radix_single_cuda,128,42.509,37.140,2.0082,2.1074
v32,2048,fp16,radix_single_cuda,256,55.186,51.537,1.7107,1.9188
v32,2048,fp16,radix_single_cuda,512,101.131,94.013,1.7408,1.9953
v32,2048,fp16,radix_single_cuda,1024,162.979,159.421,1.8022,1.8913
v32,2048,fp16,radix_single_cuda,2048,306.124,302.839,1.9114,1.9616
v32,2048,fp16,radix_multi_cuda,1,45.081,40.861,2.4418,2.4237
v32,2048,fp16,radix_multi_cuda,2,45.598,41.559,2.4695,2.4641
v32,2048,fp16,radix_multi_cuda,4,45.486,41.832,2.4576,2.4788
v32,2048,fp16,radix_multi_cuda,8,45.274,41.983,2.4451,2.4831
v32,2048,fp16,radix_multi_cuda,16,44.348,42.420,2.3491,2.4797
v32,2048,fp16,radix_multi_cuda,32,51.994,50.767,2.6979,2.9536
v32,2048,fp16,radix_multi_cuda,64,72.845,71.772,3.6642,4.151
v32,2048,fp16,radix_multi_cuda,128,61.074,57.847,2.8852,3.2824
v32,2048,fp16,radix_multi_cuda,256,112.476,108.097,3.4866,4.0246
v32,2048,fp16,radix_multi_cuda,512,194.780,191.690,3.3529,4.0683
v32,2048,fp16,radix_multi_cuda,1024,364.239,363.209,4.0276,4.3089
v32,2048,fp16,radix_multi_cuda,2048,717.630,717.053,4.4809,4.6445
