scenario,K,dtype,N,BS,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,op21_legacy_cold_us,op21_legacy_warm_us,op21_hls_cold_us,op21_hls_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,speedup_vs_base_op21_legacy,speedup_vs_base_op21_hls,speedup_vs_base_radix_cutedsl,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_sglang_streaming,mc_cluster_size
worst,1024,fp16,131072,1,20.285,18.486,25.335,23.588,22.023,18.477,14.005,13.126,14.848,13.34,,,0.8007,0.9211,1.4484,1.3662,,4
worst,1024,fp16,131072,2,20.226,18.492,25.17,23.542,22.0,18.557,14.629,13.886,14.984,13.474,,,0.8036,0.9194,1.3826,1.3498,,4
worst,1024,fp16,131072,4,20.397,18.678,25.454,23.847,21.523,18.903,14.107,13.203,15.273,13.595,,,0.8013,0.9477,1.4459,1.3355,,4
worst,1024,fp16,131072,8,20.53,18.712,28.08,25.457,22.946,21.048,15.443,14.167,15.45,13.774,,,0.7311,0.8947,1.3294,1.3288,,4
worst,1024,fp16,131072,16,20.819,19.049,28.363,25.534,23.309,21.089,18.09,16.776,15.766,14.067,,,0.734,0.8932,1.1509,1.3205,,4
worst,1024,fp16,131072,32,21.354,19.178,28.869,25.999,24.139,21.711,23.133,21.347,18.789,16.424,,,0.7397,0.8846,0.9231,1.1365,,2
worst,1024,fp16,131072,64,22.171,19.366,30.762,26.52,30.741,26.576,33.027,30.849,19.751,16.671,,,0.7207,0.7212,0.6713,1.1225,,2
worst,1024,fp16,131072,128,24.39,19.741,32.523,26.982,32.386,27.018,62.261,59.048,25.416,20.018,,,0.7499,0.7531,0.3917,0.9596,,1
worst,1024,fp16,131072,256,43.251,32.822,50.826,43.888,50.797,43.977,121.184,115.757,45.731,34.799,,,0.851,0.8514,0.3569,0.9458,,1
worst,1024,fp16,131072,512,87.61,69.903,92.652,83.524,92.471,83.765,209.785,207.2,101.528,79.519,,,0.9456,0.9474,0.4176,0.8629,,1
worst,1024,fp16,131072,1024,130.536,116.242,148.093,143.655,148.341,144.025,415.072,412.906,151.329,132.989,,,0.8814,0.88,0.3145,0.8626,,1
worst,1024,fp16,131072,2048,223.734,211.139,277.831,273.351,278.297,274.02,825.028,823.199,246.889,234.136,,,0.8053,0.8039,0.2712,0.9062,,1
worst,1024,fp16,262144,1,28.944,26.858,37.735,33.902,23.446,20.542,13.952,13.167,16.82,15.069,,,0.767,1.2345,2.0745,1.7208,,4
worst,1024,fp16,262144,2,28.707,26.838,37.336,33.852,23.198,20.582,14.211,13.287,16.87,15.153,,,0.7689,1.2375,2.0201,1.7017,,4
worst,1024,fp16,262144,4,28.907,27.027,37.083,34.193,23.442,20.948,14.779,13.809,17.183,15.264,,,0.7795,1.2331,1.956,1.6823,,4
worst,1024,fp16,262144,8,29.168,27.064,37.194,34.355,23.557,21.076,17.536,16.263,17.611,15.44,,,0.7842,1.2382,1.6633,1.6562,,4
worst,1024,fp16,262144,16,29.616,27.406,39.213,36.199,27.368,24.621,22.619,20.919,18.049,15.672,,,0.7553,1.0821,1.3093,1.6409,,4
worst,1024,fp16,262144,32,30.378,27.535,40.203,36.707,28.597,25.337,31.874,29.707,23.691,20.456,,,0.7556,1.0623,0.9531,1.2823,,2
worst,1024,fp16,262144,64,31.646,27.763,44.103,37.318,44.04,37.258,60.602,57.383,25.261,20.763,,,0.7175,0.7186,0.5222,1.2528,,2
worst,1024,fp16,262144,128,37.703,28.184,48.002,37.704,48.005,37.673,110.541,102.994,39.809,28.936,,,0.7854,0.7854,0.3411,0.9471,,1
worst,1024,fp16,262144,256,75.463,63.815,90.087,86.15,90.058,86.231,216.233,213.098,86.17,74.168,,,0.8377,0.8379,0.349,0.8757,,1
worst,1024,fp16,262144,512,133.687,121.423,156.327,151.691,155.503,150.811,392.891,390.513,158.277,139.345,,,0.8552,0.8597,0.3403,0.8446,,1
worst,1024,fp16,262144,1024,219.613,208.773,261.027,256.477,261.236,256.721,745.369,742.181,247.439,233.679,,,0.8413,0.8407,0.2946,0.8875,,1
worst,1024,fp16,262144,2048,399.107,387.916,486.73,482.48,487.831,483.61,1485.831,1483.628,447.297,435.884,,,0.82,0.8181,0.2686,0.8923,,1
worst,1024,fp16,524288,2,48.362,45.726,56.794,54.152,28.438,24.371,14.736,13.667,22.674,20.594,,,0.8515,1.7006,3.2819,2.1329,,4
worst,1024,fp16,524288,4,48.235,45.912,57.123,54.499,27.786,24.773,17.646,16.341,22.987,20.659,,,0.8444,1.7359,2.7335,2.0984,,4
worst,1024,fp16,524288,8,48.384,45.962,57.643,54.677,28.122,24.906,22.587,20.766,23.395,20.87,,,0.8394,1.7205,2.1421,2.0681,,4
worst,1024,fp16,524288,16,49.17,46.291,113.007,107.741,54.424,48.405,32.093,29.899,24.128,21.024,,,0.4351,0.9035,1.5321,2.0379,,4
worst,1024,fp16,524288,32,50.235,46.44,63.96,58.48,38.373,33.098,61.072,57.776,35.153,30.703,,,0.7854,1.3091,0.8226,1.429,,2
worst,1024,fp16,524288,64,54.29,46.669,73.77,60.945,73.84,60.835,119.183,113.339,42.291,31.088,,,0.7359,0.7352,0.4555,1.2837,,2
worst,1024,fp16,1048576,2,86.467,83.391,98.328,94.519,38.151,31.473,16.995,15.755,33.648,30.62,,,0.8794,2.2664,5.0878,2.5698,,4
worst,1024,fp16,1048576,4,86.821,83.626,98.802,94.889,35.855,31.825,22.072,20.415,34.018,30.68,,,0.8787,2.4214,3.9335,2.5522,,4
worst,1024,fp16,1048576,8,87.136,83.658,99.239,95.075,36.301,31.981,31.186,29.039,34.524,30.872,,,0.878,2.4004,2.7941,2.5239,,4
worst,1024,fp16,1048576,16,88.155,83.973,196.621,188.601,71.343,62.588,59.487,55.947,35.605,31.04,,,0.4483,1.2357,1.4819,2.4759,,4
worst,1024,fp16,1048576,32,90.546,84.14,296.638,282.787,108.061,93.652,116.56,109.975,61.266,50.742,,,0.3052,0.8379,0.7768,1.4779,,2
worst,1024,fp16,1048576,64,104.349,96.498,136.441,128.779,136.328,128.71,227.717,222.333,80.793,70.529,,,0.7648,0.7654,0.4582,1.2916,,2
worst,1024,fp32,4096,1,11.104,9.864,12.451,11.337,12.542,11.328,6.398,5.605,11.132,9.968,7.453,6.303,0.8918,0.8853,1.7355,0.9975,1.4899,1
worst,1024,fp32,4096,2,11.363,9.904,12.463,11.341,12.555,11.311,6.446,5.626,11.745,10.072,7.4,6.342,0.9117,0.9051,1.7628,0.9675,1.5355,1
worst,1024,fp32,4096,4,11.232,9.904,12.587,11.373,12.616,11.313,6.482,5.635,11.566,10.051,7.355,6.346,0.8923,0.8903,1.7328,0.9711,1.5271,1
worst,1024,fp32,4096,8,11.235,9.905,12.61,11.373,12.614,11.321,6.522,5.647,11.21,10.05,7.366,6.351,0.891,0.8907,1.7226,1.0022,1.5253,1
worst,1024,fp32,4096,16,11.411,10.241,12.786,11.652,12.766,11.619,6.742,6.008,11.38,10.398,7.646,6.711,0.8925,0.8939,1.6925,1.0027,1.4924,1
worst,1024,fp32,4096,32,11.538,10.381,12.837,11.838,12.931,11.768,6.843,6.085,11.581,10.524,7.736,6.761,0.8988,0.8923,1.6861,0.9963,1.4915,1
worst,1024,fp32,4096,64,11.826,10.455,13.005,11.928,13.082,11.856,7.003,6.125,11.933,10.614,7.803,6.792,0.9093,0.904,1.6887,0.991,1.5156,1
worst,1024,fp32,4096,128,12.242,10.632,13.434,12.165,13.357,12.113,7.565,6.5,12.528,10.808,8.155,6.937,0.9113,0.9165,1.6182,0.9772,1.5012,1
worst,1024,fp32,4096,256,15.07,13.258,16.723,15.009,16.07,14.435,13.278,11.577,14.67,12.817,10.797,9.298,0.9012,0.9378,1.135,1.0273,1.3958,1
worst,1024,fp32,4096,512,26.146,23.662,29.81,27.27,28.331,26.229,24.44,21.717,26.77,24.127,18.887,16.669,0.8771,0.9229,1.0698,0.9767,1.3843,1
worst,1024,fp32,4096,1024,40.37,37.444,46.16,42.823,43.874,41.234,41.414,36.973,47.745,43.528,31.315,28.081,0.8746,0.9201,0.9748,0.8455,1.2892,1
worst,1024,fp32,4096,2048,72.896,68.638,82.154,77.365,78.627,74.805,80.503,72.307,86.765,80.791,58.248,52.458,0.8873,0.9271,0.9055,0.8402,1.2515,1
worst,1024,fp32,8192,1,9.386,7.973,15.602,14.611,15.69,14.718,7.851,7.319,9.435,7.971,8.291,7.29,0.6016,0.5982,1.1955,0.9948,1.1321,1
worst,1024,fp32,8192,2,9.431,7.994,15.749,14.606,15.808,14.714,7.88,7.338,9.646,7.994,8.267,7.316,0.5988,0.5966,1.1968,0.9777,1.1408,1
worst,1024,fp32,8192,4,9.245,7.978,15.698,14.593,15.65,14.661,7.89,7.345,9.434,7.983,8.323,7.322,0.5889,0.5907,1.1717,0.98,1.1108,1
worst,1024,fp32,8192,8,9.376,8.009,15.714,14.601,15.814,14.715,7.954,7.358,9.698,8.021,8.29,7.329,0.5967,0.5929,1.1788,0.9668,1.131,1
worst,1024,fp32,8192,16,9.752,8.311,15.976,14.89,16.091,15.002,8.398,7.709,9.696,8.277,8.733,7.704,0.6104,0.6061,1.1612,1.0058,1.1167,1
worst,1024,fp32,8192,32,10.077,8.44,16.314,15.072,16.4,15.173,8.488,7.796,10.123,8.426,8.837,7.763,0.6177,0.6145,1.1872,0.9955,1.1403,1
worst,1024,fp32,8192,64,10.23,8.536,16.472,15.183,16.57,15.285,8.696,7.841,10.175,8.537,9.045,7.818,0.6211,0.6174,1.1764,1.0054,1.131,1
worst,1024,fp32,8192,128,10.789,8.756,17.198,15.443,17.224,15.592,9.296,7.98,10.772,8.747,9.634,8.109,0.6273,0.6264,1.1606,1.0016,1.1199,1
worst,1024,fp32,8192,256,13.818,11.399,22.491,19.714,21.768,19.125,16.408,14.492,13.333,10.769,13.498,11.391,0.6144,0.6348,0.8422,1.0364,1.0237,1
worst,1024,fp32,8192,512,24.722,19.978,39.342,35.502,37.806,34.494,30.33,27.475,23.434,19.828,23.082,20.645,0.6284,0.6539,0.8151,1.055,1.0711,1
worst,1024,fp32,8192,1024,37.397,31.58,60.863,55.943,58.659,54.364,51.077,46.92,41.304,35.387,37.701,34.024,0.6144,0.6375,0.7322,0.9054,0.9919,1
worst,1024,fp32,8192,2048,65.4,58.923,110.123,105.43,106.77,102.097,99.256,92.844,75.357,66.302,70.779,64.494,0.5939,0.6125,0.6589,0.8679,0.924,1
worst,1024,fp32,16384,1,13.701,12.211,12.898,11.628,12.885,11.604,12.256,11.615,13.859,12.189,11.354,10.461,1.0623,1.0633,1.1179,0.9886,1.2067,1
worst,1024,fp32,16384,2,13.523,12.188,12.88,11.623,12.776,11.578,12.312,11.664,13.573,12.177,11.315,10.449,1.0499,1.0585,1.0984,0.9963,1.1951,1
worst,1024,fp32,16384,4,13.63,12.2,12.819,11.63,12.746,11.603,12.312,11.657,13.639,12.226,11.317,10.484,1.0633,1.0694,1.1071,0.9993,1.2044,1
worst,1024,fp32,16384,8,13.642,12.184,12.754,11.617,12.704,11.585,12.37,11.663,13.687,12.183,11.418,10.52,1.0696,1.0738,1.1028,0.9967,1.1948,1
worst,1024,fp32,16384,16,14.011,12.476,13.21,11.896,13.214,11.875,12.773,12.035,14.134,12.515,11.941,10.873,1.0606,1.0603,1.0969,0.9913,1.1734,1
worst,1024,fp32,16384,32,14.32,12.657,13.429,12.081,13.443,12.068,12.928,12.112,14.323,12.656,12.12,10.952,1.0663,1.0652,1.1077,0.9998,1.1815,1
worst,1024,fp32,16384,64,14.79,12.774,13.984,12.204,13.923,12.193,13.365,12.188,14.84,12.77,12.629,11.094,1.0576,1.0623,1.1066,0.9966,1.1711,1
worst,1024,fp32,16384,128,15.662,13.057,14.771,12.544,14.886,12.554,14.256,12.352,15.496,13.037,13.57,11.616,1.0603,1.0521,1.0986,1.0107,1.1542,1
worst,1024,fp32,16384,256,20.92,17.014,20.378,15.823,20.2,15.866,25.611,23.147,19.801,16.42,19.336,16.752,1.0266,1.0356,0.8168,1.0565,1.0819,1
worst,1024,fp32,16384,512,36.434,30.392,35.715,28.387,36.402,28.591,48.639,44.573,36.482,31.126,33.525,30.241,1.0201,1.0009,0.7491,0.9987,1.0868,1
worst,1024,fp32,16384,1024,58.095,48.391,57.333,45.642,57.506,45.776,84.823,76.755,64.274,54.452,56.178,50.951,1.0133,1.0102,0.6849,0.9039,1.0341,1
worst,1024,fp32,16384,2048,100.44,95.129,99.312,93.944,99.015,93.259,165.382,160.211,115.523,111.304,105.323,103.326,1.0114,1.0144,0.6073,0.8694,0.9536,1
worst,1024,fp32,32768,1,15.675,13.864,19.883,18.446,20.078,18.501,17.251,16.466,15.679,13.871,16.178,15.281,0.7884,0.7807,0.9086,0.9997,0.9689,1
worst,1024,fp32,32768,2,15.624,13.848,19.901,18.391,20.066,18.453,17.322,16.464,15.693,13.86,16.173,15.383,0.7851,0.7786,0.902,0.9956,0.9661,1
worst,1024,fp32,32768,4,15.664,13.84,19.774,18.383,20.034,18.488,19.667,18.737,15.683,13.86,16.194,15.416,0.7922,0.7819,0.7965,0.9988,0.9673,1
worst,1024,fp32,32768,8,15.773,13.847,19.96,18.374,19.923,18.392,20.005,19.203,15.742,13.851,16.336,15.4,0.7902,0.7917,0.7885,1.002,0.9655,1
worst,1024,fp32,32768,16,16.186,14.15,20.274,18.685,20.392,18.705,20.408,19.407,16.162,14.131,16.878,15.779,0.7984,0.7937,0.7931,1.0015,0.959,1
worst,1024,fp32,32768,32,16.68,14.317,20.709,18.893,20.805,18.881,21.304,19.75,16.756,14.316,17.178,15.903,0.8054,0.8017,0.783,0.9955,0.971,1
worst,1024,fp32,32768,64,17.382,14.465,21.318,19.015,21.403,19.004,19.608,17.845,17.325,14.456,17.759,16.002,0.8154,0.8121,0.8865,1.0033,0.9788,1
worst,1024,fp32,32768,128,18.605,14.822,22.618,19.377,22.565,19.403,20.624,18.045,18.68,14.823,18.558,16.517,0.8226,0.8245,0.9021,0.996,1.0025,1
worst,1024,fp32,32768,256,26.843,20.229,31.461,24.878,31.37,24.806,38.467,34.421,25.728,19.915,27.742,25.306,0.8532,0.8557,0.6978,1.0433,0.9676,1
worst,1024,fp32,32768,512,48.634,36.876,57.421,44.738,57.125,44.613,75.464,67.002,47.653,37.768,49.989,46.206,0.847,0.8514,0.6445,1.0206,0.9729,1
worst,1024,fp32,32768,1024,76.037,68.814,90.499,84.354,89.765,83.71,132.111,124.294,81.323,74.484,83.56,81.562,0.8402,0.8471,0.5756,0.935,0.91,1
worst,1024,fp32,32768,2048,130.047,122.864,160.936,155.372,159.181,153.595,252.172,244.565,142.814,136.492,158.009,156.296,0.8081,0.817,0.5157,0.9106,0.823,1
worst,1024,fp32,65536,1,19.696,17.727,23.77,21.971,22.792,20.794,17.448,16.614,18.359,16.386,26.154,25.359,0.8286,0.8642,1.1288,1.0728,0.7531,4
worst,1024,fp32,65536,2,19.442,17.691,23.97,22.117,22.594,20.935,19.28,18.548,18.083,16.413,26.088,25.448,0.8111,0.8605,1.0084,1.0752,0.7452,4
worst,1024,fp32,65536,4,19.648,17.727,24.2,22.47,23.151,21.25,19.997,19.116,18.156,16.447,26.154,25.441,0.8119,0.8487,0.9825,1.0822,0.7512,4
worst,1024,fp32,65536,8,19.739,17.73,24.614,22.686,23.358,21.423,20.421,19.441,18.586,16.608,26.162,25.467,0.8019,0.8451,0.9666,1.062,0.7545,4
worst,1024,fp32,65536,16,20.213,18.063,24.848,22.727,23.496,21.404,21.336,19.907,19.107,16.931,26.747,25.827,0.8135,0.8603,0.9474,1.0579,0.7557,4
worst,1024,fp32,65536,32,20.872,18.21,25.861,23.244,24.546,22.02,25.376,23.446,20.354,17.894,27.2,25.967,0.8071,0.8503,0.8225,1.0254,0.7674,2
worst,1024,fp32,65536,64,21.766,18.372,26.365,23.733,26.533,23.95,33.046,30.491,21.798,18.111,27.738,26.118,0.8256,0.8203,0.6587,0.9985,0.7847,2
worst,1024,fp32,65536,128,24.658,19.142,27.856,24.238,28.211,24.47,61.746,58.489,24.655,19.176,28.84,26.645,0.8852,0.8741,0.3993,1.0001,0.855,1
worst,1024,fp32,65536,256,39.739,27.2,42.872,31.907,42.781,31.929,119.928,114.549,37.783,26.95,45.346,41.998,0.9269,0.9289,0.3314,1.0518,0.8764,1
worst,1024,fp32,65536,512,84.333,71.235,95.303,73.819,94.879,74.521,207.593,204.434,71.877,59.676,82.879,80.128,0.8849,0.8888,0.4062,1.1733,1.0175,1
worst,1024,fp32,65536,1024,136.024,123.283,136.634,123.736,140.14,124.99,409.438,406.482,117.553,104.899,138.338,135.614,0.9955,0.9706,0.3322,1.1571,0.9833,1
worst,1024,fp32,65536,2048,227.054,213.462,236.977,222.844,239.385,225.896,813.689,810.775,204.162,189.582,264.761,262.197,0.9581,0.9485,0.279,1.1121,0.8576,1
worst,1024,fp32,131072,1,20.429,18.072,26.53,25.163,23.08,20.579,19.317,18.588,14.689,13.347,44.685,44.088,0.77,0.8851,1.0576,1.3908,0.4572,4
worst,1024,fp32,131072,2,20.355,18.045,26.862,25.331,23.184,20.687,19.998,19.256,14.81,13.384,44.567,44.142,0.7578,0.878,1.0179,1.3744,0.4567,4
worst,1024,fp32,131072,4,20.509,18.063,27.202,25.668,23.24,21.024,20.352,19.451,14.945,13.379,44.579,44.177,0.754,0.8825,1.0077,1.3723,0.4601,4
worst,1024,fp32,131072,8,20.742,18.056,27.691,25.902,23.394,21.196,20.864,19.478,15.559,13.524,44.57,44.232,0.7491,0.8866,0.9942,1.3331,0.4654,4
worst,1024,fp32,131072,16,21.28,18.41,28.166,25.942,23.552,21.23,24.979,23.177,16.298,13.863,45.242,44.563,0.7555,0.9035,0.8519,1.3057,0.4704,4
worst,1024,fp32,131072,32,22.24,18.58,29.616,26.644,24.92,22.268,32.141,29.684,19.645,16.167,45.6,44.81,0.7509,0.8925,0.692,1.1321,0.4877,2
worst,1024,fp32,131072,64,24.253,18.761,33.007,30.11,33.23,30.291,60.424,57.126,22.419,16.385,46.194,44.989,0.7348,0.7299,0.4014,1.0818,0.525,2
worst,1024,fp32,131072,128,32.096,20.134,36.162,30.704,36.76,30.883,105.591,98.974,31.968,20.165,49.323,45.446,0.8876,0.8731,0.304,1.004,0.6507,1
worst,1024,fp32,131072,256,67.386,55.244,71.904,60.971,72.071,61.221,205.045,200.288,64.487,51.109,78.239,74.594,0.9372,0.935,0.3286,1.045,0.8613,1
worst,1024,fp32,131072,512,135.014,117.556,145.333,127.371,144.762,127.844,370.412,365.786,113.861,101.721,144.137,140.783,0.929,0.9327,0.3645,1.1858,0.9367,1
worst,1024,fp32,131072,1024,217.881,199.229,223.549,207.656,224.857,209.059,705.082,701.054,206.943,196.347,242.561,239.153,0.9746,0.969,0.309,1.0529,0.8983,1
worst,1024,fp32,131072,2048,385.382,374.982,396.828,381.412,397.558,381.415,1407.433,1403.58,375.746,368.921,467.59,464.046,0.9712,0.9694,0.2738,1.0256,0.8242,1
worst,1024,fp32,262144,1,30.432,27.038,39.128,37.32,27.4,25.887,19.71,18.938,17.507,15.738,80.487,80.347,0.7778,1.1107,1.544,1.7383,0.3781,4
worst,1024,fp32,262144,2,30.517,27.068,39.498,37.594,27.544,26.091,19.663,18.782,17.764,15.813,80.338,80.391,0.7726,1.1079,1.552,1.7179,0.3799,4
worst,1024,fp32,262144,4,30.574,27.081,39.84,37.928,28.141,26.476,20.837,19.704,17.842,15.818,80.255,80.467,0.7674,1.0865,1.4673,1.7136,0.381,4
worst,1024,fp32,262144,8,30.83,27.09,40.32,38.193,28.458,26.62,24.288,22.462,18.426,15.957,80.288,80.522,0.7646,1.0834,1.2694,1.6732,0.384,4
worst,1024,fp32,262144,16,31.768,27.44,40.752,38.287,29.163,26.738,31.558,29.084,19.916,16.3,80.968,80.897,0.7795,1.0893,1.0067,1.5951,0.3924,4
worst,1024,fp32,262144,32,33.263,27.632,42.531,39.087,31.139,28.15,59.12,55.891,26.391,20.918,81.408,81.246,0.7821,1.0682,0.5626,1.2604,0.4086,2
worst,1024,fp32,262144,64,40.493,27.893,53.157,48.979,53.303,49.112,115.002,109.419,34.833,21.431,82.831,81.409,0.7618,0.7597,0.3521,1.1625,0.4889,2
worst,1024,fp32,262144,128,62.951,50.963,67.005,60.615,68.411,61.413,192.753,186.716,62.963,50.846,87.391,82.735,0.9395,0.9202,0.3266,0.9998,0.7203,1
worst,1024,fp32,262144,256,113.73,99.072,119.997,106.877,120.155,107.349,339.707,333.275,110.163,94.416,139.413,135.634,0.9478,0.9465,0.3348,1.0324,0.8158,1
worst,1024,fp32,262144,512,237.836,211.032,245.361,223.873,242.401,224.74,669.564,663.119,202.992,187.96,262.129,257.153,0.9693,0.9812,0.3552,1.1717,0.9073,1
worst,1024,fp32,262144,1024,384.041,369.35,400.183,382.029,399.932,381.2,1317.364,1310.673,378.169,368.818,444.128,438.804,0.9597,0.9603,0.2915,1.0155,0.8647,1
worst,1024,fp32,262144,2048,689.152,673.576,705.536,684.751,707.628,684.95,2624.662,2617.156,695.035,680.857,862.433,857.365,0.9768,0.9739,0.2626,0.9915,0.7991,1
worst,1024,fp32,524288,2,50.834,45.454,68.387,66.755,42.859,41.48,20.053,18.8,23.129,20.653,151.069,152.175,0.7433,1.1861,2.535,2.1978,0.3365,4
worst,1024,fp32,524288,4,50.811,45.505,69.101,67.068,43.962,41.818,24.171,22.538,23.377,20.672,151.116,152.309,0.7353,1.1558,2.1021,2.1735,0.3362,4
worst,1024,fp32,524288,8,51.24,45.567,69.629,67.312,44.133,42.007,31.41,28.892,24.219,20.87,151.088,152.305,0.7359,1.161,1.6313,2.1157,0.3391,4
worst,1024,fp32,524288,16,52.986,45.904,70.21,67.415,44.656,42.177,58.523,55.113,26.856,21.147,151.716,152.701,0.7547,1.1865,0.9054,1.973,0.3492,4
worst,1024,fp32,524288,32,59.333,46.146,75.119,68.369,49.362,44.145,114.166,108.208,44.273,30.641,152.636,153.269,0.7899,1.202,0.5197,1.3402,0.3887,2
worst,1024,fp32,524288,64,80.144,69.203,107.629,105.586,108.424,106.816,198.887,195.436,64.851,53.491,153.981,152.848,0.7446,0.7392,0.403,1.2358,0.5205,2
worst,1024,fp32,1048576,2,90.9,82.132,113.855,112.053,60.989,58.721,23.272,21.425,33.276,29.589,290.791,293.962,0.7984,1.4904,3.906,2.7317,0.3126,4
worst,1024,fp32,1048576,4,90.983,82.215,114.537,112.275,61.706,59.2,30.261,27.918,33.562,29.657,290.719,294.052,0.7944,1.4745,3.0066,2.7109,0.313,4
worst,1024,fp32,1048576,8,91.421,82.306,115.155,112.568,62.072,59.417,57.096,53.971,34.972,29.87,290.807,294.067,0.7939,1.4728,1.6012,2.6141,0.3144,4
worst,1024,fp32,1048576,16,99.643,85.139,117.688,112.701,63.295,59.578,111.509,106.085,43.878,31.121,291.198,294.529,0.8467,1.5743,0.8936,2.2709,0.3422,4
worst,1024,fp32,1048576,32,124.874,115.453,155.224,148.434,91.227,85.201,218.956,214.283,81.802,70.802,292.441,292.307,0.8045,1.3688,0.5703,1.5265,0.427,2
worst,1024,fp32,1048576,64,142.075,160.697,192.343,190.847,192.973,191.724,431.507,426.865,108.768,118.037,293.65,293.004,0.7387,0.7362,0.3293,1.3062,0.4838,2
worst,2048,bf16,8192,1,11.997,10.374,13.443,11.658,13.235,11.535,6.552,5.903,11.941,10.571,,,0.8924,0.9065,1.831,1.0047,,1
worst,2048,bf16,8192,2,11.754,10.334,13.206,11.533,13.134,11.489,6.773,5.916,11.995,10.53,,,0.89,0.8949,1.7354,0.9799,,1
worst,2048,bf16,8192,4,11.926,10.586,13.496,11.839,13.406,11.81,6.803,5.971,12.151,10.767,,,0.8837,0.8896,1.7531,0.9815,,1
worst,2048,bf16,8192,8,12.138,10.627,13.597,11.908,13.496,11.835,6.843,5.984,12.302,10.833,,,0.8927,0.8994,1.7738,0.9867,,1
worst,2048,bf16,8192,16,12.25,10.956,13.59,12.226,13.686,12.142,7.008,6.356,12.555,11.184,,,0.9014,0.8951,1.748,0.9757,,1
worst,2048,bf16,8192,32,12.416,11.154,13.843,12.382,13.966,12.389,7.114,6.413,12.556,11.353,,,0.8969,0.889,1.7453,0.9888,,1
worst,2048,bf16,8192,64,12.682,11.299,13.925,12.541,14.114,12.55,7.226,6.472,12.831,11.502,,,0.9107,0.8985,1.7551,0.9884,,1
worst,2048,bf16,8192,128,13.056,11.556,14.482,12.882,14.472,12.861,7.608,6.57,13.231,11.789,,,0.9015,0.9022,1.7161,0.9868,,1
worst,2048,bf16,8192,256,16.438,14.653,19.928,17.135,19.802,17.062,13.301,11.737,16.171,14.657,,,0.8249,0.8301,1.2358,1.0165,,1
worst,2048,bf16,8192,512,28.275,26.175,34.583,31.013,34.469,30.933,24.587,22.069,28.317,26.238,,,0.8176,0.8203,1.15,0.9985,,1
worst,2048,bf16,8192,1024,44.682,42.085,53.432,48.857,53.447,48.805,41.535,37.646,44.804,42.099,,,0.8362,0.836,1.0758,0.9973,,1
worst,2048,bf16,8192,2048,82.558,78.17,95.941,90.169,95.613,89.671,81.028,73.566,82.62,78.166,,,0.8605,0.8635,1.0189,0.9992,,1
worst,2048,bf16,16384,1,12.371,11.071,14.231,13.143,14.843,13.188,10.101,9.301,12.115,10.787,,,0.8693,0.8335,1.2247,1.0211,,1
worst,2048,bf16,16384,2,12.2,11.066,14.463,13.139,14.79,13.128,10.079,9.335,12.272,10.796,,,0.8435,0.8249,1.2104,0.9941,,1
worst,2048,bf16,16384,4,12.854,11.345,14.482,13.421,15.118,13.468,10.174,9.396,12.462,11.074,,,0.8876,0.8502,1.2634,1.0315,,1
worst,2048,bf16,16384,8,12.678,11.403,14.648,13.528,15.181,13.514,10.2,9.42,12.354,11.108,,,0.8655,0.8351,1.2429,1.0262,,1
worst,2048,bf16,16384,16,12.952,11.719,14.995,13.832,15.347,13.821,10.362,9.781,12.642,11.414,,,0.8638,0.8439,1.25,1.0245,,1
worst,2048,bf16,16384,32,13.216,11.973,15.402,14.093,15.574,14.075,10.432,9.835,12.949,11.68,,,0.8581,0.8486,1.2669,1.0206,,1
worst,2048,bf16,16384,64,13.405,12.142,15.659,14.257,15.8,14.237,10.678,9.885,12.995,11.841,,,0.8561,0.8484,1.2554,1.0316,,1
worst,2048,bf16,16384,128,14.166,12.476,16.454,14.608,16.474,14.55,11.206,10.036,13.858,12.136,,,0.8609,0.8599,1.2641,1.0222,,1
worst,2048,bf16,16384,256,18.378,15.979,26.603,21.041,26.47,21.007,20.251,18.545,17.74,15.498,,,0.6908,0.6943,0.9075,1.036,,1
worst,2048,bf16,16384,512,32.179,28.997,46.482,38.187,45.941,37.896,37.923,35.469,30.919,27.978,,,0.6923,0.7004,0.8485,1.0408,,1
worst,2048,bf16,16384,1024,50.531,45.886,74.119,61.008,73.6,60.609,64.815,60.864,48.94,45.118,,,0.6818,0.6866,0.7796,1.0325,,1
worst,2048,bf16,16384,2048,91.696,88.048,136.146,130.274,135.367,129.465,126.652,119.896,89.733,86.65,,,0.6735,0.6774,0.724,1.0219,,1
worst,2048,bf16,32768,1,13.603,12.262,17.671,15.116,18.906,15.547,15.077,14.159,13.923,12.432,,,0.7698,0.7195,0.9022,0.977,,1
worst,2048,bf16,32768,2,13.675,12.222,17.776,15.129,18.554,15.562,15.531,14.254,13.58,12.37,,,0.7693,0.737,0.8805,1.007,,1
worst,2048,bf16,32768,4,14.211,12.491,17.934,15.409,18.586,15.79,15.557,14.465,14.685,12.646,,,0.7924,0.7646,0.9135,0.9677,,1
