scenario,sweep,K,dtype,N,BS,op,op26_cold_us_local,op26_warm_us_local,anchor_op,anchor_cold_us_local,anchor_warm_us_local,speedup_same_node_cold
worst,bs,512,bf16,16384,16,op26_mc,10.051,8.629,gvr_multicta_cutedsl,10.035,8.63,0.9984
worst,bs,512,bf16,16384,32,op26_mc,10.198,8.688,gvr_multicta_cutedsl,10.253,8.698,1.0054
worst,bs,512,bf16,16384,64,op26_mc,10.409,8.848,gvr_multicta_cutedsl,10.457,8.849,1.0046
worst,bs,512,bf16,16384,128,op26_mc,10.947,8.989,gvr_multicta_cutedsl,10.952,8.978,1.0005
worst,bs,512,bf16,16384,256,op26_mc,13.942,11.631,gvr_multicta_cutedsl,13.901,11.654,0.9971
worst,bs,512,bf16,16384,512,op26_mc,22.961,19.863,gvr_multicta_cutedsl,23.054,19.855,1.0041
worst,bs,512,bf16,16384,1024,op26_mc,35.54,31.741,gvr_multicta_cutedsl,35.622,31.737,1.0023
worst,bs,512,bf16,16384,2048,op26_mc,63.815,59.259,gvr_multicta_cutedsl,63.799,59.255,0.9997
worst,bs,512,bf16,32768,1,op26_mc,11.401,9.701,gvr_multicta_cutedsl,11.456,9.711,1.0048
worst,bs,512,bf16,32768,2,op26_mc,11.561,9.719,gvr_multicta_cutedsl,11.571,9.716,1.0009
worst,bs,512,bf16,32768,4,op26_mc,11.643,9.779,gvr_multicta_cutedsl,11.721,9.773,1.0067
worst,bs,512,bf16,32768,8,op26_mc,11.723,9.81,gvr_multicta_cutedsl,11.773,9.791,1.0043
worst,bs,512,bf16,32768,16,op26_mc,11.777,9.801,gvr_multicta_cutedsl,11.75,9.799,0.9977
worst,bs,512,bf16,32768,32,op26_mc,11.929,9.876,gvr_multicta_cutedsl,11.942,9.868,1.0011
worst,bs,512,bf16,32768,64,op26_mc,12.376,10.05,gvr_multicta_cutedsl,12.293,10.047,0.9933
worst,bs,512,bf16,32768,128,op26_mc,13.041,10.214,gvr_multicta_cutedsl,13.056,10.225,1.0012
worst,bs,512,bf16,32768,256,op26_mc,17.341,14.153,gvr_multicta_cutedsl,17.273,14.164,0.9961
worst,bs,512,bf16,32768,512,op26_mc,28.788,23.955,gvr_multicta_cutedsl,28.774,23.975,0.9995
worst,bs,512,bf16,32768,1024,op26_mc,45.454,39.238,gvr_multicta_cutedsl,45.521,39.165,1.0015
worst,bs,512,bf16,32768,2048,op26_mc,81.557,78.502,gvr_multicta_cutedsl,81.557,78.619,1.0
worst,bs,512,bf16,65536,1,op26_mc,13.497,11.544,gvr_multicta_cutedsl,13.576,11.542,1.0059
worst,bs,512,bf16,65536,2,op26_mc,13.245,11.564,gvr_multicta_cutedsl,13.361,11.566,1.0088
worst,bs,512,bf16,65536,4,op26_mc,13.462,11.572,gvr_multicta_cutedsl,13.374,11.553,0.9935
worst,bs,512,bf16,65536,8,op26_mc,13.681,11.643,gvr_multicta_cutedsl,13.54,11.661,0.9897
worst,bs,512,bf16,65536,16,op26_mc,13.782,11.794,gvr_multicta_cutedsl,13.782,11.77,1.0
worst,bs,512,bf16,65536,32,op26_mc,14.062,12.196,gvr_multicta_cutedsl,13.982,12.181,0.9943
worst,bs,512,bf16,65536,64,op26_mc,14.848,12.412,gvr_multicta_cutedsl,15.003,12.393,1.0104
worst,bs,512,bf16,65536,128,op26_mc,16.36,13.129,gvr_multicta_cutedsl,16.379,13.13,1.0012
worst,bs,512,bf16,65536,256,op26_mc,24.694,19.859,gvr_multicta_cutedsl,24.897,19.833,1.0082
worst,bs,512,bf16,65536,512,op26_mc,42.823,34.536,gvr_multicta_cutedsl,42.641,34.516,0.9957
worst,bs,512,bf16,65536,1024,op26_mc,67.599,61.165,gvr_multicta_cutedsl,67.252,61.15,0.9949
worst,bs,512,bf16,65536,2048,op26_mc,118.318,112.783,gvr_multicta_cutedsl,118.528,112.717,1.0018
worst,bs,512,bf16,131072,1,op26_mc,13.884,12.299,gvr_multicta_cutedsl,13.68,12.266,0.9853
worst,bs,512,bf16,131072,2,op26_mc,13.694,12.294,gvr_multicta_cutedsl,13.633,12.312,0.9955
worst,bs,512,bf16,131072,4,op26_mc,13.897,12.306,gvr_multicta_cutedsl,13.728,12.291,0.9878
worst,bs,512,bf16,131072,8,op26_mc,14.134,12.372,gvr_multicta_cutedsl,14.076,12.373,0.9959
worst,bs,512,bf16,131072,16,op26_mc,14.451,12.551,gvr_multicta_cutedsl,14.421,12.53,0.9979
worst,bs,512,bf16,131072,32,op26_mc,17.243,14.693,gvr_multicta_cutedsl,17.148,14.695,0.9945
worst,bs,512,bf16,131072,64,op26_mc,18.277,15.002,gvr_multicta_cutedsl,18.3,14.958,1.0013
worst,bs,512,bf16,131072,128,op26_mc,22.822,18.281,gvr_multicta_cutedsl,22.882,18.277,1.0026
worst,bs,512,bf16,131072,256,op26_mc,40.251,30.83,gvr_multicta_cutedsl,40.078,30.835,0.9957
worst,bs,512,bf16,131072,512,op26_mc,86.358,69.425,gvr_multicta_cutedsl,86.235,68.703,0.9986
worst,bs,512,bf16,131072,1024,op26_mc,133.031,110.302,gvr_multicta_cutedsl,133.35,109.536,1.0024
worst,bs,512,bf16,131072,2048,op26_mc,214.201,197.721,gvr_multicta_cutedsl,214.563,198.82,1.0017
worst,bs,512,bf16,262144,1,op26_mc,17.067,15.409,gvr_multicta_cutedsl,17.099,15.407,1.0019
worst,bs,512,bf16,262144,2,op26_mc,17.187,15.449,gvr_multicta_cutedsl,17.03,15.45,0.9909
worst,bs,512,bf16,262144,4,op26_mc,17.366,15.44,gvr_multicta_cutedsl,17.24,15.477,0.9927
worst,bs,512,bf16,262144,8,op26_mc,17.692,15.57,gvr_multicta_cutedsl,17.63,15.561,0.9965
worst,bs,512,bf16,262144,16,op26_mc,18.134,15.717,gvr_multicta_cutedsl,18.19,15.723,1.0031
worst,bs,512,bf16,262144,32,op26_mc,23.56,20.307,gvr_multicta_cutedsl,23.54,20.327,0.9992
worst,bs,512,bf16,262144,64,op26_mc,25.568,20.688,gvr_multicta_cutedsl,25.59,20.691,1.0009
worst,bs,512,bf16,262144,128,op26_mc,39.382,28.924,gvr_multicta_cutedsl,39.489,28.926,1.0027
worst,bs,512,bf16,262144,256,op26_mc,79.953,68.819,gvr_multicta_cutedsl,79.616,68.637,0.9958
worst,bs,512,bf16,262144,512,op26_mc,146.934,131.082,gvr_multicta_cutedsl,148.607,124.459,1.0114
worst,bs,512,bf16,262144,1024,op26_mc,231.367,216.137,gvr_multicta_cutedsl,230.671,215.814,0.997
worst,bs,512,bf16,262144,2048,op26_mc,408.815,397.41,gvr_multicta_cutedsl,408.582,397.432,0.9994
worst,bs,512,bf16,524288,2,op26_mc,22.288,20.332,gvr_multicta_cutedsl,22.804,20.328,1.0232
worst,bs,512,bf16,524288,4,op26_mc,22.518,20.344,gvr_multicta_cutedsl,22.649,20.316,1.0058
worst,bs,512,bf16,524288,8,op26_mc,23.003,20.456,gvr_multicta_cutedsl,22.905,20.421,0.9957
worst,bs,512,bf16,524288,16,op26_mc,23.59,20.669,gvr_multicta_cutedsl,23.571,20.658,0.9992
worst,bs,512,bf16,524288,32,op26_mc,34.787,30.067,gvr_multicta_cutedsl,34.667,30.067,0.9966
worst,bs,512,bf16,524288,64,op26_mc,41.67,30.49,gvr_multicta_cutedsl,42.127,30.5,1.011
worst,bs,512,bf16,1048576,2,op26_mc,34.188,30.947,gvr_multicta_cutedsl,34.134,30.967,0.9984
worst,bs,512,bf16,1048576,4,op26_mc,34.299,30.986,gvr_multicta_cutedsl,34.244,31.016,0.9984
worst,bs,512,bf16,1048576,8,op26_mc,34.721,31.126,gvr_multicta_cutedsl,34.753,31.13,1.0009
worst,bs,512,bf16,1048576,16,op26_mc,35.689,31.349,gvr_multicta_cutedsl,35.723,31.319,1.001
worst,bs,512,bf16,1048576,32,op26_mc,60.786,50.713,gvr_multicta_cutedsl,61.14,50.753,1.0058
worst,bs,512,bf16,1048576,64,op26_mc,80.68,70.519,gvr_multicta_cutedsl,80.778,70.54,1.0012
worst,bs,512,fp16,4096,1,op26_mc,9.597,8.595,gvr_multicta_cutedsl,9.931,8.576,1.0348
worst,bs,512,fp16,4096,2,op26_mc,9.569,8.575,gvr_multicta_cutedsl,9.505,8.545,0.9933
worst,bs,512,fp16,4096,4,op26_mc,9.601,8.594,gvr_multicta_cutedsl,9.707,8.586,1.011
worst,bs,512,fp16,4096,8,op26_mc,9.669,8.551,gvr_multicta_cutedsl,9.747,8.558,1.0081
worst,bs,512,fp16,4096,16,op26_mc,9.934,8.895,gvr_multicta_cutedsl,10.009,8.921,1.0075
worst,bs,512,fp16,4096,32,op26_mc,10.285,9.037,gvr_multicta_cutedsl,10.086,9.023,0.9807
worst,bs,512,fp16,4096,64,op26_mc,10.219,9.074,gvr_multicta_cutedsl,10.23,9.078,1.0011
worst,bs,512,fp16,4096,128,op26_mc,10.521,9.281,gvr_multicta_cutedsl,10.544,9.286,1.0022
worst,bs,512,fp16,4096,256,op26_mc,12.288,11.025,gvr_multicta_cutedsl,12.254,11.047,0.9972
worst,bs,512,fp16,4096,512,op26_mc,21.067,19.014,gvr_multicta_cutedsl,21.091,19.004,1.0011
worst,bs,512,fp16,4096,1024,op26_mc,32.374,30.106,gvr_multicta_cutedsl,32.582,30.094,1.0064
worst,bs,512,fp16,4096,2048,op26_mc,58.863,55.745,gvr_multicta_cutedsl,58.872,55.761,1.0002
worst,bs,512,fp16,8192,1,op26_mc,9.624,8.637,gvr_multicta_cutedsl,9.664,8.643,1.0042
worst,bs,512,fp16,8192,2,op26_mc,9.699,8.628,gvr_multicta_cutedsl,9.798,8.608,1.0102
worst,bs,512,fp16,8192,4,op26_mc,9.852,8.655,gvr_multicta_cutedsl,9.8,8.644,0.9947
worst,bs,512,fp16,8192,8,op26_mc,9.709,8.621,gvr_multicta_cutedsl,9.893,8.642,1.019
worst,bs,512,fp16,8192,16,op26_mc,10.009,8.946,gvr_multicta_cutedsl,10.078,8.939,1.0069
worst,bs,512,fp16,8192,32,op26_mc,10.437,9.087,gvr_multicta_cutedsl,10.217,9.085,0.9789
worst,bs,512,fp16,8192,64,op26_mc,10.491,9.131,gvr_multicta_cutedsl,10.389,9.131,0.9903
worst,bs,512,fp16,8192,128,op26_mc,10.857,9.329,gvr_multicta_cutedsl,10.704,9.353,0.9859
worst,bs,512,fp16,8192,256,op26_mc,12.741,11.129,gvr_multicta_cutedsl,12.805,11.137,1.005
worst,bs,512,fp16,8192,512,op26_mc,21.659,19.296,gvr_multicta_cutedsl,21.766,19.302,1.0049
worst,bs,512,fp16,8192,1024,op26_mc,33.316,30.51,gvr_multicta_cutedsl,33.386,30.495,1.0021
worst,bs,512,fp16,8192,2048,op26_mc,60.144,56.395,gvr_multicta_cutedsl,60.098,56.403,0.9992
worst,bs,512,fp16,16384,1,op26_mc,9.392,8.061,gvr_multicta_cutedsl,9.545,8.056,1.0163
worst,bs,512,fp16,16384,2,op26_mc,9.461,8.048,gvr_multicta_cutedsl,9.552,8.032,1.0096
worst,bs,512,fp16,16384,4,op26_mc,9.526,8.052,gvr_multicta_cutedsl,9.635,8.038,1.0114
worst,bs,512,fp16,16384,8,op26_mc,9.496,8.05,gvr_multicta_cutedsl,9.582,8.051,1.0091
worst,bs,512,fp16,16384,16,op26_mc,9.864,8.377,gvr_multicta_cutedsl,9.877,8.37,1.0013
worst,bs,512,fp16,16384,32,op26_mc,10.088,8.496,gvr_multicta_cutedsl,10.037,8.499,0.9949
worst,bs,512,fp16,16384,64,op26_mc,10.32,8.572,gvr_multicta_cutedsl,10.31,8.585,0.999
worst,bs,512,fp16,16384,128,op26_mc,10.899,8.775,gvr_multicta_cutedsl,10.859,8.76,0.9963
worst,bs,512,fp16,16384,256,op26_mc,13.713,11.235,gvr_multicta_cutedsl,13.709,11.248,0.9997
worst,bs,512,fp16,16384,512,op26_mc,22.678,19.442,gvr_multicta_cutedsl,22.843,19.433,1.0073
worst,bs,512,fp16,16384,1024,op26_mc,35.033,30.834,gvr_multicta_cutedsl,35.113,30.863,1.0023
worst,bs,512,fp16,16384,2048,op26_mc,62.437,57.546,gvr_multicta_cutedsl,62.434,57.368,1.0
worst,bs,512,fp16,32768,1,op26_mc,11.68,9.67,gvr_multicta_cutedsl,11.789,9.666,1.0093
worst,bs,512,fp16,32768,2,op26_mc,11.414,9.684,gvr_multicta_cutedsl,11.605,9.661,1.0167
worst,bs,512,fp16,32768,4,op26_mc,11.499,9.68,gvr_multicta_cutedsl,11.587,9.678,1.0077
worst,bs,512,fp16,32768,8,op26_mc,11.585,9.693,gvr_multicta_cutedsl,11.504,9.688,0.993
worst,bs,512,fp16,32768,16,op26_mc,11.99,10.019,gvr_multicta_cutedsl,11.957,10.023,0.9972
worst,bs,512,fp16,32768,32,op26_mc,12.23,10.146,gvr_multicta_cutedsl,12.205,10.139,0.998
worst,bs,512,fp16,32768,64,op26_mc,12.678,10.243,gvr_multicta_cutedsl,12.622,10.235,0.9956
worst,bs,512,fp16,32768,128,op26_mc,13.509,10.45,gvr_multicta_cutedsl,13.4,10.464,0.9919
worst,bs,512,fp16,32768,256,op26_mc,17.708,14.329,gvr_multicta_cutedsl,17.665,14.318,0.9976
worst,bs,512,fp16,32768,512,op26_mc,29.423,24.471,gvr_multicta_cutedsl,29.513,24.475,1.0031
worst,bs,512,fp16,32768,1024,op26_mc,46.409,39.89,gvr_multicta_cutedsl,46.549,39.885,1.003
worst,bs,512,fp16,32768,2048,op26_mc,83.166,80.01,gvr_multicta_cutedsl,83.273,80.05,1.0013
worst,bs,512,fp16,65536,1,op26_mc,12.512,10.923,gvr_multicta_cutedsl,12.476,10.889,0.9971
worst,bs,512,fp16,65536,2,op26_mc,12.862,11.086,gvr_multicta_cutedsl,12.845,11.074,0.9987
worst,bs,512,fp16,65536,4,op26_mc,13.133,11.451,gvr_multicta_cutedsl,13.392,11.458,1.0197
worst,bs,512,fp16,65536,8,op26_mc,13.513,11.572,gvr_multicta_cutedsl,13.428,11.567,0.9937
worst,bs,512,fp16,65536,16,op26_mc,13.677,11.603,gvr_multicta_cutedsl,13.556,11.596,0.9912
worst,bs,512,fp16,65536,32,op26_mc,13.988,12.004,gvr_multicta_cutedsl,13.841,12.003,0.9895
worst,bs,512,fp16,65536,64,op26_mc,14.809,12.307,gvr_multicta_cutedsl,15.025,12.293,1.0146
worst,bs,512,fp16,65536,128,op26_mc,16.147,12.861,gvr_multicta_cutedsl,16.152,12.848,1.0003
worst,bs,512,fp16,65536,256,op26_mc,24.175,19.104,gvr_multicta_cutedsl,24.295,19.108,1.005
worst,bs,512,fp16,65536,512,op26_mc,41.822,33.026,gvr_multicta_cutedsl,41.86,33.025,1.0009
worst,bs,512,fp16,65536,1024,op26_mc,66.104,59.317,gvr_multicta_cutedsl,66.12,59.366,1.0002
worst,bs,512,fp16,65536,2048,op26_mc,114.538,108.622,gvr_multicta_cutedsl,114.713,108.664,1.0015
worst,bs,512,fp16,131072,1,op26_mc,13.008,11.688,gvr_multicta_cutedsl,13.139,11.7,1.0101
worst,bs,512,fp16,131072,2,op26_mc,13.446,11.867,gvr_multicta_cutedsl,13.213,11.878,0.9827
worst,bs,512,fp16,131072,4,op26_mc,13.709,12.242,gvr_multicta_cutedsl,13.82,12.225,1.0081
worst,bs,512,fp16,131072,8,op26_mc,14.03,12.356,gvr_multicta_cutedsl,13.995,12.352,0.9975
worst,bs,512,fp16,131072,16,op26_mc,14.417,12.379,gvr_multicta_cutedsl,14.363,12.367,0.9963
worst,bs,512,fp16,131072,32,op26_mc,17.161,14.45,gvr_multicta_cutedsl,17.032,14.457,0.9925
worst,bs,512,fp16,131072,64,op26_mc,18.142,14.832,gvr_multicta_cutedsl,18.152,14.827,1.0006
worst,bs,512,fp16,131072,128,op26_mc,22.752,17.961,gvr_multicta_cutedsl,22.814,17.966,1.0027
worst,bs,512,fp16,131072,256,op26_mc,39.37,29.652,gvr_multicta_cutedsl,39.142,29.673,0.9942
worst,bs,512,fp16,131072,512,op26_mc,84.923,69.734,gvr_multicta_cutedsl,85.686,68.966,1.009
worst,bs,512,fp16,131072,1024,op26_mc,131.432,114.673,gvr_multicta_cutedsl,131.607,114.643,1.0013
worst,bs,512,fp16,131072,2048,op26_mc,211.448,195.438,gvr_multicta_cutedsl,211.559,195.979,1.0005
worst,bs,512,fp16,262144,1,op26_mc,16.985,15.25,gvr_multicta_cutedsl,17.008,15.265,1.0014
worst,bs,512,fp16,262144,2,op26_mc,17.196,15.415,gvr_multicta_cutedsl,17.032,15.429,0.9905
worst,bs,512,fp16,262144,4,op26_mc,17.641,15.79,gvr_multicta_cutedsl,17.662,15.79,1.0012
worst,bs,512,fp16,262144,8,op26_mc,18.064,15.916,gvr_multicta_cutedsl,18.105,15.93,1.0023
worst,bs,512,fp16,262144,16,op26_mc,18.428,15.954,gvr_multicta_cutedsl,18.579,15.957,1.0082
worst,bs,512,fp16,262144,32,op26_mc,23.705,20.421,gvr_multicta_cutedsl,23.712,20.415,1.0003
worst,bs,512,fp16,262144,64,op26_mc,25.745,20.875,gvr_multicta_cutedsl,25.765,20.878,1.0008
worst,bs,512,fp16,262144,128,op26_mc,39.548,28.912,gvr_multicta_cutedsl,39.599,28.883,1.0013
worst,bs,512,fp16,262144,256,op26_mc,79.891,68.452,gvr_multicta_cutedsl,79.574,68.392,0.996
worst,bs,512,fp16,262144,512,op26_mc,145.759,135.193,gvr_multicta_cutedsl,148.798,131.899,1.0208
worst,bs,512,fp16,262144,1024,op26_mc,229.946,217.337,gvr_multicta_cutedsl,230.162,215.437,1.0009
worst,bs,512,fp16,262144,2048,op26_mc,406.475,394.856,gvr_multicta_cutedsl,406.849,394.812,1.0009
worst,bs,512,fp16,524288,2,op26_mc,22.424,20.17,gvr_multicta_cutedsl,22.76,20.132,1.015
worst,bs,512,fp16,524288,4,op26_mc,22.886,20.481,gvr_multicta_cutedsl,22.799,20.514,0.9962
worst,bs,512,fp16,524288,8,op26_mc,23.361,20.663,gvr_multicta_cutedsl,23.238,20.668,0.9947
worst,bs,512,fp16,524288,16,op26_mc,23.828,20.657,gvr_multicta_cutedsl,23.753,20.691,0.9969
worst,bs,512,fp16,524288,32,op26_mc,34.599,29.978,gvr_multicta_cutedsl,34.748,29.977,1.0043
worst,bs,512,fp16,524288,64,op26_mc,41.838,30.492,gvr_multicta_cutedsl,42.346,30.473,1.0121
worst,bs,512,fp16,1048576,2,op26_mc,33.931,30.569,gvr_multicta_cutedsl,33.609,30.587,0.9905
worst,bs,512,fp16,1048576,4,op26_mc,34.467,30.974,gvr_multicta_cutedsl,34.545,30.948,1.0023
worst,bs,512,fp16,1048576,8,op26_mc,34.961,31.165,gvr_multicta_cutedsl,34.947,31.115,0.9996
worst,bs,512,fp16,1048576,16,op26_mc,35.857,31.201,gvr_multicta_cutedsl,35.662,31.24,0.9946
worst,bs,512,fp16,1048576,32,op26_mc,60.536,50.371,gvr_multicta_cutedsl,63.335,53.817,1.0462
worst,bs,512,fp16,1048576,64,op26_mc,81.163,71.156,gvr_multicta_cutedsl,81.387,71.059,1.0028
worst,bs,512,fp32,4096,1,op26_mc,9.309,7.827,gvr_multicta_cutedsl,9.251,7.807,0.9938
worst,bs,512,fp32,4096,2,op26_mc,9.259,7.805,gvr_multicta_cutedsl,9.262,7.807,1.0003
worst,bs,512,fp32,4096,4,op26_mc,9.201,7.813,gvr_multicta_cutedsl,9.043,7.836,0.9828
worst,bs,512,fp32,4096,8,op26_mc,9.224,7.816,gvr_multicta_cutedsl,9.227,7.839,1.0003
worst,bs,512,fp32,4096,16,op26_mc,9.593,8.106,gvr_multicta_cutedsl,9.693,8.115,1.0104
worst,bs,512,fp32,4096,32,op26_mc,9.675,8.2,gvr_multicta_cutedsl,9.624,8.184,0.9947
worst,bs,512,fp32,4096,64,op26_mc,9.742,8.261,gvr_multicta_cutedsl,9.88,8.261,1.0142
worst,bs,512,fp32,4096,128,op26_mc,10.062,8.404,gvr_multicta_cutedsl,10.089,8.394,1.0027
worst,bs,512,fp32,4096,256,op26_mc,11.981,9.981,gvr_multicta_cutedsl,11.889,9.978,0.9923
worst,bs,512,fp32,4096,512,op26_mc,21.541,18.348,gvr_multicta_cutedsl,21.47,18.349,0.9967
worst,bs,512,fp32,4096,1024,op26_mc,38.015,32.929,gvr_multicta_cutedsl,37.991,32.914,0.9994
worst,bs,512,fp32,4096,2048,op26_mc,68.802,61.099,gvr_multicta_cutedsl,68.856,61.107,1.0008
worst,bs,512,fp32,8192,1,op26_mc,9.181,7.614,gvr_multicta_cutedsl,9.217,7.619,1.0039
worst,bs,512,fp32,8192,2,op26_mc,9.347,7.606,gvr_multicta_cutedsl,9.457,7.62,1.0118
worst,bs,512,fp32,8192,4,op26_mc,9.286,7.618,gvr_multicta_cutedsl,9.291,7.635,1.0005
worst,bs,512,fp32,8192,8,op26_mc,9.352,7.643,gvr_multicta_cutedsl,9.291,7.645,0.9935
worst,bs,512,fp32,8192,16,op26_mc,9.482,7.892,gvr_multicta_cutedsl,9.488,7.883,1.0006
worst,bs,512,fp32,8192,32,op26_mc,9.528,7.954,gvr_multicta_cutedsl,9.688,7.966,1.0168
worst,bs,512,fp32,8192,64,op26_mc,9.758,8.049,gvr_multicta_cutedsl,9.845,8.058,1.0089
worst,bs,512,fp32,8192,128,op26_mc,10.317,8.2,gvr_multicta_cutedsl,10.342,8.192,1.0024
worst,bs,512,fp32,8192,256,op26_mc,12.459,9.819,gvr_multicta_cutedsl,12.483,9.821,1.0019
worst,bs,512,fp32,8192,512,op26_mc,22.061,18.079,gvr_multicta_cutedsl,22.155,18.053,1.0043
worst,bs,512,fp32,8192,1024,op26_mc,39.364,32.43,gvr_multicta_cutedsl,39.945,32.451,1.0148
worst,bs,512,fp32,8192,2048,op26_mc,71.02,60.514,gvr_multicta_cutedsl,70.933,60.064,0.9988
worst,bs,512,fp32,16384,1,op26_mc,10.539,8.953,gvr_multicta_cutedsl,10.846,8.984,1.0291
worst,bs,512,fp32,16384,2,op26_mc,10.462,8.939,gvr_multicta_cutedsl,10.635,8.951,1.0165
worst,bs,512,fp32,16384,4,op26_mc,10.48,8.939,gvr_multicta_cutedsl,10.622,8.943,1.0135
worst,bs,512,fp32,16384,8,op26_mc,10.608,8.977,gvr_multicta_cutedsl,10.632,8.991,1.0023
worst,bs,512,fp32,16384,16,op26_mc,10.76,9.208,gvr_multicta_cutedsl,10.865,9.213,1.0098
worst,bs,512,fp32,16384,32,op26_mc,11.033,9.299,gvr_multicta_cutedsl,10.981,9.281,0.9953
worst,bs,512,fp32,16384,64,op26_mc,11.47,9.418,gvr_multicta_cutedsl,11.501,9.399,1.0027
worst,bs,512,fp32,16384,128,op26_mc,12.353,9.641,gvr_multicta_cutedsl,12.398,9.646,1.0036
worst,bs,512,fp32,16384,256,op26_mc,15.37,12.016,gvr_multicta_cutedsl,15.265,12.013,0.9932
worst,bs,512,fp32,16384,512,op26_mc,27.654,22.46,gvr_multicta_cutedsl,27.756,22.45,1.0037
worst,bs,512,fp32,16384,1024,op26_mc,49.342,39.22,gvr_multicta_cutedsl,49.412,39.253,1.0014
worst,bs,512,fp32,16384,2048,op26_mc,86.973,82.056,gvr_multicta_cutedsl,86.639,82.239,0.9962
worst,bs,512,fp32,32768,1,op26_mc,12.768,10.613,gvr_multicta_cutedsl,12.626,10.619,0.9889
worst,bs,512,fp32,32768,2,op26_mc,12.597,10.622,gvr_multicta_cutedsl,12.406,10.592,0.9848
worst,bs,512,fp32,32768,4,op26_mc,12.709,10.604,gvr_multicta_cutedsl,12.39,10.609,0.9749
worst,bs,512,fp32,32768,8,op26_mc,12.709,10.657,gvr_multicta_cutedsl,12.905,10.667,1.0154
worst,bs,512,fp32,32768,16,op26_mc,12.929,10.871,gvr_multicta_cutedsl,13.049,10.878,1.0093
worst,bs,512,fp32,32768,32,op26_mc,13.245,10.972,gvr_multicta_cutedsl,13.318,10.98,1.0055
worst,bs,512,fp32,32768,64,op26_mc,14.091,11.118,gvr_multicta_cutedsl,13.977,11.115,0.9919
worst,bs,512,fp32,32768,128,op26_mc,14.961,11.457,gvr_multicta_cutedsl,15.017,11.447,1.0037
worst,bs,512,fp32,32768,256,op26_mc,20.449,15.247,gvr_multicta_cutedsl,20.361,15.261,0.9957
worst,bs,512,fp32,32768,512,op26_mc,37.99,28.39,gvr_multicta_cutedsl,38.241,28.397,1.0066
worst,bs,512,fp32,32768,1024,op26_mc,65.488,58.438,gvr_multicta_cutedsl,65.314,58.969,0.9973
worst,bs,512,fp32,32768,2048,op26_mc,110.757,104.713,gvr_multicta_cutedsl,110.622,104.751,0.9988
worst,bs,512,fp32,65536,1,op26_mc,14.382,12.292,gvr_multicta_cutedsl,14.368,12.292,0.999
worst,bs,512,fp32,65536,2,op26_mc,14.451,12.421,gvr_multicta_cutedsl,14.507,12.439,1.0039
worst,bs,512,fp32,65536,4,op26_mc,14.691,12.874,gvr_multicta_cutedsl,14.635,12.843,0.9962
worst,bs,512,fp32,65536,8,op26_mc,15.067,12.937,gvr_multicta_cutedsl,15.158,12.934,1.006
worst,bs,512,fp32,65536,16,op26_mc,15.442,13.002,gvr_multicta_cutedsl,15.429,13.0,0.9992
worst,bs,512,fp32,65536,32,op26_mc,16.305,13.646,gvr_multicta_cutedsl,16.262,13.632,0.9974
worst,bs,512,fp32,65536,64,op26_mc,17.797,14.129,gvr_multicta_cutedsl,17.845,14.132,1.0027
worst,bs,512,fp32,65536,128,op26_mc,20.483,15.041,gvr_multicta_cutedsl,20.478,15.03,0.9998
worst,bs,512,fp32,65536,256,op26_mc,31.943,21.274,gvr_multicta_cutedsl,32.017,21.281,1.0023
worst,bs,512,fp32,65536,512,op26_mc,60.569,49.447,gvr_multicta_cutedsl,60.559,49.264,0.9998
worst,bs,512,fp32,65536,1024,op26_mc,103.176,86.53,gvr_multicta_cutedsl,103.942,85.825,1.0074
worst,bs,512,fp32,65536,2048,op26_mc,167.352,153.555,gvr_multicta_cutedsl,168.146,153.335,1.0047
worst,bs,512,fp32,131072,1,op26_mc,13.704,12.159,gvr_multicta_cutedsl,13.734,12.167,1.0022
worst,bs,512,fp32,131072,2,op26_mc,13.92,12.293,gvr_multicta_cutedsl,13.909,12.294,0.9992
worst,bs,512,fp32,131072,4,op26_mc,14.304,12.725,gvr_multicta_cutedsl,14.302,12.747,0.9999
worst,bs,512,fp32,131072,8,op26_mc,14.865,12.835,gvr_multicta_cutedsl,14.848,12.82,0.9989
worst,bs,512,fp32,131072,16,op26_mc,15.517,12.871,gvr_multicta_cutedsl,15.611,12.864,1.0061
worst,bs,512,fp32,131072,32,op26_mc,18.553,14.992,gvr_multicta_cutedsl,18.564,14.984,1.0006
worst,bs,512,fp32,131072,64,op26_mc,21.702,15.879,gvr_multicta_cutedsl,21.748,15.81,1.0021
worst,bs,512,fp32,131072,128,op26_mc,30.804,18.987,gvr_multicta_cutedsl,31.0,18.978,1.0064
worst,bs,512,fp32,131072,256,op26_mc,61.295,49.87,gvr_multicta_cutedsl,61.341,49.823,1.0008
worst,bs,512,fp32,131072,512,op26_mc,109.933,96.51,gvr_multicta_cutedsl,110.27,96.914,1.0031
worst,bs,512,fp32,131072,1024,op26_mc,197.094,186.83,gvr_multicta_cutedsl,197.203,186.999,1.0006
worst,bs,512,fp32,131072,2048,op26_mc,358.065,349.857,gvr_multicta_cutedsl,360.572,351.037,1.007
worst,bs,512,fp32,262144,1,op26_mc,16.838,14.92,gvr_multicta_cutedsl,16.995,14.926,1.0093
worst,bs,512,fp32,262144,2,op26_mc,16.92,15.139,gvr_multicta_cutedsl,17.155,15.088,1.0139
worst,bs,512,fp32,262144,4,op26_mc,17.747,15.592,gvr_multicta_cutedsl,17.662,15.587,0.9952
