scenario,sweep,K,dtype,N,BS,op,radix_cold_us_local,radix_warm_us_local,base_cold_us_local,base_warm_us_local,speedup_same_node_cold
real,bs,1024,fp16,131072,64,radix_single_cuda,56.573,49.861,26.741,23.925,0.4727
real,bs,1024,fp16,131072,128,radix_single_cuda,57.652,49.939,28.889,24.356,0.5011
real,bs,1024,fp16,131072,256,radix_single_cuda,75.294,68.94,52.875,42.435,0.7022
real,bs,1024,fp16,131072,512,radix_single_cuda,144.068,134.212,110.077,97.221,0.7641
real,bs,1024,fp16,131072,1024,radix_single_cuda,227.521,221.638,171.668,157.343,0.7545
real,bs,1024,fp16,131072,2048,radix_single_cuda,426.387,419.556,292.496,278.544,0.686
real,bs,1024,fp16,262144,1,radix_single_cuda,95.735,82.777,37.332,35.339,0.39
real,bs,1024,fp16,262144,2,radix_single_cuda,95.568,82.616,36.94,35.262,0.3865
real,bs,1024,fp16,262144,4,radix_single_cuda,95.375,83.148,37.211,35.338,0.3902
real,bs,1024,fp16,262144,8,radix_single_cuda,95.66,83.213,37.283,35.368,0.3897
real,bs,1024,fp16,262144,16,radix_single_cuda,95.007,83.049,37.923,35.731,0.3992
real,bs,1024,fp16,262144,32,radix_single_cuda,97.851,85.846,38.728,35.9,0.3958
real,bs,1024,fp16,262144,64,radix_single_cuda,98.707,85.972,40.02,36.167,0.4054
real,bs,1024,fp16,262144,128,radix_single_cuda,102.719,86.18,45.863,36.609,0.4465
real,bs,1024,fp16,262144,256,radix_single_cuda,135.821,130.581,103.122,90.204,0.7592
real,bs,1024,fp16,262144,512,radix_single_cuda,242.061,233.925,200.915,169.035,0.83
real,bs,1024,fp16,262144,1024,radix_single_cuda,395.438,390.056,318.56,290.836,0.8056
real,bs,1024,fp16,262144,2048,radix_single_cuda,733.868,731.59,569.68,553.3,0.7763
real,bs,1024,fp16,524288,2,radix_single_cuda,175.699,152.009,61.652,58.962,0.3509
real,bs,1024,fp16,524288,4,radix_single_cuda,175.497,152.389,61.497,59.014,0.3504
real,bs,1024,fp16,524288,8,radix_single_cuda,176.149,152.836,61.735,59.051,0.3505
real,bs,1024,fp16,524288,16,radix_single_cuda,176.499,153.663,62.305,59.386,0.353
real,bs,1024,fp16,524288,32,radix_single_cuda,183.394,160.773,63.422,59.583,0.3458
real,bs,1024,fp16,524288,64,radix_single_cuda,186.513,160.724,67.374,59.896,0.3612
real,bs,1024,fp16,1048576,2,radix_single_cuda,339.133,292.623,114.4,110.886,0.3373
real,bs,1024,fp16,1048576,4,radix_single_cuda,339.485,293.086,114.448,110.918,0.3371
real,bs,1024,fp16,1048576,8,radix_single_cuda,339.848,294.229,114.6,110.957,0.3372
real,bs,1024,fp16,1048576,16,radix_single_cuda,340.723,296.99,115.528,111.314,0.3391
real,bs,1024,fp16,1048576,32,radix_single_cuda,357.616,311.077,117.727,111.55,0.3292
real,bs,1024,fp16,1048576,64,radix_single_cuda,399.98,391.337,135.702,128.021,0.3393
real,bs,1024,fp32,4096,1,radix_single_cuda,15.35,14.255,11.075,9.837,0.7215
real,bs,1024,fp32,4096,2,radix_single_cuda,15.926,14.344,10.912,9.82,0.6852
real,bs,1024,fp32,4096,4,radix_single_cuda,15.537,14.306,10.984,9.836,0.707
real,bs,1024,fp32,4096,8,radix_single_cuda,15.571,14.3,10.987,9.865,0.7056
real,bs,1024,fp32,4096,16,radix_single_cuda,15.772,14.63,11.069,9.878,0.7018
real,bs,1024,fp32,4096,32,radix_single_cuda,15.917,14.842,11.082,9.879,0.6962
real,bs,1024,fp32,4096,64,radix_single_cuda,16.139,14.918,11.099,9.933,0.6877
real,bs,1024,fp32,4096,128,radix_single_cuda,16.59,15.174,11.262,10.062,0.6788
real,bs,1024,fp32,4096,256,radix_single_cuda,23.852,22.656,14.168,12.524,0.594
real,bs,1024,fp32,4096,512,radix_single_cuda,42.358,41.052,25.027,22.609,0.5908
real,bs,1024,fp32,4096,1024,radix_single_cuda,69.314,67.996,38.844,35.962,0.5604
real,bs,1024,fp32,4096,2048,radix_single_cuda,132.615,131.232,70.228,65.942,0.5296
real,bs,1024,fp32,8192,1,radix_single_cuda,17.069,15.635,19.357,18.152,1.134
real,bs,1024,fp32,8192,2,radix_single_cuda,17.24,15.679,19.334,18.119,1.1215
real,bs,1024,fp32,8192,4,radix_single_cuda,17.424,15.658,19.259,18.134,1.1053
real,bs,1024,fp32,8192,8,radix_single_cuda,17.222,15.674,19.334,18.167,1.1226
real,bs,1024,fp32,8192,16,radix_single_cuda,17.661,15.882,19.283,18.164,1.0918
real,bs,1024,fp32,8192,32,radix_single_cuda,17.675,15.975,19.379,18.203,1.0964
real,bs,1024,fp32,8192,64,radix_single_cuda,17.662,16.057,19.713,18.267,1.1161
real,bs,1024,fp32,8192,128,radix_single_cuda,18.25,16.28,20.208,18.447,1.1073
real,bs,1024,fp32,8192,256,radix_single_cuda,26.342,24.336,27.657,25.482,1.0499
real,bs,1024,fp32,8192,512,radix_single_cuda,46.254,43.864,48.759,45.562,1.0542
real,bs,1024,fp32,8192,1024,radix_single_cuda,75.258,72.631,77.01,73.337,1.0233
real,bs,1024,fp32,8192,2048,radix_single_cuda,143.128,140.155,143.368,139.218,1.0017
real,bs,1024,fp32,16384,1,radix_single_cuda,21.387,18.476,16.587,15.215,0.7756
real,bs,1024,fp32,16384,2,radix_single_cuda,21.034,18.615,16.457,15.167,0.7824
real,bs,1024,fp32,16384,4,radix_single_cuda,21.159,18.62,16.577,15.177,0.7834
real,bs,1024,fp32,16384,8,radix_single_cuda,21.144,18.567,16.534,15.199,0.782
real,bs,1024,fp32,16384,16,radix_single_cuda,21.364,18.855,16.694,15.215,0.7814
real,bs,1024,fp32,16384,32,radix_single_cuda,21.801,19.057,16.753,15.225,0.7685
real,bs,1024,fp32,16384,64,radix_single_cuda,22.223,19.168,17.249,15.297,0.7762
real,bs,1024,fp32,16384,128,radix_single_cuda,22.869,19.454,18.053,15.478,0.7894
real,bs,1024,fp32,16384,256,radix_single_cuda,32.14,28.911,25.436,21.613,0.7914
real,bs,1024,fp32,16384,512,radix_single_cuda,56.198,51.713,44.183,38.515,0.7862
real,bs,1024,fp32,16384,1024,radix_single_cuda,90.79,85.876,69.924,61.763,0.7702
real,bs,1024,fp32,16384,2048,radix_single_cuda,170.681,169.307,124.123,120.299,0.7272
real,bs,1024,fp32,32768,1,radix_single_cuda,29.044,25.007,19.728,17.952,0.6792
real,bs,1024,fp32,32768,2,radix_single_cuda,29.421,25.036,19.877,17.917,0.6756
real,bs,1024,fp32,32768,4,radix_single_cuda,29.158,25.058,19.957,17.927,0.6844
real,bs,1024,fp32,32768,8,radix_single_cuda,28.988,25.226,20.037,17.959,0.6912
real,bs,1024,fp32,32768,16,radix_single_cuda,29.538,25.593,19.998,17.961,0.677
real,bs,1024,fp32,32768,32,radix_single_cuda,30.155,25.818,20.265,17.988,0.672
real,bs,1024,fp32,32768,64,radix_single_cuda,30.495,25.958,21.046,18.095,0.6901
real,bs,1024,fp32,32768,128,radix_single_cuda,31.304,26.412,22.093,18.371,0.7058
real,bs,1024,fp32,32768,256,radix_single_cuda,42.421,36.549,33.153,26.487,0.7815
real,bs,1024,fp32,32768,512,radix_single_cuda,75.94,66.157,59.729,48.591,0.7865
real,bs,1024,fp32,32768,1024,radix_single_cuda,121.698,117.29,93.586,87.085,0.769
real,bs,1024,fp32,32768,2048,radix_single_cuda,223.672,219.947,164.374,157.871,0.7349
real,bs,1024,fp32,65536,1,radix_single_cuda,45.195,36.215,24.957,23.297,0.5522
real,bs,1024,fp32,65536,2,radix_single_cuda,45.484,36.461,25.065,23.376,0.5511
real,bs,1024,fp32,65536,4,radix_single_cuda,45.166,36.552,25.344,23.403,0.5611
real,bs,1024,fp32,65536,8,radix_single_cuda,45.6,36.701,25.323,23.44,0.5553
real,bs,1024,fp32,65536,16,radix_single_cuda,45.737,37.013,25.605,23.445,0.5598
real,bs,1024,fp32,65536,32,radix_single_cuda,46.25,37.224,26.225,23.544,0.567
real,bs,1024,fp32,65536,64,radix_single_cuda,46.928,37.171,26.945,23.86,0.5742
real,bs,1024,fp32,65536,128,radix_single_cuda,48.381,38.008,29.883,24.409,0.6177
real,bs,1024,fp32,65536,256,radix_single_cuda,63.64,50.588,50.771,37.425,0.7978
real,bs,1024,fp32,65536,512,radix_single_cuda,123.349,114.332,168.441,153.462,1.3656
real,bs,1024,fp32,65536,1024,radix_single_cuda,190.302,181.684,287.286,276.459,1.5096
real,bs,1024,fp32,65536,2048,radix_single_cuda,338.907,329.828,514.384,507.567,1.5178
real,bs,1024,fp32,131072,1,radix_single_cuda,73.201,56.764,26.91,24.475,0.3676
real,bs,1024,fp32,131072,2,radix_single_cuda,73.942,57.014,26.63,24.368,0.3601
real,bs,1024,fp32,131072,4,radix_single_cuda,74.042,57.048,26.822,24.379,0.3623
real,bs,1024,fp32,131072,8,radix_single_cuda,73.722,56.875,27.137,24.454,0.3681
real,bs,1024,fp32,131072,16,radix_single_cuda,74.237,57.669,27.433,24.466,0.3695
real,bs,1024,fp32,131072,32,radix_single_cuda,75.214,57.856,28.041,24.574,0.3728
real,bs,1024,fp32,131072,64,radix_single_cuda,76.83,57.168,29.904,25.213,0.3892
real,bs,1024,fp32,131072,128,radix_single_cuda,82.74,59.054,38.94,26.345,0.4706
real,bs,1024,fp32,131072,256,radix_single_cuda,113.205,104.697,90.343,78.649,0.798
real,bs,1024,fp32,131072,512,radix_single_cuda,198.446,186.54,181.715,159.965,0.9157
real,bs,1024,fp32,131072,1024,radix_single_cuda,309.328,299.688,297.022,278.766,0.9602
real,bs,1024,fp32,131072,2048,radix_single_cuda,565.08,558.153,544.992,532.775,0.9645
real,bs,1024,fp32,262144,1,radix_single_cuda,131.53,97.511,39.838,36.42,0.3029
real,bs,1024,fp32,262144,2,radix_single_cuda,132.446,97.906,39.628,36.402,0.2992
real,bs,1024,fp32,262144,4,radix_single_cuda,131.558,97.851,39.732,36.427,0.302
real,bs,1024,fp32,262144,8,radix_single_cuda,131.576,97.932,40.062,36.477,0.3045
real,bs,1024,fp32,262144,16,radix_single_cuda,132.346,98.447,40.679,36.498,0.3074
real,bs,1024,fp32,262144,32,radix_single_cuda,133.957,98.929,41.777,36.649,0.3119
real,bs,1024,fp32,262144,64,radix_single_cuda,142.54,97.263,50.839,37.727,0.3567
real,bs,1024,fp32,262144,128,radix_single_cuda,177.276,167.513,84.617,72.662,0.4773
real,bs,1024,fp32,262144,256,radix_single_cuda,194.073,185.479,156.635,141.711,0.8071
real,bs,1024,fp32,262144,512,radix_single_cuda,344.583,335.66,322.569,298.644,0.9361
real,bs,1024,fp32,262144,1024,radix_single_cuda,567.639,561.61,550.709,531.732,0.9702
real,bs,1024,fp32,262144,2048,radix_single_cuda,996.002,984.111,1001.254,982.882,1.0053
real,bs,1024,fp32,524288,2,radix_single_cuda,245.03,178.738,67.373,61.979,0.275
real,bs,1024,fp32,524288,4,radix_single_cuda,246.119,178.377,67.141,62.093,0.2728
real,bs,1024,fp32,524288,8,radix_single_cuda,245.946,178.464,67.629,62.149,0.275
real,bs,1024,fp32,524288,16,radix_single_cuda,246.357,179.147,68.631,62.164,0.2786
real,bs,1024,fp32,524288,32,radix_single_cuda,264.116,179.311,76.178,62.398,0.2884
real,bs,1024,fp32,524288,64,radix_single_cuda,319.956,308.876,113.015,102.064,0.3532
real,bs,1024,fp32,1048576,2,radix_single_cuda,475.028,341.339,122.942,114.074,0.2588
real,bs,1024,fp32,1048576,4,radix_single_cuda,473.029,340.897,123.206,114.185,0.2605
real,bs,1024,fp32,1048576,8,radix_single_cuda,473.573,341.487,123.562,114.302,0.2609
real,bs,1024,fp32,1048576,16,radix_single_cuda,523.378,357.644,131.827,114.318,0.2519
real,bs,1024,fp32,1048576,32,radix_single_cuda,612.42,600.38,186.117,177.104,0.3039
real,bs,1024,fp32,1048576,64,radix_single_cuda,616.278,606.881,207.14,193.192,0.3361
real,bs,2048,bf16,8192,1,radix_single_cuda,15.985,15.256,14.337,12.688,0.8969
real,bs,2048,bf16,8192,2,radix_single_cuda,16.11,15.268,13.817,12.674,0.8577
real,bs,2048,bf16,8192,4,radix_single_cuda,15.982,15.322,13.822,12.658,0.8648
real,bs,2048,bf16,8192,8,radix_single_cuda,16.277,15.291,13.966,12.678,0.858
real,bs,2048,bf16,8192,16,radix_single_cuda,16.058,15.384,14.211,12.924,0.885
real,bs,2048,bf16,8192,32,radix_single_cuda,16.256,15.233,14.321,13.138,0.881
real,bs,2048,bf16,8192,64,radix_single_cuda,16.118,15.303,14.75,13.364,0.9151
real,bs,2048,bf16,8192,128,radix_single_cuda,16.284,15.477,15.176,13.643,0.932
real,bs,2048,bf16,8192,256,radix_single_cuda,24.511,23.645,18.617,17.038,0.7595
real,bs,2048,bf16,8192,512,radix_single_cuda,43.75,42.551,32.782,30.792,0.7493
real,bs,2048,bf16,8192,1024,radix_single_cuda,72.245,71.003,51.822,49.357,0.7173
real,bs,2048,bf16,8192,2048,radix_single_cuda,137.772,136.731,96.823,92.13,0.7028
real,bs,2048,bf16,16384,1,radix_single_cuda,19.357,18.182,14.809,13.69,0.765
real,bs,2048,bf16,16384,2,radix_single_cuda,19.548,18.249,14.888,13.695,0.7616
real,bs,2048,bf16,16384,4,radix_single_cuda,20.099,18.225,14.829,13.705,0.7378
real,bs,2048,bf16,16384,8,radix_single_cuda,19.521,18.334,14.96,13.679,0.7664
real,bs,2048,bf16,16384,16,radix_single_cuda,19.271,18.363,15.31,13.922,0.7945
real,bs,2048,bf16,16384,32,radix_single_cuda,18.943,18.12,15.878,14.221,0.8382
real,bs,2048,bf16,16384,64,radix_single_cuda,19.495,18.235,15.757,14.414,0.8083
real,bs,2048,bf16,16384,128,radix_single_cuda,19.999,18.467,16.326,14.717,0.8163
real,bs,2048,bf16,16384,256,radix_single_cuda,28.998,27.91,21.609,19.367,0.7452
real,bs,2048,bf16,16384,512,radix_single_cuda,51.97,50.954,38.51,35.248,0.741
real,bs,2048,bf16,16384,1024,radix_single_cuda,86.172,84.283,60.825,56.388,0.7059
real,bs,2048,bf16,16384,2048,radix_single_cuda,165.251,163.662,111.058,107.51,0.6721
real,bs,2048,bf16,32768,1,radix_single_cuda,26.025,24.09,16.496,15.116,0.6339
real,bs,2048,bf16,32768,2,radix_single_cuda,26.97,24.092,16.297,15.113,0.6043
real,bs,2048,bf16,32768,4,radix_single_cuda,26.77,24.116,16.422,15.14,0.6134
real,bs,2048,bf16,32768,8,radix_single_cuda,25.845,24.152,16.657,15.14,0.6445
real,bs,2048,bf16,32768,16,radix_single_cuda,25.929,24.17,16.907,15.38,0.652
real,bs,2048,bf16,32768,32,radix_single_cuda,26.362,24.028,16.947,15.632,0.6429
real,bs,2048,bf16,32768,64,radix_single_cuda,26.662,24.155,17.496,15.83,0.6562
real,bs,2048,bf16,32768,128,radix_single_cuda,27.2,24.342,18.625,16.198,0.6847
real,bs,2048,bf16,32768,256,radix_single_cuda,37.917,36.041,27.136,23.652,0.7157
real,bs,2048,bf16,32768,512,radix_single_cuda,68.313,65.933,46.926,41.119,0.6869
real,bs,2048,bf16,32768,1024,radix_single_cuda,112.03,109.937,74.653,67.3,0.6664
real,bs,2048,bf16,32768,2048,radix_single_cuda,215.884,214.99,134.213,131.165,0.6217
real,bs,2048,bf16,65536,1,radix_single_cuda,37.592,33.264,20.598,19.295,0.5479
real,bs,2048,bf16,65536,2,radix_single_cuda,37.262,33.746,20.688,19.328,0.5552
real,bs,2048,bf16,65536,4,radix_single_cuda,37.147,33.744,20.725,19.346,0.5579
real,bs,2048,bf16,65536,8,radix_single_cuda,37.156,33.891,20.806,19.348,0.56
real,bs,2048,bf16,65536,16,radix_single_cuda,37.386,33.634,21.078,19.623,0.5638
real,bs,2048,bf16,65536,32,radix_single_cuda,37.494,33.808,21.506,19.826,0.5736
real,bs,2048,bf16,65536,64,radix_single_cuda,37.759,34.027,22.233,20.018,0.5888
real,bs,2048,bf16,65536,128,radix_single_cuda,38.456,34.217,23.757,20.398,0.6178
real,bs,2048,bf16,65536,256,radix_single_cuda,52.736,49.814,40.26,33.955,0.7634
real,bs,2048,bf16,65536,512,radix_single_cuda,96.312,90.74,70.9,59.005,0.7361
real,bs,2048,bf16,65536,1024,radix_single_cuda,157.282,154.769,112.299,106.308,0.714
real,bs,2048,bf16,65536,2048,radix_single_cuda,298.864,296.17,202.143,196.559,0.6764
real,bs,2048,bf16,131072,1,radix_single_cuda,60.37,51.736,28.241,26.733,0.4678
real,bs,2048,bf16,131072,2,radix_single_cuda,60.044,51.949,28.203,26.709,0.4697
real,bs,2048,bf16,131072,4,radix_single_cuda,58.913,52.217,28.453,26.685,0.483
real,bs,2048,bf16,131072,8,radix_single_cuda,59.699,52.358,28.275,26.686,0.4736
real,bs,2048,bf16,131072,16,radix_single_cuda,59.662,52.383,28.644,26.995,0.4801
real,bs,2048,bf16,131072,32,radix_single_cuda,59.883,52.585,29.48,27.235,0.4923
real,bs,2048,bf16,131072,64,radix_single_cuda,60.468,52.921,30.486,27.466,0.5042
real,bs,2048,bf16,131072,128,radix_single_cuda,61.702,53.07,33.116,27.939,0.5367
real,bs,2048,bf16,131072,256,radix_single_cuda,81.786,75.148,60.51,49.531,0.7399
real,bs,2048,bf16,131072,512,radix_single_cuda,153.36,131.887,130.217,111.282,0.8491
real,bs,2048,bf16,131072,1024,radix_single_cuda,251.092,245.836,197.732,176.305,0.7875
real,bs,2048,bf16,131072,2048,radix_single_cuda,471.539,460.698,341.647,326.192,0.7245
real,bs,2048,bf16,262144,1,radix_single_cuda,98.813,83.351,51.955,50.125,0.5258
real,bs,2048,bf16,262144,2,radix_single_cuda,97.872,83.386,52.041,50.134,0.5317
real,bs,2048,bf16,262144,4,radix_single_cuda,98.259,83.552,51.902,50.189,0.5282
real,bs,2048,bf16,262144,8,radix_single_cuda,98.005,84.062,52.156,50.18,0.5322
real,bs,2048,bf16,262144,16,radix_single_cuda,98.199,84.007,52.703,50.452,0.5367
real,bs,2048,bf16,262144,32,radix_single_cuda,99.736,85.727,53.658,50.73,0.538
real,bs,2048,bf16,262144,64,radix_single_cuda,100.756,85.972,55.268,50.985,0.5485
real,bs,2048,bf16,262144,128,radix_single_cuda,106.054,85.891,61.159,51.726,0.5767
real,bs,2048,bf16,262144,256,radix_single_cuda,143.467,138.603,145.427,131.737,1.0137
real,bs,2048,bf16,262144,512,radix_single_cuda,264.002,247.433,286.529,252.378,1.0853
real,bs,2048,bf16,262144,1024,radix_single_cuda,420.295,409.434,482.832,450.665,1.1488
real,bs,2048,bf16,262144,2048,radix_single_cuda,788.455,786.198,889.523,866.812,1.1282
real,bs,2048,bf16,524288,2,radix_single_cuda,176.723,148.032,90.584,87.879,0.5126
real,bs,2048,bf16,524288,4,radix_single_cuda,177.08,148.026,90.412,87.887,0.5106
real,bs,2048,bf16,524288,8,radix_single_cuda,177.213,148.791,90.517,87.884,0.5108
real,bs,2048,bf16,524288,16,radix_single_cuda,176.766,148.984,91.333,88.219,0.5167
real,bs,2048,bf16,524288,32,radix_single_cuda,182.505,154.235,92.503,88.511,0.5069
real,bs,2048,bf16,524288,64,radix_single_cuda,188.375,154.288,96.418,88.824,0.5118
real,bs,2048,bf16,1048576,2,radix_single_cuda,339.137,281.31,91.338,88.123,0.2693
real,bs,2048,bf16,1048576,4,radix_single_cuda,339.872,281.952,91.586,88.13,0.2695
real,bs,2048,bf16,1048576,8,radix_single_cuda,338.811,282.851,91.821,88.149,0.271
real,bs,2048,bf16,1048576,16,radix_single_cuda,337.813,283.53,92.845,88.461,0.2748
real,bs,2048,bf16,1048576,32,radix_single_cuda,359.176,297.138,95.376,88.726,0.2655
real,bs,2048,bf16,1048576,64,radix_single_cuda,404.878,396.365,109.061,100.889,0.2694
real,bs,2048,fp16,8192,1,radix_single_cuda,15.887,14.893,14.752,13.215,0.9286
real,bs,2048,fp16,8192,2,radix_single_cuda,15.973,14.924,14.275,13.195,0.8937
real,bs,2048,fp16,8192,4,radix_single_cuda,16.009,14.975,14.288,13.2,0.8925
real,bs,2048,fp16,8192,8,radix_single_cuda,16.068,14.983,14.549,13.221,0.9055
real,bs,2048,fp16,8192,16,radix_single_cuda,16.067,15.227,14.699,13.542,0.9149
real,bs,2048,fp16,8192,32,radix_single_cuda,16.164,15.281,14.936,13.795,0.924
real,bs,2048,fp16,8192,64,radix_single_cuda,16.224,15.332,15.238,13.986,0.9392
real,bs,2048,fp16,8192,128,radix_single_cuda,16.327,15.471,15.709,14.319,0.9621
real,bs,2048,fp16,8192,256,radix_single_cuda,24.547,23.627,19.529,17.869,0.7956
real,bs,2048,fp16,8192,512,radix_single_cuda,43.625,42.602,34.433,32.478,0.7893
real,bs,2048,fp16,8192,1024,radix_single_cuda,72.249,71.006,54.505,52.057,0.7544
real,bs,2048,fp16,8192,2048,radix_single_cuda,137.629,136.804,101.799,97.069,0.7397
real,bs,2048,fp16,16384,1,radix_single_cuda,19.481,18.034,14.373,13.319,0.7378
real,bs,2048,fp16,16384,2,radix_single_cuda,18.797,18.032,14.749,13.299,0.7846
real,bs,2048,fp16,16384,4,radix_single_cuda,19.524,18.054,14.443,13.317,0.7398
real,bs,2048,fp16,16384,8,radix_single_cuda,19.591,18.144,14.638,13.33,0.7472
real,bs,2048,fp16,16384,16,radix_single_cuda,19.63,18.351,14.849,13.649,0.7564
real,bs,2048,fp16,16384,32,radix_single_cuda,19.526,18.394,15.115,13.922,0.7741
real,bs,2048,fp16,16384,64,radix_single_cuda,19.653,18.426,15.459,14.1,0.7866
real,bs,2048,fp16,16384,128,radix_single_cuda,20.066,18.591,16.179,14.444,0.8063
real,bs,2048,fp16,16384,256,radix_single_cuda,29.17,28.011,20.936,18.859,0.7177
real,bs,2048,fp16,16384,512,radix_single_cuda,52.096,51.083,37.36,34.395,0.7171
real,bs,2048,fp16,16384,1024,radix_single_cuda,86.258,84.597,58.881,54.739,0.6826
real,bs,2048,fp16,16384,2048,radix_single_cuda,165.206,163.901,108.058,104.618,0.6541
real,bs,2048,fp16,32768,1,radix_single_cuda,26.313,23.866,15.822,14.71,0.6013
real,bs,2048,fp16,32768,2,radix_single_cuda,26.294,23.811,15.896,14.735,0.6045
real,bs,2048,fp16,32768,4,radix_single_cuda,25.767,23.803,16.085,14.759,0.6242
real,bs,2048,fp16,32768,8,radix_single_cuda,25.407,23.842,16.173,14.762,0.6366
real,bs,2048,fp16,32768,16,radix_single_cuda,25.98,24.103,16.392,15.093,0.6309
real,bs,2048,fp16,32768,32,radix_single_cuda,26.466,24.211,16.717,15.354,0.6316
real,bs,2048,fp16,32768,64,radix_single_cuda,26.691,24.292,17.177,15.52,0.6436
real,bs,2048,fp16,32768,128,radix_single_cuda,27.288,24.43,18.257,15.901,0.669
real,bs,2048,fp16,32768,256,radix_single_cuda,37.998,35.98,26.566,23.206,0.6991
real,bs,2048,fp16,32768,512,radix_single_cuda,68.242,65.641,45.469,40.096,0.6663
real,bs,2048,fp16,32768,1024,radix_single_cuda,111.985,109.198,72.585,65.861,0.6482
real,bs,2048,fp16,32768,2048,radix_single_cuda,215.138,214.413,131.188,128.366,0.6098
real,bs,2048,fp16,65536,1,radix_single_cuda,36.891,32.922,20.768,19.488,0.563
real,bs,2048,fp16,65536,2,radix_single_cuda,36.972,33.378,20.928,19.515,0.566
real,bs,2048,fp16,65536,4,radix_single_cuda,36.702,33.66,20.88,19.529,0.5689
real,bs,2048,fp16,65536,8,radix_single_cuda,36.545,33.698,21.059,19.535,0.5762
real,bs,2048,fp16,65536,16,radix_single_cuda,36.811,33.896,21.374,19.875,0.5806
real,bs,2048,fp16,65536,32,radix_single_cuda,37.397,34.134,21.728,20.085,0.581
real,bs,2048,fp16,65536,64,radix_single_cuda,37.615,34.356,22.533,20.267,0.599
real,bs,2048,fp16,65536,128,radix_single_cuda,38.291,34.451,24.053,20.66,0.6282
real,bs,2048,fp16,65536,256,radix_single_cuda,52.276,49.634,40.221,34.019,0.7694
real,bs,2048,fp16,65536,512,radix_single_cuda,96.018,89.941,70.847,58.849,0.7379
real,bs,2048,fp16,65536,1024,radix_single_cuda,156.419,153.184,111.72,106.024,0.7142
real,bs,2048,fp16,65536,2048,radix_single_cuda,296.637,293.621,201.791,196.551,0.6803
real,bs,2048,fp16,131072,1,radix_single_cuda,58.246,51.858,28.379,26.8,0.4872
real,bs,2048,fp16,131072,2,radix_single_cuda,58.524,52.236,28.395,26.78,0.4852
real,bs,2048,fp16,131072,4,radix_single_cuda,58.81,52.368,28.365,26.768,0.4823
real,bs,2048,fp16,131072,8,radix_single_cuda,59.183,52.38,28.465,26.795,0.481
real,bs,2048,fp16,131072,16,radix_single_cuda,59.426,52.76,28.84,27.158,0.4853
real,bs,2048,fp16,131072,32,radix_single_cuda,59.841,53.517,29.673,27.361,0.4959
real,bs,2048,fp16,131072,64,radix_single_cuda,60.409,53.569,30.595,27.613,0.5065
real,bs,2048,fp16,131072,128,radix_single_cuda,61.368,53.651,33.289,28.101,0.5424
real,bs,2048,fp16,131072,256,radix_single_cuda,80.683,74.284,59.676,48.575,0.7396
real,bs,2048,fp16,131072,512,radix_single_cuda,153.404,145.971,129.842,111.192,0.8464
real,bs,2048,fp16,131072,1024,radix_single_cuda,244.017,243.003,210.161,179.372,0.8613
real,bs,2048,fp16,131072,2048,radix_single_cuda,461.736,457.231,343.441,326.314,0.7438
real,bs,2048,fp16,262144,1,radix_single_cuda,97.46,84.775,51.151,49.33,0.5248
real,bs,2048,fp16,262144,2,radix_single_cuda,97.443,84.634,51.246,49.355,0.5259
real,bs,2048,fp16,262144,4,radix_single_cuda,97.63,84.813,51.094,49.355,0.5233
real,bs,2048,fp16,262144,8,radix_single_cuda,97.676,85.011,51.246,49.372,0.5247
real,bs,2048,fp16,262144,16,radix_single_cuda,97.542,85.731,51.923,49.735,0.5323
real,bs,2048,fp16,262144,32,radix_single_cuda,99.693,87.985,53.023,49.987,0.5319
real,bs,2048,fp16,262144,64,radix_single_cuda,100.225,87.816,54.609,50.27,0.5449
real,bs,2048,fp16,262144,128,radix_single_cuda,105.739,88.079,60.478,50.873,0.572
real,bs,2048,fp16,262144,256,radix_single_cuda,141.411,136.662,148.726,134.809,1.0517
real,bs,2048,fp16,262144,512,radix_single_cuda,249.694,243.314,294.576,250.439,1.1797
real,bs,2048,fp16,262144,1024,radix_single_cuda,413.596,409.334,479.202,457.6,1.1586
real,bs,2048,fp16,262144,2048,radix_single_cuda,770.858,770.225,894.098,867.322,1.1599
real,bs,2048,fp16,524288,2,radix_single_cuda,175.869,151.34,89.322,86.632,0.5079
real,bs,2048,fp16,524288,4,radix_single_cuda,176.352,151.725,89.108,86.65,0.5053
real,bs,2048,fp16,524288,8,radix_single_cuda,175.553,152.154,89.375,86.712,0.5091
real,bs,2048,fp16,524288,16,radix_single_cuda,176.182,153.393,90.154,87.071,0.5117
real,bs,2048,fp16,524288,32,radix_single_cuda,182.778,159.418,91.229,87.306,0.4991
real,bs,2048,fp16,524288,64,radix_single_cuda,186.086,159.423,95.269,87.603,0.512
real,bs,2048,fp16,1048576,2,radix_single_cuda,336.821,289.809,89.901,86.723,0.2669
real,bs,2048,fp16,1048576,4,radix_single_cuda,336.946,290.403,90.172,86.753,0.2676
real,bs,2048,fp16,1048576,8,radix_single_cuda,336.378,290.762,90.511,86.771,0.2691
real,bs,2048,fp16,1048576,16,radix_single_cuda,337.38,294.235,91.378,87.167,0.2708
real,bs,2048,fp16,1048576,32,radix_single_cuda,358.914,309.07,93.724,87.372,0.2611
real,bs,2048,fp16,1048576,64,radix_single_cuda,402.799,395.607,107.896,99.418,0.2679
real,bs,2048,fp32,8192,1,radix_single_cuda,17.055,15.246,14.757,13.712,0.8653
