scenario,sweep,K,dtype,N,BS,op,op27_cold_us_local,op27_warm_us_local,base_cold_us_local,base_warm_us_local,speedup_same_node_cold
worst,bs,512,fp32,16384,256,op27_hls,19.23,15.407,16.155,12.534,0.8401
worst,bs,512,fp32,16384,512,op27_hls,36.336,27.601,29.369,21.948,0.8083
worst,bs,512,fp32,16384,1024,op27_hls,55.113,43.653,46.272,35.297,0.8396
worst,bs,512,fp32,16384,2048,op27_hls,92.233,87.155,77.212,70.761,0.8371
worst,bs,512,fp32,32768,1,op27_hls,18.45,17.203,12.328,10.582,0.6682
worst,bs,512,fp32,32768,2,op27_hls,18.528,17.191,12.457,10.586,0.6723
worst,bs,512,fp32,32768,4,op27_hls,18.648,17.229,12.507,10.588,0.6707
worst,bs,512,fp32,32768,8,op27_hls,18.608,17.204,12.699,10.593,0.6824
worst,bs,512,fp32,32768,16,op27_hls,18.957,17.404,12.961,10.817,0.6837
worst,bs,512,fp32,32768,32,op27_hls,19.262,17.496,13.142,10.953,0.6823
worst,bs,512,fp32,32768,64,op27_hls,19.645,17.618,13.853,11.064,0.7052
worst,bs,512,fp32,32768,128,op27_hls,20.576,17.99,15.085,11.453,0.7331
worst,bs,512,fp32,32768,256,op27_hls,24.784,19.636,21.392,15.528,0.8631
worst,bs,512,fp32,32768,512,op27_hls,49.136,35.139,41.291,27.958,0.8403
worst,bs,512,fp32,32768,1024,op27_hls,74.91,65.619,63.652,54.439,0.8497
worst,bs,512,fp32,32768,2048,op27_hls,122.767,115.593,102.878,94.897,0.838
worst,bs,512,fp32,65536,1,op27_hls,13.242,11.651,15.681,13.698,1.1842
worst,bs,512,fp32,65536,2,op27_hls,13.581,11.766,15.619,13.67,1.1501
worst,bs,512,fp32,65536,4,op27_hls,13.861,12.356,15.658,13.669,1.1296
worst,bs,512,fp32,65536,8,op27_hls,14.163,12.427,15.923,13.677,1.1243
worst,bs,512,fp32,65536,16,op27_hls,14.48,12.527,16.305,13.949,1.126
worst,bs,512,fp32,65536,32,op27_hls,15.201,12.955,16.664,14.062,1.0962
worst,bs,512,fp32,65536,64,op27_hls,21.453,19.35,17.883,14.223,0.8336
worst,bs,512,fp32,65536,128,op27_hls,22.561,19.823,20.349,15.032,0.902
worst,bs,512,fp32,65536,256,op27_hls,38.009,27.663,33.905,21.622,0.892
worst,bs,512,fp32,65536,512,op27_hls,81.737,70.366,76.161,64.057,0.9318
worst,bs,512,fp32,65536,1024,op27_hls,124.078,112.619,122.964,106.842,0.991
worst,bs,512,fp32,65536,2048,op27_hls,208.343,196.689,198.623,189.039,0.9533
worst,bs,512,fp32,131072,1,op27_hls,14.185,12.402,19.617,16.882,1.3829
worst,bs,512,fp32,131072,2,op27_hls,14.421,12.523,19.331,16.879,1.3405
worst,bs,512,fp32,131072,4,op27_hls,14.562,12.905,19.694,16.883,1.3524
worst,bs,512,fp32,131072,8,op27_hls,14.803,13.01,19.571,16.861,1.3221
worst,bs,512,fp32,131072,16,op27_hls,16.182,14.28,20.107,17.135,1.2426
worst,bs,512,fp32,131072,32,op27_hls,17.36,14.798,20.885,17.256,1.2031
worst,bs,512,fp32,131072,64,op27_hls,30.294,28.001,23.317,17.492,0.7697
worst,bs,512,fp32,131072,128,op27_hls,35.341,28.609,31.009,18.988,0.8774
worst,bs,512,fp32,131072,256,op27_hls,70.472,60.274,64.142,52.761,0.9102
worst,bs,512,fp32,131072,512,op27_hls,138.458,120.655,130.305,109.428,0.9411
worst,bs,512,fp32,131072,1024,op27_hls,211.146,196.369,205.339,192.806,0.9725
worst,bs,512,fp32,131072,2048,op27_hls,377.316,361.754,358.745,347.287,0.9508
worst,bs,512,fp32,262144,1,op27_hls,15.216,14.168,29.945,26.263,1.968
worst,bs,512,fp32,262144,2,op27_hls,16.104,14.543,29.726,26.27,1.8459
worst,bs,512,fp32,262144,4,op27_hls,16.262,14.895,30.144,26.32,1.8536
worst,bs,512,fp32,262144,8,op27_hls,16.597,15.017,30.265,26.317,1.8235
worst,bs,512,fp32,262144,16,op27_hls,28.274,26.363,30.792,26.555,1.0891
worst,bs,512,fp32,262144,32,op27_hls,29.899,27.768,32.398,26.753,1.0836
worst,bs,512,fp32,262144,64,op27_hls,51.757,45.595,40.025,27.026,0.7733
worst,bs,512,fp32,262144,128,op27_hls,67.324,61.094,61.561,50.483,0.9144
worst,bs,512,fp32,262144,256,op27_hls,119.55,107.162,110.577,96.406,0.9249
worst,bs,512,fp32,262144,512,op27_hls,246.47,216.834,231.301,212.105,0.9385
worst,bs,512,fp32,262144,1024,op27_hls,389.476,371.858,371.138,355.641,0.9529
worst,bs,512,fp32,262144,2048,op27_hls,685.486,664.153,664.026,646.304,0.9687
worst,bs,512,fp32,524288,2,op27_hls,18.637,17.313,51.395,45.449,2.7577
worst,bs,512,fp32,524288,4,op27_hls,19.331,17.579,51.441,45.493,2.6611
worst,bs,512,fp32,524288,8,op27_hls,19.862,17.822,51.454,45.638,2.5906
worst,bs,512,fp32,524288,16,op27_hls,24.987,22.792,52.768,45.79,2.1118
worst,bs,512,fp32,524288,32,op27_hls,27.681,23.566,59.484,46.009,2.1489
worst,bs,512,fp32,524288,64,op27_hls,60.199,59.069,80.036,69.425,1.3295
worst,bs,512,fp32,1048576,2,op27_hls,25.203,23.604,91.678,81.786,3.6376
worst,bs,512,fp32,1048576,4,op27_hls,25.683,23.995,91.457,81.806,3.561
worst,bs,512,fp32,1048576,8,op27_hls,26.313,24.293,91.711,81.85,3.4854
worst,bs,512,fp32,1048576,16,op27_hls,37.568,34.735,99.508,83.104,2.6487
worst,bs,512,fp32,1048576,32,op27_hls,41.528,38.348,124.813,115.735,3.0055
worst,bs,512,fp32,1048576,64,op27_hls,195.568,194.852,142.426,128.279,0.7283
worst,bs,1024,bf16,4096,1,op27_hls,9.989,8.852,9.662,8.164,0.9673
worst,bs,1024,bf16,4096,2,op27_hls,9.869,8.829,9.155,8.175,0.9277
worst,bs,1024,bf16,4096,4,op27_hls,9.825,8.827,9.189,8.167,0.9353
worst,bs,1024,bf16,4096,8,op27_hls,9.786,8.812,9.142,8.157,0.9342
worst,bs,1024,bf16,4096,16,op27_hls,9.802,8.799,9.203,8.162,0.9389
worst,bs,1024,bf16,4096,32,op27_hls,9.859,8.855,9.165,8.199,0.9296
worst,bs,1024,bf16,4096,64,op27_hls,9.931,8.882,9.314,8.246,0.9379
worst,bs,1024,bf16,4096,128,op27_hls,10.217,8.987,9.521,8.347,0.9319
worst,bs,1024,bf16,4096,256,op27_hls,11.037,9.723,11.354,10.077,1.0287
worst,bs,1024,bf16,4096,512,op27_hls,20.08,17.355,19.43,17.191,0.9676
worst,bs,1024,bf16,4096,1024,op27_hls,30.864,27.312,29.544,27.069,0.9572
worst,bs,1024,bf16,4096,2048,op27_hls,53.159,49.198,53.33,49.836,1.0032
worst,bs,1024,bf16,8192,1,op27_hls,11.371,10.265,15.395,14.225,1.3539
worst,bs,1024,bf16,8192,2,op27_hls,11.464,10.257,15.416,14.241,1.3447
worst,bs,1024,bf16,8192,4,op27_hls,11.226,10.278,15.315,14.221,1.3642
worst,bs,1024,bf16,8192,8,op27_hls,11.265,10.247,15.251,14.224,1.3538
worst,bs,1024,bf16,8192,16,op27_hls,11.256,10.234,15.248,14.233,1.3547
worst,bs,1024,bf16,8192,32,op27_hls,11.29,10.271,15.331,14.256,1.3579
worst,bs,1024,bf16,8192,64,op27_hls,11.498,10.321,15.464,14.314,1.3449
worst,bs,1024,bf16,8192,128,op27_hls,11.721,10.433,15.734,14.432,1.3424
worst,bs,1024,bf16,8192,256,op27_hls,13.227,11.633,19.208,17.634,1.4522
worst,bs,1024,bf16,8192,512,op27_hls,23.539,21.045,33.731,31.6,1.433
worst,bs,1024,bf16,8192,1024,op27_hls,36.003,33.087,52.439,49.999,1.4565
worst,bs,1024,bf16,8192,2048,op27_hls,64.278,60.161,96.282,92.697,1.4979
worst,bs,1024,bf16,16384,1,op27_hls,12.961,11.853,11.029,9.777,0.8509
worst,bs,1024,bf16,16384,2,op27_hls,13.222,11.846,10.992,9.746,0.8313
worst,bs,1024,bf16,16384,4,op27_hls,13.126,11.86,10.976,9.727,0.8362
worst,bs,1024,bf16,16384,8,op27_hls,13.166,11.842,11.144,9.74,0.8464
worst,bs,1024,bf16,16384,16,op27_hls,13.174,11.851,11.155,9.759,0.8467
worst,bs,1024,bf16,16384,32,op27_hls,13.2,11.874,11.203,9.768,0.8487
worst,bs,1024,bf16,16384,64,op27_hls,13.418,11.919,11.443,9.839,0.8528
worst,bs,1024,bf16,16384,128,op27_hls,14.029,12.04,11.961,9.96,0.8526
worst,bs,1024,bf16,16384,256,op27_hls,17.73,15.223,14.979,12.547,0.8448
worst,bs,1024,bf16,16384,512,op27_hls,30.512,26.897,25.504,21.918,0.8359
worst,bs,1024,bf16,16384,1024,op27_hls,47.086,42.361,38.952,34.522,0.8273
worst,bs,1024,bf16,16384,2048,op27_hls,83.826,79.196,69.799,64.081,0.8327
worst,bs,1024,bf16,32768,1,op27_hls,16.497,14.478,15.758,14.166,0.9552
worst,bs,1024,bf16,32768,2,op27_hls,16.171,14.453,15.601,14.145,0.9648
worst,bs,1024,bf16,32768,4,op27_hls,16.209,14.459,15.642,14.145,0.965
worst,bs,1024,bf16,32768,8,op27_hls,16.259,14.385,15.483,14.145,0.9523
worst,bs,1024,bf16,32768,16,op27_hls,16.251,14.384,15.568,14.14,0.958
worst,bs,1024,bf16,32768,32,op27_hls,16.449,14.461,15.795,14.152,0.9602
worst,bs,1024,bf16,32768,64,op27_hls,16.889,14.489,16.302,14.265,0.9652
worst,bs,1024,bf16,32768,128,op27_hls,17.621,14.667,17.097,14.432,0.9703
worst,bs,1024,bf16,32768,256,op27_hls,24.355,20.382,22.861,19.255,0.9387
worst,bs,1024,bf16,32768,512,op27_hls,41.88,35.712,39.505,34.425,0.9433
worst,bs,1024,bf16,32768,1024,op27_hls,67.377,56.799,61.699,55.432,0.9157
worst,bs,1024,bf16,32768,2048,op27_hls,119.362,116.173,111.024,108.824,0.9301
worst,bs,1024,bf16,65536,1,op27_hls,14.272,12.729,15.395,14.045,1.0787
worst,bs,1024,bf16,65536,2,op27_hls,14.269,12.757,15.601,14.038,1.0933
worst,bs,1024,bf16,65536,4,op27_hls,14.72,13.181,15.234,14.048,1.0349
worst,bs,1024,bf16,65536,8,op27_hls,14.848,13.368,15.347,14.045,1.0336
worst,bs,1024,bf16,65536,16,op27_hls,14.95,13.428,15.445,14.043,1.0331
worst,bs,1024,bf16,65536,32,op27_hls,15.581,13.798,15.72,14.081,1.0089
worst,bs,1024,bf16,65536,64,op27_hls,23.867,21.223,16.31,14.188,0.6834
worst,bs,1024,bf16,65536,128,op27_hls,25.093,21.435,17.525,14.409,0.6984
worst,bs,1024,bf16,65536,256,op27_hls,35.268,29.786,26.861,21.33,0.7616
worst,bs,1024,bf16,65536,512,op27_hls,62.028,52.408,46.911,37.333,0.7563
worst,bs,1024,bf16,65536,1024,op27_hls,98.533,92.583,73.788,67.956,0.7489
worst,bs,1024,bf16,65536,2048,op27_hls,175.204,169.987,129.842,124.302,0.7411
worst,bs,1024,bf16,131072,1,op27_hls,14.117,12.742,19.734,18.335,1.3979
worst,bs,1024,bf16,131072,2,op27_hls,14.299,12.8,19.776,18.311,1.383
worst,bs,1024,bf16,131072,4,op27_hls,14.622,12.838,19.792,18.329,1.3536
worst,bs,1024,bf16,131072,8,op27_hls,16.289,14.282,19.838,18.315,1.2179
worst,bs,1024,bf16,131072,16,op27_hls,16.648,14.297,20.04,18.32,1.2037
worst,bs,1024,bf16,131072,32,op27_hls,17.379,14.669,20.462,18.349,1.1774
worst,bs,1024,bf16,131072,64,op27_hls,31.96,27.905,21.281,18.491,0.6659
worst,bs,1024,bf16,131072,128,op27_hls,33.529,28.185,23.302,18.748,0.695
worst,bs,1024,bf16,131072,256,op27_hls,51.554,44.428,40.878,30.864,0.7929
worst,bs,1024,bf16,131072,512,op27_hls,94.303,86.048,77.933,63.64,0.8264
worst,bs,1024,bf16,131072,1024,op27_hls,153.512,147.891,121.378,106.536,0.7907
worst,bs,1024,bf16,131072,2048,op27_hls,285.208,279.814,209.414,196.189,0.7343
worst,bs,1024,bf16,262144,1,op27_hls,14.643,12.889,29.929,28.214,2.0439
worst,bs,1024,bf16,262144,2,op27_hls,14.832,13.057,29.747,28.179,2.0056
worst,bs,1024,bf16,262144,4,op27_hls,15.109,13.115,29.899,28.186,1.9789
worst,bs,1024,bf16,262144,8,op27_hls,15.515,13.359,30.009,28.165,1.9342
worst,bs,1024,bf16,262144,16,op27_hls,17.574,14.77,30.23,28.172,1.7202
worst,bs,1024,bf16,262144,32,op27_hls,18.56,15.271,30.872,28.241,1.6634
worst,bs,1024,bf16,262144,64,op27_hls,42.062,35.443,32.088,28.398,0.7629
worst,bs,1024,bf16,262144,128,op27_hls,47.386,35.682,37.915,28.686,0.8001
worst,bs,1024,bf16,262144,256,op27_hls,94.673,91.218,73.286,61.476,0.7741
worst,bs,1024,bf16,262144,512,op27_hls,160.992,156.88,130.151,117.034,0.8084
worst,bs,1024,bf16,262144,1024,op27_hls,269.338,265.845,215.062,202.638,0.7985
worst,bs,1024,bf16,262144,2048,op27_hls,502.298,498.748,387.812,376.498,0.7721
worst,bs,1024,bf16,524288,2,op27_hls,19.568,19.714,50.42,47.834,2.5767
worst,bs,1024,bf16,524288,4,op27_hls,19.622,16.874,50.096,47.845,2.5531
worst,bs,1024,bf16,524288,8,op27_hls,20.203,17.187,50.253,47.839,2.4874
worst,bs,1024,bf16,524288,16,op27_hls,33.792,28.861,50.596,47.812,1.4973
worst,bs,1024,bf16,524288,32,op27_hls,25.888,20.848,51.732,54.768,1.9983
worst,bs,1024,bf16,524288,64,op27_hls,77.513,61.654,55.615,57.813,0.7175
worst,bs,1024,bf16,1048576,2,op27_hls,38.324,37.446,90.572,92.659,2.3633
worst,bs,1024,bf16,1048576,4,op27_hls,35.539,34.439,92.589,92.769,2.6053
worst,bs,1024,bf16,1048576,8,op27_hls,41.632,32.79,93.025,91.748,2.2345
worst,bs,1024,bf16,1048576,16,op27_hls,74.82,63.2,92.525,92.453,1.2366
worst,bs,1024,bf16,1048576,32,op27_hls,110.397,95.791,95.032,89.687,0.8608
worst,bs,1024,bf16,1048576,64,op27_hls,138.435,131.225,105.997,104.632,0.7657
worst,bs,1024,fp16,4096,1,op27_hls,10.585,9.497,11.299,9.759,1.0675
worst,bs,1024,fp16,4096,2,op27_hls,10.715,9.517,10.945,9.741,1.0215
worst,bs,1024,fp16,4096,4,op27_hls,10.701,9.5,10.963,9.752,1.0245
worst,bs,1024,fp16,4096,8,op27_hls,10.754,9.504,11.025,9.748,1.0252
worst,bs,1024,fp16,4096,16,op27_hls,10.87,9.86,11.168,10.096,1.0274
worst,bs,1024,fp16,4096,32,op27_hls,11.022,9.994,11.306,10.274,1.0258
worst,bs,1024,fp16,4096,64,op27_hls,11.193,10.188,11.401,10.332,1.0186
worst,bs,1024,fp16,4096,128,op27_hls,11.569,10.442,11.75,10.517,1.0156
worst,bs,1024,fp16,4096,256,op27_hls,11.71,10.307,14.437,12.988,1.2329
worst,bs,1024,fp16,4096,512,op27_hls,21.541,18.571,25.096,22.9,1.165
worst,bs,1024,fp16,4096,1024,op27_hls,32.441,29.055,38.768,36.306,1.195
worst,bs,1024,fp16,4096,2048,op27_hls,56.225,52.641,70.793,67.035,1.2591
worst,bs,1024,fp16,8192,1,op27_hls,12.041,10.914,9.726,8.289,0.8077
worst,bs,1024,fp16,8192,2,op27_hls,12.03,10.914,9.341,8.241,0.7765
worst,bs,1024,fp16,8192,4,op27_hls,12.163,10.943,9.316,8.245,0.7659
worst,bs,1024,fp16,8192,8,op27_hls,12.193,10.932,9.52,8.258,0.7808
worst,bs,1024,fp16,8192,16,op27_hls,12.336,11.286,9.725,8.611,0.7883
worst,bs,1024,fp16,8192,32,op27_hls,12.48,11.409,9.837,8.779,0.7882
worst,bs,1024,fp16,8192,64,op27_hls,12.688,11.625,9.996,8.851,0.7878
worst,bs,1024,fp16,8192,128,op27_hls,13.169,11.894,10.451,9.046,0.7936
worst,bs,1024,fp16,8192,256,op27_hls,13.875,12.273,12.702,11.126,0.9155
worst,bs,1024,fp16,8192,512,op27_hls,24.501,22.249,21.952,19.718,0.896
worst,bs,1024,fp16,8192,1024,op27_hls,37.753,34.953,34.076,31.275,0.9026
worst,bs,1024,fp16,8192,2048,op27_hls,67.518,63.762,61.993,57.544,0.9182
worst,bs,1024,fp16,16384,1,op27_hls,13.379,11.678,12.882,11.2,0.9629
worst,bs,1024,fp16,16384,2,op27_hls,13.022,11.674,12.683,11.176,0.974
worst,bs,1024,fp16,16384,4,op27_hls,13.053,11.679,12.664,11.201,0.9702
worst,bs,1024,fp16,16384,8,op27_hls,13.165,11.693,12.533,11.212,0.952
worst,bs,1024,fp16,16384,16,op27_hls,13.433,12.025,12.904,11.545,0.9606
worst,bs,1024,fp16,16384,32,op27_hls,13.731,12.175,13.192,11.726,0.9607
worst,bs,1024,fp16,16384,64,op27_hls,13.954,12.277,13.376,11.818,0.9586
worst,bs,1024,fp16,16384,128,op27_hls,14.582,12.494,14.049,12.084,0.9634
worst,bs,1024,fp16,16384,256,op27_hls,18.131,15.608,17.881,15.4,0.9862
worst,bs,1024,fp16,16384,512,op27_hls,31.64,27.991,30.836,27.539,0.9746
worst,bs,1024,fp16,16384,1024,op27_hls,48.603,43.968,47.79,43.765,0.9833
worst,bs,1024,fp16,16384,2048,op27_hls,86.892,82.613,86.356,81.358,0.9938
worst,bs,1024,fp16,32768,1,op27_hls,16.345,14.324,15.216,13.67,0.9309
worst,bs,1024,fp16,32768,2,op27_hls,16.39,14.308,15.144,13.704,0.924
worst,bs,1024,fp16,32768,4,op27_hls,16.372,14.345,15.051,13.736,0.9193
worst,bs,1024,fp16,32768,8,op27_hls,16.549,14.377,15.302,13.762,0.9246
worst,bs,1024,fp16,32768,16,op27_hls,16.717,14.694,15.691,14.098,0.9386
worst,bs,1024,fp16,32768,32,op27_hls,16.928,14.861,15.913,14.271,0.94
worst,bs,1024,fp16,32768,64,op27_hls,17.472,14.975,16.341,14.39,0.9353
worst,bs,1024,fp16,32768,128,op27_hls,18.264,15.249,17.275,14.685,0.9458
worst,bs,1024,fp16,32768,256,op27_hls,24.669,20.695,23.523,19.802,0.9535
worst,bs,1024,fp16,32768,512,op27_hls,43.083,36.8,40.803,35.466,0.9471
worst,bs,1024,fp16,32768,1024,op27_hls,68.761,58.895,64.353,57.297,0.9359
worst,bs,1024,fp16,32768,2048,op27_hls,122.074,118.316,115.733,112.528,0.9481
worst,bs,1024,fp16,65536,1,op27_hls,14.385,12.87,16.481,15.021,1.1457
worst,bs,1024,fp16,65536,2,op27_hls,14.621,12.925,16.261,15.035,1.1122
worst,bs,1024,fp16,65536,4,op27_hls,15.045,13.599,16.638,15.066,1.1059
worst,bs,1024,fp16,65536,8,op27_hls,15.174,13.695,16.669,15.088,1.0985
worst,bs,1024,fp16,65536,16,op27_hls,15.366,13.746,16.841,15.43,1.096
worst,bs,1024,fp16,65536,32,op27_hls,15.973,14.159,17.382,15.586,1.0882
worst,bs,1024,fp16,65536,64,op27_hls,23.702,20.986,17.891,15.744,0.7548
worst,bs,1024,fp16,65536,128,op27_hls,25.094,21.325,19.293,16.055,0.7688
worst,bs,1024,fp16,65536,256,op27_hls,35.022,29.811,29.846,23.986,0.8522
worst,bs,1024,fp16,65536,512,op27_hls,62.322,52.367,52.8,42.359,0.8472
worst,bs,1024,fp16,65536,1024,op27_hls,98.535,93.267,82.817,76.782,0.8405
worst,bs,1024,fp16,65536,2048,op27_hls,176.019,171.041,148.233,142.668,0.8421
worst,bs,1024,fp16,131072,1,op27_hls,14.513,12.738,20.56,18.628,1.4167
worst,bs,1024,fp16,131072,2,op27_hls,14.726,12.98,20.35,18.641,1.3819
worst,bs,1024,fp16,131072,4,op27_hls,15.048,13.366,20.376,18.647,1.3541
worst,bs,1024,fp16,131072,8,op27_hls,16.653,14.685,20.424,18.665,1.2264
worst,bs,1024,fp16,131072,16,op27_hls,17.056,14.744,20.875,19.015,1.2239
worst,bs,1024,fp16,131072,32,op27_hls,17.825,15.147,21.499,19.183,1.2061
worst,bs,1024,fp16,131072,64,op27_hls,31.638,27.446,22.296,19.36,0.7047
worst,bs,1024,fp16,131072,128,op27_hls,33.222,27.868,24.372,19.745,0.7336
worst,bs,1024,fp16,131072,256,op27_hls,50.996,43.609,43.271,32.867,0.8485
worst,bs,1024,fp16,131072,512,op27_hls,94.415,85.925,85.922,70.324,0.91
worst,bs,1024,fp16,131072,1024,op27_hls,153.467,147.785,130.965,116.454,0.8534
worst,bs,1024,fp16,131072,2048,op27_hls,285.515,280.385,223.53,211.036,0.7829
worst,bs,1024,fp16,262144,1,op27_hls,15.347,13.295,28.921,27.005,1.8845
worst,bs,1024,fp16,262144,2,op27_hls,15.398,13.244,28.945,26.98,1.8798
worst,bs,1024,fp16,262144,4,op27_hls,15.709,13.685,29.003,26.996,1.8463
worst,bs,1024,fp16,262144,8,op27_hls,15.998,13.855,29.195,27.024,1.8249
worst,bs,1024,fp16,262144,16,op27_hls,18.052,15.252,29.584,27.393,1.6388
worst,bs,1024,fp16,262144,32,op27_hls,19.286,15.755,30.368,27.555,1.5746
worst,bs,1024,fp16,262144,64,op27_hls,41.708,34.893,31.638,27.755,0.7586
worst,bs,1024,fp16,262144,128,op27_hls,47.3,35.368,37.561,28.213,0.7941
worst,bs,1024,fp16,262144,256,op27_hls,92.903,89.769,75.439,63.963,0.812
worst,bs,1024,fp16,262144,512,op27_hls,160.497,157.05,133.488,121.412,0.8317
worst,bs,1024,fp16,262144,1024,op27_hls,268.922,266.788,219.77,209.0,0.8172
worst,bs,1024,fp16,262144,2048,op27_hls,503.108,500.924,398.848,387.595,0.7928
worst,bs,1024,fp16,524288,2,op27_hls,17.918,15.154,48.539,45.845,2.709
worst,bs,1024,fp16,524288,4,op27_hls,18.107,15.447,48.479,45.864,2.6774
worst,bs,1024,fp16,524288,8,op27_hls,18.507,15.645,48.583,45.91,2.6251
worst,bs,1024,fp16,524288,16,op27_hls,32.507,27.561,49.236,46.257,1.5146
worst,bs,1024,fp16,524288,32,op27_hls,24.454,19.357,50.23,46.458,2.0541
worst,bs,1024,fp16,524288,64,op27_hls,75.426,58.562,54.315,46.703,0.7201
worst,bs,1024,fp16,1048576,2,op27_hls,20.726,16.815,86.765,83.518,4.1863
worst,bs,1024,fp16,1048576,4,op27_hls,21.174,17.233,86.999,83.561,4.1088
worst,bs,1024,fp16,1048576,8,op27_hls,21.697,17.451,87.114,83.587,4.015
worst,bs,1024,fp16,1048576,16,op27_hls,39.76,31.543,88.111,83.959,2.2161
worst,bs,1024,fp16,1048576,32,op27_hls,60.065,45.823,90.637,84.133,1.509
worst,bs,1024,fp16,1048576,64,op27_hls,140.958,133.849,104.583,96.626,0.7419
worst,bs,1024,fp32,4096,1,op27_hls,10.878,9.739,11.286,10.006,1.0375
worst,bs,1024,fp32,4096,2,op27_hls,10.864,9.748,11.301,10.012,1.0402
worst,bs,1024,fp32,4096,4,op27_hls,10.659,9.736,11.469,10.017,1.076
worst,bs,1024,fp32,4096,8,op27_hls,10.717,9.739,11.307,10.042,1.0551
worst,bs,1024,fp32,4096,16,op27_hls,10.886,9.944,11.547,10.321,1.0607
worst,bs,1024,fp32,4096,32,op27_hls,11.075,10.061,11.67,10.422,1.0537
worst,bs,1024,fp32,4096,64,op27_hls,11.23,10.148,11.734,10.493,1.0449
worst,bs,1024,fp32,4096,128,op27_hls,11.651,10.317,12.07,10.644,1.036
worst,bs,1024,fp32,4096,256,op27_hls,12.411,10.873,15.024,13.28,1.2105
worst,bs,1024,fp32,4096,512,op27_hls,22.398,19.606,26.097,23.717,1.1651
worst,bs,1024,fp32,4096,1024,op27_hls,34.96,30.749,40.366,37.454,1.1546
worst,bs,1024,fp32,4096,2048,op27_hls,59.524,55.015,73.028,68.715,1.2269
worst,bs,1024,fp32,8192,1,op27_hls,11.955,10.815,9.653,8.059,0.8074
worst,bs,1024,fp32,8192,2,op27_hls,11.771,10.771,9.611,8.111,0.8165
worst,bs,1024,fp32,8192,4,op27_hls,11.75,10.789,9.413,8.12,0.8011
worst,bs,1024,fp32,8192,8,op27_hls,11.846,10.792,9.392,8.099,0.7928
worst,bs,1024,fp32,8192,16,op27_hls,12.163,11.014,9.698,8.395,0.7973
worst,bs,1024,fp32,8192,32,op27_hls,12.21,11.081,10.072,8.496,0.8249
worst,bs,1024,fp32,8192,64,op27_hls,12.339,11.186,10.275,8.572,0.8327
worst,bs,1024,fp32,8192,128,op27_hls,13.034,11.437,10.829,8.759,0.8308
worst,bs,1024,fp32,8192,256,op27_hls,15.579,12.981,13.741,11.4,0.882
worst,bs,1024,fp32,8192,512,op27_hls,27.947,23.329,24.675,19.991,0.8829
worst,bs,1024,fp32,8192,1024,op27_hls,42.992,36.523,37.569,31.672,0.8739
worst,bs,1024,fp32,8192,2048,op27_hls,73.022,68.33,65.355,59.051,0.895
worst,bs,1024,fp32,16384,1,op27_hls,13.037,11.839,14.11,12.435,1.0823
worst,bs,1024,fp32,16384,2,op27_hls,13.008,11.798,13.985,12.39,1.0751
worst,bs,1024,fp32,16384,4,op27_hls,13.022,11.81,13.95,12.369,1.0713
worst,bs,1024,fp32,16384,8,op27_hls,13.099,11.796,13.97,12.365,1.0665
worst,bs,1024,fp32,16384,16,op27_hls,13.192,11.999,14.141,12.566,1.0719
worst,bs,1024,fp32,16384,32,op27_hls,13.333,12.067,14.381,12.72,1.0786
worst,bs,1024,fp32,16384,64,op27_hls,13.811,12.208,14.84,12.801,1.0745
worst,bs,1024,fp32,16384,128,op27_hls,14.814,12.511,15.83,13.074,1.0686
worst,bs,1024,fp32,16384,256,op27_hls,20.288,15.841,20.937,17.044,1.032
worst,bs,1024,fp32,16384,512,op27_hls,37.691,28.737,36.411,30.464,0.966
worst,bs,1024,fp32,16384,1024,op27_hls,58.876,45.404,58.283,48.426,0.9899
worst,bs,1024,fp32,16384,2048,op27_hls,98.524,92.678,100.491,95.115,1.02
worst,bs,1024,fp32,32768,1,op27_hls,15.059,13.855,15.869,14.067,1.0538
worst,bs,1024,fp32,32768,2,op27_hls,15.141,13.841,15.835,14.032,1.0458
worst,bs,1024,fp32,32768,4,op27_hls,15.061,13.841,15.838,14.043,1.0516
worst,bs,1024,fp32,32768,8,op27_hls,15.226,13.858,15.862,14.055,1.0418
worst,bs,1024,fp32,32768,16,op27_hls,15.414,14.057,16.241,14.266,1.0537
worst,bs,1024,fp32,32768,32,op27_hls,15.841,14.117,16.694,14.41,1.0538
worst,bs,1024,fp32,32768,64,op27_hls,16.504,14.258,17.48,14.5,1.0591
worst,bs,1024,fp32,32768,128,op27_hls,17.746,14.644,18.677,14.87,1.0525
worst,bs,1024,fp32,32768,256,op27_hls,27.368,21.14,26.873,20.251,0.9819
worst,bs,1024,fp32,32768,512,op27_hls,54.374,38.405,48.579,37.027,0.8934
worst,bs,1024,fp32,32768,1024,op27_hls,81.82,72.662,76.375,68.835,0.9335
worst,bs,1024,fp32,32768,2048,op27_hls,136.886,130.423,130.255,123.03,0.9516
worst,bs,1024,fp32,65536,1,op27_hls,14.125,12.604,19.893,17.838,1.4084
worst,bs,1024,fp32,65536,2,op27_hls,13.936,12.598,19.576,17.839,1.4047
worst,bs,1024,fp32,65536,4,op27_hls,14.643,13.088,19.632,17.846,1.3407
worst,bs,1024,fp32,65536,8,op27_hls,15.032,13.245,19.822,17.853,1.3187
worst,bs,1024,fp32,65536,16,op27_hls,15.381,13.3,20.352,18.15,1.3232
worst,bs,1024,fp32,65536,32,op27_hls,16.35,13.802,21.029,18.251,1.2862
