scenario,K,dtype,N,BS,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,op21_legacy_cold_us,op21_legacy_warm_us,op21_hls_cold_us,op21_hls_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,op25_hls_cold_us,op25_hls_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,op26_1cta_cold_us,op26_1cta_warm_us,op26_mc_cold_us,op26_mc_warm_us,op27_hls_cold_us,op27_hls_warm_us,op26_r0auto_cold_us,op26_r0auto_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,speedup_vs_base_op21_legacy,speedup_vs_base_op21_hls,speedup_vs_base_radix_cutedsl,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_op25_hls,speedup_vs_base_radix_single_cuda,speedup_vs_base_radix_multi_cuda,speedup_vs_base_op26_1cta,speedup_vs_base_op26_mc,speedup_vs_base_op27_hls,speedup_vs_base_sglang_streaming,speedup_vs_base_op26_r0auto,mc_cluster_size,op25_ms_path,op26_mc_cluster_size,op27_ms_path
real,1024,fp16,1048576,1,114.506,111.494,19.926,16.592,20.496,17.034,14.95,13.773,44.417,41.755,21.583,18.124,338.131,290.694,72.823,64.072,114.849,111.524,57.407,54.792,21.914,17.364,37.344,35.031,,,5.7466,5.5867,7.6593,2.578,5.3054,0.3386,1.5724,0.997,1.9946,5.2252,,3.0662,4,msc_C8,4,msc_C8
real,1024,fp32,4096,1,10.414,9.155,10.405,9.271,10.419,9.262,6.374,5.583,10.355,9.103,10.896,9.742,14.982,13.868,36.644,31.179,9.829,8.592,10.103,8.858,10.468,10.116,11.433,10.188,7.558,6.413,1.0009,0.9995,1.6338,1.0057,0.9558,0.6951,0.2842,1.0595,1.0308,0.9948,1.3779,0.9109,1,ms_1cta,1,ms_1cta
real,1024,fp32,8192,1,18.917,17.441,11.123,9.862,11.122,9.891,8.085,7.345,18.918,17.448,11.822,10.58,16.988,15.346,37.954,32.478,11.083,9.417,12.577,10.953,13.151,12.017,15.966,14.401,8.456,7.475,1.7007,1.7009,2.3398,0.9999,1.6002,1.1136,0.4984,1.7068,1.5041,1.4384,2.2371,1.1848,1,ms_1cta,1,ms_1cta
real,1024,fp32,16384,1,15.954,14.476,11.814,10.609,11.893,10.596,12.083,11.467,15.959,14.482,12.488,11.213,20.947,18.092,39.097,33.684,11.481,9.959,15.903,14.32,12.925,14.774,11.077,9.656,11.469,10.323,1.3504,1.3415,1.3204,0.9997,1.2775,0.7616,0.4081,1.3896,1.0032,1.2344,1.3911,1.4403,1,ms_1cta,1,ms_1cta
real,1024,fp32,32768,1,19.253,17.206,27.285,24.024,22.874,20.356,17.706,16.787,19.23,17.207,14.133,12.665,29.17,24.619,41.892,36.403,14.124,12.053,19.972,17.827,18.132,14.902,16.331,14.392,16.298,15.24,0.7056,0.8417,1.0874,1.0012,1.3623,0.66,0.4596,1.3631,0.964,1.0618,1.1813,1.1789,1,ms_1cta,1,ms_1cta
real,1024,fp32,65536,1,24.51,22.525,15.096,13.073,14.179,12.223,17.205,16.349,17.118,15.272,14.164,12.393,45.039,36.013,43.293,37.614,24.597,22.633,18.184,16.42,13.865,11.943,17.516,15.786,26.149,25.165,1.6236,1.7286,1.4246,1.4318,1.7304,0.5442,0.5661,0.9965,1.3479,1.7678,0.9373,1.3993,4,msc_C8,4,msc_C8
real,1024,fp32,131072,1,26.045,23.7,41.048,37.723,23.582,21.66,19.326,18.372,17.781,16.445,15.39,13.579,73.851,56.427,46.42,39.883,24.678,22.311,22.485,21.059,14.794,13.887,16.64,15.322,44.538,43.889,0.6345,1.1044,1.3477,1.4648,1.6923,0.3527,0.5611,1.0554,1.1583,1.7605,0.5848,1.5652,4,msc_C8,4,msc_C8
real,1024,fp32,262144,1,39.117,35.612,41.557,39.876,30.691,28.578,19.618,18.831,21.559,19.891,16.654,15.028,130.739,97.045,52.546,44.514,36.307,32.574,20.695,19.022,15.723,13.198,18.921,17.36,80.397,80.241,0.9413,1.2745,1.9939,1.8144,2.3488,0.2992,0.7444,1.0774,1.8902,2.4879,0.4865,2.0674,4,msc_C8,4,msc_C8
real,1024,fp32,524288,1,66.541,61.051,25.405,23.513,24.347,22.694,19.499,18.652,29.524,27.267,20.302,18.652,244.118,176.723,66.421,55.338,61.916,56.386,32.998,30.599,19.471,18.41,29.527,27.26,150.914,151.86,2.6192,2.733,3.4125,2.2538,3.2776,0.2726,1.0018,1.0747,2.0165,3.4174,0.4409,2.2536,4,msc_C8,4,msc_C8
real,1024,fp32,1048576,1,121.64,112.724,37.69,35.619,36.424,34.432,20.83,19.156,46.012,42.784,27.107,25.238,472.323,338.228,91.402,72.562,113.111,103.811,53.667,50.464,26.723,25.115,39.982,37.029,290.494,293.625,3.2274,3.3396,5.8397,2.6437,4.4874,0.2575,1.3308,1.0754,2.2666,4.5519,0.4187,3.0424,4,msc_C8,4,msc_C8
real,2048,bf16,8192,1,14.376,12.739,12.44,11.058,12.45,11.056,6.518,5.933,14.201,12.868,12.462,11.058,15.804,14.793,25.517,21.738,14.355,12.924,14.406,13.034,9.499,9.942,13.031,11.426,,,1.1556,1.1547,2.2056,1.0123,1.1536,0.9096,0.5634,1.0015,0.9979,1.5134,,1.1032,1,ms_1cta,1,ms_1cta
real,2048,bf16,16384,1,15.037,13.761,14.984,13.83,16.067,14.056,9.918,9.364,14.92,13.439,15.682,13.944,19.115,17.751,28.399,24.972,15.963,13.748,16.434,15.153,15.33,8.606,15.988,12.76,,,1.0035,0.9359,1.5161,1.0078,0.9589,0.7867,0.5295,0.942,0.915,0.9809,,0.9405,1,ms_1cta,1,ms_1cta
real,2048,bf16,32768,1,16.59,15.194,19.744,18.044,19.91,18.161,15.051,14.189,17.115,15.428,19.769,18.143,25.828,23.552,43.604,39.675,17.226,15.072,19.775,18.03,20.115,16.611,17.361,14.856,,,0.8403,0.8332,1.1023,0.9693,0.8392,0.6423,0.3805,0.9631,0.8389,0.8248,,0.9556,1,ms_1cta,1,ms_1cta
real,2048,bf16,65536,1,20.744,19.382,15.264,13.96,15.666,14.112,14.502,13.735,18.622,16.932,15.085,13.603,36.651,32.526,44.29,40.137,20.868,19.341,21.191,19.541,17.976,19.506,18.064,16.709,,,1.359,1.3241,1.4304,1.114,1.3751,0.566,0.4684,0.9941,0.9789,1.154,,1.1484,4,msc_C8,4,msc_C8
real,2048,bf16,131072,1,28.619,26.786,20.066,17.898,19.984,17.686,15.31,14.563,19.228,17.675,19.463,17.173,59.368,50.942,48.222,43.443,28.374,26.648,23.148,21.651,25.176,25.245,18.452,17.086,,,1.4262,1.4321,1.8693,1.4884,1.4704,0.4821,0.5935,1.0086,1.2363,1.1368,,1.551,4,msc_C8,4,msc_C8
real,2048,bf16,262144,1,52.48,50.2,20.95,18.788,21.238,18.481,14.995,14.138,27.432,25.695,20.783,17.937,97.747,82.206,52.729,47.304,46.512,44.319,29.155,27.422,23.652,15.81,23.184,21.472,,,2.505,2.471,3.4998,1.9131,2.5251,0.5369,0.9953,1.1283,1.8,2.2188,,2.2636,4,msc_C8,4,msc_C8
real,2048,bf16,524288,1,90.323,87.913,154.24,138.583,31.176,26.279,15.229,14.273,38.655,36.446,29.271,25.753,176.228,146.339,60.744,54.392,88.907,86.505,40.306,38.113,34.141,42.1,28.311,26.339,,,0.5856,2.8972,5.931,2.3366,3.0858,0.5125,1.4869,1.0159,2.2409,2.6456,,3.1904,4,msc_C8,4,msc_C8
real,2048,bf16,1048576,1,91.59,88.226,27.834,23.653,28.205,23.455,15.682,14.309,35.914,33.14,26.389,22.725,336.061,278.052,80.244,70.934,91.891,88.778,35.927,33.053,29.542,36.698,48.957,46.507,,,3.2906,3.2473,5.8405,2.5503,3.4708,0.2725,1.1414,0.9967,2.5493,3.1003,,1.8708,4,msc_C8,4,msc_C8
real,2048,fp16,8192,1,14.922,13.387,12.317,10.904,12.368,10.98,6.461,5.854,14.821,13.513,12.394,10.97,15.904,14.881,25.398,21.96,14.757,13.461,14.572,13.57,11.99,10.646,13.198,11.897,,,1.2115,1.2065,2.3095,1.0068,1.204,0.9383,0.5875,1.0112,1.024,1.2445,,1.1306,1,ms_1cta,1,ms_1cta
real,2048,fp16,16384,1,14.794,13.489,14.661,13.525,14.787,13.548,9.741,9.182,14.405,13.091,14.989,13.693,18.855,18.081,27.85,25.245,14.935,13.449,16.398,14.833,22.924,13.349,14.362,12.454,,,1.0091,1.0005,1.5187,1.027,0.987,0.7846,0.5312,0.9906,0.9022,0.6453,,1.0301,1,ms_1cta,1,ms_1cta
real,2048,fp16,32768,1,16.315,14.929,19.062,17.891,19.221,17.886,14.565,13.831,17.097,15.392,19.22,18.048,25.526,23.895,42.558,39.952,17.253,14.858,19.642,17.878,16.345,23.119,17.849,14.902,,,0.8559,0.8488,1.1202,0.9543,0.8489,0.6392,0.3834,0.9456,0.8306,0.9982,,0.9141,1,ms_1cta,1,ms_1cta
real,2048,fp16,65536,1,21.042,19.689,15.17,13.674,15.138,13.642,14.288,13.508,19.104,17.501,15.472,13.947,36.496,33.333,43.53,40.444,21.103,19.686,23.227,21.549,20.091,13.771,18.507,17.261,,,1.3871,1.39,1.4727,1.1014,1.36,0.5766,0.4834,0.9971,0.9059,1.0473,,1.137,4,msc_C8,4,msc_C8
real,2048,fp16,131072,1,28.778,26.968,15.693,13.922,15.603,13.689,14.773,13.99,19.296,17.822,15.956,14.126,59.546,52.103,47.592,43.474,28.723,26.892,22.938,21.456,13.718,11.62,18.086,16.696,,,1.8338,1.8444,1.948,1.4914,1.8036,0.4833,0.6047,1.0019,1.2546,2.0978,,1.5912,4,msc_C8,4,msc_C8
real,2048,fp16,262144,1,51.619,49.493,16.962,14.724,16.839,14.525,14.757,13.814,27.06,25.199,17.081,14.764,97.095,84.342,52.02,47.363,45.576,43.417,28.782,26.955,17.944,13.835,22.51,20.932,,,3.0432,3.0654,3.4979,1.9076,3.022,0.5316,0.9923,1.1326,1.7934,2.8767,,2.2932,4,msc_C8,4,msc_C8
real,2048,fp16,524288,1,89.084,86.801,147.351,135.067,31.949,25.498,14.598,13.683,38.045,35.797,28.839,25.663,175.123,150.972,59.677,54.296,88.236,86.009,39.735,37.516,33.266,26.457,27.658,25.793,,,0.6046,2.7883,6.1025,2.3415,3.089,0.5087,1.4928,1.0096,2.242,2.6779,,3.2209,4,msc_C8,4,msc_C8
real,2048,fp16,1048576,1,90.108,86.894,23.086,19.384,23.093,19.156,15.27,13.989,35.17,32.265,22.85,19.101,335.051,287.606,79.429,70.836,90.733,87.472,35.107,32.24,23.82,19.122,47.562,45.398,,,3.9031,3.902,5.901,2.5621,3.9435,0.2689,1.1344,0.9931,2.5667,3.7829,,1.8945,4,msc_C8,4,msc_C8
real,2048,fp32,8192,1,14.168,12.829,12.163,10.815,12.165,10.853,8.112,7.416,14.288,12.823,12.151,10.827,16.491,14.708,24.547,21.117,11.332,10.05,14.501,13.068,13.045,11.567,13.98,12.65,,,1.1648,1.1647,1.7465,0.9916,1.166,0.8591,0.5772,1.2503,0.977,1.0861,,1.0134,1,ms_1cta,1,ms_1cta
real,2048,fp32,16384,1,15.066,13.599,14.741,13.539,14.789,13.529,12.698,11.868,15.041,13.586,14.79,13.546,20.644,17.738,27.822,24.331,12.731,11.335,16.071,14.56,13.888,11.51,16.771,15.445,,,1.022,1.0187,1.1865,1.0017,1.0187,0.7298,0.5415,1.1834,0.9375,1.0848,,0.8983,1,ms_1cta,1,ms_1cta
real,2048,fp32,32768,1,16.237,14.473,19.31,17.89,19.491,17.859,19.435,18.714,16.304,14.473,19.269,17.955,29.423,24.923,44.494,38.895,16.249,14.65,17.61,15.931,18.616,14.607,19.406,17.728,,,0.8409,0.8331,0.8355,0.9959,0.8426,0.5518,0.3649,0.9993,0.922,0.8722,,0.8367,1,ms_1cta,1,ms_1cta
real,2048,fp32,65536,1,23.864,22.132,15.696,13.734,15.758,13.872,19.306,18.75,19.576,17.8,15.881,14.004,46.701,38.114,46.266,40.75,21.644,19.895,24.11,22.414,15.603,13.134,21.612,19.97,,,1.5204,1.5144,1.2361,1.219,1.5027,0.511,0.5158,1.1026,0.9898,1.5294,,1.1042,4,msc_C4,4,msc_C4
real,2048,fp32,131072,1,34.616,32.386,17.467,15.494,17.475,15.706,19.949,19.064,21.54,20.238,17.842,15.969,77.598,60.133,50.663,44.321,29.714,27.483,21.431,20.158,17.691,15.723,18.692,17.228,,,1.9818,1.9809,1.7352,1.6071,1.9401,0.4461,0.6833,1.165,1.6152,1.9567,,1.8519,4,msc_C4,4,msc_C4
real,2048,fp32,262144,1,52.618,49.519,17.61,15.683,17.72,15.921,19.686,18.843,28.164,26.563,18.218,16.322,134.548,101.327,56.971,49.069,44.101,40.706,27.616,26.081,18.179,16.301,24.453,22.979,,,2.988,2.9694,2.6729,1.8683,2.8882,0.3911,0.9236,1.1931,1.9053,2.8944,,2.1518,4,msc_C8,4,msc_C8
real,2048,fp32,524288,1,85.938,80.934,117.707,114.367,32.264,29.771,19.651,18.667,35.481,33.199,32.848,29.956,249.707,182.641,72.029,60.79,73.862,68.874,37.529,35.212,32.754,29.886,27.545,25.575,,,0.7301,2.6636,4.3732,2.4221,2.6162,0.3442,1.1931,1.1635,2.2899,2.6237,,3.1199,4,msc_C8,4,msc_C8
real,2048,fp32,1048576,1,92.838,84.643,28.075,25.655,28.49,26.032,20.53,19.203,34.394,31.108,28.788,26.25,475.345,343.273,98.277,80.278,92.228,84.039,34.436,31.098,28.904,26.449,49.167,46.422,,,3.3068,3.2586,4.5221,2.6992,3.2249,0.1953,0.9447,1.0066,2.696,3.2119,,1.8882,4,msc_C8,4,msc_C8
worst,512,bf16,4096,1,8.998,7.652,9.902,8.906,9.822,8.904,5.078,4.378,9.002,7.948,9.764,8.826,12.822,12.497,33.137,29.71,8.67,7.576,8.742,7.961,9.758,8.815,8.7,7.62,,,0.9087,0.9161,1.772,0.9996,0.9215,0.7018,0.2715,1.0378,1.0293,0.9221,,1.0343,1,ms_1cta,1,ms_1cta
worst,512,bf16,8192,1,8.523,7.482,10.755,9.634,10.602,9.638,6.694,5.818,8.79,7.78,10.134,9.334,14.61,13.786,33.772,30.09,8.437,7.434,8.899,7.771,10.057,9.285,8.855,7.812,,,0.7925,0.8039,1.2732,0.9696,0.841,0.5834,0.2524,1.0102,0.9577,0.8475,,0.9625,1,ms_1cta,1,ms_1cta
worst,512,bf16,16384,1,10.192,8.285,13.448,11.537,13.25,11.602,9.502,8.743,9.931,8.123,14.027,12.133,17.577,15.856,34.168,30.447,10.102,8.296,9.958,8.123,14.0,12.085,10.153,8.417,,,0.7579,0.7692,1.0726,1.0263,0.7266,0.5798,0.2983,1.0089,1.0235,0.728,,1.0038,1,ms_1cta,1,ms_1cta
worst,512,bf16,32768,1,10.686,9.127,17.499,14.837,17.282,14.854,14.771,13.492,11.075,9.161,19.245,15.797,22.005,19.529,34.919,31.499,10.816,9.085,10.951,9.146,19.137,15.775,11.304,9.785,,,0.6107,0.6183,0.7234,0.9649,0.5553,0.4856,0.306,0.988,0.9758,0.5584,,0.9453,1,ms_1cta,1,ms_1cta
worst,512,bf16,65536,1,13.266,11.91,19.613,16.76,19.104,15.814,14.938,13.673,12.519,10.789,12.9,11.492,31.18,27.779,36.687,33.407,13.23,11.939,12.6,10.796,12.79,11.482,13.078,11.388,,,0.6764,0.6944,0.8881,1.0597,1.0284,0.4255,0.3616,1.0027,1.0529,1.0372,,1.0144,4,msc_C8,4,msc_C8
worst,512,bf16,131072,1,18.49,16.757,24.821,21.889,22.542,16.369,14.469,13.656,12.981,11.617,13.205,11.632,51.741,43.904,39.997,35.974,18.583,16.795,12.747,11.601,13.223,11.643,14.181,12.749,,,0.7449,0.8202,1.2779,1.4244,1.4002,0.3574,0.4623,0.995,1.4505,1.3983,,1.3039,4,msc_C8,4,msc_C8
worst,512,bf16,262144,1,28.621,26.782,34.654,32.547,25.702,18.735,14.632,13.762,16.373,14.826,15.017,13.446,91.131,77.614,43.393,39.51,28.956,26.936,16.326,14.818,15.056,13.428,17.376,16.03,,,0.8259,1.1136,1.9561,1.7481,1.9059,0.3141,0.6596,0.9884,1.7531,1.901,,1.6472,4,msc_C8,4,msc_C8
worst,512,bf16,524288,1,47.976,45.772,56.221,52.997,25.213,21.969,14.442,13.564,21.715,19.827,15.929,13.574,174.562,146.208,51.427,45.777,48.143,46.014,21.469,19.796,16.014,13.574,24.177,22.351,,,0.8533,1.9028,3.322,2.2093,3.0119,0.2748,0.9329,0.9965,2.2347,2.9959,,1.9844,4,msc_C8,4,msc_C8
worst,512,bf16,1048576,1,88.231,84.862,98.701,94.709,34.778,29.447,15.299,14.022,33.433,30.434,19.455,16.27,338.79,281.372,69.184,60.767,88.825,85.451,33.434,30.494,19.372,16.25,36.677,34.433,,,0.8939,2.537,5.7671,2.639,4.5351,0.2604,1.2753,0.9933,2.639,4.5546,,2.4056,4,msc_C8,4,msc_C8
worst,512,fp16,4096,1,9.464,8.098,9.762,8.88,10.365,8.92,5.006,4.331,9.5,8.444,10.65,9.329,13.554,12.795,34.784,30.549,9.189,8.116,9.152,8.443,10.419,9.349,9.485,8.534,,,0.9695,0.9131,1.8905,0.9962,0.8886,0.6982,0.2721,1.0299,1.0341,0.9083,,0.9978,1,ms_1cta,1,ms_1cta
worst,512,fp16,8192,1,9.2,8.204,12.141,10.94,11.95,10.972,6.525,5.688,9.436,8.534,10.192,9.214,14.829,14.235,33.713,30.782,9.345,8.237,9.441,8.505,10.183,9.258,10.904,10.003,,,0.7578,0.7699,1.41,0.975,0.9027,0.6204,0.2729,0.9845,0.9745,0.9035,,0.8437,1,ms_1cta,1,ms_1cta
worst,512,fp16,16384,1,9.99,8.277,14.886,12.386,13.981,12.453,9.134,8.375,9.578,7.991,13.812,12.069,17.888,16.543,34.693,31.294,10.008,8.271,4.758,7.163,13.89,12.196,9.972,8.283,,,0.6711,0.7145,1.0937,1.043,0.7233,0.5585,0.288,0.9982,2.0996,0.7192,,1.0018,1,ms_1cta,1,ms_1cta
worst,512,fp16,32768,1,10.934,9.506,18.147,15.166,17.754,15.137,14.595,13.303,11.161,9.484,17.66,15.728,22.136,20.492,35.354,32.62,11.351,9.547,10.982,9.441,18.61,16.095,12.34,11.006,,,0.6025,0.6159,0.7492,0.9797,0.6191,0.4939,0.3093,0.9633,0.9956,0.5875,,0.8861,1,ms_1cta,1,ms_1cta
worst,512,fp16,65536,1,13.142,11.745,19.112,16.465,20.037,15.667,14.637,13.326,12.316,10.649,12.942,11.405,31.756,28.62,37.154,33.731,13.169,11.827,12.324,10.648,13.258,11.527,12.848,11.155,,,0.6876,0.6559,0.8979,1.0671,1.0155,0.4138,0.3537,0.9979,1.0664,0.9913,,1.0229,4,msc_C8,4,msc_C8
worst,512,fp16,131072,1,18.15,16.389,24.077,21.374,21.31,16.32,14.33,13.491,12.97,11.506,13.488,11.582,52.309,45.376,40.331,36.084,18.23,16.493,12.746,11.486,13.574,11.608,14.123,12.789,,,0.7538,0.8517,1.2666,1.3994,1.3456,0.347,0.45,0.9956,1.424,1.3371,,1.2851,4,msc_C8,4,msc_C8
worst,512,fp16,262144,1,28.514,26.586,35.218,32.005,24.293,19.167,14.402,13.594,16.685,15.146,15.048,13.368,92.47,80.309,43.524,39.427,28.781,26.736,16.706,15.134,15.063,13.257,17.726,16.081,,,0.8096,1.1738,1.9799,1.709,1.8949,0.3084,0.6551,0.9907,1.7068,1.893,,1.6086,4,msc_C8,4,msc_C8
worst,512,fp16,524288,1,47.307,44.739,55.659,51.598,27.155,22.43,14.547,13.657,22.07,20.01,15.584,13.479,175.357,150.889,51.063,45.181,47.466,44.951,21.838,19.963,15.654,13.273,24.509,22.444,,,0.8499,1.7421,3.252,2.1435,3.0356,0.2698,0.9264,0.9967,2.1663,3.022,,1.9302,4,msc_C8,4,msc_C8
worst,512,fp16,1048576,1,86.224,82.425,96.285,91.017,34.926,29.407,14.869,13.587,33.762,30.565,19.689,16.176,339.131,290.624,68.919,59.947,86.764,82.83,33.7,30.678,19.341,15.953,35.753,33.165,,,0.8955,2.4688,5.7989,2.5539,4.3793,0.2542,1.2511,0.9938,2.5586,4.4581,,2.4117,4,msc_C8,4,msc_C8
worst,512,fp32,4096,1,9.09,7.624,11.0,9.948,11.018,9.933,6.426,5.592,8.819,7.617,9.951,8.94,13.902,12.981,33.915,30.213,7.934,6.607,8.778,7.64,10.054,9.042,9.04,8.058,7.272,6.143,0.8264,0.825,1.4146,1.0307,0.9135,0.6539,0.268,1.1457,1.0355,0.9041,1.25,1.0055,1,ms_1cta,1,ms_1cta
worst,512,fp32,8192,1,9.053,7.424,11.206,9.597,10.872,9.613,7.859,7.344,9.113,7.426,11.458,9.993,16.135,14.537,34.139,30.449,8.618,6.901,9.078,7.419,11.558,10.156,11.197,9.571,8.782,7.45,0.8079,0.8327,1.1519,0.9934,0.7901,0.5611,0.2652,1.0505,0.9972,0.7833,1.0309,0.8085,1,ms_1cta,1,ms_1cta
worst,512,fp32,16384,1,10.36,8.745,13.896,12.431,13.928,12.472,12.197,11.389,10.426,8.747,14.07,12.65,20.158,17.413,34.965,31.022,11.543,9.386,10.232,8.73,14.205,12.838,10.849,9.272,11.344,10.071,0.7455,0.7438,0.8494,0.9937,0.7363,0.5139,0.2963,0.8975,1.0125,0.7293,0.9133,0.9549,1,ms_1cta,1,ms_1cta
worst,512,fp32,32768,1,12.483,10.426,16.197,14.28,16.179,14.316,16.051,14.993,12.406,10.427,18.375,16.68,27.643,23.099,37.13,33.037,11.267,9.241,12.49,10.431,18.571,16.975,13.345,11.065,16.216,15.009,0.7707,0.7716,0.7777,1.0062,0.6793,0.4516,0.3362,1.1079,0.9994,0.6722,0.7698,0.9354,1,ms_1cta,1,ms_1cta
worst,512,fp32,65536,1,15.654,13.58,19.653,17.612,18.341,16.509,16.259,15.316,14.176,12.22,13.331,11.694,43.129,34.049,38.97,34.668,14.409,12.254,14.245,12.216,13.394,11.744,13.972,12.084,25.563,24.409,0.7965,0.8535,0.9628,1.1043,1.1743,0.363,0.4017,1.0864,1.0989,1.1687,0.6124,1.1204,4,msc_C4,4,msc_C4
worst,512,fp32,131072,1,19.208,16.769,25.653,23.984,21.25,19.44,18.698,17.98,13.64,12.149,13.785,12.286,71.38,53.928,42.065,36.72,18.846,16.56,13.696,12.15,13.802,12.316,14.926,13.455,43.41,42.426,0.7488,0.9039,1.0273,1.4082,1.3934,0.2691,0.4566,1.0192,1.4025,1.3917,0.4425,1.2869,4,msc_C8,4,msc_C8
worst,512,fp32,262144,1,29.978,26.149,38.347,36.695,27.15,25.654,19.165,18.453,16.952,14.982,15.74,14.369,130.068,94.442,47.202,40.477,29.968,26.156,16.991,14.959,15.661,14.355,18.143,16.307,78.541,77.966,0.7818,1.1042,1.5642,1.7684,1.9046,0.2305,0.6351,1.0003,1.7643,1.9142,0.3817,1.6523,4,msc_C8,4,msc_C8
worst,512,fp32,524288,1,51.021,45.321,63.302,61.646,38.667,37.293,19.043,18.256,23.378,20.6,18.738,17.191,243.065,174.847,61.21,50.84,49.669,44.126,23.493,20.58,18.288,17.081,25.271,22.868,149.347,149.747,0.806,1.3195,2.6793,2.1824,2.7229,0.2099,0.8335,1.0272,2.1718,2.7899,0.3416,2.019,4,msc_C8,4,msc_C8
worst,512,fp32,1048576,1,91.285,81.65,110.415,108.284,58.906,56.883,20.106,18.822,33.262,29.439,25.229,23.643,470.663,335.088,86.125,67.446,90.987,81.551,33.337,29.462,24.931,23.525,36.006,32.874,287.752,290.317,0.8267,1.5497,4.5402,2.7444,3.6183,0.1939,1.0599,1.0033,2.7382,3.6615,0.3172,2.5353,4,msc_C8,4,msc_C8
worst,1024,bf16,4096,1,8.99,7.498,11.606,10.304,11.486,10.292,5.381,4.491,8.775,7.516,9.34,8.139,13.48,12.83,34.831,30.41,8.64,7.354,8.516,7.452,9.278,8.115,8.541,7.386,,,0.7746,0.7827,1.6707,1.0245,0.9625,0.6669,0.2581,1.0405,1.0557,0.969,,1.0526,1,ms_1cta,1,ms_1cta
worst,1024,bf16,8192,1,15.022,13.572,13.547,12.274,13.747,12.335,6.539,5.772,15.013,13.549,11.16,9.821,15.601,14.299,36.637,31.473,14.841,13.303,15.141,13.456,11.188,9.786,11.738,10.471,,,1.1089,1.0927,2.2973,1.0006,1.3461,0.9629,0.41,1.0122,0.9921,1.3427,,1.2798,1,ms_1cta,1,ms_1cta
worst,1024,bf16,16384,1,10.403,9.088,13.818,12.511,13.827,12.505,9.734,8.993,10.002,8.791,12.278,11.013,17.933,16.861,36.53,33.13,10.367,9.029,10.114,8.755,12.216,10.994,10.882,9.56,,,0.7529,0.7524,1.0687,1.0401,0.8473,0.5801,0.2848,1.0035,1.0286,0.8516,,0.956,1,ms_1cta,1,ms_1cta
worst,1024,bf16,32768,1,15.139,13.41,21.41,19.176,21.283,19.057,12.907,11.689,15.501,13.559,16.05,13.702,23.116,20.964,38.282,34.984,15.141,13.423,15.219,13.439,15.803,13.708,14.374,12.771,,,0.7071,0.7113,1.1729,0.9766,0.9432,0.6549,0.3955,0.9999,0.9947,0.958,,1.0532,1,ms_1cta,1,ms_1cta
worst,1024,bf16,65536,1,14.789,13.343,20.507,17.894,20.43,16.917,13.072,11.953,13.986,12.163,13.515,11.934,33.421,29.658,40.826,36.625,14.772,13.355,13.98,12.164,8.736,6.684,13.931,12.283,,,0.7212,0.7239,1.1313,1.0574,1.0943,0.4425,0.3622,1.0012,1.0579,1.6929,,1.0616,4,msc_C8,4,msc_C8
worst,1024,bf16,131072,1,19.226,17.608,24.886,23.025,21.27,17.482,14.139,13.212,13.805,12.442,13.607,12.09,52.993,45.579,43.393,39.267,19.13,17.532,13.618,12.432,13.867,12.249,14.813,13.441,,,0.7726,0.9039,1.3598,1.3927,1.4129,0.3628,0.4431,1.005,1.4118,1.3865,,1.2979,4,msc_C8,4,msc_C8
worst,1024,bf16,262144,1,29.238,27.497,36.04,33.428,24.09,19.53,14.13,13.391,16.704,15.167,14.469,12.591,94.05,78.726,48.405,43.197,29.074,27.372,16.724,15.154,14.578,12.737,18.477,16.948,,,0.8113,1.2137,2.0692,1.7504,2.0207,0.3109,0.604,1.0056,1.7483,2.0056,,1.5824,4,msc_C8,4,msc_C8
worst,1024,bf16,524288,1,49.373,47.13,56.911,54.323,26.392,23.309,14.331,13.375,22.941,20.675,18.776,16.43,174.601,144.794,56.195,50.091,49.326,46.873,22.71,20.67,18.933,16.571,25.123,23.288,,,0.8675,1.8708,3.4452,2.1522,2.6296,0.2828,0.8786,1.001,2.1741,2.6078,,1.9653,4,msc_C8,4,msc_C8
worst,1024,bf16,1048576,1,89.367,86.31,99.807,95.696,34.19,30.464,14.85,13.588,33.607,30.692,33.894,29.913,340.358,280.255,74.656,65.538,89.048,85.819,33.506,30.71,35.34,29.852,37.73,35.259,,,0.8954,2.6138,6.018,2.6592,2.6367,0.2626,1.1971,1.0036,2.6672,2.5288,,2.3686,4,msc_C8,4,msc_C8
worst,1024,fp16,4096,1,11.147,9.612,12.247,11.082,12.684,11.225,5.234,4.362,10.743,9.657,10.594,9.558,14.186,13.306,35.868,31.666,10.761,9.633,10.456,9.693,10.448,9.355,9.403,8.286,,,0.9102,0.8788,2.1297,1.0376,1.0522,0.7858,0.3108,1.0359,1.0661,1.0669,,1.1855,1,ms_1cta,1,ms_1cta
