model,isl,dtype,BS,N,hit,gvr_base,gvr_pr,op26_r0auto,radix_cutedsl,sglang_v2,flashinfer_topk
pro,512k,fp32,1024,131075,0.23046875,215.6447,196.75045,216.85595,690.37725,196.6927,252.85745
pro,64k,bf16,1,16387,0.3115234375,11.39985,10.553450000000002,10.863850000000001,14.622399999999999,,9.224
pro,64k,bf16,2,16387,0.3115234375,11.56145,10.654200000000001,11.06705,15.0912,,9.2512
pro,64k,bf16,4,16387,0.3115234375,11.65105,10.76465,11.1055,15.220799999999999,,9.654399999999999
pro,64k,bf16,8,16387,0.3115234375,11.659,10.78545,11.13585,15.220799999999999,,9.7088
pro,64k,bf16,16,16387,0.3115234375,11.675049999999999,10.700700000000001,11.1631,15.4016,,12.088
pro,64k,bf16,32,16387,0.3115234375,11.79825,10.988700000000001,11.3246,15.6096,,12.592
pro,64k,bf16,64,16387,0.3115234375,12.108600000000001,11.155,11.5631,10.856,,12.5296
pro,64k,bf16,128,16387,0.3115234375,12.5534,11.59185,12.076649999999999,11.344,,15.6048
pro,64k,bf16,256,16387,0.3115234375,16.070149999999998,14.6622,14.763,20.36165,,22.536
pro,64k,bf16,512,16387,0.3115234375,27.42995,25.1517,25.6829,37.97445,,40.46245
pro,64k,bf16,1024,16387,0.3115234375,42.39455,38.3947,39.2539,64.2784,,67.80645
pro,64k,fp16,1,16387,0.3125,10.512,10.1389,13.20125,13.718399999999999,,9.076799999999999
pro,64k,fp16,2,16387,0.3125,10.527899999999999,10.143799999999999,13.2912,14.891200000000001,,9.060799999999999
pro,64k,fp16,4,16387,0.3125,10.51025,10.1616,13.29885,14.87845,,9.1344
pro,64k,fp16,8,16387,0.3125,10.54545,10.1407,13.3644,14.923200000000001,,9.352
pro,64k,fp16,16,16387,0.3125,10.70065,10.2735,13.49895,15.2624,,11.11365
pro,64k,fp16,32,16387,0.3125,10.85595,10.585450000000002,13.655899999999999,15.56165,,11.683200000000001
pro,64k,fp16,64,16387,0.3125,11.21755,10.804649999999999,13.97235,10.3504,,11.5952
pro,64k,fp16,128,16387,0.3125,11.7712,11.29095,14.46715,10.8416,,13.49445
pro,64k,fp16,256,16387,0.3125,15.19185,15.44785,19.02215,19.3744,,16.0576
pro,64k,fp16,512,16387,0.3125,26.35325,27.222150000000003,33.1884,36.36645,,28.60805
pro,64k,fp16,1024,16387,0.3125,39.9819,41.55625,51.2249,61.6818,,48.352050000000006
pro,64k,fp32,1,16387,0.3125,11.5647,10.38875,10.11355,19.212799999999998,8.608,12.3232
pro,64k,fp32,2,16387,0.3125,11.433549999999999,10.2287,10.056,20.1328,8.464,12.147200000000002
pro,64k,fp32,4,16387,0.3125,11.4495,10.25595,9.879950000000001,20.2672,8.518450000000001,12.614450000000001
pro,64k,fp32,8,16387,0.3125,11.568,10.3904,9.9664,20.2864,8.6736,12.8
pro,64k,fp32,16,16387,0.3125,11.7375,10.523100000000001,10.25275,20.62245,8.8832,16.0448
pro,64k,fp32,32,16387,0.3125,11.86875,10.75515,10.3824,21.081599999999998,9.104,16.648049999999998
pro,64k,fp32,64,16387,0.3125,12.37585,11.155149999999999,10.86395,13.9776,9.4528,16.398400000000002
pro,64k,fp32,128,16387,0.3125,13.219100000000001,11.988700000000001,11.7183,14.73125,10.204799999999999,19.5248
pro,64k,fp32,256,16387,0.3125,16.88945,15.3743,15.95505,26.73925,13.51365,24.910400000000003
pro,64k,fp32,512,16387,0.3125,30.52625,27.87965,29.275,50.7936,24.15525,44.9216
pro,64k,fp32,1024,16387,0.3125,54.486,50.3401,45.7532,88.26889999999999,40.632,76.37925
pro,8k,bf16,1,2051,0.4619140625,7.79195,9.03675,7.78715,5.184,,6.252800000000001
pro,8k,bf16,2,2051,0.4619140625,7.691050000000001,8.9519,7.6478,5.4176,,6.2352
pro,8k,bf16,4,2051,0.4619140625,7.79825,8.9982,7.73265,5.656,,6.4624
pro,8k,bf16,8,2051,0.4619140625,7.87185,9.0351,7.85745,5.6176,,6.4272
pro,8k,bf16,16,2051,0.4619140625,7.87505,9.18705,7.795,5.5264,,6.4912
pro,8k,bf16,32,2051,0.4619140625,7.9423,9.1631,7.9743,5.6608,,6.52
pro,8k,bf16,64,2051,0.4619140625,8.11345,9.3262,7.9855,5.6704,,6.5792
pro,8k,bf16,128,2051,0.4619140625,8.26065,9.4926,8.1919,5.9552,,6.6624
pro,8k,bf16,256,2051,0.4619140625,9.74065,11.2047,9.36785,9.9024,,8.265600000000001
pro,8k,bf16,512,2051,0.4619140625,17.137400000000003,20.06045,16.9069,17.9456,,14.2464
pro,8k,bf16,1024,2051,0.4619140625,25.99325,30.1836,25.24765,30.308799999999998,,25.0336
pro,8k,fp16,1,2051,0.4609375,8.4415,8.64955,8.20955,5.20955,,6.0128
pro,8k,fp16,2,2051,0.4609375,8.57595,8.8911,8.459100000000001,5.419149999999999,,5.9952
pro,8k,fp16,4,2051,0.4609375,8.351899999999999,8.64625,8.28315,5.5824,,6.2048000000000005
pro,8k,fp16,8,2051,0.4609375,8.39835,8.66385,8.23035,5.5472,,6.1823999999999995
pro,8k,fp16,16,2051,0.4609375,8.69755,8.9583,8.591899999999999,5.531149999999999,,6.2063500000000005
pro,8k,fp16,32,2051,0.4609375,8.74075,8.9791,8.62235,5.6608,,6.24155
pro,8k,fp16,64,2051,0.4609375,8.9839,9.227049999999998,8.8399,5.6575500000000005,,6.3504
pro,8k,fp16,128,2051,0.4609375,9.2143,9.46065,8.93275,5.8671999999999995,,6.4336
pro,8k,fp16,256,2051,0.4609375,10.9037,11.65435,9.98555,9.804799999999998,,7.944
pro,8k,fp16,512,2051,0.4609375,18.985349999999997,21.1997,17.7022,17.7568,,13.696
pro,8k,fp16,1024,2051,0.4609375,28.9005,32.7228,27.0557,29.8176,,24.022299999999998
pro,8k,fp32,1,2051,0.4609375,8.7696,9.076799999999999,7.95675,6.072,4.4896,6.9967
pro,8k,fp32,2,2051,0.4609375,8.7871,9.04305,7.945600000000001,6.3552,4.52,7.16315
pro,8k,fp32,4,2051,0.4609375,8.5566,8.84315,7.7551499999999995,6.3824,4.552,7.1215
pro,8k,fp32,8,2051,0.4609375,8.5504,8.8655,7.8784,6.403149999999999,4.56795,7.3039499999999995
pro,8k,fp32,16,2051,0.4609375,8.77745,8.99675,7.7984,6.6496,4.8368,7.5824
pro,8k,fp32,32,2051,0.4609375,8.806299999999998,9.056,8.0512,6.635149999999999,4.84,7.5728
pro,8k,fp32,64,2051,0.4609375,9.1647,9.44635,8.14555,6.848,4.8784,7.71995
pro,8k,fp32,128,2051,0.4609375,9.24315,9.524700000000001,8.4719,7.0912,4.9872,7.87035
pro,8k,fp32,256,2051,0.4609375,10.40955,11.12635,10.411100000000001,12.37915,6.0768,9.77275
pro,8k,fp32,512,2051,0.4609375,19.35025,20.483,19.05255,22.80635,10.58555,17.457549999999998
pro,8k,fp32,1024,2051,0.4609375,35.2797,36.788599999999995,28.47985,38.631099999999996,17.75355,30.985599999999998
v32,128k,bf16,1,131087,0.61962890625,20.217599999999997,17.9232,16.648,14.820799999999998,,17.08165
v32,128k,bf16,2,131087,0.61962890625,20.44,18.42715,16.9056,15.0096,,17.16965
v32,128k,bf16,4,131087,0.61962890625,20.82555,18.37435,17.4176,15.40325,,17.249599999999997
v32,128k,bf16,8,131087,0.61962890625,21.1312,18.921599999999998,17.7168,15.7793,,17.49765
v32,128k,bf16,16,131087,0.61962890625,21.3008,19.016,18.00955,19.11365,,23.1569
v32,128k,bf16,32,131087,0.61962890625,22.0368,19.6432,20.697599999999998,33.5057,,25.64965
v32,128k,bf16,64,131087,0.61962890625,23.609599999999997,22.664,21.739150000000002,64.88980000000001,,39.49925
v32,128k,bf16,128,131087,0.61962890625,25.0944,25.929599999999997,25.9984,67.1297,,74.6194
v32,128k,bf16,256,131087,0.61962890625,45.524800000000006,45.7072,46.1968,131.13635,,152.63395
v32,128k,bf16,512,131087,0.61962890625,93.2319,94.66235,95.6527,227.1205,,284.9415
v32,128k,bf16,1024,131087,0.61962890625,144.52145000000002,133.73104999999998,141.8639,449.081,,505.0812
v32,128k,fp16,1,131087,0.61962890625,19.79645,17.9725,17.07495,14.6208,,12.6816
v32,128k,fp16,2,131087,0.61962890625,19.6253,17.75175,16.79655,14.5632,,12.7536
v32,128k,fp16,4,131087,0.61962890625,19.7117,17.843,17.0542,15.2416,,12.836799999999998
v32,128k,fp16,8,131087,0.61962890625,20.31005,18.30695,17.1661,15.70395,,13.0496
v32,128k,fp16,16,131087,0.61962890625,20.7773,18.759700000000002,17.5438,18.552,,16.288
v32,128k,fp16,32,131087,0.61962890625,21.30525,19.2461,20.242900000000002,31.6352,,18.36
v32,128k,fp16,64,131087,0.61962890625,23.07005,22.02685,20.9629,60.3232,,24.2656
v32,128k,fp16,128,131087,0.61962890625,25.153200000000002,25.202849999999998,25.3229,62.2896,,37.688
v32,128k,fp16,256,131087,0.61962890625,44.46815,44.4425,45.305,121.38075,,63.8272
v32,128k,fp16,512,131087,0.61962890625,92.20185000000001,92.95545,94.09145,209.83520000000001,,115.90075
v32,128k,fp16,1024,131087,0.61962890625,141.53715,136.3004,140.33235000000002,414.6879,,193.58720000000002
v32,128k,fp32,1,131087,0.61962890625,21.66375,18.545450000000002,16.948700000000002,20.153599999999997,14.686399999999999,19.776
v32,128k,fp32,2,131087,0.61962890625,21.5005,18.33745,16.95825,20.368,14.571200000000001,19.768
v32,128k,fp32,4,131087,0.61962890625,21.5534,18.2285,17.0718,20.7904,15.0432,20.2048
v32,128k,fp32,8,131087,0.61962890625,22.54535,18.937450000000002,17.6926,21.4336,15.3552,20.673599999999997
v32,128k,fp32,16,131087,0.61962890625,23.1214,19.2845,18.195,25.312,17.368,28.008
v32,128k,fp32,32,131087,0.61962890625,24.6813,20.58055,21.31655,60.460800000000006,31.340799999999998,29.8272
v32,128k,fp32,64,131087,0.61962890625,28.846049999999998,25.34845,24.2046,89.25125,38.73925,44.552
v32,128k,fp32,128,131087,0.61962890625,35.034800000000004,33.07485,35.727599999999995,107.3328,44.489650000000005,86.4816
v32,128k,fp32,256,131087,0.61962890625,66.8073,62.4169,70.6682,207.94565,68.33760000000001,168.81925
v32,128k,fp32,512,131087,0.61962890625,117.6915,110.41815,139.0961,377.1617,117.3952,318.0785
v32,128k,fp32,1024,131087,0.61962890625,213.8329,200.4635,219.4122,714.4593000000001,210.60325,586.0721
v32,16k,bf16,1,16399,0.5341796875,13.7808,12.7616,16.9648,13.224,,10.32
v32,16k,bf16,2,16399,0.5341796875,14.0016,12.8448,13.7136,15.1216,,10.5008
v32,16k,bf16,4,16399,0.5341796875,13.87195,12.872,13.7584,15.217600000000001,,10.588799999999999
v32,16k,bf16,8,16399,0.5341796875,13.98715,12.91675,16.3488,15.2832,,10.670399999999999
v32,16k,bf16,16,16399,0.5341796875,14.23835,13.2288,14.9584,15.508799999999999,,13.6624
v32,16k,bf16,32,16399,0.5341796875,14.521600000000001,13.544,14.456,15.704,,13.923200000000001
v32,16k,bf16,64,16399,0.5341796875,14.728,13.683200000000001,15.3664,10.92,,14.252799999999999
v32,16k,bf16,128,16399,0.5341796875,15.539200000000001,14.510399999999999,16.796799999999998,11.398399999999999,,18.87045
v32,16k,bf16,256,16399,0.5341796875,20.244799999999998,19.5984,20.6848,20.30885,,25.32005
v32,16k,bf16,512,16399,0.5341796875,35.076800000000006,33.5472,35.351949999999995,37.7504,,46.702400000000004
v32,16k,bf16,1024,16399,0.5341796875,54.88,51.782199999999996,54.9967,63.8529,,78.50725
v32,16k,fp16,1,16399,0.53271484375,14.55985,13.0014,15.17415,14.6576,,9.6896
v32,16k,fp16,2,16399,0.53271484375,14.60775,12.9918,14.38055,14.6976,,9.715200000000001
v32,16k,fp16,4,16399,0.53271484375,14.5501,13.0639,14.46385,14.8352,,9.92
v32,16k,fp16,8,16399,0.53271484375,14.6494,13.051,14.4542,14.9952,,10.1936
v32,16k,fp16,16,16399,0.53271484375,14.51975,12.963049999999999,14.419049999999999,15.34725,,12.496
v32,16k,fp16,32,16399,0.53271484375,14.657399999999999,13.06055,14.5982,15.438450000000001,,13.2784
v32,16k,fp16,64,16399,0.53271484375,15.08615,13.4558,14.9918,10.574399999999999,,12.91685
v32,16k,fp16,128,16399,0.53271484375,15.48935,13.915,15.4109,11.1328,,15.28
v32,16k,fp16,256,16399,0.53271484375,20.606099999999998,18.9453,20.88445,19.99525,,18.281650000000003
v32,16k,fp16,512,16399,0.53271484375,35.4715,32.3947,35.5387,37.4321,,32.9504
v32,16k,fp16,1024,16399,0.53271484375,55.3688,50.12085,55.58805,63.448,,55.5681
v32,16k,fp32,1,16399,0.53271484375,26.66055,13.038200000000002,13.42705,18.238400000000002,11.2944,13.248
v32,16k,fp32,2,16399,0.53271484375,26.41105,12.8286,13.2927,18.3216,11.108799999999999,13.2944
v32,16k,fp32,4,16399,0.53271484375,26.583599999999997,13.004700000000001,13.2591,18.3536,11.17595,13.2928
v32,16k,fp32,8,16399,0.53271484375,26.4845,12.9104,13.28945,20.1184,11.22555,13.505600000000001
v32,16k,fp32,16,16399,0.53271484375,26.82055,13.2879,13.67985,20.624,11.12795,17.025599999999997
v32,16k,fp32,32,16399,0.53271484375,27.0909,13.55515,13.947049999999999,21.166400000000003,11.313600000000001,17.696
v32,16k,fp32,64,16399,0.53271484375,27.710099999999997,14.008,14.42045,14.11195,11.6432,18.0575
v32,16k,fp32,128,16399,0.53271484375,28.782349999999997,14.99335,15.3758,14.904,12.3759,22.6064
v32,16k,fp32,256,16399,0.53271484375,40.674800000000005,20.21575,22.801299999999998,26.846400000000003,16.69595,27.886400000000002
v32,16k,fp32,512,16399,0.53271484375,75.9494,37.6012,38.94835,50.9775,30.0128,52.582300000000004
v32,16k,fp32,1024,16399,0.53271484375,128.82105,67.85045,65.12734999999999,88.69265,50.585550000000005,89.75019999999999
v32,256k,bf16,1,163775,0.8623046875,18.326400000000003,21.712,19.928,15.12795,,13.59025
v32,256k,bf16,2,163775,0.8623046875,18.384,21.558349999999997,20.0304,15.2544,,13.8111
v32,256k,bf16,4,163775,0.8623046875,18.691200000000002,21.5744,20.390400000000003,15.792,,14.424
v32,256k,bf16,8,163775,0.8623046875,19.865599999999997,23.20155,20.761599999999998,19.134349999999998,,14.686350000000001
v32,256k,bf16,16,163775,0.8623046875,20.1264,23.3696,21.072,24.1888,,19.2656
v32,256k,bf16,32,163775,0.8623046875,21.104,24.23675,25.8272,32.82875,,20.688
v32,256k,bf16,64,163775,0.8623046875,23.36315,28.166400000000003,27.011200000000002,62.979150000000004,,31.51995
v32,256k,bf16,128,163775,0.8623046875,28.2224,34.728,34.27675,72.90065,,52.48785
v32,256k,bf16,256,163775,0.8623046875,52.6704,65.92314999999999,67.03035000000001,142.03005,,101.0558
v32,256k,bf16,512,163775,0.8623046875,104.04475,133.45595,141.2239,244.70675,,178.8941
v32,256k,bf16,1024,163775,0.8623046875,160.37439999999998,209.08464999999998,220.44145,483.9111,,308.2288
v32,256k,fp16,1,163775,0.865234375,18.503700000000002,21.5549,20.1245,13.9248,,13.3888
v32,256k,fp16,2,163775,0.865234375,18.53415,21.47165,20.1934,14.8192,,13.232
v32,256k,fp16,4,163775,0.865234375,18.595,21.54045,20.2205,15.0704,,13.571200000000001
v32,256k,fp16,8,163775,0.865234375,19.643,22.833299999999998,20.34685,18.184,,13.84
v32,256k,fp16,16,163775,0.865234375,20.1598,23.2652,20.830099999999998,22.9088,,18.5616
v32,256k,fp16,32,163775,0.865234375,20.8397,23.85565,25.642799999999998,31.584,,19.7792
v32,256k,fp16,64,163775,0.865234375,23.0653,27.838,26.32285,60.617650000000005,,27.4336
v32,256k,fp16,128,163775,0.865234375,28.21565,34.581900000000005,33.70035,70.576,,43.9328
v32,256k,fp16,256,163775,0.865234375,51.596,64.96545,66.1238,137.60485,,77.5008
v32,256k,fp16,512,163775,0.865234375,103.31689999999999,131.0413,139.166,237.59054999999998,,140.43045
v32,256k,fp16,1024,163775,0.865234375,159.2969,212.5633,218.2032,468.96959999999996,,233.4497
v32,256k,fp32,1,163775,0.865234375,26.68125,21.78545,18.8719,19.4576,14.6528,17.21435
v32,256k,fp32,2,163775,0.865234375,26.5981,21.5293,19.06865,20.2752,14.603200000000001,17.136
v32,256k,fp32,4,163775,0.865234375,26.86855,21.6941,19.284650000000003,20.39515,14.7744,17.4208
v32,256k,fp32,8,163775,0.865234375,28.204549999999998,22.82855,19.899,25.0912,15.2064,17.92
v32,256k,fp32,16,163775,0.865234375,29.0349,23.39665,20.4525,32.3104,20.11675,23.76475
v32,256k,fp32,32,163775,0.865234375,30.49245,24.75655,24.5038,60.5488,32.1488,25.536
v32,256k,fp32,64,163775,0.865234375,36.88125,29.300549999999998,28.10845,90.28475,44.6,37.032
v32,256k,fp32,128,163775,0.865234375,49.0475,41.79635,42.900349999999996,121.104,56.4688,63.809599999999996
v32,256k,fp32,256,163775,0.865234375,84.588,75.8726,83.22785,233.97915,80.624,116.2655
v32,256k,fp32,512,163775,0.865234375,151.80485000000002,136.93135,166.81425,423.03025,142.2431,215.4592
v32,256k,fp32,1024,163775,0.865234375,273.24675,245.39745000000002,265.5861,800.3934,257.3664,383.44155
v32,32k,bf16,1,32783,0.43017578125,18.44,15.368,18.404799999999998,12.361600000000001,,9.8768
v32,32k,bf16,2,32783,0.43017578125,18.5216,15.428799999999999,18.4,12.42405,,10.001700000000001
v32,32k,bf16,4,32783,0.43017578125,18.515099999999997,15.42235,16.1664,15.2448,,10.504
v32,32k,bf16,8,32783,0.43017578125,18.5408,15.430399999999999,16.4399,15.7089,,10.59525
v32,32k,bf16,16,32783,0.43017578125,18.905549999999998,15.8288,17.9056,16.2256,,12.6897
v32,32k,bf16,32,32783,0.43017578125,19.219150000000003,16.1024,16.6368,19.568099999999998,,13.750399999999999
v32,32k,bf16,64,32783,0.43017578125,19.601599999999998,16.532799999999998,17.046400000000002,16.016,,15.8736
v32,32k,bf16,128,32783,0.43017578125,20.6,17.6048,18.872,16.77925,,23.8624
v32,32k,bf16,256,32783,0.43017578125,28.67995,24.56315,25.352,30.1873,,34.3489
v32,32k,bf16,512,32783,0.43017578125,49.604800000000004,42.455949999999994,43.7824,57.310550000000006,,62.177800000000005
v32,32k,bf16,1024,32783,0.43017578125,78.86395,66.73915,70.0288,99.44185,,104.5746
v32,32k,fp16,1,32783,0.42919921875,18.5854,15.54055,16.778950000000002,14.6721,,9.480049999999999
v32,32k,fp16,2,32783,0.42919921875,18.5469,15.420549999999999,17.281299999999998,14.5152,,9.48
v32,32k,fp16,4,32783,0.42919921875,18.5709,15.444600000000001,17.5998,14.8,,9.476799999999999
v32,32k,fp16,8,32783,0.42919921875,18.583650000000002,15.482899999999999,17.30695,14.987200000000001,,9.590399999999999
v32,32k,fp16,16,32783,0.42919921875,18.57255,15.50855,17.07815,15.4368,,11.488
v32,32k,fp16,32,32783,0.42919921875,18.70055,15.65895,17.3454,18.198700000000002,,12.376
v32,32k,fp16,64,32783,0.42919921875,19.39495,16.1934,17.508599999999998,15.249600000000001,,13.99685
v32,32k,fp16,128,32783,0.42919921875,20.081349999999997,16.91495,17.839650000000002,15.8304,,19.20645
v32,32k,fp16,256,32783,0.42919921875,27.7628,23.73245,24.7213,28.8209,,25.368
v32,32k,fp16,512,32783,0.42919921875,47.7369,40.77705,42.2218,54.8194,,45.13125
v32,32k,fp16,1024,32783,0.42919921875,76.10130000000001,64.29344999999999,67.4598,95.2098,,75.92014999999999
v32,32k,fp32,1,32783,0.42919921875,18.67825,15.25265,15.26385,19.9072,10.78885,12.9952
v32,32k,fp32,2,32783,0.42919921875,18.567700000000002,15.028649999999999,15.148700000000002,20.13605,10.84,13.056
v32,32k,fp32,4,32783,0.42919921875,18.57425,15.03025,15.35815,20.2656,11.024,13.3088
v32,32k,fp32,8,32783,0.42919921875,18.854200000000002,15.3262,15.29575,20.6064,11.136,13.6256
v32,32k,fp32,16,32783,0.42919921875,19.247799999999998,15.74865,15.79515,21.1616,14.93925,15.9856
v32,32k,fp32,32,32783,0.42919921875,19.69735,16.15665,16.18705,24.84965,15.27365,18.18085
v32,32k,fp32,64,32783,0.42919921875,20.5182,16.88625,16.990299999999998,31.4912,15.8624,19.912
v32,32k,fp32,128,32783,0.42919921875,21.58845,17.96295,18.0701,21.65125,16.7584,28.1809
v32,32k,fp32,256,32783,0.42919921875,31.71175,25.810950000000002,29.5277,40.644800000000004,22.2416,38.11685
v32,32k,fp32,512,32783,0.42919921875,59.8523,47.88425,55.47945,79.4928,42.012800000000006,70.54405
v32,32k,fp32,1024,32783,0.42919921875,105.7845,83.56710000000001,86.48864999999999,138.37920000000003,72.22725,119.57925
v32,4k,bf16,1,4111,0.72705078125,13.8512,11.9792,13.568,6.2223999999999995,,7.755199999999999
v32,4k,bf16,2,4111,0.72705078125,13.42235,11.8176,13.368,6.4192,,7.873600000000001
v32,4k,bf16,4,4111,0.72705078125,13.4864,11.8512,13.45755,6.5536,,7.9088
v32,4k,bf16,8,4111,0.72705078125,13.5504,11.820799999999998,13.508799999999999,6.5376,,7.976
v32,4k,bf16,16,4111,0.72705078125,13.7856,12.108799999999999,13.7232,6.5552,,7.9952
v32,4k,bf16,32,4111,0.72705078125,14.0944,12.4208,14.035200000000001,6.5456,,8.0784
v32,4k,bf16,64,4111,0.72705078125,14.195200000000002,12.523200000000001,14.232,6.6688,,8.2256
v32,4k,bf16,128,4111,0.72705078125,14.7856,12.976,14.6928,7.0,,8.36
v32,4k,bf16,256,4111,0.72705078125,18.5024,15.8624,17.3296,11.7728,,10.987200000000001
v32,4k,bf16,512,4111,0.72705078125,32.87355,28.3104,30.69435,21.3936,,20.2256
v32,4k,bf16,1024,4111,0.72705078125,51.83835,43.9968,48.176,35.8112,,34.384
v32,4k,fp16,1,4111,0.7294921875,13.915049999999999,11.9535,13.7102,6.05115,,7.1472
v32,4k,fp16,2,4111,0.7294921875,13.74535,11.961450000000001,13.7054,6.3072,,7.3824
v32,4k,fp16,4,4111,0.7294921875,13.635,11.862200000000001,13.5998,6.4528,,7.4176
v32,4k,fp16,8,4111,0.7294921875,13.782200000000001,11.939,13.6495,6.39675,,7.4272
v32,4k,fp16,16,4111,0.7294921875,13.74705,11.963049999999999,13.62375,6.4672,,7.4592
v32,4k,fp16,32,4111,0.7294921875,13.7614,12.0063,13.7294,6.376,,7.5504
v32,4k,fp16,64,4111,0.7294921875,14.172649999999999,12.21425,14.131,6.5710500000000005,,7.6896
v32,4k,fp16,128,4111,0.7294921875,14.347,12.5022,14.25735,6.8864,,7.881600000000001
v32,4k,fp16,256,4111,0.7294921875,17.95815,15.1806,16.828599999999998,11.6351,,10.5776
v32,4k,fp16,512,4111,0.7294921875,31.99795,27.4028,29.75,21.326349999999998,,19.01275
v32,4k,fp16,1024,4111,0.7294921875,50.295199999999994,42.18825,46.775349999999996,35.807900000000004,,32.34395
v32,4k,fp32,1,4111,0.7294921875,14.643,11.022350000000001,11.8174,6.95995,6.6496,8.6784
v32,4k,fp32,2,4111,0.7294921875,14.55505,10.91675,11.913549999999999,6.94715,6.470350000000001,8.734350000000001
v32,4k,fp32,4,4111,0.7294921875,14.57105,10.9231,11.7999,6.950399999999999,6.4336,8.7392
v32,4k,fp32,8,4111,0.7294921875,14.77585,11.1199,11.9919,7.030399999999999,6.496,8.9728
v32,4k,fp32,16,4111,0.7294921875,14.8973,11.2926,12.185450000000001,7.3936,6.752,9.0736
v32,4k,fp32,32,4111,0.7294921875,15.091149999999999,11.4223,12.48475,7.6336,6.8528,9.3103
v32,4k,fp32,64,4111,0.7294921875,15.58705,11.8335,12.5775,7.7631000000000006,6.942399999999999,9.43835
v32,4k,fp32,128,4111,0.7294921875,15.97265,12.252600000000001,13.1375,8.348799999999999,7.2463500000000005,9.704
v32,4k,fp32,256,4111,0.7294921875,20.166150000000002,14.77435,17.547,14.4048,10.059149999999999,13.248
v32,4k,fp32,512,4111,0.7294921875,37.721199999999996,27.135650000000002,31.13595,26.62555,17.5247,24.09425
v32,4k,fp32,1024,4111,0.7294921875,65.9562,48.2203,50.972300000000004,45.4838,29.12785,40.8896
v32,64k,bf16,1,65551,0.40673828125,27.26075,22.763150000000003,23.2096,15.268799999999999,,12.3248
v32,64k,bf16,2,65551,0.40673828125,27.3056,23.048,23.5552,15.3872,,12.3824
v32,64k,bf16,4,65551,0.40673828125,27.7152,23.308799999999998,24.05275,15.5488,,12.430399999999999
v32,64k,bf16,8,65551,0.40673828125,27.90875,23.5472,24.336,15.64,,12.6368
v32,64k,bf16,16,65551,0.40673828125,28.056,23.6688,24.44155,16.0336,,15.172799999999999
v32,64k,bf16,32,65551,0.40673828125,28.9312,24.176,26.276799999999998,24.262400000000003,,16.9648
v32,64k,bf16,64,65551,0.40673828125,33.609449999999995,28.0368,27.3712,34.9056,,22.128
v32,64k,bf16,128,65551,0.40673828125,30.3072,26.825599999999998,28.56315,25.7312,,34.603199999999994
v32,64k,bf16,256,65551,0.40673828125,50.659150000000004,44.073550000000004,47.2816,48.33595,,54.57115
v32,64k,bf16,512,65551,0.40673828125,89.67835000000001,77.8719,83.28475,94.6576,,99.7376
v32,64k,bf16,1024,65551,0.40673828125,142.59189999999998,123.51185000000001,133.26545000000002,164.38395,,167.92475
v32,64k,fp16,1,65551,0.40625,27.83955,22.85725,24.0077,12.443200000000001,,10.28
v32,64k,fp16,2,65551,0.40625,27.882849999999998,22.86045,23.716450000000002,13.971200000000001,,10.542399999999999
v32,64k,fp16,4,65551,0.40625,27.69075,22.762900000000002,23.83645,14.884799999999998,,10.9424
v32,64k,fp16,8,65551,0.40625,27.67475,22.844450000000002,23.91805,15.1808,,11.0592
v32,64k,fp16,16,65551,0.40625,27.96595,23.050900000000002,24.06045,15.656,,13.3792
v32,64k,fp16,32,65551,0.40625,28.34205,23.41235,26.174049999999998,22.81605,,14.7072
v32,64k,fp16,64,65551,0.40625,33.0859,27.11955,26.863599999999998,31.961599999999997,,18.889599999999998
v32,64k,fp16,128,65551,0.40625,30.13075,26.014,27.692400000000003,24.2512,,26.102400000000003
v32,64k,fp16,256,65551,0.40625,49.5145,42.817,45.3657,45.7104,,38.34245
v32,64k,fp16,512,65551,0.40625,87.19395,75.77015,80.50765,89.5392,,69.95039999999999
v32,64k,fp16,1024,65551,0.40625,138.32285000000002,120.1998,128.51655,155.888,,117.44325
v32,64k,fp32,1,65551,0.40625,30.96125,19.75815,18.03185,19.6768,12.04965,14.8784
v32,64k,fp32,2,65551,0.40625,31.37245,20.094099999999997,18.1598,19.966450000000002,12.09925,15.09125
v32,64k,fp32,4,65551,0.40625,31.28285,20.14215,18.1006,20.644849999999998,12.150450000000001,15.18885
v32,64k,fp32,8,65551,0.40625,31.794900000000002,20.45105,18.831799999999998,20.947200000000002,12.4672,15.5008
v32,64k,fp32,16,65551,0.40625,32.5165,20.793400000000002,19.05415,21.6464,14.7104,19.281650000000003
v32,64k,fp32,32,65551,0.40625,33.529199999999996,21.8093,20.297400000000003,31.632,25.66725,21.82245
v32,64k,fp32,64,65551,0.40625,38.558099999999996,24.5886,21.563,60.46895,26.04645,25.76645
v32,64k,fp32,128,65551,0.40625,41.8204,24.05095,26.2077,62.3281,27.5585,39.404900000000005
v32,64k,fp32,256,65551,0.40625,57.189800000000005,38.038,46.772349999999996,120.97139999999999,37.917,64.5745
v32,64k,fp32,512,65551,0.40625,109.50760000000001,69.74815,98.58614999999999,209.5412,67.65769999999999,118.8514
v32,64k,fp32,1024,65551,0.40625,191.1404,117.09795,145.43210000000002,412.67920000000004,107.54589999999999,204.2756
v32,8k,bf16,1,8207,0.84130859375,10.8576,12.932799999999999,10.7616,7.73445,,9.9056
v32,8k,bf16,2,8207,0.84130859375,10.587200000000001,12.7216,10.6416,7.3936,,9.7488
