cell,N,model,BS,cand_us,pr_us,speedup,exact
flash_4k_L10,1027,flash,1,4.474,7.552,1.6879,OK
flash_4k_L10,1027,flash,2,4.462,7.69435,1.7244,OK
flash_4k_L10,1027,flash,4,4.497,7.50535,1.6689,OK
flash_4k_L10,1027,flash,8,4.501,7.5855500000000005,1.6853,OK
flash_4k_L10,1027,flash,16,4.501,7.93915,1.7638,OK
flash_4k_L10,1027,flash,32,4.539,8.0496,1.7735,OK
flash_4k_L10,1027,flash,64,4.622,8.0448,1.7405,OK
flash_4k_L10,1027,flash,128,4.717,8.327950000000001,1.7656,OK
flash_4k_L10,1027,flash,256,6.406,9.343950000000001,1.4585,OK
flash_4k_L10,1027,flash,512,11.309,17.1677,1.518,OK
flash_4k_L10,1027,flash,1024,20.469,31.7323,1.5503,OK
flash_4k_L22,1027,flash,1,3.894,7.44795,1.9128,OK
flash_4k_L22,1027,flash,2,3.946,7.6223,1.9316,OK
flash_4k_L22,1027,flash,4,3.956,7.44475,1.8817,OK
flash_4k_L22,1027,flash,8,4.007,7.56155,1.8871,OK
flash_4k_L22,1027,flash,16,4.294,7.95665,1.8528,OK
flash_4k_L22,1027,flash,32,4.422,7.95185,1.7984,OK
flash_4k_L22,1027,flash,64,4.497,8.04945,1.7899,OK
flash_4k_L22,1027,flash,128,4.624,8.3632,1.8087,OK
flash_4k_L22,1027,flash,256,5.863,9.33105,1.5915,OK
flash_4k_L22,1027,flash,512,10.135,17.166150000000002,1.6938,OK
flash_4k_L22,1027,flash,1024,18.077,31.5517,1.7455,OK
flash_4k_L34,1027,flash,1,4.013,7.779100000000001,1.9386,OK
flash_4k_L34,1027,flash,2,4.058,7.89595,1.946,OK
flash_4k_L34,1027,flash,4,4.051,7.75835,1.9151,OK
flash_4k_L34,1027,flash,8,4.084,7.7166999999999994,1.8896,OK
flash_4k_L34,1027,flash,16,4.381,8.02395,1.8316,OK
flash_4k_L34,1027,flash,32,4.504,8.1824,1.8166,OK
flash_4k_L34,1027,flash,64,4.587,8.14705,1.7762,OK
flash_4k_L34,1027,flash,128,4.696,8.3455,1.7771,OK
flash_4k_L34,1027,flash,256,6.429,9.43515,1.4677,OK
flash_4k_L34,1027,flash,512,11.322,17.2845,1.5266,OK
flash_4k_L34,1027,flash,1024,20.496,31.91755,1.5573,OK
flash_8k_L10,2051,flash,1,4.575,7.990399999999999,1.7467,OK
flash_8k_L10,2051,flash,2,4.572,8.07675,1.7665,OK
flash_8k_L10,2051,flash,4,4.63,7.8527,1.6959,OK
flash_8k_L10,2051,flash,8,4.635,8.0591,1.7388,OK
flash_8k_L10,2051,flash,16,4.927,8.184,1.6612,OK
flash_8k_L10,2051,flash,32,5.078,8.357700000000001,1.646,OK
flash_8k_L10,2051,flash,64,5.176,8.389850000000001,1.621,OK
flash_8k_L10,2051,flash,128,5.336,8.8464,1.6578,OK
flash_8k_L10,2051,flash,256,8.027,9.9229,1.2361,OK
flash_8k_L10,2051,flash,512,14.316,18.19975,1.2713,OK
flash_8k_L10,2051,flash,1024,25.972,32.665099999999995,1.2577,OK
flash_8k_L22,2051,flash,1,4.388,7.9038,1.8011,OK
flash_8k_L22,2051,flash,2,4.431,8.03345,1.8129,OK
flash_8k_L22,2051,flash,4,4.441,7.90715,1.7805,OK
flash_8k_L22,2051,flash,8,4.534,8.0111,1.7668,OK
flash_8k_L22,2051,flash,16,4.78,8.15185,1.7054,OK
flash_8k_L22,2051,flash,32,4.957,8.2958,1.6736,OK
flash_8k_L22,2051,flash,64,5.031,8.4255,1.6747,OK
flash_8k_L22,2051,flash,128,5.213,8.79825,1.6876,OK
flash_8k_L22,2051,flash,256,8.102,9.8879,1.2204,OK
flash_8k_L22,2051,flash,512,14.25,17.8959,1.2558,OK
flash_8k_L22,2051,flash,1024,26.023,32.21405,1.2379,OK
flash_8k_L34,2051,flash,1,4.453,8.2479,1.8522,OK
flash_8k_L34,2051,flash,2,4.44,8.3695,1.8852,OK
flash_8k_L34,2051,flash,4,4.488,8.1982,1.8268,OK
flash_8k_L34,2051,flash,8,4.541,8.3632,1.8418,OK
flash_8k_L34,2051,flash,16,4.837,8.5007,1.7574,OK
flash_8k_L34,2051,flash,32,4.914,8.5118,1.732,OK
flash_8k_L34,2051,flash,64,4.995,8.62065,1.726,OK
flash_8k_L34,2051,flash,128,5.192,9.0255,1.7383,OK
flash_8k_L34,2051,flash,256,7.41,10.271799999999999,1.3862,OK
flash_8k_L34,2051,flash,512,12.91,18.6494,1.4446,OK
flash_8k_L34,2051,flash,1024,23.286,33.1742,1.4246,OK
flash_16k_L10,4099,flash,1,4.383,8.988700000000001,2.0507,OK
flash_16k_L10,4099,flash,2,4.5,8.92,1.9823,OK
flash_16k_L10,4099,flash,4,4.675,8.820450000000001,1.8866,OK
flash_16k_L10,4099,flash,8,4.637,9.02075,1.9452,OK
flash_16k_L10,4099,flash,16,4.994,9.211,1.8445,OK
flash_16k_L10,4099,flash,32,5.096,9.288,1.8225,OK
flash_16k_L10,4099,flash,64,5.249,9.54195,1.818,OK
flash_16k_L10,4099,flash,128,5.535,9.77735,1.7666,OK
flash_16k_L10,4099,flash,256,10.47,11.379100000000001,1.0868,OK
flash_16k_L10,4099,flash,512,18.595,20.5533,1.1053,OK
flash_16k_L10,4099,flash,1024,33.588,36.89395,1.0984,OK
flash_16k_L22,4099,flash,1,5.766,8.69745,1.5083,OK
flash_16k_L22,4099,flash,2,5.912,8.52635,1.4423,OK
flash_16k_L22,4099,flash,4,6.022,8.705549999999999,1.4457,OK
flash_16k_L22,4099,flash,8,6.032,8.67665,1.4385,OK
flash_16k_L22,4099,flash,16,6.26,8.9086,1.4232,OK
flash_16k_L22,4099,flash,32,6.477,9.02535,1.3934,OK
flash_16k_L22,4099,flash,64,6.55,9.211049999999998,1.4062,OK
flash_16k_L22,4099,flash,128,6.836,9.54235,1.3959,OK
flash_16k_L22,4099,flash,256,11.905,10.961549999999999,0.9207,OK
flash_16k_L22,4099,flash,512,21.543,19.926099999999998,0.925,OK
flash_16k_L22,4099,flash,1024,39.053,35.79475,0.9166,OK
flash_16k_L34,4099,flash,1,6.07,8.82075,1.4532,OK
flash_16k_L34,4099,flash,2,6.111,8.51665,1.3936,OK
flash_16k_L34,4099,flash,4,6.115,8.61585,1.4091,OK
flash_16k_L34,4099,flash,8,6.189,8.73745,1.4117,OK
flash_16k_L34,4099,flash,16,6.157,8.7711,1.4245,OK
flash_16k_L34,4099,flash,32,6.216,9.02225,1.4514,OK
flash_16k_L34,4099,flash,64,6.349,9.251,1.457,OK
flash_16k_L34,4099,flash,128,6.609,9.52465,1.4413,OK
flash_16k_L34,4099,flash,256,11.887,10.9566,0.9218,OK
flash_16k_L34,4099,flash,512,21.401,19.78855,0.9247,OK
flash_16k_L34,4099,flash,1024,38.787,35.564099999999996,0.9169,OK
flash_32k_L10,8195,flash,1,7.492,8.84475,1.1806,OK
flash_32k_L10,8195,flash,2,7.531,8.9424,1.1873,OK
flash_32k_L10,8195,flash,4,7.495,8.763200000000001,1.1692,OK
flash_32k_L10,8195,flash,8,7.563,9.13115,1.2074,OK
flash_32k_L10,8195,flash,16,7.878,9.2608,1.1755,OK
flash_32k_L10,8195,flash,32,8.052,9.366299999999999,1.1633,OK
flash_32k_L10,8195,flash,64,8.238,9.683200000000001,1.1754,OK
flash_32k_L10,8195,flash,128,8.788,10.235149999999999,1.1646,OK
flash_32k_L10,8195,flash,256,13.801,12.3757,0.8967,OK
flash_32k_L10,8195,flash,512,24.033,22.095650000000003,0.9194,OK
flash_32k_L10,8195,flash,1024,42.083,39.53385,0.9394,OK
flash_32k_L22,8195,flash,1,7.354,8.94065,1.2157,OK
flash_32k_L22,8195,flash,2,7.46,9.032,1.2107,OK
flash_32k_L22,8195,flash,4,7.531,8.870149999999999,1.1777,OK
flash_32k_L22,8195,flash,8,7.545,9.17905,1.2166,OK
flash_32k_L22,8195,flash,16,7.574,9.337549999999998,1.2328,OK
flash_32k_L22,8195,flash,32,7.703,9.60625,1.2471,OK
flash_32k_L22,8195,flash,64,7.929,9.7488,1.2295,OK
flash_32k_L22,8195,flash,128,8.395,10.3264,1.23,OK
flash_32k_L22,8195,flash,256,11.904,12.5022,1.0503,OK
flash_32k_L22,8195,flash,512,20.528,22.29255,1.0859,OK
flash_32k_L22,8195,flash,1024,35.676,40.1356,1.125,OK
flash_32k_L34,8195,flash,1,6.975,9.071950000000001,1.3006,OK
flash_32k_L34,8195,flash,2,7.0,9.23985,1.3201,OK
flash_32k_L34,8195,flash,4,7.031,8.996649999999999,1.2796,OK
flash_32k_L34,8195,flash,8,7.025,9.3087,1.3252,OK
flash_32k_L34,8195,flash,16,7.358,9.2815,1.2614,OK
flash_32k_L34,8195,flash,32,7.569,9.5695,1.2644,OK
flash_32k_L34,8195,flash,64,7.814,9.68795,1.2398,OK
flash_32k_L34,8195,flash,128,8.207,10.22065,1.2454,OK
flash_32k_L34,8195,flash,256,11.225,12.40925,1.1055,OK
flash_32k_L34,8195,flash,512,19.166,22.0861,1.1523,OK
flash_32k_L34,8195,flash,1024,33.08,39.83175,1.2041,OK
flash_64k_L10,16387,flash,1,8.659,10.398200000000001,1.2009,OK
flash_64k_L10,16387,flash,2,9.367,10.1631,1.085,OK
flash_64k_L10,16387,flash,4,9.51,10.4719,1.1011,OK
flash_64k_L10,16387,flash,8,9.565,10.4848,1.0962,OK
flash_64k_L10,16387,flash,16,9.615,10.6784,1.1106,OK
flash_64k_L10,16387,flash,32,9.83,10.908700000000001,1.1097,OK
flash_64k_L10,16387,flash,64,10.377,11.33895,1.0927,OK
flash_64k_L10,16387,flash,128,11.345,12.25105,1.0799,OK
flash_64k_L10,16387,flash,256,15.476,15.289299999999999,0.988,OK
flash_64k_L10,16387,flash,512,26.677,27.5117,1.0313,OK
flash_64k_L10,16387,flash,1024,44.512,49.22175,1.1058,OK
flash_64k_L22,16387,flash,1,8.236,11.6191,1.4108,OK
flash_64k_L22,16387,flash,2,9.053,11.4863,1.2688,OK
flash_64k_L22,16387,flash,4,9.053,11.83825,1.3077,OK
flash_64k_L22,16387,flash,8,9.097,11.878200000000001,1.3058,OK
flash_64k_L22,16387,flash,16,9.46,12.108649999999999,1.28,OK
flash_64k_L22,16387,flash,32,9.714,12.337399999999999,1.2701,OK
flash_64k_L22,16387,flash,64,10.228,12.76305,1.2479,OK
flash_64k_L22,16387,flash,128,11.245,13.705549999999999,1.2189,OK
flash_64k_L22,16387,flash,256,16.479,17.787,1.0794,OK
flash_64k_L22,16387,flash,512,28.593,32.4672,1.1355,OK
flash_64k_L22,16387,flash,1024,48.424,57.79285,1.1935,OK
flash_64k_L34,16387,flash,1,7.81,10.6015,1.3575,OK
flash_64k_L34,16387,flash,2,8.76,10.33595,1.1799,OK
flash_64k_L34,16387,flash,4,8.79,10.6318,1.2096,OK
flash_64k_L34,16387,flash,8,8.845,10.673549999999999,1.2068,OK
flash_64k_L34,16387,flash,16,9.106,10.65595,1.1702,OK
flash_64k_L34,16387,flash,32,9.377,10.959850000000001,1.1689,OK
flash_64k_L34,16387,flash,64,9.901,11.348600000000001,1.1462,OK
flash_64k_L34,16387,flash,128,10.911,12.2462,1.1224,OK
flash_64k_L34,16387,flash,256,15.085,15.48615,1.0266,OK
flash_64k_L34,16387,flash,512,25.824,27.79005,1.0761,OK
flash_64k_L34,16387,flash,1024,42.995,49.8234,1.1588,OK
flash_128k_L10,32771,flash,1,8.24,12.59515,1.5286,OK
flash_128k_L10,32771,flash,2,8.297,12.479899999999999,1.5042,OK
flash_128k_L10,32771,flash,4,8.611,12.77915,1.484,OK
flash_128k_L10,32771,flash,8,8.852,12.736,1.4388,OK
flash_128k_L10,32771,flash,16,10.553,13.23335,1.254,OK
flash_128k_L10,32771,flash,32,11.13,13.70825,1.2317,OK
flash_128k_L10,32771,flash,64,11.947,14.2942,1.1965,OK
flash_128k_L10,32771,flash,128,13.578,15.33735,1.1296,OK
flash_128k_L10,32771,flash,256,21.729,20.934099999999997,0.9634,OK
flash_128k_L10,32771,flash,512,38.312,38.92275,1.0159,OK
flash_128k_L10,32771,flash,1024,62.031,67.77515,1.0926,OK
flash_128k_L22,32771,flash,1,7.637,11.6271,1.5225,OK
flash_128k_L22,32771,flash,2,7.743,11.468549999999999,1.4812,OK
flash_128k_L22,32771,flash,4,8.052,11.788549999999999,1.464,OK
flash_128k_L22,32771,flash,8,8.269,11.82855,1.4304,OK
flash_128k_L22,32771,flash,16,9.995,12.331,1.2337,OK
flash_128k_L22,32771,flash,32,10.472,12.731,1.2158,OK
flash_128k_L22,32771,flash,64,11.301,13.3615,1.1823,OK
flash_128k_L22,32771,flash,128,12.951,14.383799999999999,1.1106,OK
flash_128k_L22,32771,flash,256,20.927,19.747,0.9436,OK
flash_128k_L22,32771,flash,512,36.799,36.876349999999995,1.0021,OK
flash_128k_L22,32771,flash,1024,58.972,63.5673,1.0779,OK
flash_128k_L34,32771,flash,1,7.822,12.014299999999999,1.536,OK
