scenario,K,N,BS,hit_rate,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,sglang_v2_cold_us,sglang_v2_warm_us,flashinfer_topk_cold_us,flashinfer_topk_warm_us,flashinfer_topk_i32_cold_us,flashinfer_topk_i32_warm_us,sglang_v2_cold_span_us,sglang_v2_warm_span_us,anchor_ratio,rr_op21_hls_cold_us_adj,rr_op25_hls_cold_us_adj,rr_op26_r0auto_cold_us_adj,rr_gvr_multicta_cutedsl_cold_us_adj,rr_radix_single_cuda_cold_us_adj,rr_radix_multi_cuda_cold_us_adj
worst,1024,131072,8,0.0498046875,21.037,18.534,21.075,19.87,44.98,44.692,12.293,10.58,15.574,13.688,15.619,13.552,12.293,10.58,0.986,23.726,15.893,18.856,15.78,75.307,44.914
worst,1024,131072,16,0.0498046875,21.518,18.552,24.961,23.232,45.233,44.705,15.163,13.935,21.154,18.873,20.849,18.638,15.163,13.935,0.9889,23.816,17.116,19.323,16.48,74.794,46.335
worst,1024,131072,32,0.0498046875,22.193,18.663,32.211,29.794,45.499,44.884,40.31,34.594,22.877,19.856,22.326,19.535,25.408,22.121,1.0021,24.868,18.031,22.396,19.604,74.605,54.118
worst,1024,131072,64,0.0498046875,24.251,19.28,60.644,57.332,46.161,45.102,33.67,25.296,30.142,25.52,29.684,25.095,37.046,29.133,1.0001,33.227,32.265,24.973,22.417,76.294,79.174
worst,1024,131072,128,0.0498046875,32.169,20.097,105.957,99.285,49.345,45.496,39.705,25.909,49.848,38.832,49.713,38.596,41.179,27.881,0.9977,36.844,37.394,34.79,32.041,82.933,82.741
worst,1024,131072,256,0.0498046875,67.209,55.239,205.624,201.19,78.034,74.753,59.648,49.977,90.386,79.718,85.673,75.756,67.022,56.177,1.0026,71.881,73.175,71.034,64.317,112.887,158.525
worst,1024,131072,512,0.0498046875,136.106,117.454,372.484,367.963,144.173,140.834,105.421,95.231,160.358,151.118,148.948,139.098,111.913,101.493,0.992,145.933,139.376,141.675,114.782,192.728,259.891
worst,1024,131072,1024,0.0498046875,216.356,199.26,704.308,700.297,242.572,239.022,194.806,183.73,280.511,271.125,255.132,245.278,194.806,183.73,1.007,223.283,218.884,222.902,205.495,305.508,465.714
worst,1024,131072,2048,0.0498046875,385.284,375.619,1404.106,1400.446,467.573,464.003,346.24,334.956,535.654,525.948,484.979,475.052,346.24,334.956,1.0003,397.457,392.629,389.671,375.651,567.17,909.562
worst,1024,262144,1,0.0498046875,30.652,27.388,19.589,18.868,80.835,80.775,15.561,12.938,20.054,17.371,20.219,17.311,15.561,12.938,0.9928,27.598,16.737,20.261,17.634,130.987,49.446
worst,1024,262144,2,0.0498046875,30.739,27.424,19.704,18.819,80.78,80.901,15.237,12.928,20.072,17.384,20.257,17.314,15.237,12.928,0.9928,27.744,16.944,20.514,17.893,131.676,50.706
worst,1024,262144,4,0.0498046875,30.955,27.552,20.163,18.984,80.772,81.002,15.473,12.964,20.355,17.409,20.541,17.336,15.473,12.964,0.9877,28.492,17.125,20.664,18.064,132.336,50.825
worst,1024,262144,8,0.0498046875,31.366,27.615,24.547,22.897,80.777,81.085,15.949,13.037,20.833,17.479,20.99,17.417,15.949,13.037,0.9829,28.953,17.842,21.261,18.746,132.786,50.881
worst,1024,262144,16,0.0498046875,31.79,27.595,31.523,29.193,80.922,81.13,19.289,18.628,28.595,25.083,28.389,24.818,19.289,18.628,0.9993,29.183,20.009,21.879,19.93,131.752,52.561
worst,1024,262144,32,0.0498046875,33.196,27.747,59.263,56.17,81.377,81.321,56.551,48.673,30.851,26.132,30.811,25.813,33.068,27.908,1.002,31.077,21.476,28.493,26.338,131.903,64.297
worst,1024,262144,64,0.0498046875,40.803,28.667,115.268,110.153,82.882,81.568,93.231,75.54,49.88,38.705,49.675,38.706,50.656,41.185,0.9924,53.711,38.377,37.139,35.099,145.203,99.519
worst,1024,262144,128,0.0498046875,62.865,50.891,192.556,187.132,87.402,82.867,80.953,70.834,90.593,80.475,89.836,80.125,87.59,77.411,1.0014,68.317,42.585,64.075,62.877,176.666,133.814
worst,1024,262144,256,0.0498046875,113.482,98.949,340.091,334.334,139.88,135.802,103.773,91.019,158.526,148.496,152.389,141.54,110.314,97.317,1.0022,119.893,123.76,116.66,109.923,192.781,231.974
worst,1024,262144,512,0.0498046875,235.846,210.045,670.598,664.438,262.196,257.548,191.654,176.835,293.132,283.118,277.692,266.88,199.532,186.512,1.0084,240.372,243.819,247.321,201.293,335.819,386.978
worst,1024,262144,1024,0.0498046875,383.947,366.249,1332.881,1328.338,444.124,438.711,364.705,350.112,509.712,499.233,479.914,468.677,364.705,350.112,1.0002,399.834,402.532,392.576,378.076,566.233,699.623
worst,1024,262144,2048,0.0498046875,688.612,673.64,2617.838,2613.087,862.478,857.407,657.01,638.725,980.706,970.602,916.841,905.827,657.01,638.725,1.0008,707.074,705.47,691.671,694.491,992.975,1359.532
worst,2048,8192,1,0.0498046875,16.299,15.073,8.313,7.862,,,6.186,5.21,11.958,11.297,11.469,10.844,6.186,5.21,0.9634,16.918,16.388,15.204,16.458,17.187,25.085
worst,2048,8192,2,0.0498046875,16.212,15.044,8.368,7.885,,,6.07,5.24,12.022,11.38,11.504,10.898,6.07,5.24,0.9722,16.668,16.428,15.086,16.293,17.272,24.969
worst,2048,8192,4,0.0498046875,16.232,15.042,8.373,7.881,,,6.024,5.234,12.104,11.388,11.52,10.927,6.024,5.234,0.9669,16.761,16.26,15.169,16.259,17.181,24.852
worst,2048,8192,8,0.0498046875,16.207,15.033,8.39,7.878,,,5.986,5.202,12.299,11.532,11.712,11.036,5.986,5.202,0.972,16.416,16.293,15.159,16.187,17.334,25.285
worst,2048,8192,16,0.0498046875,16.29,15.033,8.414,7.889,,,5.994,5.22,15.523,14.893,14.816,14.116,5.994,5.22,0.9706,16.755,16.306,15.223,16.39,17.238,25.413
worst,2048,8192,32,0.0498046875,16.437,15.063,8.576,7.916,,,5.995,5.256,16.131,15.489,15.278,14.693,5.995,5.256,0.9801,16.906,16.513,15.46,16.442,17.513,25.664
worst,2048,8192,64,0.0498046875,16.533,15.139,8.846,7.971,,,6.165,5.295,15.505,14.626,14.684,13.757,6.165,5.295,0.9848,17.053,16.411,15.466,16.643,17.54,37.378
worst,2048,8192,128,0.0498046875,16.971,15.32,9.395,8.09,,,6.651,5.404,15.373,14.425,14.691,13.682,6.651,5.404,1.0075,17.2,16.947,15.91,17.041,17.741,43.342
worst,2048,8192,256,0.0498046875,23.344,20.714,16.67,14.775,,,9.109,7.844,15.288,13.747,14.153,12.594,9.109,7.844,0.9928,22.565,22.636,22.381,21.819,25.913,80.639
worst,2048,8192,512,0.0498046875,40.718,37.005,30.862,28.148,,,15.369,13.84,27.497,25.362,24.934,22.752,15.369,13.84,1.0005,41.834,41.731,40.057,40.722,45.603,142.729
worst,2048,8192,1024,0.0498046875,63.251,59.005,52.425,48.016,,,24.888,23.08,46.27,42.47,41.921,38.115,24.888,23.08,1.0007,73.976,74.017,62.582,69.837,74.156,259.581
worst,2048,8192,2048,0.0498046875,115.271,112.662,101.988,94.151,,,46.172,43.806,88.185,87.471,78.966,72.468,46.172,43.806,0.9984,137.855,137.527,112.03,131.171,140.896,517.777
worst,2048,16384,1,0.0498046875,14.211,12.912,12.886,12.298,,,8.69,7.597,12.193,11.124,11.787,10.759,8.69,7.597,0.9491,17.147,17.567,13.825,14.18,21.645,28.274
worst,2048,16384,2,0.0498046875,14.029,12.875,12.917,12.309,,,8.626,7.64,12.141,11.15,11.677,10.788,8.626,7.64,0.9573,17.422,16.748,13.623,14.08,21.329,28.497
worst,2048,16384,4,0.0498046875,14.099,12.872,12.891,12.313,,,8.55,7.641,12.181,11.166,11.739,10.812,8.55,7.641,0.9693,16.906,16.758,14.028,14.045,21.545,28.751
worst,2048,16384,8,0.0498046875,14.177,12.891,12.873,12.322,,,8.542,7.629,12.352,11.238,11.906,10.872,8.542,7.629,0.9646,16.87,17.206,14.019,14.171,21.603,28.611
worst,2048,16384,16,0.0498046875,14.203,12.878,13.045,12.331,,,8.554,7.639,14.904,14.02,14.345,13.451,8.554,7.639,0.9727,16.993,17.044,14.014,14.152,21.383,28.65
worst,2048,16384,32,0.0498046875,14.24,12.913,13.128,12.369,,,8.677,7.705,15.694,14.594,15.109,13.965,8.677,7.705,0.9948,16.981,17.255,14.076,14.292,21.604,38.461
worst,2048,16384,64,0.0498046875,14.848,13.005,13.533,12.462,,,9.019,7.789,14.965,13.647,14.171,13.096,9.019,7.789,0.9935,17.505,17.633,14.686,14.779,22.251,39.657
worst,2048,16384,128,0.0498046875,15.745,13.192,14.389,12.633,,,9.811,8.051,18.627,16.83,17.243,15.568,9.811,8.051,1.0017,18.494,18.558,15.58,15.929,22.493,46.636
worst,2048,16384,256,0.0498046875,22.877,17.741,26.243,23.72,,,14.275,12.281,20.891,18.344,18.678,16.054,14.275,12.281,0.9989,26.632,26.668,24.794,20.53,31.951,85.804
worst,2048,16384,512,0.0498046875,39.348,32.168,49.694,45.754,,,24.313,22.298,37.692,33.545,33.308,29.458,24.313,22.298,1.0039,48.954,48.682,43.227,37.7,56.196,149.913
worst,2048,16384,1024,0.0498046875,63.636,52.004,86.86,78.786,,,39.918,37.342,64.036,58.449,56.155,49.596,39.918,37.342,0.9978,86.865,86.455,71.609,66.108,91.516,275.241
worst,2048,16384,2048,0.0498046875,112.69,108.59,168.704,164.308,,,75.14,74.436,121.251,119.285,105.693,103.091,75.14,74.436,0.9967,158.31,157.535,123.613,118.527,173.909,547.35
worst,2048,32768,1,0.0498046875,15.718,13.971,20.376,19.737,,,13.194,10.792,11.929,11.263,11.55,11.012,13.194,10.792,0.9581,18.51,18.01,18.208,15.679,30.666,43.589
worst,2048,32768,2,0.0498046875,15.696,13.941,20.429,19.667,,,12.997,10.808,11.95,11.292,11.577,11.032,12.997,10.808,0.9582,19.089,18.221,17.978,15.907,30.642,44.321
worst,2048,32768,4,0.0498046875,15.662,13.944,20.448,19.667,,,12.928,10.833,12.037,11.357,11.683,11.059,12.928,10.833,0.9566,19.028,18.223,17.831,15.813,30.766,44.131
worst,2048,32768,8,0.0498046875,15.793,13.935,20.928,20.002,,,12.869,10.827,12.189,11.449,11.84,11.16,12.869,10.827,0.959,18.279,18.182,17.947,15.903,30.903,43.826
worst,2048,32768,16,0.0498046875,15.862,13.954,21.128,20.046,,,12.995,10.843,15.061,14.416,14.641,14.057,12.995,10.843,0.9761,18.375,18.243,17.945,15.857,31.001,43.629
worst,2048,32768,32,0.0498046875,16.174,13.992,21.726,20.228,,,13.366,10.913,16.797,15.718,16.208,15.091,13.366,10.913,0.9896,18.601,18.45,18.201,16.026,30.982,50.072
worst,2048,32768,64,0.0498046875,16.737,14.086,21.12,19.708,,,13.721,11.017,19.145,17.732,18.462,16.909,13.721,11.017,1.0012,19.168,19.06,18.894,16.741,31.368,68.611
worst,2048,32768,128,0.0498046875,18.302,14.347,22.278,19.949,,,14.587,11.295,26.542,23.765,24.904,22.219,14.587,11.295,1.0087,20.673,20.689,20.624,18.382,31.815,52.317
worst,2048,32768,256,0.0498046875,28.761,20.086,42.051,38.235,,,21.587,19.138,37.208,32.75,33.806,29.511,21.587,19.138,0.9984,32.427,32.358,32.603,25.575,43.918,96.963
worst,2048,32768,512,0.0498046875,54.068,37.593,82.804,74.649,,,40.185,35.377,69.513,61.764,62.281,55.303,40.185,35.377,0.9935,61.833,62.073,61.523,48.208,79.456,170.105
worst,2048,32768,1024,0.0498046875,84.973,76.975,144.918,138.298,,,66.343,62.612,117.477,114.782,104.789,101.257,66.343,62.612,1.001,104.809,105.2,96.499,82.188,125.717,310.58
worst,2048,32768,2048,0.0498046875,148.398,140.86,278.597,272.62,,,124.801,120.894,224.805,222.004,199.18,195.881,124.801,120.894,1.0004,187.027,187.436,169.072,143.242,233.547,610.054
worst,2048,65536,1,0.0498046875,20.529,18.717,20.301,19.534,,,12.065,10.526,13.091,12.226,12.848,11.789,12.065,10.526,0.977,23.169,22.652,20.552,18.731,48.6,45.877
worst,2048,65536,2,0.0498046875,20.592,18.729,20.325,19.492,,,11.917,10.572,13.201,12.27,12.784,11.816,11.917,10.572,0.9608,23.612,22.771,20.223,18.92,48.783,46.685
worst,2048,65536,4,0.0498046875,20.557,18.701,20.499,19.622,,,12.142,10.609,13.222,12.326,13.009,11.888,12.142,10.609,0.975,23.551,22.797,20.383,19.02,48.846,46.255
worst,2048,65536,8,0.0498046875,20.389,18.717,20.937,19.938,,,12.146,10.756,13.486,12.37,13.195,11.964,12.146,10.756,0.9866,23.593,22.887,20.557,19.088,48.437,45.918
worst,2048,65536,16,0.0498046875,20.782,18.726,21.561,20.171,,,21.654,18.119,17.931,16.759,17.422,16.293,21.654,18.119,0.9846,23.849,23.342,20.74,19.332,48.432,45.872
worst,2048,65536,32,0.0498046875,21.456,18.779,25.801,23.858,,,22.257,18.233,19.333,17.759,18.92,17.247,22.257,18.233,0.9835,24.952,24.371,21.592,20.567,49.214,53.542
worst,2048,65536,64,0.0498046875,22.315,18.903,33.771,31.374,,,22.731,18.358,24.013,21.117,22.918,20.198,22.731,18.358,1.0014,24.67,24.767,22.899,21.612,49.378,73.854
worst,2048,65536,128,0.0498046875,25.324,19.492,63.695,60.315,,,24.558,18.751,35.724,31.237,34.145,29.553,24.558,18.751,1.0013,27.244,27.331,26.02,25.362,51.047,65.879
worst,2048,65536,256,0.0498046875,45.868,30.192,123.845,118.267,,,37.365,31.705,56.835,46.762,53.73,43.784,37.365,31.705,0.997,47.83,48.282,48.143,41.12,66.689,120.404
worst,2048,65536,512,0.0498046875,94.513,80.411,214.362,211.237,,,68.476,62.975,106.828,100.912,96.474,90.306,68.476,62.975,0.9983,89.057,89.143,103.529,75.323,126.277,203.22
worst,2048,65536,1024,0.0498046875,146.387,133.835,422.792,419.413,,,113.432,106.559,184.98,178.862,158.08,151.827,113.432,106.559,0.9985,153.099,152.826,160.774,125.471,196.236,371.427
worst,2048,65536,2048,0.0498046875,247.151,234.698,838.813,836.196,,,213.537,206.641,356.113,350.289,299.112,292.817,213.537,206.641,0.9954,275.354,274.965,266.532,221.258,362.351,736.003
worst,2048,131072,1,0.0498046875,23.244,20.827,20.515,19.579,,,13.427,11.891,15.731,14.185,15.385,13.88,13.427,11.891,0.9748,25.374,24.971,19.885,17.008,79.007,49.398
worst,2048,131072,2,0.0498046875,23.105,20.803,20.485,19.59,,,13.665,11.914,15.95,14.251,15.661,13.939,13.665,11.914,0.9718,25.663,25.366,19.758,17.138,78.781,49.746
worst,2048,131072,4,0.0498046875,23.236,20.819,20.611,19.774,,,13.518,11.962,16.013,14.309,15.811,13.956,13.518,11.962,0.9773,25.894,25.338,20.126,17.332,78.781,49.61
worst,2048,131072,8,0.0498046875,23.547,20.819,21.515,20.103,,,13.912,12.122,16.331,14.403,16.201,14.093,13.912,12.122,0.9684,26.401,25.759,20.435,17.902,79.547,50.231
worst,2048,131072,16,0.0498046875,23.8,20.802,25.614,23.892,,,17.347,16.296,22.273,19.963,21.702,19.467,17.347,16.296,0.9754,26.496,25.888,20.702,18.404,78.274,50.254
worst,2048,131072,32,0.0498046875,24.477,20.884,33.126,30.68,,,50.982,43.395,24.304,21.494,23.278,20.808,28.964,25.385,0.9947,27.485,27.27,23.849,21.607,78.626,58.794
worst,2048,131072,64,0.0498046875,26.712,21.072,62.852,59.441,,,36.699,28.486,33.34,29.051,32.504,28.011,42.857,34.732,0.9951,33.026,33.071,26.148,24.451,80.61,85.606
worst,2048,131072,128,0.0498046875,34.004,22.303,108.512,102.194,,,41.774,28.647,56.235,45.362,55.095,44.28,48.009,35.372,1.0034,37.164,37.302,35.666,34.023,85.944,86.863
worst,2048,131072,256,0.0498046875,74.615,60.082,211.852,207.391,,,61.474,52.596,104.324,93.546,95.953,86.587,67.246,57.843,1.0013,82.368,82.152,79.848,69.68,117.248,166.053
worst,2048,131072,512,0.0498046875,146.254,131.111,384.09,379.975,,,110.858,101.107,189.296,180.849,168.507,159.055,117.157,106.634,1.006,150.946,150.944,160.619,122.298,200.135,272.383
worst,2048,131072,1024,0.0498046875,234.185,220.44,728.277,724.407,,,190.311,180.137,329.891,321.872,288.298,278.84,190.311,180.137,1.0028,268.317,269.438,256.599,224.902,324.21,496.094
worst,2048,131072,2048,0.0498046875,419.703,405.774,1452.806,1447.343,,,357.204,347.062,635.215,626.952,547.391,538.326,357.204,347.062,0.9989,503.517,502.008,453.581,407.276,593.13,962.216
worst,2048,262144,1,0.0498046875,35.337,31.944,20.145,19.327,,,20.208,15.147,21.721,19.12,21.414,18.587,20.208,15.147,0.9806,27.193,27.313,24.237,21.726,137.319,56.525
worst,2048,262144,2,0.0498046875,35.139,31.907,20.089,19.372,,,16.872,14.514,21.569,18.941,21.502,18.652,16.872,14.514,0.983,27.155,27.24,24.241,21.734,137.024,56.919
worst,2048,262144,4,0.0498046875,35.213,31.921,20.76,19.431,,,17.569,14.614,21.878,19.006,21.865,18.739,17.569,14.614,0.9838,27.454,27.217,24.361,21.996,136.208,57.072
worst,2048,262144,8,0.0498046875,35.548,31.927,24.965,23.3,,,17.531,14.796,22.317,19.142,22.277,18.898,17.531,14.796,0.9773,33.749,32.698,25.002,22.53,136.809,57.277
worst,2048,262144,16,0.0498046875,36.089,31.929,32.473,30.081,,,22.005,20.799,32.034,28.467,31.68,28.035,22.005,20.799,0.9935,33.403,33.11,25.54,23.589,136.435,59.205
worst,2048,262144,32,0.0498046875,37.417,31.984,61.284,58.108,,,62.366,52.993,35.12,30.543,34.587,29.639,36.801,31.547,1.0027,35.014,34.952,31.66,30.445,135.739,70.759
worst,2048,262144,64,0.0498046875,44.036,32.334,119.544,114.121,,,101.381,84.837,56.51,46.337,55.665,45.293,56.535,47.771,1.0041,51.028,51.648,39.737,38.307,145.242,105.966
worst,2048,262144,128,0.0498046875,67.862,54.395,200.478,194.394,,,83.351,73.346,106.29,95.824,102.431,93.242,90.385,79.199,1.0022,69.711,70.023,68.985,67.631,179.564,138.167
worst,2048,262144,256,0.0498046875,126.179,108.387,354.036,347.982,,,106.844,94.205,189.028,180.737,178.612,170.766,109.309,96.959,1.003,132.537,133.346,132.847,121.093,197.605,242.75
worst,2048,262144,512,0.0498046875,248.13,224.558,699.026,693.61,,,197.972,183.576,353.355,344.701,331.647,323.669,206.444,190.366,1.0122,248.964,253.092,268.171,218.301,351.655,413.159
worst,2048,262144,1024,0.0498046875,418.811,398.83,1383.857,1377.103,,,378.957,364.935,616.164,607.756,569.589,560.514,378.957,364.935,0.9972,473.013,475.502,447.176,411.89,584.532,742.388
worst,2048,262144,2048,0.0498046875,743.878,728.232,2745.344,2739.978,,,672.5,658.519,1201.19,1193.027,1100.415,1091.455,672.5,658.519,1.0007,858.85,858.837,788.91,749.241,1022.453,1430.177
