scenario,K,N,BS,hit_rate,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,sglang_v2_cold_us,sglang_v2_warm_us,flashinfer_topk_cold_us,flashinfer_topk_warm_us,flashinfer_topk_i32_cold_us,flashinfer_topk_i32_warm_us,sglang_v2_cold_span_us,sglang_v2_warm_span_us,anchor_ratio,rr_op21_hls_cold_us_adj,rr_op25_hls_cold_us_adj,rr_op26_r0auto_cold_us_adj,rr_gvr_multicta_cutedsl_cold_us_adj,rr_radix_single_cuda_cold_us_adj,rr_radix_multi_cuda_cold_us_adj
real,512,16384,512,0.669921875,46.585,37.808,47.628,43.748,32.417,29.23,20.856,18.653,35.596,31.393,33.51,29.646,20.856,18.653,1.0029,34.625,38.892,31.713,41.759,53.405,141.995
real,512,16384,1024,0.669921875,73.775,60.867,83.215,75.143,54.177,49.157,33.584,30.809,60.682,52.858,56.551,49.717,33.584,30.809,0.9988,52.408,59.785,52.569,77.308,87.729,263.634
real,512,16384,2048,0.669921875,124.509,119.104,162.141,156.602,101.885,99.813,61.825,61.079,114.538,112.165,106.517,103.58,61.825,61.079,1.0001,87.77,100.2,91.303,136.555,165.402,522.582
real,512,32768,1,0.7265625,17.286,15.412,16.313,15.465,15.896,14.816,11.083,8.807,11.381,10.523,11.051,10.331,11.083,8.807,1.0157,13.168,13.94,13.125,17.094,27.34,37.615
real,512,32768,2,0.7265625,17.248,15.389,15.912,15.144,15.918,14.888,11.021,8.844,11.432,10.541,11.149,10.352,11.021,8.844,1.0338,13.174,13.931,12.815,17.249,27.444,37.117
real,512,32768,4,0.7265625,17.304,15.402,20.005,19.082,15.915,14.907,10.989,8.868,11.71,10.936,11.417,10.732,10.989,8.868,1.0068,13.322,13.886,12.758,17.131,27.395,36.857
real,512,32768,8,0.7265625,17.498,15.415,20.399,19.355,15.862,14.939,10.998,8.889,11.882,11.02,11.544,10.809,10.998,8.889,0.9981,13.236,14.098,12.89,17.638,27.368,36.916
real,512,32768,16,0.7265625,17.843,15.781,20.756,19.595,16.328,15.327,11.304,9.263,14.477,13.356,13.866,12.818,11.304,9.263,1.0076,13.519,14.458,13.306,17.909,27.832,36.506
real,512,32768,32,0.7265625,18.318,15.963,21.363,19.834,16.627,15.396,11.789,9.337,15.83,14.772,15.366,14.224,11.789,9.337,1.0005,13.91,14.937,13.893,18.25,28.536,43.493
real,512,32768,64,0.7265625,18.861,16.123,19.747,18.131,17.182,15.52,12.32,9.429,17.377,15.805,16.901,15.342,12.32,9.429,1.0051,14.544,15.225,14.259,18.918,28.558,61.525
real,512,32768,128,0.7265625,20.083,16.553,20.957,18.348,18.078,16.029,13.224,9.721,21.904,19.094,21.513,18.728,13.224,9.721,0.9952,15.589,16.159,15.494,20.081,29.835,49.977
real,512,32768,256,0.7265625,32.86,27.114,39.06,35.112,26.915,24.539,18.061,15.549,28.508,23.965,27.475,23.049,18.061,15.549,0.9957,23.701,25.619,21.975,30.03,40.593,91.136
real,512,32768,512,0.7265625,66.398,54.21,76.7,68.428,48.427,44.601,33.998,27.904,52.371,44.077,49.878,42.402,33.998,27.904,0.9957,46.976,51.185,42.78,57.18,73.437,160.691
real,512,32768,1024,0.7265625,102.271,94.907,134.571,126.516,80.759,78.752,58.434,51.822,88.325,83.988,82.988,78.534,58.434,51.822,0.9983,71.503,77.583,65.237,100.74,115.726,291.554
real,512,32768,2048,0.7265625,169.488,161.479,256.307,249.196,151.838,150.439,102.799,96.676,165.715,161.128,154.501,150.147,102.799,96.676,1.0006,116.602,127.244,105.289,178.686,213.484,574.32
real,512,65536,1,0.841796875,32.82,31.207,15.691,15.05,25.267,24.393,9.032,7.855,12.483,11.449,12.346,11.199,9.032,7.855,1.004,18.868,12.947,14.309,23.074,43.227,40.769
real,512,65536,2,0.841796875,33.088,31.344,19.019,18.189,25.419,24.493,9.126,7.911,12.541,11.468,12.426,11.24,9.126,7.911,1.0142,19.273,13.218,14.568,23.725,43.242,40.237
real,512,65536,4,0.841796875,33.24,31.399,19.643,18.736,25.307,24.545,9.337,8.305,12.872,11.853,12.841,11.615,9.337,8.305,1.0086,19.672,13.339,14.618,23.609,43.449,39.959
real,512,65536,8,0.841796875,33.475,31.682,20.491,19.318,25.284,24.57,9.478,8.392,13.121,11.91,12.96,11.682,9.478,8.392,1.0101,19.834,13.633,14.875,23.954,43.004,39.81
real,512,65536,16,0.841796875,34.043,32.023,20.952,19.584,25.746,24.932,16.83,13.362,16.657,15.188,16.201,14.804,16.83,13.362,1.0042,20.19,14.205,15.395,24.466,43.969,39.258
real,512,65536,32,0.841796875,34.6,32.246,24.933,23.001,26.041,25.058,17.368,13.506,18.025,16.363,17.555,15.915,17.368,13.506,1.0049,21.298,14.91,16.32,27.513,43.885,46.739
real,512,65536,64,0.841796875,35.919,32.559,31.969,29.549,26.705,25.221,18.161,13.652,21.172,18.504,20.78,17.959,18.161,13.652,0.9987,26.148,17.344,17.898,29.533,44.859,67.09
real,512,65536,128,0.841796875,38.617,33.6,60.121,56.779,27.885,25.738,19.797,14.004,30.358,25.408,30.025,25.159,19.797,14.004,1.0015,27.067,18.609,20.582,38.552,46.382,59.719
real,512,65536,256,0.841796875,63.654,50.342,116.327,110.831,43.974,40.632,29.054,23.038,46.163,34.687,45.193,34.111,29.054,23.038,0.9896,44.195,38.425,34.059,57.595,60.756,109.946
real,512,65536,512,0.841796875,215.009,202.273,201.534,198.227,79.494,76.611,54.324,45.389,83.097,74.773,79.639,71.58,54.324,45.389,1.0133,107.016,83.109,76.151,110.171,119.661,189.364
real,512,65536,1024,0.841796875,357.708,352.653,398.376,395.561,132.418,129.648,90.567,79.895,136.12,127.916,128.199,119.695,90.567,79.895,0.9794,174.202,124.533,118.741,192.059,181.877,338.344
real,512,65536,2048,0.841796875,601.249,614.367,790.514,787.812,253.282,250.679,158.797,148.196,254.691,246.117,236.079,227.405,158.797,148.196,1.0285,282.165,202.865,182.641,320.982,313.573,637.335
real,512,131072,1,0.845703125,25.008,22.773,18.536,17.896,43.169,42.47,10.617,9.039,14.52,12.77,14.355,12.646,10.617,9.039,1.0134,20.365,14.235,14.417,17.25,69.336,42.488
real,512,131072,2,0.845703125,25.222,22.724,20.057,19.316,43.15,42.561,10.678,9.09,14.627,12.84,14.582,12.694,10.678,9.09,1.0145,20.582,14.26,14.663,17.687,71.255,42.675
real,512,131072,4,0.845703125,25.107,22.786,19.729,18.91,43.025,42.568,11.069,9.519,15.078,13.212,15.025,13.094,11.069,9.519,1.0117,20.993,14.369,14.919,17.7,69.582,41.826
real,512,131072,8,0.845703125,25.507,22.831,20.736,19.298,43.038,42.67,11.427,9.611,15.384,13.317,15.345,13.176,11.427,9.611,0.9991,21.81,14.7,15.587,18.17,70.979,42.201
real,512,131072,16,0.845703125,25.98,23.145,24.456,22.603,43.543,43.005,13.818,12.556,20.035,17.381,19.587,17.365,13.818,12.556,1.0091,21.953,15.794,16.106,19.09,71.257,42.196
real,512,131072,32,0.845703125,26.892,23.378,31.605,29.044,43.95,43.17,38.652,32.226,21.627,18.648,21.36,18.601,22.814,19.614,0.9996,23.467,17.033,19.471,23.011,72.413,50.908
real,512,131072,64,0.845703125,29.293,23.725,59.367,56.02,44.473,43.355,32.03,23.767,27.793,23.107,27.59,22.813,37.732,29.829,1.0017,35.459,23.339,22.439,26.523,73.668,75.028
real,512,131072,128,0.845703125,38.356,25.754,103.509,97.226,47.732,43.838,38.779,24.439,45.006,33.671,45.164,34.191,44.054,30.47,0.9945,39.688,25.927,31.652,38.151,81.091,79.802
real,512,131072,256,0.845703125,87.489,76.61,202.086,197.783,75.569,72.535,59.505,49.782,81.657,70.418,78.738,68.173,72.244,55.773,1.0002,92.001,70.592,63.248,83.058,110.349,153.98
real,512,131072,512,0.845703125,177.097,154.759,364.329,360.234,139.611,136.482,104.268,94.072,142.426,132.527,135.992,125.513,107.349,96.93,1.0058,189.27,139.864,131.036,149.416,187.255,250.16
real,512,131072,1024,0.845703125,286.536,272.304,690.544,686.937,234.933,231.39,191.468,180.109,250.586,240.486,233.996,223.673,191.468,180.109,0.9941,292.732,210.708,203.436,276.263,300.255,450.979
real,512,131072,2048,0.845703125,518.156,510.301,1376.416,1372.334,453.222,449.336,342.746,331.422,477.099,467.495,446.424,435.848,342.746,331.422,0.9999,542.086,376.569,350.52,517.237,547.109,863.93
real,512,262144,1,0.47265625,39.11,35.607,19.158,18.397,77.873,77.742,14.632,12.225,19.363,16.656,19.497,16.627,14.632,12.225,1.0084,17.442,15.554,18.863,22.026,128.338,48.756
real,512,262144,2,0.47265625,38.996,35.594,19.379,18.555,77.772,77.809,14.952,12.265,19.598,16.68,19.734,16.642,14.952,12.265,1.0148,17.585,16.216,18.955,22.098,127.068,47.505
real,512,262144,4,0.47265625,39.191,35.631,20.707,19.417,77.764,77.911,15.35,12.752,20.053,17.09,20.216,17.045,15.35,12.752,1.0096,17.964,16.251,19.432,22.399,128.28,47.863
real,512,262144,8,0.47265625,39.526,35.676,24.182,22.344,77.677,77.97,15.713,12.836,20.358,17.193,20.593,17.172,15.713,12.836,1.0083,18.49,16.52,19.851,22.864,127.703,48.05
real,512,262144,16,0.47265625,40.374,36.003,31.459,28.954,78.189,78.29,18.726,18.235,27.733,24.22,27.572,23.735,18.726,18.235,1.0035,18.978,19.17,21.018,24.348,129.265,49.201
real,512,262144,32,0.47265625,41.926,36.304,59.089,55.674,78.7,78.639,54.084,43.353,30.161,25.68,30.131,25.569,31.96,33.877,0.9985,20.385,20.241,27.516,32.465,130.755,60.902
real,512,262144,64,0.47265625,51.294,36.833,115.026,109.213,80.164,78.767,88.165,70.911,47.705,36.842,47.775,36.751,49.503,40.181,1.0051,35.466,36.267,36.224,40.852,140.728,92.594
real,512,262144,128,0.47265625,84.154,73.204,193.622,187.784,84.514,80.329,80.695,70.269,85.748,75.638,86.223,76.306,87.207,75.956,1.0033,39.869,40.557,62.036,84.194,174.509,130.335
real,512,262144,256,0.47265625,154.437,139.743,342.225,336.115,135.565,131.811,104.94,91.267,149.933,139.009,146.248,135.499,112.644,105.109,0.9982,118.762,121.903,110.137,154.957,190.864,226.84
real,512,262144,512,0.47265625,318.08,294.999,676.043,670.05,254.907,250.542,191.689,176.312,274.464,263.498,265.597,254.724,200.806,183.457,1.0076,247.875,245.561,233.241,279.562,334.773,379.871
real,512,262144,1024,0.47265625,533.981,520.875,1339.96,1334.103,429.899,424.702,364.076,349.115,477.745,467.037,461.684,450.134,364.076,349.115,1.0031,387.376,393.341,372.087,528.467,557.116,677.688
real,512,262144,2048,0.47265625,968.091,953.002,2639.645,2633.896,845.43,829.334,651.01,636.236,915.945,905.225,879.403,868.167,651.01,636.236,1.0057,681.246,688.154,650.906,987.282,972.165,1309.344
real,1024,4096,1,0.634765625,10.438,9.169,6.406,5.595,7.781,6.437,5.278,4.144,7.453,6.92,7.2,6.616,5.278,4.144,1.0237,10.454,10.944,11.463,10.358,14.994,36.486
real,1024,4096,2,0.634765625,10.451,9.167,6.514,5.618,7.723,6.469,5.267,4.137,7.573,6.934,7.187,6.65,5.267,4.137,1.0377,10.392,11.011,11.643,10.622,15.348,36.964
real,1024,4096,4,0.634765625,10.496,9.165,6.475,5.622,7.683,6.477,5.28,4.154,7.632,7.015,7.232,6.659,5.28,4.154,1.0157,10.615,10.777,11.837,10.57,15.296,36.586
real,1024,4096,8,0.634765625,10.449,9.163,6.542,5.63,7.673,6.478,5.261,4.148,7.978,7.339,7.628,7.021,5.261,4.148,1.0221,10.578,10.812,11.376,10.325,15.235,36.344
real,1024,4096,16,0.634765625,10.573,9.522,6.779,5.999,7.747,6.847,5.253,4.534,8.059,7.461,7.654,7.085,5.253,4.534,1.0303,10.62,10.89,11.524,10.474,15.308,34.432
real,1024,4096,32,0.634765625,10.688,9.725,6.824,6.086,7.795,6.909,5.31,4.599,8.131,7.515,7.717,7.16,5.31,4.599,1.0256,10.727,11.09,11.651,10.534,15.519,34.688
real,1024,4096,64,0.634765625,10.981,9.822,6.909,6.114,7.88,6.951,5.418,4.63,8.304,7.579,7.926,7.206,5.418,4.63,1.014,10.922,11.556,12.107,11.039,15.917,35.707
real,1024,4096,128,0.634765625,11.44,10.051,7.507,6.53,8.232,7.082,5.739,4.769,8.555,7.725,8.168,7.334,5.739,4.769,0.9998,11.385,11.904,12.613,11.569,16.594,43.354
real,1024,4096,256,0.634765625,14.069,12.412,13.302,11.618,10.974,9.511,7.541,6.632,12.161,11.218,11.518,10.6,7.541,6.632,1.0057,12.598,12.893,15.062,13.657,23.717,77.826
real,1024,4096,512,0.634765625,25.065,22.639,24.609,21.868,19.491,17.117,13.021,11.503,21.923,20.523,20.275,19.085,13.021,11.503,0.9976,23.632,23.561,26.551,25.319,42.459,140.29
real,1024,4096,1024,0.634765625,38.774,35.954,41.27,37.172,32.073,28.807,20.788,19.3,36.553,34.913,33.777,32.01,20.788,19.3,0.9994,35.767,36.577,40.532,44.641,69.359,255.358
real,1024,4096,2048,0.634765625,70.231,66.021,80.015,72.718,59.591,53.878,38.308,36.233,68.553,65.972,62.822,60.547,38.308,36.233,0.9986,61.022,62.722,73.187,82.037,132.795,504.455
real,1024,8192,1,0.669921875,20.517,18.634,8.539,7.87,9.181,8.555,6.229,5.346,11.931,11.814,11.162,10.409,6.229,5.346,0.9196,12.24,12.82,17.219,20.474,18.561,41.383
real,1024,8192,2,0.669921875,18.814,17.417,8.096,7.365,8.798,7.502,5.731,4.665,11.67,10.812,11.197,10.456,5.731,4.665,1.0029,11.268,11.563,15.91,19.139,17.19,37.648
real,1024,8192,4,0.669921875,18.801,17.447,8.121,7.377,8.808,7.531,5.773,4.692,11.902,11.201,11.538,10.851,5.773,4.692,1.0125,11.154,11.768,15.735,19.068,17.208,37.575
real,1024,8192,8,0.669921875,18.821,17.455,8.185,7.39,8.798,7.542,5.747,4.701,12.073,11.29,11.68,10.946,5.747,4.701,1.0041,11.347,11.851,15.84,18.958,17.152,37.268
real,1024,8192,16,0.669921875,19.067,17.821,8.355,7.775,8.883,7.931,5.659,5.075,14.773,14.039,14.173,13.578,5.659,5.075,1.0136,11.348,12.065,16.105,19.121,17.424,36.024
real,1024,8192,32,0.669921875,19.289,18.006,8.517,7.842,9.027,7.987,5.79,5.131,15.424,14.866,14.749,14.279,5.79,5.131,1.0054,11.59,12.267,16.199,19.347,17.58,36.301
real,1024,8192,64,0.669921875,19.48,18.146,8.739,7.87,9.198,8.045,5.965,5.176,15.11,14.107,14.422,13.488,5.965,5.176,1.0026,11.801,12.502,16.59,19.458,17.616,36.482
real,1024,8192,128,0.669921875,20.184,18.436,9.291,8.017,9.798,8.331,6.566,5.326,14.792,13.97,14.229,13.31,6.566,5.326,1.0019,12.568,13.287,17.212,20.16,18.215,44.324
real,1024,8192,256,0.669921875,27.627,25.418,16.641,14.577,13.814,11.639,9.008,7.743,14.944,13.374,13.833,12.187,9.008,7.743,0.9998,15.835,16.631,21.195,26.954,26.348,81.088
real,1024,8192,512,0.669921875,48.734,45.717,30.521,27.751,23.53,21.12,14.922,13.558,26.694,24.464,24.4,22.078,14.922,13.558,0.9987,28.467,29.452,38.02,50.074,46.316,143.654
real,1024,8192,1024,0.669921875,77.604,73.731,51.561,47.399,38.481,34.863,24.589,22.818,44.736,40.983,40.763,36.93,24.589,22.818,0.9927,44.335,46.072,58.859,85.915,75.814,264.101
real,1024,8192,2048,0.669921875,144.382,140.555,100.372,92.978,72.305,66.253,45.193,43.134,85.289,80.916,77.201,70.386,45.193,43.134,0.9925,74.919,79.286,106.969,164.769,144.214,521.563
real,1024,16384,1,0.7080078125,16.162,14.481,12.281,11.474,11.649,10.308,7.741,6.473,11.909,10.729,11.606,10.474,7.741,6.473,1.0057,12.224,12.381,11.175,16.39,21.267,39.496
real,1024,16384,2,0.7080078125,15.989,14.476,12.345,11.51,11.595,10.376,7.778,6.517,11.915,10.809,11.685,10.54,7.778,6.517,1.0031,12.152,12.539,10.983,16.056,20.969,39.33
real,1024,16384,4,0.7080078125,16.227,14.511,12.457,11.537,11.622,10.415,7.744,6.558,12.238,11.193,11.92,10.95,7.744,6.558,0.9967,12.217,12.706,11.524,16.24,21.23,39.573
real,1024,16384,8,0.7080078125,16.193,14.523,12.442,11.549,11.608,10.44,7.769,6.573,12.352,11.24,12.064,10.989,7.769,6.573,0.993,12.24,12.764,11.521,16.218,21.293,39.25
real,1024,16384,16,0.7080078125,16.43,14.873,12.63,11.935,11.763,10.795,7.843,6.939,14.827,13.866,14.502,13.497,7.843,6.939,0.9996,12.533,12.903,11.531,16.589,21.372,37.778
real,1024,16384,32,0.7080078125,16.614,15.051,12.722,11.986,12.037,10.877,7.936,6.979,15.77,14.704,15.178,14.17,7.936,6.979,1.0032,12.565,13.138,11.813,16.633,21.732,37.569
real,1024,16384,64,0.7080078125,17.208,15.193,13.193,12.057,12.553,11.035,8.285,7.062,14.928,13.62,14.337,13.157,8.285,7.062,0.9992,13.167,13.691,12.155,17.212,22.241,39.208
real,1024,16384,128,0.7080078125,18.12,15.472,14.049,12.248,13.633,13.065,9.27,8.689,18.208,16.197,17.442,15.444,9.27,8.689,0.996,14.182,14.745,12.967,18.039,22.96,47.331
