cell,N,model,BS,cand_us,pr_us,speedup,exact
flash_4k_L10,1027,flash,1,4.502,7.552,1.6776,OK
flash_4k_L10,1027,flash,2,4.543,7.69435,1.6938,OK
flash_4k_L10,1027,flash,4,4.518,7.50535,1.6611,OK
flash_4k_L10,1027,flash,8,4.554,7.5855500000000005,1.6659,OK
flash_4k_L10,1027,flash,16,4.524,7.93915,1.7549,OK
flash_4k_L10,1027,flash,32,4.555,8.0496,1.7672,OK
flash_4k_L10,1027,flash,64,4.652,8.0448,1.7293,OK
flash_4k_L10,1027,flash,128,4.753,8.327950000000001,1.7521,OK
flash_4k_L10,1027,flash,256,6.526,9.343950000000001,1.4318,OK
flash_4k_L10,1027,flash,512,11.393,17.1677,1.5068,OK
flash_4k_L10,1027,flash,1024,20.673,31.7323,1.535,OK
flash_4k_L22,1027,flash,1,3.89,7.44795,1.9147,OK
flash_4k_L22,1027,flash,2,3.939,7.6223,1.9353,OK
flash_4k_L22,1027,flash,4,4.026,7.44475,1.8491,OK
flash_4k_L22,1027,flash,8,4.029,7.56155,1.8769,OK
flash_4k_L22,1027,flash,16,4.308,7.95665,1.8468,OK
flash_4k_L22,1027,flash,32,4.42,7.95185,1.7992,OK
flash_4k_L22,1027,flash,64,4.47,8.04945,1.8006,OK
flash_4k_L22,1027,flash,128,4.618,8.3632,1.8109,OK
flash_4k_L22,1027,flash,256,5.902,9.33105,1.581,OK
flash_4k_L22,1027,flash,512,10.149,17.166150000000002,1.6914,OK
flash_4k_L22,1027,flash,1024,18.144,31.5517,1.7389,OK
flash_4k_L34,1027,flash,1,3.974,7.779100000000001,1.9573,OK
flash_4k_L34,1027,flash,2,4.042,7.89595,1.9537,OK
flash_4k_L34,1027,flash,4,4.044,7.75835,1.9184,OK
flash_4k_L34,1027,flash,8,4.082,7.7166999999999994,1.8905,OK
flash_4k_L34,1027,flash,16,4.438,8.02395,1.8082,OK
flash_4k_L34,1027,flash,32,4.51,8.1824,1.8143,OK
flash_4k_L34,1027,flash,64,4.563,8.14705,1.7854,OK
flash_4k_L34,1027,flash,128,4.754,8.3455,1.7553,OK
flash_4k_L34,1027,flash,256,6.517,9.43515,1.4478,OK
flash_4k_L34,1027,flash,512,11.401,17.2845,1.516,OK
flash_4k_L34,1027,flash,1024,20.736,31.91755,1.5393,OK
flash_8k_L10,2051,flash,1,4.548,7.990399999999999,1.7567,OK
flash_8k_L10,2051,flash,2,4.537,8.07675,1.7802,OK
flash_8k_L10,2051,flash,4,4.612,7.8527,1.7028,OK
flash_8k_L10,2051,flash,8,4.662,8.0591,1.7286,OK
flash_8k_L10,2051,flash,16,4.947,8.184,1.6543,OK
flash_8k_L10,2051,flash,32,5.05,8.357700000000001,1.6549,OK
flash_8k_L10,2051,flash,64,5.165,8.389850000000001,1.6244,OK
flash_8k_L10,2051,flash,128,5.364,8.8464,1.6493,OK
flash_8k_L10,2051,flash,256,8.13,9.9229,1.2205,OK
flash_8k_L10,2051,flash,512,14.314,18.19975,1.2715,OK
flash_8k_L10,2051,flash,1024,26.119,32.665099999999995,1.2506,OK
flash_8k_L22,2051,flash,1,4.331,7.9038,1.825,OK
flash_8k_L22,2051,flash,2,4.456,8.03345,1.803,OK
flash_8k_L22,2051,flash,4,4.507,7.90715,1.7545,OK
flash_8k_L22,2051,flash,8,4.545,8.0111,1.7628,OK
flash_8k_L22,2051,flash,16,4.823,8.15185,1.6902,OK
flash_8k_L22,2051,flash,32,4.938,8.2958,1.6799,OK
flash_8k_L22,2051,flash,64,5.061,8.4255,1.6648,OK
flash_8k_L22,2051,flash,128,5.231,8.79825,1.6821,OK
flash_8k_L22,2051,flash,256,8.116,9.8879,1.2184,OK
flash_8k_L22,2051,flash,512,14.334,17.8959,1.2485,OK
flash_8k_L22,2051,flash,1024,26.12,32.21405,1.2333,OK
flash_8k_L34,2051,flash,1,4.83,8.2479,1.7076,OK
flash_8k_L34,2051,flash,2,4.888,8.3695,1.7122,OK
flash_8k_L34,2051,flash,4,4.905,8.1982,1.6714,OK
flash_8k_L34,2051,flash,8,4.926,8.3632,1.6978,OK
flash_8k_L34,2051,flash,16,4.884,8.5007,1.7404,OK
flash_8k_L34,2051,flash,32,4.946,8.5118,1.7208,OK
flash_8k_L34,2051,flash,64,5.046,8.62065,1.7085,OK
flash_8k_L34,2051,flash,128,5.208,9.0255,1.7329,OK
flash_8k_L34,2051,flash,256,7.414,10.271799999999999,1.3855,OK
flash_8k_L34,2051,flash,512,12.9,18.6494,1.4457,OK
flash_8k_L34,2051,flash,1024,23.252,33.1742,1.4267,OK
flash_16k_L10,4099,flash,1,4.307,8.988700000000001,2.0869,OK
flash_16k_L10,4099,flash,2,4.479,8.92,1.9917,OK
flash_16k_L10,4099,flash,4,4.632,8.820450000000001,1.9044,OK
flash_16k_L10,4099,flash,8,4.655,9.02075,1.938,OK
flash_16k_L10,4099,flash,16,5.03,9.211,1.8313,OK
flash_16k_L10,4099,flash,32,5.084,9.288,1.8269,OK
flash_16k_L10,4099,flash,64,5.275,9.54195,1.809,OK
flash_16k_L10,4099,flash,128,5.552,9.77735,1.7611,OK
flash_16k_L10,4099,flash,256,10.462,11.379100000000001,1.0877,OK
flash_16k_L10,4099,flash,512,18.714,20.5533,1.0983,OK
flash_16k_L10,4099,flash,1024,33.55,36.89395,1.0997,OK
flash_16k_L22,4099,flash,1,6.267,8.69745,1.3879,OK
flash_16k_L22,4099,flash,2,6.328,8.52635,1.3474,OK
flash_16k_L22,4099,flash,4,6.358,8.705549999999999,1.3693,OK
flash_16k_L22,4099,flash,8,6.403,8.67665,1.3551,OK
flash_16k_L22,4099,flash,16,6.367,8.9086,1.3991,OK
flash_16k_L22,4099,flash,32,6.477,9.02535,1.3935,OK
flash_16k_L22,4099,flash,64,6.569,9.211049999999998,1.4021,OK
flash_16k_L22,4099,flash,128,6.835,9.54235,1.3962,OK
flash_16k_L22,4099,flash,256,11.929,10.961549999999999,0.9189,OK
flash_16k_L22,4099,flash,512,21.494,19.926099999999998,0.9271,OK
flash_16k_L22,4099,flash,1024,39.068,35.79475,0.9162,OK
flash_16k_L34,4099,flash,1,5.468,8.82075,1.6131,OK
flash_16k_L34,4099,flash,2,5.523,8.51665,1.542,OK
flash_16k_L34,4099,flash,4,5.741,8.61585,1.5008,OK
flash_16k_L34,4099,flash,8,5.727,8.73745,1.5257,OK
flash_16k_L34,4099,flash,16,6.086,8.7711,1.4411,OK
flash_16k_L34,4099,flash,32,6.179,9.02225,1.4601,OK
flash_16k_L34,4099,flash,64,6.347,9.251,1.4576,OK
flash_16k_L34,4099,flash,128,6.587,9.52465,1.446,OK
flash_16k_L34,4099,flash,256,11.884,10.9566,0.922,OK
flash_16k_L34,4099,flash,512,21.452,19.78855,0.9225,OK
flash_16k_L34,4099,flash,1024,39.03,35.564099999999996,0.9112,OK
flash_32k_L10,8195,flash,1,7.9,8.84475,1.1196,OK
flash_32k_L10,8195,flash,2,7.868,8.9424,1.1365,OK
flash_32k_L10,8195,flash,4,7.942,8.763200000000001,1.1034,OK
flash_32k_L10,8195,flash,8,7.969,9.13115,1.1458,OK
flash_32k_L10,8195,flash,16,7.978,9.2608,1.1608,OK
flash_32k_L10,8195,flash,32,8.106,9.366299999999999,1.1555,OK
flash_32k_L10,8195,flash,64,8.281,9.683200000000001,1.1694,OK
flash_32k_L10,8195,flash,128,8.803,10.235149999999999,1.1627,OK
flash_32k_L10,8195,flash,256,13.638,12.3757,0.9075,OK
flash_32k_L10,8195,flash,512,23.92,22.095650000000003,0.9237,OK
flash_32k_L10,8195,flash,1024,41.771,39.53385,0.9464,OK
flash_32k_L22,8195,flash,1,7.031,8.94065,1.2716,OK
flash_32k_L22,8195,flash,2,7.07,9.032,1.2775,OK
flash_32k_L22,8195,flash,4,7.122,8.870149999999999,1.2455,OK
flash_32k_L22,8195,flash,8,7.183,9.17905,1.2778,OK
flash_32k_L22,8195,flash,16,7.482,9.337549999999998,1.2481,OK
flash_32k_L22,8195,flash,32,7.659,9.60625,1.2542,OK
flash_32k_L22,8195,flash,64,7.932,9.7488,1.229,OK
flash_32k_L22,8195,flash,128,8.346,10.3264,1.2373,OK
flash_32k_L22,8195,flash,256,11.837,12.5022,1.0562,OK
flash_32k_L22,8195,flash,512,20.456,22.29255,1.0898,OK
flash_32k_L22,8195,flash,1024,35.623,40.1356,1.1267,OK
flash_32k_L34,8195,flash,1,6.92,9.071950000000001,1.3109,OK
flash_32k_L34,8195,flash,2,6.941,9.23985,1.3313,OK
flash_32k_L34,8195,flash,4,6.977,8.996649999999999,1.2894,OK
flash_32k_L34,8195,flash,8,7.04,9.3087,1.3222,OK
flash_32k_L34,8195,flash,16,7.355,9.2815,1.2619,OK
flash_32k_L34,8195,flash,32,7.561,9.5695,1.2656,OK
flash_32k_L34,8195,flash,64,7.792,9.68795,1.2433,OK
flash_32k_L34,8195,flash,128,8.29,10.22065,1.2329,OK
flash_32k_L34,8195,flash,256,11.189,12.40925,1.1091,OK
flash_32k_L34,8195,flash,512,19.209,22.0861,1.1498,OK
flash_32k_L34,8195,flash,1024,33.093,39.83175,1.2036,OK
flash_64k_L10,16387,flash,1,8.152,10.398200000000001,1.2755,OK
flash_64k_L10,16387,flash,2,8.923,10.1631,1.1389,OK
flash_64k_L10,16387,flash,4,9.061,10.4719,1.1557,OK
flash_64k_L10,16387,flash,8,9.135,10.4848,1.1478,OK
flash_64k_L10,16387,flash,16,9.505,10.6784,1.1234,OK
flash_64k_L10,16387,flash,32,9.791,10.908700000000001,1.1142,OK
flash_64k_L10,16387,flash,64,10.289,11.33895,1.102,OK
flash_64k_L10,16387,flash,128,11.315,12.25105,1.0827,OK
flash_64k_L10,16387,flash,256,15.469,15.289299999999999,0.9884,OK
flash_64k_L10,16387,flash,512,26.63,27.5117,1.0331,OK
flash_64k_L10,16387,flash,1024,44.375,49.22175,1.1092,OK
flash_64k_L22,16387,flash,1,8.2,11.6191,1.417,OK
flash_64k_L22,16387,flash,2,8.886,11.4863,1.2926,OK
flash_64k_L22,16387,flash,4,9.031,11.83825,1.3109,OK
flash_64k_L22,16387,flash,8,9.101,11.878200000000001,1.3052,OK
flash_64k_L22,16387,flash,16,9.451,12.108649999999999,1.2812,OK
flash_64k_L22,16387,flash,32,9.739,12.337399999999999,1.2668,OK
flash_64k_L22,16387,flash,64,10.271,12.76305,1.2427,OK
flash_64k_L22,16387,flash,128,11.25,13.705549999999999,1.2182,OK
flash_64k_L22,16387,flash,256,16.51,17.787,1.0773,OK
flash_64k_L22,16387,flash,512,28.592,32.4672,1.1356,OK
flash_64k_L22,16387,flash,1024,48.467,57.79285,1.1924,OK
flash_64k_L34,16387,flash,1,7.908,10.6015,1.3405,OK
flash_64k_L34,16387,flash,2,8.542,10.33595,1.21,OK
flash_64k_L34,16387,flash,4,8.664,10.6318,1.2272,OK
flash_64k_L34,16387,flash,8,8.77,10.673549999999999,1.217,OK
flash_64k_L34,16387,flash,16,9.118,10.65595,1.1687,OK
flash_64k_L34,16387,flash,32,9.381,10.959850000000001,1.1683,OK
flash_64k_L34,16387,flash,64,9.889,11.348600000000001,1.1476,OK
flash_64k_L34,16387,flash,128,10.945,12.2462,1.1189,OK
flash_64k_L34,16387,flash,256,14.994,15.48615,1.0328,OK
flash_64k_L34,16387,flash,512,25.742,27.79005,1.0795,OK
flash_64k_L34,16387,flash,1024,42.767,49.8234,1.165,OK
flash_128k_L10,32771,flash,1,8.252,12.59515,1.5263,OK
flash_128k_L10,32771,flash,2,8.279,12.479899999999999,1.5074,OK
flash_128k_L10,32771,flash,4,8.626,12.77915,1.4814,OK
flash_128k_L10,32771,flash,8,8.889,12.736,1.4327,OK
flash_128k_L10,32771,flash,16,10.544,13.23335,1.2551,OK
flash_128k_L10,32771,flash,32,11.109,13.70825,1.234,OK
flash_128k_L10,32771,flash,64,11.963,14.2942,1.1949,OK
flash_128k_L10,32771,flash,128,13.582,15.33735,1.1293,OK
flash_128k_L10,32771,flash,256,21.714,20.934099999999997,0.9641,OK
flash_128k_L10,32771,flash,512,38.195,38.92275,1.0191,OK
flash_128k_L10,32771,flash,1024,62.037,67.77515,1.0925,OK
flash_128k_L22,32771,flash,1,7.672,11.6271,1.5155,OK
flash_128k_L22,32771,flash,2,7.712,11.468549999999999,1.4871,OK
flash_128k_L22,32771,flash,4,8.064,11.788549999999999,1.4619,OK
flash_128k_L22,32771,flash,8,8.259,11.82855,1.4322,OK
flash_128k_L22,32771,flash,16,9.934,12.331,1.2413,OK
flash_128k_L22,32771,flash,32,10.434,12.731,1.2201,OK
flash_128k_L22,32771,flash,64,11.285,13.3615,1.184,OK
flash_128k_L22,32771,flash,128,12.938,14.383799999999999,1.1117,OK
flash_128k_L22,32771,flash,256,20.843,19.747,0.9474,OK
flash_128k_L22,32771,flash,512,36.59,36.876349999999995,1.0078,OK
flash_128k_L22,32771,flash,1024,58.744,63.5673,1.0821,OK
flash_128k_L34,32771,flash,1,7.8,12.014299999999999,1.5404,OK
flash_128k_L34,32771,flash,2,7.707,11.815850000000001,1.5331,OK
flash_128k_L34,32771,flash,4,7.823,11.9599,1.5289,OK
flash_128k_L34,32771,flash,8,7.979,12.0271,1.5073,OK
flash_128k_L34,32771,flash,16,10.043,12.483,1.243,OK
flash_128k_L34,32771,flash,32,10.54,12.7757,1.2121,OK
flash_128k_L34,32771,flash,64,11.382,13.423950000000001,1.1794,OK
flash_128k_L34,32771,flash,128,12.913,14.4527,1.1192,OK
flash_128k_L34,32771,flash,256,20.971,19.69565,0.9392,OK
flash_128k_L34,32771,flash,512,36.791,36.83945,1.0013,OK
flash_128k_L34,32771,flash,1024,59.12,63.7624,1.0785,OK
flash_256k_L10,65538,flash,1,10.077,13.61895,1.3515,OK
flash_256k_L10,65538,flash,2,10.138,14.06705,1.3875,OK
flash_256k_L10,65538,flash,4,10.487,14.307,1.3643,OK
flash_256k_L10,65538,flash,8,10.831,14.61895,1.3498,OK
flash_256k_L10,65538,flash,16,15.772,14.9888,0.9503,OK
flash_256k_L10,65538,flash,32,16.671,15.8542,0.951,OK
flash_256k_L10,65538,flash,64,18.274,18.2238,0.9973,OK
flash_256k_L10,65538,flash,128,22.992,20.356450000000002,0.8854,OK
flash_256k_L10,65538,flash,256,33.71,31.7261,0.9411,OK
flash_256k_L10,65538,flash,512,62.491,60.22005,0.9637,OK
flash_256k_L10,65538,flash,1024,100.712,100.51065,0.998,OK
flash_256k_L22,65538,flash,1,11.588,12.63345,1.0902,OK
flash_256k_L22,65538,flash,2,11.593,13.26705,1.1444,OK
flash_256k_L22,65538,flash,4,11.664,13.42855,1.1513,OK
flash_256k_L22,65538,flash,8,11.947,13.74385,1.1504,OK
flash_256k_L22,65538,flash,16,14.748,14.052700000000002,0.9529,OK
flash_256k_L22,65538,flash,32,15.668,14.9806,0.9561,OK
flash_256k_L22,65538,flash,64,17.206,17.699,1.0286,OK
flash_256k_L22,65538,flash,128,25.455,19.811,0.7783,OK
flash_256k_L22,65538,flash,256,36.82,31.057599999999997,0.8435,OK
flash_256k_L22,65538,flash,512,68.546,58.86645,0.8588,OK
flash_256k_L22,65538,flash,1024,110.585,98.39245,0.8897,OK
flash_256k_L34,65538,flash,1,9.512,13.254299999999999,1.3934,OK
flash_256k_L34,65538,flash,2,9.511,13.8094,1.452,OK
flash_256k_L34,65538,flash,4,9.589,13.9502,1.4548,OK
flash_256k_L34,65538,flash,8,9.879,14.3919,1.4568,OK
flash_256k_L34,65538,flash,16,14.231,14.6814,1.0317,OK
flash_256k_L34,65538,flash,32,15.09,15.647950000000002,1.037,OK
flash_256k_L34,65538,flash,64,16.569,18.10705,1.0928,OK
flash_256k_L34,65538,flash,128,22.132,20.236549999999998,0.9144,OK
flash_256k_L34,65538,flash,256,32.708,31.5598,0.9649,OK
flash_256k_L34,65538,flash,512,60.58,59.455349999999996,0.9814,OK
flash_256k_L34,65538,flash,1024,97.239,99.66755,1.025,OK
flash_512k_L10,131075,flash,1,9.392,17.9597,1.9123,OK
flash_512k_L10,131075,flash,2,9.548,17.79495,1.8637,OK
flash_512k_L10,131075,flash,4,9.823,18.29895,1.8629,OK
flash_512k_L10,131075,flash,8,12.331,19.623849999999997,1.5915,OK
flash_512k_L10,131075,flash,16,19.619,20.145349999999997,1.0268,OK
flash_512k_L10,131075,flash,32,20.108,21.19655,1.0541,OK
flash_512k_L10,131075,flash,64,22.174,26.743650000000002,1.2061,OK
flash_512k_L10,131075,flash,128,32.56,37.76275,1.1598,OK
flash_512k_L10,131075,flash,256,62.738,83.08535,1.3243,OK
flash_512k_L10,131075,flash,512,116.059,149.5068,1.2882,OK
flash_512k_L10,131075,flash,1024,200.969,272.31,1.355,OK
flash_512k_L22,131075,flash,1,9.748,20.900599999999997,2.144,OK
flash_512k_L22,131075,flash,2,9.879,20.9773,2.1234,OK
flash_512k_L22,131075,flash,4,10.399,21.382150000000003,2.0563,OK
flash_512k_L22,131075,flash,8,11.759,24.10845,2.0503,OK
flash_512k_L22,131075,flash,16,19.096,24.6365,1.2901,OK
flash_512k_L22,131075,flash,32,22.576,25.9324,1.1487,OK
flash_512k_L22,131075,flash,64,24.508,34.8605,1.4224,OK
flash_512k_L22,131075,flash,128,33.51,46.07465,1.375,OK
flash_512k_L22,131075,flash,256,64.259,120.3377,1.8727,OK
flash_512k_L22,131075,flash,512,119.011,219.29175,1.8426,OK
flash_512k_L22,131075,flash,1024,206.383,406.25584999999995,1.9685,OK
flash_512k_L34,131075,flash,1,11.101,14.675,1.3219,OK
flash_512k_L34,131075,flash,2,11.131,14.804649999999999,1.3301,OK
flash_512k_L34,131075,flash,4,11.28,15.30545,1.3568,OK
flash_512k_L34,131075,flash,8,11.336,16.68625,1.472,OK
flash_512k_L34,131075,flash,16,18.31,17.2078,0.9398,OK
flash_512k_L34,131075,flash,32,21.755,18.31015,0.8416,OK
flash_512k_L34,131075,flash,64,23.874,24.13415,1.0109,OK
flash_512k_L34,131075,flash,128,33.554,32.4088,0.9659,OK
flash_512k_L34,131075,flash,256,64.577,63.6361,0.9854,OK
flash_512k_L34,131075,flash,512,119.321,113.4851,0.9511,OK
flash_512k_L34,131075,flash,1024,206.765,202.4279,0.979,OK
flash_1024k_L10,262127,flash,1,10.306,21.19175,2.0563,OK
flash_1024k_L10,262127,flash,2,10.52,21.1133,2.0069,OK
flash_1024k_L10,262127,flash,4,11.364,21.658900000000003,1.906,OK
flash_1024k_L10,262127,flash,8,13.902,23.148400000000002,1.6651,OK
flash_1024k_L10,262127,flash,16,22.688,23.990099999999998,1.0574,OK
flash_1024k_L10,262127,flash,32,29.511,27.13085,0.9194,OK
flash_1024k_L10,262127,flash,64,33.72,39.78515,1.1799,OK
flash_1024k_L10,262127,flash,128,62.439,81.6164,1.3071,OK
flash_1024k_L10,262127,flash,256,116.572,151.95795,1.3036,OK
flash_1024k_L10,262127,flash,512,221.115,271.70509999999996,1.2288,OK
flash_1024k_L10,262127,flash,1024,401.895,519.713,1.2932,OK
flash_1024k_L22,262127,flash,1,11.674,20.778950000000002,1.7799,OK
flash_1024k_L22,262127,flash,2,11.764,20.81905,1.7697,OK
flash_1024k_L22,262127,flash,4,12.251,21.433349999999997,1.7495,OK
flash_1024k_L22,262127,flash,8,13.807,23.1869,1.6794,OK
flash_1024k_L22,262127,flash,16,22.766,24.12295,1.0596,OK
flash_1024k_L22,262127,flash,32,29.441,27.1644,0.9227,OK
flash_1024k_L22,262127,flash,64,33.766,39.0539,1.1566,OK
flash_1024k_L22,262127,flash,128,62.402,80.88865,1.2962,OK
flash_1024k_L22,262127,flash,256,116.732,151.04935,1.294,OK
flash_1024k_L22,262127,flash,512,220.69,271.1442,1.2286,OK
flash_1024k_L22,262127,flash,1024,402.607,517.36995,1.285,OK
flash_1024k_L34,262127,flash,1,10.345,19.30695,1.8662,OK
flash_1024k_L34,262127,flash,2,10.921,19.4157,1.7779,OK
flash_1024k_L34,262127,flash,4,11.375,20.09095,1.7663,OK
flash_1024k_L34,262127,flash,8,13.893,22.1757,1.5962,OK
flash_1024k_L34,262127,flash,16,22.755,23.011,1.0112,OK
flash_1024k_L34,262127,flash,32,29.509,26.01725,0.8817,OK
flash_1024k_L34,262127,flash,64,33.74,38.305099999999996,1.1353,OK
flash_1024k_L34,262127,flash,128,62.505,62.27285,0.9963,OK
flash_1024k_L34,262127,flash,256,116.949,108.2084,0.9253,OK
flash_1024k_L34,262127,flash,512,221.711,198.40570000000002,0.8949,OK
flash_1024k_L34,262127,flash,1024,402.883,374.5765,0.9297,OK
pro_4k_L14,1027,pro,1,4.34,9.32145,2.1479,OK
pro_4k_L14,1027,pro,2,4.329,9.2765,2.1429,OK
pro_4k_L14,1027,pro,4,4.353,9.510399999999999,2.185,OK
pro_4k_L14,1027,pro,8,4.346,9.29755,2.1392,OK
pro_4k_L14,1027,pro,16,4.321,9.291049999999998,2.1504,OK
pro_4k_L14,1027,pro,32,4.399,9.5999,2.1825,OK
pro_4k_L14,1027,pro,64,4.443,9.6111,2.1633,OK
pro_4k_L14,1027,pro,128,4.574,9.849450000000001,2.1533,OK
pro_4k_L14,1027,pro,256,5.887,10.844700000000001,1.8423,OK
pro_4k_L14,1027,pro,512,10.203,20.190099999999997,1.9788,OK
pro_4k_L14,1027,pro,1024,18.105,37.91,2.0939,OK
pro_4k_L30,1027,pro,1,3.832,9.219100000000001,2.4056,OK
pro_4k_L30,1027,pro,2,3.889,9.092600000000001,2.3379,OK
pro_4k_L30,1027,pro,4,3.949,9.0127,2.282,OK
pro_4k_L30,1027,pro,8,3.983,9.211049999999998,2.3128,OK
pro_4k_L30,1027,pro,16,4.283,9.3582,2.185,OK
pro_4k_L30,1027,pro,32,4.374,9.53415,2.1796,OK
pro_4k_L30,1027,pro,64,4.486,9.601450000000002,2.1404,OK
pro_4k_L30,1027,pro,128,4.573,9.8463,2.1532,OK
pro_4k_L30,1027,pro,256,5.83,10.88785,1.8676,OK
pro_4k_L30,1027,pro,512,10.173,20.260450000000002,1.9916,OK
pro_4k_L30,1027,pro,1024,18.117,37.97215,2.0959,OK
pro_4k_L46,1027,pro,1,3.849,9.31995,2.4214,OK
pro_4k_L46,1027,pro,2,3.872,9.2272,2.3831,OK
pro_4k_L46,1027,pro,4,3.928,9.15675,2.3314,OK
pro_4k_L46,1027,pro,8,3.934,9.3935,2.3878,OK
pro_4k_L46,1027,pro,16,4.287,9.4863,2.213,OK
pro_4k_L46,1027,pro,32,4.387,9.48315,2.1616,OK
pro_4k_L46,1027,pro,64,4.422,9.700700000000001,2.1939,OK
pro_4k_L46,1027,pro,128,4.589,9.8191,2.1398,OK
pro_4k_L46,1027,pro,256,5.823,10.8384,1.8614,OK
pro_4k_L46,1027,pro,512,10.204,20.175849999999997,1.9773,OK
pro_4k_L46,1027,pro,1024,18.162,37.692800000000005,2.0754,OK
pro_8k_L14,2051,pro,1,4.452,8.577399999999999,1.9267,OK
pro_8k_L14,2051,pro,2,4.562,8.60625,1.8866,OK
pro_8k_L14,2051,pro,4,4.639,8.58385,1.8505,OK
pro_8k_L14,2051,pro,8,4.66,8.52155,1.8287,OK
pro_8k_L14,2051,pro,16,4.982,8.571200000000001,1.7203,OK
pro_8k_L14,2051,pro,32,5.071,8.64475,1.7048,OK
pro_8k_L14,2051,pro,64,5.175,8.9679,1.7329,OK
pro_8k_L14,2051,pro,128,5.373,9.13905,1.7008,OK
pro_8k_L14,2051,pro,256,8.237,10.399899999999999,1.2626,OK
pro_8k_L14,2051,pro,512,14.56,19.039849999999998,1.3077,OK
pro_8k_L14,2051,pro,1024,26.312,34.79325,1.3224,OK
pro_8k_L30,2051,pro,1,4.362,8.89415,2.0389,OK
pro_8k_L30,2051,pro,2,4.339,8.7071,2.0069,OK
pro_8k_L30,2051,pro,4,4.402,8.9966,2.0435,OK
pro_8k_L30,2051,pro,8,4.445,8.835,1.9875,OK
pro_8k_L30,2051,pro,16,4.805,9.137450000000001,1.9016,OK
pro_8k_L30,2051,pro,32,4.913,9.2751,1.888,OK
pro_8k_L30,2051,pro,64,4.959,9.4734,1.9105,OK
pro_8k_L30,2051,pro,128,5.182,9.63665,1.8596,OK
pro_8k_L30,2051,pro,256,8.194,11.2079,1.3677,OK
pro_8k_L30,2051,pro,512,14.438,20.6508,1.4303,OK
pro_8k_L30,2051,pro,1024,26.047,37.340300000000006,1.4336,OK
pro_8k_L46,2051,pro,1,4.518,9.0016,1.9925,OK
pro_8k_L46,2051,pro,2,4.579,8.816,1.9255,OK
pro_8k_L46,2051,pro,4,4.634,9.14075,1.9727,OK
pro_8k_L46,2051,pro,8,4.691,8.929549999999999,1.9035,OK
pro_8k_L46,2051,pro,16,4.999,9.11515,1.8234,OK
pro_8k_L46,2051,pro,32,5.049,9.2096,1.8241,OK
pro_8k_L46,2051,pro,64,5.165,9.4048,1.8208,OK
pro_8k_L46,2051,pro,128,5.373,9.631950000000002,1.7928,OK
pro_8k_L46,2051,pro,256,7.594,11.14225,1.4672,OK
pro_8k_L46,2051,pro,512,13.242,20.39815,1.5404,OK
pro_8k_L46,2051,pro,1024,23.609,37.28935,1.5795,OK
pro_16k_L14,4099,pro,1,5.86,9.6383,1.6446,OK
pro_16k_L14,4099,pro,2,6.015,9.5183,1.5823,OK
pro_16k_L14,4099,pro,4,6.15,9.4719,1.5402,OK
pro_16k_L14,4099,pro,8,6.196,9.739049999999999,1.5717,OK
pro_16k_L14,4099,pro,16,6.472,9.539,1.4738,OK
pro_16k_L14,4099,pro,32,6.603,9.671850000000001,1.4648,OK
pro_16k_L14,4099,pro,64,6.741,9.8479,1.4609,OK
pro_16k_L14,4099,pro,128,7.03,10.12945,1.4408,OK
pro_16k_L14,4099,pro,256,12.015,11.913450000000001,0.9915,OK
pro_16k_L14,4099,pro,512,21.582,21.59655,1.0007,OK
pro_16k_L14,4099,pro,1024,39.45,39.46515,1.0004,OK
pro_16k_L30,4099,pro,1,5.684,9.1775,1.6145,OK
pro_16k_L30,4099,pro,2,5.647,9.20305,1.6296,OK
pro_16k_L30,4099,pro,4,5.999,9.3567,1.5598,OK
pro_16k_L30,4099,pro,8,6.04,9.196549999999998,1.5227,OK
pro_16k_L30,4099,pro,16,6.37,9.56465,1.5015,OK
pro_16k_L30,4099,pro,32,6.485,9.7503,1.5035,OK
pro_16k_L30,4099,pro,64,6.642,9.883149999999999,1.488,OK
