family,sweep,scenario,model,op,K,dtype,N,BS,isl,cr,hit,us,us_span,exact
synth,bs,best,,gvr_base,512,fp32,4096,4,,4,0.55078125,11.8704,11.8704,True
synth,bs,best,,gvr_pr,512,fp32,4096,4,,4,0.55078125,9.1216,9.1216,True
synth,bs,best,,op26_r0auto,512,fp32,4096,4,,4,0.55078125,9.5504,9.5504,
synth,bs,best,,gvr_base,512,fp32,4096,8,,4,0.55078125,11.872,11.872,True
synth,bs,best,,gvr_pr,512,fp32,4096,8,,4,0.55078125,9.1024,9.1024,True
synth,bs,best,,op26_r0auto,512,fp32,4096,8,,4,0.55078125,9.8144,9.8144,
synth,bs,best,,gvr_base,512,fp32,4096,16,,4,0.55078125,12.1056,12.1056,True
synth,bs,best,,gvr_pr,512,fp32,4096,16,,4,0.55078125,9.297600000000001,9.297600000000001,True
synth,bs,best,,op26_r0auto,512,fp32,4096,16,,4,0.55078125,9.968,9.968,
synth,bs,best,,gvr_base,512,fp32,4096,32,,4,0.55078125,12.1536,12.1536,True
synth,bs,best,,gvr_pr,512,fp32,4096,32,,4,0.55078125,9.3888,9.3888,True
synth,bs,best,,op26_r0auto,512,fp32,4096,32,,4,0.55078125,10.0704,10.0704,
synth,bs,best,,gvr_base,512,fp32,4096,64,,4,0.55078125,12.4064,12.4064,True
synth,bs,best,,gvr_pr,512,fp32,4096,64,,4,0.55078125,9.656,9.656,True
synth,bs,best,,op26_r0auto,512,fp32,4096,64,,4,0.55078125,10.2304,10.2304,
synth,bs,best,,gvr_base,512,fp32,4096,128,,4,0.55078125,12.616,12.616,True
synth,bs,best,,gvr_pr,512,fp32,4096,128,,4,0.55078125,9.896,9.896,True
synth,bs,best,,op26_r0auto,512,fp32,4096,128,,4,0.55078125,10.526399999999999,10.526399999999999,
synth,bs,best,,gvr_base,512,fp32,4096,256,,4,0.55078125,15.3344,15.3344,True
synth,bs,best,,gvr_pr,512,fp32,4096,256,,4,0.55078125,11.5792,11.5792,True
synth,bs,best,,op26_r0auto,512,fp32,4096,256,,4,0.55078125,13.048,13.048,
synth,bs,best,,gvr_base,512,fp32,4096,512,,4,0.55078125,28.312,28.312,True
synth,bs,best,,gvr_pr,512,fp32,4096,512,,4,0.55078125,21.198400000000003,21.198400000000003,True
synth,bs,best,,op26_r0auto,512,fp32,4096,512,,4,0.55078125,22.6368,22.6368,
synth,bs,best,,gvr_base,512,fp32,4096,1024,,4,0.55078125,49.756800000000005,49.756800000000005,True
synth,bs,best,,gvr_pr,512,fp32,4096,1024,,4,0.55078125,37.3168,37.3168,True
synth,bs,best,,op26_r0auto,512,fp32,4096,1024,,4,0.55078125,34.6336,34.6336,
synth,bs,best,,gvr_base,512,fp32,8192,1,,4,0.55078125,12.156799999999999,12.156799999999999,True
synth,bs,best,,gvr_pr,512,fp32,8192,1,,4,0.55078125,9.1872,9.1872,True
synth,bs,best,,op26_r0auto,512,fp32,8192,1,,4,0.55078125,9.4048,9.4048,
synth,bs,best,,gvr_base,512,fp32,8192,2,,4,0.55078125,11.923200000000001,11.923200000000001,True
synth,bs,best,,gvr_pr,512,fp32,8192,2,,4,0.55078125,8.9216,8.9216,True
synth,bs,best,,op26_r0auto,512,fp32,8192,2,,4,0.55078125,9.088,9.088,
synth,bs,best,,gvr_base,512,fp32,8192,4,,4,0.55078125,12.2448,12.2448,True
synth,bs,best,,gvr_pr,512,fp32,8192,4,,4,0.55078125,9.195200000000002,9.195200000000002,True
synth,bs,best,,op26_r0auto,512,fp32,8192,4,,4,0.55078125,9.6608,9.6608,
synth,bs,best,,gvr_base,512,fp32,8192,8,,4,0.55078125,12.4496,12.4496,True
synth,bs,best,,gvr_pr,512,fp32,8192,8,,4,0.55078125,9.4816,9.4816,True
synth,bs,best,,op26_r0auto,512,fp32,8192,8,,4,0.55078125,9.7056,9.7056,
synth,bs,best,,gvr_base,512,fp32,8192,16,,4,0.55078125,12.6304,12.6304,True
synth,bs,best,,gvr_pr,512,fp32,8192,16,,4,0.55078125,9.572799999999999,9.572799999999999,True
synth,bs,best,,op26_r0auto,512,fp32,8192,16,,4,0.55078125,9.8768,9.8768,
synth,bs,best,,gvr_base,512,fp32,8192,32,,4,0.55078125,12.928,12.928,True
synth,bs,best,,gvr_pr,512,fp32,8192,32,,4,0.55078125,9.9216,9.9216,True
synth,bs,best,,op26_r0auto,512,fp32,8192,32,,4,0.55078125,10.051200000000001,10.051200000000001,
synth,bs,best,,gvr_base,512,fp32,8192,64,,4,0.55078125,13.16,13.16,True
synth,bs,best,,gvr_pr,512,fp32,8192,64,,4,0.55078125,10.112,10.112,True
synth,bs,best,,op26_r0auto,512,fp32,8192,64,,4,0.55078125,10.425600000000001,10.425600000000001,
synth,bs,best,,gvr_base,512,fp32,8192,128,,4,0.55078125,13.6688,13.6688,True
synth,bs,best,,gvr_pr,512,fp32,8192,128,,4,0.55078125,10.632,10.632,True
synth,bs,best,,op26_r0auto,512,fp32,8192,128,,4,0.55078125,10.9824,10.9824,
synth,bs,best,,gvr_base,512,fp32,8192,256,,4,0.55078125,16.9552,16.9552,True
synth,bs,best,,gvr_pr,512,fp32,8192,256,,4,0.55078125,12.836799999999998,12.836799999999998,True
synth,bs,best,,op26_r0auto,512,fp32,8192,256,,4,0.55078125,13.9296,13.9296,
synth,bs,best,,gvr_base,512,fp32,8192,512,,4,0.55078125,30.896,30.896,True
synth,bs,best,,gvr_pr,512,fp32,8192,512,,4,0.55078125,23.0592,23.0592,True
synth,bs,best,,op26_r0auto,512,fp32,8192,512,,4,0.55078125,24.0032,24.0032,
synth,bs,best,,gvr_base,512,fp32,8192,1024,,4,0.55078125,53.8272,53.8272,True
synth,bs,best,,gvr_pr,512,fp32,8192,1024,,4,0.55078125,40.9408,40.9408,True
synth,bs,best,,op26_r0auto,512,fp32,8192,1024,,4,0.55078125,37.278400000000005,37.278400000000005,
synth,bs,best,,flashinfer_topk,512,fp32,16384,1,,4,0.55078125,11.79845,11.79845,True
synth,bs,best,,gvr_base,512,fp32,16384,1,,4,0.55078125,13.028799999999999,13.028799999999999,True
synth,bs,best,,gvr_pr,512,fp32,16384,1,,4,0.55078125,9.8144,9.8144,True
synth,bs,best,,op26_r0auto,512,fp32,16384,1,,4,0.55078125,11.131200000000002,11.131200000000002,
synth,bs,best,,radix_cutedsl,512,fp32,16384,1,,4,0.55078125,11.340950000000001,11.340950000000001,True
synth,bs,best,,sglang_v2,512,fp32,16384,1,,4,0.55078125,7.048,7.048,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,2,,4,0.55078125,11.85765,11.85765,True
synth,bs,best,,gvr_base,512,fp32,16384,2,,4,0.55078125,13.3408,13.3408,True
synth,bs,best,,gvr_pr,512,fp32,16384,2,,4,0.55078125,10.0784,10.0784,True
synth,bs,best,,op26_r0auto,512,fp32,16384,2,,4,0.55078125,11.536,11.536,
synth,bs,best,,radix_cutedsl,512,fp32,16384,2,,4,0.55078125,11.3728,11.3728,True
synth,bs,best,,sglang_v2,512,fp32,16384,2,,4,0.55078125,7.065600000000001,7.065600000000001,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,4,,4,0.55078125,11.89445,11.89445,True
synth,bs,best,,gvr_base,512,fp32,16384,4,,4,0.55078125,13.2384,13.2384,True
synth,bs,best,,gvr_pr,512,fp32,16384,4,,4,0.55078125,9.968,9.968,True
synth,bs,best,,op26_r0auto,512,fp32,16384,4,,4,0.55078125,11.6528,11.6528,
synth,bs,best,,radix_cutedsl,512,fp32,16384,4,,4,0.55078125,11.3392,11.3392,True
synth,bs,best,,sglang_v2,512,fp32,16384,4,,4,0.55078125,7.0432,7.0432,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,8,,4,0.55078125,12.0544,12.0544,True
synth,bs,best,,gvr_base,512,fp32,16384,8,,4,0.55078125,13.268799999999999,13.268799999999999,True
synth,bs,best,,gvr_pr,512,fp32,16384,8,,4,0.55078125,10.032,10.032,True
synth,bs,best,,op26_r0auto,512,fp32,16384,8,,4,0.55078125,11.84,11.84,
synth,bs,best,,radix_cutedsl,512,fp32,16384,8,,4,0.55078125,11.35685,11.35685,True
synth,bs,best,,sglang_v2,512,fp32,16384,8,,4,0.55078125,7.017600000000001,7.017600000000001,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,16,,4,0.55078125,14.51365,14.51365,True
synth,bs,best,,gvr_base,512,fp32,16384,16,,4,0.55078125,13.7568,13.7568,True
synth,bs,best,,gvr_pr,512,fp32,16384,16,,4,0.55078125,10.448,10.448,True
synth,bs,best,,op26_r0auto,512,fp32,16384,16,,4,0.55078125,11.971200000000001,11.971200000000001,
synth,bs,best,,radix_cutedsl,512,fp32,16384,16,,4,0.55078125,11.437,11.437,True
synth,bs,best,,sglang_v2,512,fp32,16384,16,,4,0.55078125,7.0048,7.0048,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,32,,4,0.55078125,15.1296,15.1296,True
synth,bs,best,,gvr_base,512,fp32,16384,32,,4,0.55078125,14.0,14.0,True
synth,bs,best,,gvr_pr,512,fp32,16384,32,,4,0.55078125,10.8064,10.8064,True
synth,bs,best,,op26_r0auto,512,fp32,16384,32,,4,0.55078125,12.316799999999999,12.316799999999999,
synth,bs,best,,radix_cutedsl,512,fp32,16384,32,,4,0.55078125,11.58725,11.58725,True
synth,bs,best,,sglang_v2,512,fp32,16384,32,,4,0.55078125,7.2048000000000005,7.2048000000000005,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,64,,4,0.55078125,14.368,14.368,True
synth,bs,best,,gvr_base,512,fp32,16384,64,,4,0.55078125,14.4032,14.4032,True
synth,bs,best,,gvr_pr,512,fp32,16384,64,,4,0.55078125,11.268799999999999,11.268799999999999,True
synth,bs,best,,op26_r0auto,512,fp32,16384,64,,4,0.55078125,12.6736,12.6736,
synth,bs,best,,radix_cutedsl,512,fp32,16384,64,,4,0.55078125,11.988850000000001,11.988850000000001,True
synth,bs,best,,sglang_v2,512,fp32,16384,64,,4,0.55078125,7.6256,7.6256,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,128,,4,0.55078125,16.9185,16.9185,True
synth,bs,best,,gvr_base,512,fp32,16384,128,,4,0.55078125,15.3536,15.3536,True
synth,bs,best,,gvr_pr,512,fp32,16384,128,,4,0.55078125,12.0704,12.0704,True
synth,bs,best,,op26_r0auto,512,fp32,16384,128,,4,0.55078125,13.6464,13.6464,
synth,bs,best,,radix_cutedsl,512,fp32,16384,128,,4,0.55078125,12.8032,12.8032,True
synth,bs,best,,sglang_v2,512,fp32,16384,128,,4,0.55078125,8.38885,8.38885,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,256,,4,0.55078125,17.171200000000002,17.171200000000002,True
synth,bs,best,,gvr_base,512,fp32,16384,256,,4,0.55078125,20.5936,20.5936,True
synth,bs,best,,gvr_pr,512,fp32,16384,256,,4,0.55078125,15.281600000000001,15.281600000000001,True
synth,bs,best,,op26_r0auto,512,fp32,16384,256,,4,0.55078125,20.1376,20.1376,
synth,bs,best,,radix_cutedsl,512,fp32,16384,256,,4,0.55078125,22.9617,22.9617,True
synth,bs,best,,sglang_v2,512,fp32,16384,256,,4,0.55078125,11.6257,11.6257,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,512,,4,0.55078125,30.74575,30.74575,True
synth,bs,best,,gvr_base,512,fp32,16384,512,,4,0.55078125,37.2464,37.2464,True
synth,bs,best,,gvr_pr,512,fp32,16384,512,,4,0.55078125,27.276799999999998,27.276799999999998,True
synth,bs,best,,op26_r0auto,512,fp32,16384,512,,4,0.55078125,37.504,37.504,
synth,bs,best,,radix_cutedsl,512,fp32,16384,512,,4,0.55078125,43.659349999999996,43.659349999999996,True
synth,bs,best,,sglang_v2,512,fp32,16384,512,,4,0.55078125,18.79525,18.79525,True
synth,bs,best,,flashinfer_topk,512,fp32,16384,1024,,4,0.55078125,52.5938,52.5938,True
synth,bs,best,,gvr_base,512,fp32,16384,1024,,4,0.55078125,68.0912,68.0912,True
synth,bs,best,,gvr_pr,512,fp32,16384,1024,,4,0.55078125,47.9904,47.9904,True
synth,bs,best,,op26_r0auto,512,fp32,16384,1024,,4,0.55078125,57.3216,57.3216,
synth,bs,best,,radix_cutedsl,512,fp32,16384,1024,,4,0.55078125,76.106,76.106,True
synth,bs,best,,sglang_v2,512,fp32,16384,1024,,4,0.55078125,30.744049999999998,30.744049999999998,True
synth,bs,best,,gvr_base,512,fp32,32768,1,,4,0.55078125,13.768,13.768,True
synth,bs,best,,gvr_pr,512,fp32,32768,1,,4,0.55078125,12.0016,12.0016,True
synth,bs,best,,op26_r0auto,512,fp32,32768,1,,4,0.55078125,13.099200000000002,13.099200000000002,
synth,bs,best,,gvr_base,512,fp32,32768,2,,4,0.55078125,13.574399999999999,13.574399999999999,True
synth,bs,best,,gvr_pr,512,fp32,32768,2,,4,0.55078125,11.8416,11.8416,True
synth,bs,best,,op26_r0auto,512,fp32,32768,2,,4,0.55078125,12.7904,12.7904,
synth,bs,best,,gvr_base,512,fp32,32768,4,,4,0.55078125,13.811200000000001,13.811200000000001,True
synth,bs,best,,gvr_pr,512,fp32,32768,4,,4,0.55078125,12.172799999999999,12.172799999999999,True
synth,bs,best,,op26_r0auto,512,fp32,32768,4,,4,0.55078125,13.064,13.064,
synth,bs,best,,gvr_base,512,fp32,32768,8,,4,0.55078125,13.72,13.72,True
synth,bs,best,,gvr_pr,512,fp32,32768,8,,4,0.55078125,12.1008,12.1008,True
synth,bs,best,,op26_r0auto,512,fp32,32768,8,,4,0.55078125,13.179200000000002,13.179200000000002,
synth,bs,best,,gvr_base,512,fp32,32768,16,,4,0.55078125,14.2912,14.2912,True
synth,bs,best,,gvr_pr,512,fp32,32768,16,,4,0.55078125,12.540799999999999,12.540799999999999,True
synth,bs,best,,op26_r0auto,512,fp32,32768,16,,4,0.55078125,13.667200000000001,13.667200000000001,
synth,bs,best,,gvr_base,512,fp32,32768,32,,4,0.55078125,14.6256,14.6256,True
synth,bs,best,,gvr_pr,512,fp32,32768,32,,4,0.55078125,12.896,12.896,True
synth,bs,best,,op26_r0auto,512,fp32,32768,32,,4,0.55078125,14.0848,14.0848,
synth,bs,best,,gvr_base,512,fp32,32768,64,,4,0.55078125,15.316799999999999,15.316799999999999,True
synth,bs,best,,gvr_pr,512,fp32,32768,64,,4,0.55078125,13.5664,13.5664,True
synth,bs,best,,op26_r0auto,512,fp32,32768,64,,4,0.55078125,14.736,14.736,
synth,bs,best,,gvr_base,512,fp32,32768,128,,4,0.55078125,16.473599999999998,16.473599999999998,True
synth,bs,best,,gvr_pr,512,fp32,32768,128,,4,0.55078125,14.6128,14.6128,True
synth,bs,best,,op26_r0auto,512,fp32,32768,128,,4,0.55078125,15.987200000000001,15.987200000000001,
synth,bs,best,,gvr_base,512,fp32,32768,256,,4,0.55078125,23.2928,23.2928,True
synth,bs,best,,gvr_pr,512,fp32,32768,256,,4,0.55078125,20.294400000000003,20.294400000000003,True
synth,bs,best,,op26_r0auto,512,fp32,32768,256,,4,0.55078125,25.070400000000003,25.070400000000003,
synth,bs,best,,gvr_base,512,fp32,32768,512,,4,0.55078125,43.16,43.16,True
synth,bs,best,,gvr_pr,512,fp32,32768,512,,4,0.55078125,37.4816,37.4816,True
synth,bs,best,,op26_r0auto,512,fp32,32768,512,,4,0.55078125,49.900800000000004,49.900800000000004,
synth,bs,best,,gvr_base,512,fp32,32768,1024,,4,0.55078125,74.02565,74.02565,True
synth,bs,best,,gvr_pr,512,fp32,32768,1024,,4,0.55078125,62.500800000000005,62.500800000000005,True
synth,bs,best,,op26_r0auto,512,fp32,32768,1024,,4,0.55078125,75.664,75.664,
synth,bs,best,,flashinfer_topk,512,fp32,65536,1,,4,0.55078125,12.63365,12.63365,True
synth,bs,best,,gvr_base,512,fp32,65536,1,,4,0.55078125,19.5856,19.5856,True
synth,bs,best,,gvr_pr,512,fp32,65536,1,,4,0.55078125,12.980799999999999,12.980799999999999,True
synth,bs,best,,op26_r0auto,512,fp32,65536,1,,4,0.55078125,13.504,13.504,
synth,bs,best,,radix_cutedsl,512,fp32,65536,1,,4,0.55078125,20.25925,20.25925,True
synth,bs,best,,sglang_v2,512,fp32,65536,1,,4,0.55078125,9.2946,9.2946,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,2,,4,0.55078125,12.7072,12.7072,True
synth,bs,best,,gvr_base,512,fp32,65536,2,,4,0.55078125,19.7008,19.7008,True
synth,bs,best,,gvr_pr,512,fp32,65536,2,,4,0.55078125,13.3424,13.3424,True
synth,bs,best,,op26_r0auto,512,fp32,65536,2,,4,0.55078125,13.9536,13.9536,
synth,bs,best,,radix_cutedsl,512,fp32,65536,2,,4,0.55078125,19.98245,19.98245,True
synth,bs,best,,sglang_v2,512,fp32,65536,2,,4,0.55078125,9.150450000000001,9.150450000000001,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,4,,4,0.55078125,12.8241,12.8241,True
synth,bs,best,,gvr_base,512,fp32,65536,4,,4,0.55078125,20.3616,20.3616,True
synth,bs,best,,gvr_pr,512,fp32,65536,4,,4,0.55078125,13.7856,13.7856,True
synth,bs,best,,op26_r0auto,512,fp32,65536,4,,4,0.55078125,14.233600000000001,14.233600000000001,
synth,bs,best,,radix_cutedsl,512,fp32,65536,4,,4,0.55078125,20.0192,20.0192,True
synth,bs,best,,sglang_v2,512,fp32,65536,4,,4,0.55078125,9.224,9.224,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,8,,4,0.55078125,12.9713,12.9713,True
synth,bs,best,,gvr_base,512,fp32,65536,8,,4,0.55078125,20.7008,20.7008,True
synth,bs,best,,gvr_pr,512,fp32,65536,8,,4,0.55078125,13.776,13.776,True
synth,bs,best,,op26_r0auto,512,fp32,65536,8,,4,0.55078125,14.3744,14.3744,
synth,bs,best,,radix_cutedsl,512,fp32,65536,8,,4,0.55078125,20.310599999999997,20.310599999999997,True
synth,bs,best,,sglang_v2,512,fp32,65536,8,,4,0.55078125,9.4336,9.4336,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,16,,4,0.55078125,16.0544,16.0544,True
synth,bs,best,,gvr_base,512,fp32,65536,16,,4,0.55078125,21.0608,21.0608,True
synth,bs,best,,gvr_pr,512,fp32,65536,16,,4,0.55078125,14.1744,14.1744,True
synth,bs,best,,op26_r0auto,512,fp32,65536,16,,4,0.55078125,14.7072,14.7072,
synth,bs,best,,radix_cutedsl,512,fp32,65536,16,,4,0.55078125,21.016099999999998,21.016099999999998,True
synth,bs,best,,sglang_v2,512,fp32,65536,16,,4,0.55078125,16.336100000000002,16.336100000000002,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,32,,4,0.55078125,17.50725,17.50725,True
synth,bs,best,,gvr_base,512,fp32,65536,32,,4,0.55078125,22.0976,22.0976,True
synth,bs,best,,gvr_pr,512,fp32,65536,32,,4,0.55078125,15.1072,15.1072,True
synth,bs,best,,op26_r0auto,512,fp32,65536,32,,4,0.55078125,16.0368,16.0368,
synth,bs,best,,radix_cutedsl,512,fp32,65536,32,,4,0.55078125,24.3489,24.3489,True
synth,bs,best,,sglang_v2,512,fp32,65536,32,,4,0.55078125,16.84645,16.84645,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,64,,4,0.55078125,20.3697,20.3697,True
synth,bs,best,,gvr_base,512,fp32,65536,64,,4,0.55078125,26.4064,26.4064,True
synth,bs,best,,gvr_pr,512,fp32,65536,64,,4,0.55078125,17.4192,17.4192,True
synth,bs,best,,op26_r0auto,512,fp32,65536,64,,4,0.55078125,17.601599999999998,17.601599999999998,
synth,bs,best,,radix_cutedsl,512,fp32,65536,64,,4,0.55078125,31.11685,31.11685,True
synth,bs,best,,sglang_v2,512,fp32,65536,64,,4,0.55078125,17.569599999999998,17.569599999999998,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,128,,4,0.55078125,27.59685,27.59685,True
synth,bs,best,,gvr_base,512,fp32,65536,128,,4,0.55078125,29.5152,29.5152,True
synth,bs,best,,gvr_pr,512,fp32,65536,128,,4,0.55078125,20.8112,20.8112,True
synth,bs,best,,op26_r0auto,512,fp32,65536,128,,4,0.55078125,20.648,20.648,
synth,bs,best,,radix_cutedsl,512,fp32,65536,128,,4,0.55078125,57.5216,57.5216,True
synth,bs,best,,sglang_v2,512,fp32,65536,128,,4,0.55078125,19.1602,19.1602,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,256,,4,0.55078125,39.6753,39.6753,True
synth,bs,best,,gvr_base,512,fp32,65536,256,,4,0.55078125,46.456,46.456,True
synth,bs,best,,gvr_pr,512,fp32,65536,256,,4,0.55078125,31.5504,31.5504,True
synth,bs,best,,op26_r0auto,512,fp32,65536,256,,4,0.55078125,33.0,33.0,
synth,bs,best,,radix_cutedsl,512,fp32,65536,256,,4,0.55078125,110.90594999999999,110.90594999999999,True
synth,bs,best,,sglang_v2,512,fp32,65536,256,,4,0.55078125,27.632150000000003,27.632150000000003,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,512,,4,0.55078125,70.76180000000001,70.76180000000001,True
synth,bs,best,,gvr_base,512,fp32,65536,512,,4,0.55078125,88.17760000000001,88.17760000000001,True
synth,bs,best,,gvr_pr,512,fp32,65536,512,,4,0.55078125,59.510400000000004,59.510400000000004,True
synth,bs,best,,op26_r0auto,512,fp32,65536,512,,4,0.55078125,72.3328,72.3328,
synth,bs,best,,radix_cutedsl,512,fp32,65536,512,,4,0.55078125,191.30304999999998,191.30304999999998,True
synth,bs,best,,sglang_v2,512,fp32,65536,512,,4,0.55078125,52.18905,52.18905,True
synth,bs,best,,flashinfer_topk,512,fp32,65536,1024,,4,0.55078125,112.3428,112.3428,True
synth,bs,best,,gvr_base,512,fp32,65536,1024,,4,0.55078125,154.0865,154.0865,True
synth,bs,best,,gvr_pr,512,fp32,65536,1024,,4,0.55078125,99.192,99.192,True
synth,bs,best,,op26_r0auto,512,fp32,65536,1024,,4,0.55078125,116.2032,116.2032,
synth,bs,best,,radix_cutedsl,512,fp32,65536,1024,,4,0.55078125,377.40455,377.40455,True
synth,bs,best,,sglang_v2,512,fp32,65536,1024,,4,0.55078125,88.7091,88.7091,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,1,,4,0.55078125,14.320049999999998,14.320049999999998,True
synth,bs,best,,gvr_base,512,fp32,131072,1,,4,0.55078125,17.6576,17.6576,True
synth,bs,best,,gvr_pr,512,fp32,131072,1,,4,0.55078125,14.7584,14.7584,True
synth,bs,best,,op26_r0auto,512,fp32,131072,1,,4,0.55078125,14.9616,14.9616,
synth,bs,best,,radix_cutedsl,512,fp32,131072,1,,4,0.55078125,19.60325,19.60325,True
synth,bs,best,,sglang_v2,512,fp32,131072,1,,4,0.55078125,10.9424,10.9424,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,2,,4,0.55078125,14.38565,14.38565,True
synth,bs,best,,gvr_base,512,fp32,131072,2,,4,0.55078125,17.769599999999997,17.769599999999997,True
synth,bs,best,,gvr_pr,512,fp32,131072,2,,4,0.55078125,14.8816,14.8816,True
synth,bs,best,,op26_r0auto,512,fp32,131072,2,,4,0.55078125,14.9792,14.9792,
synth,bs,best,,radix_cutedsl,512,fp32,131072,2,,4,0.55078125,19.697650000000003,19.697650000000003,True
synth,bs,best,,sglang_v2,512,fp32,131072,2,,4,0.55078125,10.85925,10.85925,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,4,,4,0.55078125,14.568,14.568,True
synth,bs,best,,gvr_base,512,fp32,131072,4,,4,0.55078125,18.208,18.208,True
synth,bs,best,,gvr_pr,512,fp32,131072,4,,4,0.55078125,15.20325,15.20325,True
synth,bs,best,,op26_r0auto,512,fp32,131072,4,,4,0.55078125,15.393600000000001,15.393600000000001,
synth,bs,best,,radix_cutedsl,512,fp32,131072,4,,4,0.55078125,20.2336,20.2336,True
synth,bs,best,,sglang_v2,512,fp32,131072,4,,4,0.55078125,10.9248,10.9248,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,8,,4,0.55078125,14.883299999999998,14.883299999999998,True
synth,bs,best,,gvr_base,512,fp32,131072,8,,4,0.55078125,19.6112,19.6112,True
synth,bs,best,,gvr_pr,512,fp32,131072,8,,4,0.55078125,16.505599999999998,16.505599999999998,True
synth,bs,best,,op26_r0auto,512,fp32,131072,8,,4,0.55078125,15.784,15.784,
synth,bs,best,,radix_cutedsl,512,fp32,131072,8,,4,0.55078125,20.782400000000003,20.782400000000003,True
synth,bs,best,,sglang_v2,512,fp32,131072,8,,4,0.55078125,11.43525,11.43525,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,16,,4,0.55078125,19.3905,19.3905,True
synth,bs,best,,gvr_base,512,fp32,131072,16,,4,0.55078125,20.312,20.312,True
synth,bs,best,,gvr_pr,512,fp32,131072,16,,4,0.55078125,16.7888,16.7888,True
synth,bs,best,,op26_r0auto,512,fp32,131072,16,,4,0.55078125,16.344,16.344,
synth,bs,best,,radix_cutedsl,512,fp32,131072,16,,4,0.55078125,24.3281,24.3281,True
synth,bs,best,,sglang_v2,512,fp32,131072,16,,4,0.55078125,13.736,13.736,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,32,,4,0.55078125,21.1025,21.1025,True
synth,bs,best,,gvr_base,512,fp32,131072,32,,4,0.55078125,21.8384,21.8384,True
synth,bs,best,,gvr_pr,512,fp32,131072,32,,4,0.55078125,18.24005,18.24005,True
synth,bs,best,,op26_r0auto,512,fp32,131072,32,,4,0.55078125,19.6288,19.6288,
synth,bs,best,,radix_cutedsl,512,fp32,131072,32,,4,0.55078125,30.806549999999998,30.806549999999998,True
synth,bs,best,,sglang_v2,512,fp32,131072,32,,4,0.55078125,40.44975,23.4369,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,64,,4,0.55078125,26.98245,26.98245,True
synth,bs,best,,gvr_base,512,fp32,131072,64,,4,0.55078125,26.814400000000003,26.814400000000003,True
synth,bs,best,,gvr_pr,512,fp32,131072,64,,4,0.55078125,23.3312,23.3312,True
synth,bs,best,,op26_r0auto,512,fp32,131072,64,,4,0.55078125,22.61925,22.61925,
synth,bs,best,,radix_cutedsl,512,fp32,131072,64,,4,0.55078125,57.446400000000004,57.446400000000004,True
synth,bs,best,,sglang_v2,512,fp32,131072,64,,4,0.55078125,31.377650000000003,33.19205,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,128,,4,0.55078125,41.7985,41.7985,True
synth,bs,best,,gvr_base,512,fp32,131072,128,,4,0.55078125,37.648050000000005,37.648050000000005,True
synth,bs,best,,gvr_pr,512,fp32,131072,128,,4,0.55078125,33.2768,33.2768,True
synth,bs,best,,op26_r0auto,512,fp32,131072,128,,4,0.55078125,32.4864,32.4864,
synth,bs,best,,radix_cutedsl,512,fp32,131072,128,,4,0.55078125,101.76355000000001,101.76355000000001,True
synth,bs,best,,sglang_v2,512,fp32,131072,128,,4,0.55078125,37.28335,39.476949999999995,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,256,,4,0.55078125,74.6115,74.6115,True
synth,bs,best,,gvr_base,512,fp32,131072,256,,4,0.55078125,81.40965,81.40965,True
synth,bs,best,,gvr_pr,512,fp32,131072,256,,4,0.55078125,61.518449999999994,61.518449999999994,True
synth,bs,best,,op26_r0auto,512,fp32,131072,256,,4,0.55078125,62.785599999999995,62.785599999999995,
synth,bs,best,,radix_cutedsl,512,fp32,131072,256,,4,0.55078125,196.90465,196.90465,True
synth,bs,best,,sglang_v2,512,fp32,131072,256,,4,0.55078125,59.9363,62.1843,True
synth,bs,best,,flashinfer_topk,512,fp32,131072,512,,4,0.55078125,128.25485,128.25485,True
synth,bs,best,,gvr_base,512,fp32,131072,512,,4,0.55078125,147.3025,147.3025,True
