model,isl,N,K,L,hit,op,us,us_span,exact
pro,128k,32771,1024,56,0.527,flashinfer_topk,12.9024,12.9024,True
pro,128k,32771,1024,58,0.685,radix_cutedsl,18.7007,18.7007,True
pro,128k,32771,1024,58,0.685,sglang_v2,11.171,11.171,True
pro,128k,32771,1024,58,0.685,flashinfer_topk,12.6319,12.6319,True
pro,128k,32771,1024,60,0.872,radix_cutedsl,18.4495,18.4495,True
pro,128k,32771,1024,60,0.872,sglang_v2,11.1903,11.1903,True
pro,128k,32771,1024,60,0.872,flashinfer_topk,12.864,12.864,True
pro,16k,4099,1024,2,0.801,radix_cutedsl,6.8639,6.8639,True
pro,16k,4099,1024,2,0.801,sglang_v2,5.3424,5.3424,True
pro,16k,4099,1024,2,0.801,flashinfer_topk,7.7471,7.7471,True
pro,16k,4099,1024,4,0.755,radix_cutedsl,7.3984,7.3984,True
pro,16k,4099,1024,4,0.755,sglang_v2,5.8784,5.8784,True
pro,16k,4099,1024,4,0.755,flashinfer_topk,8.5103,8.5103,True
pro,16k,4099,1024,6,0.84,radix_cutedsl,7.4878,7.4878,True
pro,16k,4099,1024,6,0.84,sglang_v2,5.6239,5.6239,True
pro,16k,4099,1024,6,0.84,flashinfer_topk,7.904,7.904,True
pro,16k,4099,1024,8,0.874,radix_cutedsl,7.5134,7.5134,True
pro,16k,4099,1024,8,0.874,sglang_v2,5.7999,5.7999,True
pro,16k,4099,1024,8,0.874,flashinfer_topk,8.0415,8.0415,True
pro,16k,4099,1024,10,0.867,radix_cutedsl,7.3391,7.3391,True
pro,16k,4099,1024,10,0.867,sglang_v2,5.7759,5.7759,True
pro,16k,4099,1024,10,0.867,flashinfer_topk,8.0335,8.0335,True
pro,16k,4099,1024,12,0.71,radix_cutedsl,7.3136,7.3136,True
pro,16k,4099,1024,12,0.71,sglang_v2,5.6239,5.6239,True
pro,16k,4099,1024,12,0.71,flashinfer_topk,8.5327,8.5327,True
pro,16k,4099,1024,14,0.773,radix_cutedsl,7.3056,7.3056,True
pro,16k,4099,1024,14,0.773,sglang_v2,5.5935,5.5935,True
pro,16k,4099,1024,14,0.773,flashinfer_topk,8.4687,8.4687,True
pro,16k,4099,1024,16,0.84,radix_cutedsl,7.6047,7.6047,True
pro,16k,4099,1024,16,0.84,sglang_v2,5.624,5.624,True
pro,16k,4099,1024,16,0.84,flashinfer_topk,8.1056,8.1056,True
pro,16k,4099,1024,18,0.812,radix_cutedsl,7.3424,7.3424,True
pro,16k,4099,1024,18,0.812,sglang_v2,5.8222,5.8222,True
pro,16k,4099,1024,18,0.812,flashinfer_topk,8.048,8.048,True
pro,16k,4099,1024,20,0.815,radix_cutedsl,7.4207,7.4207,True
pro,16k,4099,1024,20,0.815,sglang_v2,5.9424,5.9424,True
pro,16k,4099,1024,20,0.815,flashinfer_topk,8.2719,8.2719,True
pro,16k,4099,1024,22,0.702,radix_cutedsl,7.5231,7.5231,True
pro,16k,4099,1024,22,0.702,sglang_v2,5.5599,5.5599,True
pro,16k,4099,1024,22,0.702,flashinfer_topk,7.8623,7.8623,True
pro,16k,4099,1024,24,0.815,radix_cutedsl,7.6014,7.6014,True
pro,16k,4099,1024,24,0.815,sglang_v2,5.7071,5.7071,True
pro,16k,4099,1024,24,0.815,flashinfer_topk,8.4398,8.4398,True
pro,16k,4099,1024,26,0.8,radix_cutedsl,7.2559,7.2559,True
pro,16k,4099,1024,26,0.8,sglang_v2,5.9343,5.9343,True
pro,16k,4099,1024,26,0.8,flashinfer_topk,8.3983,8.3983,True
pro,16k,4099,1024,28,0.791,radix_cutedsl,7.3359,7.3359,True
pro,16k,4099,1024,28,0.791,sglang_v2,5.8864,5.8864,True
pro,16k,4099,1024,28,0.791,flashinfer_topk,8.2015,8.2015,True
pro,16k,4099,1024,30,0.739,radix_cutedsl,7.2239,7.2239,True
pro,16k,4099,1024,30,0.739,sglang_v2,5.6159,5.6159,True
pro,16k,4099,1024,30,0.739,flashinfer_topk,8.3183,8.3183,True
pro,16k,4099,1024,32,0.767,radix_cutedsl,7.2431,7.2431,True
pro,16k,4099,1024,32,0.767,sglang_v2,5.5968,5.5968,True
pro,16k,4099,1024,32,0.767,flashinfer_topk,7.896,7.896,True
pro,16k,4099,1024,34,0.828,radix_cutedsl,7.3759,7.3759,True
pro,16k,4099,1024,34,0.828,sglang_v2,5.6384,5.6384,True
pro,16k,4099,1024,34,0.828,flashinfer_topk,8.0351,8.0351,True
pro,16k,4099,1024,36,0.792,radix_cutedsl,7.3984,7.3984,True
pro,16k,4099,1024,36,0.792,sglang_v2,5.4751,5.4751,True
pro,16k,4099,1024,36,0.792,flashinfer_topk,7.7968,7.7968,True
pro,16k,4099,1024,38,0.935,radix_cutedsl,7.3056,7.3056,True
pro,16k,4099,1024,38,0.935,sglang_v2,5.5856,5.5856,True
pro,16k,4099,1024,38,0.935,flashinfer_topk,8.4495,8.4495,True
pro,16k,4099,1024,40,0.905,radix_cutedsl,7.088,7.088,True
pro,16k,4099,1024,40,0.905,sglang_v2,5.8384,5.8384,True
pro,16k,4099,1024,40,0.905,flashinfer_topk,8.3326,8.3326,True
pro,16k,4099,1024,42,0.875,radix_cutedsl,7.1919,7.1919,True
pro,16k,4099,1024,42,0.875,sglang_v2,5.8864,5.8864,True
pro,16k,4099,1024,42,0.875,flashinfer_topk,8.5247,8.5247,True
pro,16k,4099,1024,44,0.941,radix_cutedsl,7.3359,7.3359,True
pro,16k,4099,1024,44,0.941,sglang_v2,5.5503,5.5503,True
pro,16k,4099,1024,44,0.941,flashinfer_topk,8.0031,8.0031,True
pro,16k,4099,1024,46,0.829,radix_cutedsl,7.344,7.344,True
pro,16k,4099,1024,46,0.829,sglang_v2,5.5936,5.5936,True
pro,16k,4099,1024,46,0.829,flashinfer_topk,8.0272,8.0272,True
pro,16k,4099,1024,48,0.745,radix_cutedsl,7.5391,7.5391,True
pro,16k,4099,1024,48,0.745,sglang_v2,5.5536,5.5536,True
pro,16k,4099,1024,48,0.745,flashinfer_topk,8.1486,8.1486,True
pro,16k,4099,1024,50,0.917,radix_cutedsl,7.0879,7.0879,True
pro,16k,4099,1024,50,0.917,sglang_v2,5.944,5.944,True
pro,16k,4099,1024,50,0.917,flashinfer_topk,8.4142,8.4142,True
pro,16k,4099,1024,52,0.864,radix_cutedsl,7.3342,7.3342,True
pro,16k,4099,1024,52,0.864,sglang_v2,5.9151,5.9151,True
pro,16k,4099,1024,52,0.864,flashinfer_topk,8.4575,8.4575,True
pro,16k,4099,1024,54,0.881,radix_cutedsl,7.3616,7.3616,True
pro,16k,4099,1024,54,0.881,sglang_v2,5.5424,5.5424,True
pro,16k,4099,1024,54,0.881,flashinfer_topk,7.992,7.992,True
pro,16k,4099,1024,56,0.884,radix_cutedsl,7.3136,7.3136,True
pro,16k,4099,1024,56,0.884,sglang_v2,5.9312,5.9312,True
pro,16k,4099,1024,56,0.884,flashinfer_topk,8.4415,8.4415,True
pro,16k,4099,1024,58,0.883,radix_cutedsl,7.1839,7.1839,True
pro,16k,4099,1024,58,0.883,sglang_v2,5.5328,5.5328,True
pro,16k,4099,1024,58,0.883,flashinfer_topk,8.3247,8.3247,True
pro,16k,4099,1024,60,0.915,radix_cutedsl,7.2704,7.2704,True
pro,16k,4099,1024,60,0.915,sglang_v2,5.8175,5.8175,True
pro,16k,4099,1024,60,0.915,flashinfer_topk,8.3166,8.3166,True
pro,256k,65539,1024,2,0.923,radix_cutedsl,19.24,19.24,True
pro,256k,65539,1024,2,0.923,sglang_v2,11.3567,11.3567,True
pro,256k,65539,1024,2,0.923,flashinfer_topk,12.8159,12.8159,True
pro,256k,65539,1024,4,0.877,radix_cutedsl,19.3406,19.3406,True
pro,256k,65539,1024,4,0.877,sglang_v2,11.4591,11.4591,True
pro,256k,65539,1024,4,0.877,flashinfer_topk,13.5277,13.5277,True
pro,256k,65539,1024,6,0.908,radix_cutedsl,19.1615,19.1615,True
pro,256k,65539,1024,6,0.908,sglang_v2,10.7103,10.7103,True
pro,256k,65539,1024,6,0.908,flashinfer_topk,13.0286,13.0286,True
pro,256k,65539,1024,8,0.927,radix_cutedsl,19.6238,19.6238,True
pro,256k,65539,1024,8,0.927,sglang_v2,11.4686,11.4686,True
pro,256k,65539,1024,8,0.927,flashinfer_topk,15.267,15.267,True
pro,256k,65539,1024,10,0.883,radix_cutedsl,19.4046,19.4046,True
pro,256k,65539,1024,10,0.883,sglang_v2,9.4927,9.4927,True
pro,256k,65539,1024,10,0.883,flashinfer_topk,13.1855,13.1855,True
pro,256k,65539,1024,12,0.826,radix_cutedsl,19.1822,19.1822,True
pro,256k,65539,1024,12,0.826,sglang_v2,11.3119,11.3119,True
pro,256k,65539,1024,12,0.826,flashinfer_topk,13.515,13.515,True
pro,256k,65539,1024,14,0.799,radix_cutedsl,19.3454,19.3454,True
pro,256k,65539,1024,14,0.799,sglang_v2,9.5424,9.5424,True
pro,256k,65539,1024,14,0.799,flashinfer_topk,12.8894,12.8894,True
pro,256k,65539,1024,16,0.629,radix_cutedsl,19.0589,19.0589,True
pro,256k,65539,1024,16,0.629,sglang_v2,9.5007,9.5007,True
pro,256k,65539,1024,16,0.629,flashinfer_topk,13.2927,13.2927,True
pro,256k,65539,1024,18,0.608,radix_cutedsl,19.555,19.555,True
pro,256k,65539,1024,18,0.608,sglang_v2,10.2285,10.2285,True
pro,256k,65539,1024,18,0.608,flashinfer_topk,14.1966,14.1966,True
pro,256k,65539,1024,20,0.74,radix_cutedsl,19.4958,19.4958,True
pro,256k,65539,1024,20,0.74,sglang_v2,11.3645,11.3645,True
pro,256k,65539,1024,20,0.74,flashinfer_topk,13.867,13.867,True
pro,256k,65539,1024,22,0.355,radix_cutedsl,19.203,19.203,True
pro,256k,65539,1024,22,0.355,sglang_v2,9.1231,9.1231,True
pro,256k,65539,1024,22,0.355,flashinfer_topk,12.9679,12.9679,True
pro,256k,65539,1024,24,0.606,radix_cutedsl,19.1214,19.1214,True
pro,256k,65539,1024,24,0.606,sglang_v2,9.1886,9.1886,True
pro,256k,65539,1024,24,0.606,flashinfer_topk,13.1086,13.1086,True
pro,256k,65539,1024,26,0.463,radix_cutedsl,19.4734,19.4734,True
pro,256k,65539,1024,26,0.463,sglang_v2,11.5311,11.5311,True
pro,256k,65539,1024,26,0.463,flashinfer_topk,15.7262,15.7262,True
pro,256k,65539,1024,28,0.641,radix_cutedsl,19.4767,19.4767,True
pro,256k,65539,1024,28,0.641,sglang_v2,10.0527,10.0527,True
pro,256k,65539,1024,28,0.641,flashinfer_topk,14.2558,14.2558,True
pro,256k,65539,1024,30,0.358,radix_cutedsl,19.3214,19.3214,True
pro,256k,65539,1024,30,0.358,sglang_v2,9.5855,9.5855,True
pro,256k,65539,1024,30,0.358,flashinfer_topk,13.499,13.499,True
pro,256k,65539,1024,32,0.489,radix_cutedsl,19.0128,19.0128,True
pro,256k,65539,1024,32,0.489,sglang_v2,10.7024,10.7024,True
pro,256k,65539,1024,32,0.489,flashinfer_topk,13.6799,13.6799,True
pro,256k,65539,1024,34,0.551,radix_cutedsl,19.6477,19.6477,True
pro,256k,65539,1024,34,0.551,sglang_v2,9.432,9.432,True
pro,256k,65539,1024,34,0.551,flashinfer_topk,14.2895,14.2895,True
pro,256k,65539,1024,36,0.417,radix_cutedsl,19.1917,19.1917,True
pro,256k,65539,1024,36,0.417,sglang_v2,9.504,9.504,True
pro,256k,65539,1024,36,0.417,flashinfer_topk,13.5375,13.5375,True
pro,256k,65539,1024,38,0.266,radix_cutedsl,19.531,19.531,True
pro,256k,65539,1024,38,0.266,sglang_v2,11.5198,11.5198,True
pro,256k,65539,1024,38,0.266,flashinfer_topk,15.0366,15.0366,True
pro,256k,65539,1024,40,0.549,radix_cutedsl,19.5646,19.5646,True
pro,256k,65539,1024,40,0.549,sglang_v2,10.6015,10.6015,True
pro,256k,65539,1024,40,0.549,flashinfer_topk,14.155,14.155,True
pro,256k,65539,1024,42,0.751,radix_cutedsl,19.4445,19.4445,True
pro,256k,65539,1024,42,0.751,sglang_v2,11.7391,11.7391,True
pro,256k,65539,1024,42,0.751,flashinfer_topk,13.3743,13.3743,True
pro,256k,65539,1024,44,0.465,radix_cutedsl,19.4877,19.4877,True
pro,256k,65539,1024,44,0.465,sglang_v2,11.2799,11.2799,True
pro,256k,65539,1024,44,0.465,flashinfer_topk,15.4062,15.4062,True
pro,256k,65539,1024,46,0.709,radix_cutedsl,19.3373,19.3373,True
pro,256k,65539,1024,46,0.709,sglang_v2,11.2575,11.2575,True
pro,256k,65539,1024,46,0.709,flashinfer_topk,13.9135,13.9135,True
pro,256k,65539,1024,48,0.466,radix_cutedsl,18.9901,18.9901,True
pro,256k,65539,1024,48,0.466,sglang_v2,9.0655,9.0655,True
pro,256k,65539,1024,48,0.466,flashinfer_topk,13.1455,13.1455,True
pro,256k,65539,1024,50,0.456,radix_cutedsl,19.3182,19.3182,True
pro,256k,65539,1024,50,0.456,sglang_v2,11.5231,11.5231,True
pro,256k,65539,1024,50,0.456,flashinfer_topk,14.2655,14.2655,True
pro,256k,65539,1024,52,0.517,radix_cutedsl,19.2623,19.2623,True
pro,256k,65539,1024,52,0.517,sglang_v2,10.5935,10.5935,True
pro,256k,65539,1024,52,0.517,flashinfer_topk,13.4863,13.4863,True
pro,256k,65539,1024,54,0.702,radix_cutedsl,19.5952,19.5952,True
pro,256k,65539,1024,54,0.702,sglang_v2,10.0319,10.0319,True
pro,256k,65539,1024,54,0.702,flashinfer_topk,14.475,14.475,True
pro,256k,65539,1024,56,0.568,radix_cutedsl,19.4896,19.4896,True
pro,256k,65539,1024,56,0.568,sglang_v2,11.4159,11.4159,True
pro,256k,65539,1024,56,0.568,flashinfer_topk,14.2302,14.2302,True
pro,256k,65539,1024,58,0.737,radix_cutedsl,19.59,19.59,True
pro,256k,65539,1024,58,0.737,sglang_v2,9.5615,9.5615,True
pro,256k,65539,1024,58,0.737,flashinfer_topk,14.155,14.155,True
pro,256k,65539,1024,60,0.858,radix_cutedsl,19.4623,19.4623,True
pro,256k,65539,1024,60,0.858,sglang_v2,11.1583,11.1583,True
pro,256k,65539,1024,60,0.858,flashinfer_topk,15.5518,15.5518,True
pro,32k,8195,1024,2,0.942,radix_cutedsl,8.7984,8.7984,True
pro,32k,8195,1024,2,0.942,sglang_v2,5.4319,5.4319,True
pro,32k,8195,1024,2,0.942,flashinfer_topk,11.5519,11.5519,True
pro,32k,8195,1024,4,0.917,radix_cutedsl,8.9904,8.9904,True
pro,32k,8195,1024,4,0.917,sglang_v2,6.0207,6.0207,True
pro,32k,8195,1024,4,0.917,flashinfer_topk,12.0399,12.0399,True
pro,32k,8195,1024,6,0.909,radix_cutedsl,8.843,8.843,True
pro,32k,8195,1024,6,0.909,sglang_v2,5.504,5.504,True
pro,32k,8195,1024,6,0.909,flashinfer_topk,11.4575,11.4575,True
pro,32k,8195,1024,8,0.939,radix_cutedsl,9.2752,9.2752,True
pro,32k,8195,1024,8,0.939,sglang_v2,6.048,6.048,True
pro,32k,8195,1024,8,0.939,flashinfer_topk,11.763,11.763,True
pro,32k,8195,1024,10,0.912,radix_cutedsl,9.2447,9.2447,True
pro,32k,8195,1024,10,0.912,sglang_v2,5.9743,5.9743,True
pro,32k,8195,1024,10,0.912,flashinfer_topk,11.8639,11.8639,True
pro,32k,8195,1024,12,0.859,radix_cutedsl,8.9951,8.9951,True
pro,32k,8195,1024,12,0.859,sglang_v2,5.5616,5.5616,True
pro,32k,8195,1024,12,0.859,flashinfer_topk,11.3773,11.3773,True
pro,32k,8195,1024,14,0.874,radix_cutedsl,9.0412,9.0412,True
pro,32k,8195,1024,14,0.874,sglang_v2,5.7616,5.7616,True
pro,32k,8195,1024,14,0.874,flashinfer_topk,11.5359,11.5359,True
pro,32k,8195,1024,16,0.763,radix_cutedsl,9.5099,9.5099,True
pro,32k,8195,1024,16,0.763,sglang_v2,5.9472,5.9472,True
pro,32k,8195,1024,16,0.763,flashinfer_topk,11.6367,11.6367,True
pro,32k,8195,1024,18,0.681,radix_cutedsl,9.2863,9.2863,True
pro,32k,8195,1024,18,0.681,sglang_v2,6.0144,6.0144,True
pro,32k,8195,1024,18,0.681,flashinfer_topk,11.7232,11.7232,True
pro,32k,8195,1024,20,0.835,radix_cutedsl,9.078,9.078,True
pro,32k,8195,1024,20,0.835,sglang_v2,5.7839,5.7839,True
pro,32k,8195,1024,20,0.835,flashinfer_topk,11.4863,11.4863,True
pro,32k,8195,1024,22,0.562,radix_cutedsl,9.504,9.504,True
pro,32k,8195,1024,22,0.562,sglang_v2,6.0911,6.0911,True
pro,32k,8195,1024,22,0.562,flashinfer_topk,12.019,12.019,True
pro,32k,8195,1024,24,0.755,radix_cutedsl,9.3758,9.3758,True
pro,32k,8195,1024,24,0.755,sglang_v2,5.7839,5.7839,True
pro,32k,8195,1024,24,0.755,flashinfer_topk,11.7999,11.7999,True
pro,32k,8195,1024,26,0.559,radix_cutedsl,9.3503,9.3503,True
pro,32k,8195,1024,26,0.559,sglang_v2,6.0624,6.0624,True
pro,32k,8195,1024,26,0.559,flashinfer_topk,12.1471,12.1471,True
pro,32k,8195,1024,28,0.821,radix_cutedsl,9.4016,9.4016,True
pro,32k,8195,1024,28,0.821,sglang_v2,5.8159,5.8159,True
pro,32k,8195,1024,28,0.821,flashinfer_topk,11.6095,11.6095,True
pro,32k,8195,1024,30,0.53,radix_cutedsl,9.1696,9.1696,True
pro,32k,8195,1024,30,0.53,sglang_v2,5.7231,5.7231,True
pro,32k,8195,1024,30,0.53,flashinfer_topk,11.8735,11.8735,True
pro,32k,8195,1024,32,0.483,radix_cutedsl,9.2143,9.2143,True
pro,32k,8195,1024,32,0.483,sglang_v2,5.7024,5.7024,True
pro,32k,8195,1024,32,0.483,flashinfer_topk,11.9327,11.9327,True
pro,32k,8195,1024,34,0.704,radix_cutedsl,9.2735,9.2735,True
pro,32k,8195,1024,34,0.704,sglang_v2,5.8463,5.8463,True
pro,32k,8195,1024,34,0.704,flashinfer_topk,11.539,11.539,True
pro,32k,8195,1024,36,0.49,radix_cutedsl,9.0638,9.0638,True
pro,32k,8195,1024,36,0.49,sglang_v2,5.7311,5.7311,True
pro,32k,8195,1024,36,0.49,flashinfer_topk,11.5327,11.5327,True
pro,32k,8195,1024,38,0.637,radix_cutedsl,9.0351,9.0351,True
pro,32k,8195,1024,38,0.637,sglang_v2,5.744,5.744,True
pro,32k,8195,1024,38,0.637,flashinfer_topk,11.4575,11.4575,True
pro,32k,8195,1024,40,0.498,radix_cutedsl,9.1743,9.1743,True
pro,32k,8195,1024,40,0.498,sglang_v2,5.8448,5.8448,True
pro,32k,8195,1024,40,0.498,flashinfer_topk,11.7167,11.7167,True
pro,32k,8195,1024,42,0.527,radix_cutedsl,9.3725,9.3725,True
pro,32k,8195,1024,42,0.527,sglang_v2,6.0623,6.0623,True
pro,32k,8195,1024,42,0.527,flashinfer_topk,12.0655,12.0655,True
pro,32k,8195,1024,44,0.822,radix_cutedsl,9.0671,9.0671,True
pro,32k,8195,1024,44,0.822,sglang_v2,5.9311,5.9311,True
pro,32k,8195,1024,44,0.822,flashinfer_topk,11.6783,11.6783,True
pro,32k,8195,1024,46,0.752,radix_cutedsl,9.3391,9.3391,True
pro,32k,8195,1024,46,0.752,sglang_v2,6.1328,6.1328,True
pro,32k,8195,1024,46,0.752,flashinfer_topk,12.0926,12.0926,True
pro,32k,8195,1024,48,0.56,radix_cutedsl,9.427,9.427,True
pro,32k,8195,1024,48,0.56,sglang_v2,6.1136,6.1136,True
pro,32k,8195,1024,48,0.56,flashinfer_topk,11.6558,11.6558,True
pro,32k,8195,1024,50,0.831,radix_cutedsl,9.0847,9.0847,True
pro,32k,8195,1024,50,0.831,sglang_v2,6.0287,6.0287,True
pro,32k,8195,1024,50,0.831,flashinfer_topk,11.4622,11.4622,True
pro,32k,8195,1024,52,0.72,radix_cutedsl,8.9055,8.9055,True
pro,32k,8195,1024,52,0.72,sglang_v2,6.1216,6.1216,True
pro,32k,8195,1024,52,0.72,flashinfer_topk,11.7567,11.7567,True
pro,32k,8195,1024,54,0.845,radix_cutedsl,9.2063,9.2063,True
pro,32k,8195,1024,54,0.845,sglang_v2,5.7343,5.7343,True
pro,32k,8195,1024,54,0.845,flashinfer_topk,11.4654,11.4654,True
pro,32k,8195,1024,56,0.79,radix_cutedsl,9.3503,9.3503,True
pro,32k,8195,1024,56,0.79,sglang_v2,6.0783,6.0783,True
pro,32k,8195,1024,56,0.79,flashinfer_topk,11.7407,11.7407,True
pro,32k,8195,1024,58,0.82,radix_cutedsl,9.1695,9.1695,True
pro,32k,8195,1024,58,0.82,sglang_v2,5.776,5.776,True
pro,32k,8195,1024,58,0.82,flashinfer_topk,11.7151,11.7151,True
pro,32k,8195,1024,60,0.903,radix_cutedsl,9.0703,9.0703,True
pro,32k,8195,1024,60,0.903,sglang_v2,6.5711,6.5711,True
pro,32k,8195,1024,60,0.903,flashinfer_topk,12.0223,12.0223,True
pro,4k,1027,1024,2,1.0,radix_cutedsl,5.5071,5.5071,True
pro,4k,1027,1024,2,1.0,sglang_v2,4.5408,4.5408,True
pro,4k,1027,1024,2,1.0,flashinfer_topk,6.4832,6.4832,True
pro,4k,1027,1024,4,0.998,radix_cutedsl,5.4432,5.4432,True
pro,4k,1027,1024,4,0.998,sglang_v2,4.8543,4.8543,True
pro,4k,1027,1024,4,0.998,flashinfer_topk,6.4399,6.4399,True
pro,4k,1027,1024,6,0.998,radix_cutedsl,5.6623,5.6623,True
pro,4k,1027,1024,6,0.998,sglang_v2,4.6351,4.6351,True
pro,4k,1027,1024,6,0.998,flashinfer_topk,6.4224,6.4224,True
pro,4k,1027,1024,8,0.999,radix_cutedsl,5.4207,5.4207,True
pro,4k,1027,1024,8,0.999,sglang_v2,4.8448,4.8448,True
pro,4k,1027,1024,8,0.999,flashinfer_topk,6.3742,6.3742,True
pro,4k,1027,1024,10,0.998,radix_cutedsl,5.6399,5.6399,True
pro,4k,1027,1024,10,0.998,sglang_v2,4.7134,4.7134,True
pro,4k,1027,1024,10,0.998,flashinfer_topk,6.3871,6.3871,True
pro,4k,1027,1024,12,0.997,radix_cutedsl,5.6272,5.6272,True
pro,4k,1027,1024,12,0.997,sglang_v2,4.7982,4.7982,True
pro,4k,1027,1024,12,0.997,flashinfer_topk,6.4126,6.4126,True
pro,4k,1027,1024,14,0.997,radix_cutedsl,5.7071,5.7071,True
pro,4k,1027,1024,14,0.997,sglang_v2,4.6992,4.6992,True
pro,4k,1027,1024,14,0.997,flashinfer_topk,6.3792,6.3792,True
pro,4k,1027,1024,16,1.0,radix_cutedsl,5.4879,5.4879,True
pro,4k,1027,1024,16,1.0,sglang_v2,4.7184,4.7184,True
pro,4k,1027,1024,16,1.0,flashinfer_topk,6.3182,6.3182,True
pro,4k,1027,1024,18,0.997,radix_cutedsl,5.8352,5.8352,True
pro,4k,1027,1024,18,0.997,sglang_v2,4.7359,4.7359,True
pro,4k,1027,1024,18,0.997,flashinfer_topk,6.3439,6.3439,True
pro,4k,1027,1024,20,0.997,radix_cutedsl,5.6734,5.6734,True
pro,4k,1027,1024,20,0.997,sglang_v2,4.7744,4.7744,True
pro,4k,1027,1024,20,0.997,flashinfer_topk,6.4192,6.4192,True
pro,4k,1027,1024,22,0.998,radix_cutedsl,5.6944,5.6944,True
pro,4k,1027,1024,22,0.998,sglang_v2,4.6368,4.6368,True
pro,4k,1027,1024,22,0.998,flashinfer_topk,6.4381,6.4381,True
pro,4k,1027,1024,24,0.997,radix_cutedsl,5.6191,5.6191,True
pro,4k,1027,1024,24,0.997,sglang_v2,4.691,4.691,True
pro,4k,1027,1024,24,0.997,flashinfer_topk,6.3616,6.3616,True
pro,4k,1027,1024,26,0.997,radix_cutedsl,5.4606,5.4606,True
pro,4k,1027,1024,26,0.997,sglang_v2,4.6879,4.6879,True
pro,4k,1027,1024,26,0.997,flashinfer_topk,6.4591,6.4591,True
pro,4k,1027,1024,28,0.999,radix_cutedsl,5.6319,5.6319,True
pro,4k,1027,1024,28,0.999,sglang_v2,4.6608,4.6608,True
pro,4k,1027,1024,28,0.999,flashinfer_topk,6.3614,6.3614,True
pro,4k,1027,1024,30,0.998,radix_cutedsl,5.6208,5.6208,True
pro,4k,1027,1024,30,0.998,sglang_v2,4.755,4.755,True
pro,4k,1027,1024,30,0.998,flashinfer_topk,6.3117,6.3117,True
pro,4k,1027,1024,32,0.998,radix_cutedsl,5.7135,5.7135,True
pro,4k,1027,1024,32,0.998,sglang_v2,4.7136,4.7136,True
pro,4k,1027,1024,32,0.998,flashinfer_topk,6.4224,6.4224,True
pro,4k,1027,1024,34,0.997,radix_cutedsl,5.8575,5.8575,True
pro,4k,1027,1024,34,0.997,sglang_v2,4.651,4.651,True
pro,4k,1027,1024,34,0.997,flashinfer_topk,6.3711,6.3711,True
pro,4k,1027,1024,36,0.997,radix_cutedsl,5.8688,5.8688,True
pro,4k,1027,1024,36,0.997,sglang_v2,4.6543,4.6543,True
pro,4k,1027,1024,36,0.997,flashinfer_topk,6.2511,6.2511,True
pro,4k,1027,1024,38,0.997,radix_cutedsl,5.7071,5.7071,True
pro,4k,1027,1024,38,0.997,sglang_v2,4.694,4.694,True
pro,4k,1027,1024,38,0.997,flashinfer_topk,6.4095,6.4095,True
pro,4k,1027,1024,40,0.999,radix_cutedsl,5.928,5.928,True
pro,4k,1027,1024,40,0.999,sglang_v2,4.752,4.752,True
pro,4k,1027,1024,40,0.999,flashinfer_topk,6.4158,6.4158,True
pro,4k,1027,1024,42,0.998,radix_cutedsl,5.6271,5.6271,True
pro,4k,1027,1024,42,0.998,sglang_v2,4.8655,4.8655,True
pro,4k,1027,1024,42,0.998,flashinfer_topk,6.4992,6.4992,True
pro,4k,1027,1024,44,0.997,radix_cutedsl,5.8751,5.8751,True
pro,4k,1027,1024,44,0.997,sglang_v2,4.6446,4.6446,True
pro,4k,1027,1024,44,0.997,flashinfer_topk,6.3374,6.3374,True
pro,4k,1027,1024,46,0.998,radix_cutedsl,5.603,5.603,True
pro,4k,1027,1024,46,0.998,sglang_v2,4.6976,4.6976,True
pro,4k,1027,1024,46,0.998,flashinfer_topk,6.344,6.344,True
pro,4k,1027,1024,48,0.998,radix_cutedsl,5.6575,5.6575,True
pro,4k,1027,1024,48,0.998,sglang_v2,4.6864,4.6864,True
pro,4k,1027,1024,48,0.998,flashinfer_topk,6.3727,6.3727,True
pro,4k,1027,1024,50,0.999,radix_cutedsl,5.8944,5.8944,True
pro,4k,1027,1024,50,0.999,sglang_v2,4.7616,4.7616,True
pro,4k,1027,1024,50,0.999,flashinfer_topk,6.4607,6.4607,True
pro,4k,1027,1024,52,0.998,radix_cutedsl,5.6878,5.6878,True
pro,4k,1027,1024,52,0.998,sglang_v2,4.7584,4.7584,True
pro,4k,1027,1024,52,0.998,flashinfer_topk,6.4239,6.4239,True
pro,4k,1027,1024,54,0.998,radix_cutedsl,5.9118,5.9118,True
pro,4k,1027,1024,54,0.998,sglang_v2,4.7024,4.7024,True
pro,4k,1027,1024,54,0.998,flashinfer_topk,6.3439,6.3439,True
pro,4k,1027,1024,56,0.999,radix_cutedsl,5.6959,5.6959,True
pro,4k,1027,1024,56,0.999,sglang_v2,4.6479,4.6479,True
pro,4k,1027,1024,56,0.999,flashinfer_topk,6.3359,6.3359,True
pro,4k,1027,1024,58,0.998,radix_cutedsl,5.7439,5.7439,True
pro,4k,1027,1024,58,0.998,sglang_v2,4.7183,4.7183,True
pro,4k,1027,1024,58,0.998,flashinfer_topk,6.4304,6.4304,True
pro,4k,1027,1024,60,0.998,radix_cutedsl,5.6208,5.6208,True
pro,4k,1027,1024,60,0.998,sglang_v2,4.7743,4.7743,True
