model,isl,N,K,L,BS,hit,op,us,us_span,exact
v32,64k,65551,2048,14,2,0.854,gvr_pr,19.6989,19.6989,True
v32,64k,65551,2048,14,2,0.854,radix_cutedsl,18.7806,18.7806,True
v32,64k,65551,2048,14,2,0.854,sglang_v2,10.3183,10.3183,True
v32,64k,65551,2048,14,2,0.854,flashinfer_topk,14.659,14.659,True
v32,64k,65551,2048,14,4,0.854,gvr_pr,19.7294,19.7294,True
v32,64k,65551,2048,14,4,0.854,radix_cutedsl,19.206,19.206,True
v32,64k,65551,2048,14,4,0.854,sglang_v2,10.3727,10.3727,True
v32,64k,65551,2048,14,4,0.854,flashinfer_topk,14.891,14.891,True
v32,64k,65551,2048,14,8,0.854,gvr_pr,19.9949,19.9949,True
v32,64k,65551,2048,14,8,0.854,radix_cutedsl,19.6014,19.6014,True
v32,64k,65551,2048,14,8,0.854,sglang_v2,10.5774,10.5774,True
v32,64k,65551,2048,14,8,0.854,flashinfer_topk,15.1855,15.1855,True
v32,64k,65551,2048,14,16,0.854,gvr_pr,20.3406,20.3406,True
v32,64k,65551,2048,14,16,0.854,radix_cutedsl,20.9631,20.9631,True
v32,64k,65551,2048,14,16,0.854,sglang_v2,11.5391,11.5391,True
v32,64k,65551,2048,14,16,0.854,flashinfer_topk,19.0269,19.0269,True
v32,64k,65551,2048,14,32,0.854,gvr_pr,21.3325,21.3325,True
v32,64k,65551,2048,14,32,0.854,radix_cutedsl,30.5325,30.5325,True
v32,64k,65551,2048,14,32,0.854,sglang_v2,20.9551,26.5567,True
v32,64k,65551,2048,14,32,0.854,flashinfer_topk,21.2349,21.2349,True
v32,64k,65551,2048,14,64,0.854,gvr_pr,23.7693,23.7693,True
v32,64k,65551,2048,14,64,0.854,radix_cutedsl,58.4618,58.4618,True
v32,64k,65551,2048,14,64,0.854,sglang_v2,21.4671,27.0654,True
v32,64k,65551,2048,14,64,0.854,flashinfer_topk,26.8188,26.8188,True
v32,64k,65551,2048,14,128,0.854,gvr_pr,23.3742,23.3742,True
v32,64k,65551,2048,14,128,0.854,radix_cutedsl,62.3192,62.3192,True
v32,64k,65551,2048,14,128,0.854,sglang_v2,23.3885,29.2233,True
v32,64k,65551,2048,14,128,0.854,flashinfer_topk,40.1371,40.1371,True
v32,64k,65551,2048,14,256,0.854,gvr_pr,37.1147,37.1147,True
v32,64k,65551,2048,14,256,0.854,radix_cutedsl,119.7314,119.7314,True
v32,64k,65551,2048,14,256,0.854,sglang_v2,32.9212,37.9932,True
v32,64k,65551,2048,14,256,0.854,flashinfer_topk,65.6231,65.6231,True
v32,64k,65551,2048,14,512,0.854,gvr_pr,69.6824,69.6824,True
v32,64k,65551,2048,14,512,0.854,radix_cutedsl,207.1543,207.1543,True
v32,64k,65551,2048,14,512,0.854,sglang_v2,59.6234,65.1577,True
v32,64k,65551,2048,14,512,0.854,flashinfer_topk,121.9761,121.9761,True
v32,64k,65551,2048,14,1024,0.854,gvr_pr,115.5939,115.5939,True
v32,64k,65551,2048,14,1024,0.854,radix_cutedsl,407.2049,407.2049,True
v32,64k,65551,2048,14,1024,0.854,sglang_v2,98.8741,98.8741,True
v32,64k,65551,2048,14,1024,0.854,flashinfer_topk,212.3719,212.3719,True
v32,128k,131087,2048,14,1,0.904,gvr_pr,20.2862,20.2862,True
v32,128k,131087,2048,14,1,0.904,radix_cutedsl,18.7165,18.7165,True
v32,128k,131087,2048,14,1,0.904,sglang_v2,14.971,14.971,True
v32,128k,131087,2048,14,1,0.904,flashinfer_topk,18.6253,18.6253,True
v32,128k,131087,2048,14,2,0.904,gvr_pr,20.7214,20.7214,True
v32,128k,131087,2048,14,2,0.904,radix_cutedsl,19.8382,19.8382,True
v32,128k,131087,2048,14,2,0.904,sglang_v2,15.0366,15.0366,True
v32,128k,131087,2048,14,2,0.904,flashinfer_topk,18.9678,18.9678,True
v32,128k,131087,2048,14,4,0.904,gvr_pr,21.051,21.051,True
v32,128k,131087,2048,14,4,0.904,radix_cutedsl,19.0942,19.0942,True
v32,128k,131087,2048,14,4,0.904,sglang_v2,15.1791,15.1791,True
v32,128k,131087,2048,14,4,0.904,flashinfer_topk,19.3197,19.3197,True
v32,128k,131087,2048,14,8,0.904,gvr_pr,22.7117,22.7117,True
v32,128k,131087,2048,14,8,0.904,radix_cutedsl,20.6862,20.6862,True
v32,128k,131087,2048,14,8,0.904,sglang_v2,15.5694,15.5694,True
v32,128k,131087,2048,14,8,0.904,flashinfer_topk,19.9421,19.9421,True
v32,128k,131087,2048,14,16,0.904,gvr_pr,23.2877,23.2877,True
v32,128k,131087,2048,14,16,0.904,radix_cutedsl,24.4589,24.4589,True
v32,128k,131087,2048,14,16,0.904,sglang_v2,17.5437,17.5437,True
v32,128k,131087,2048,14,16,0.904,flashinfer_topk,26.9229,26.9229,True
v32,128k,131087,2048,14,32,0.904,gvr_pr,24.4093,24.4093,True
v32,128k,131087,2048,14,32,0.904,radix_cutedsl,53.3705,53.3705,True
v32,128k,131087,2048,14,32,0.904,sglang_v2,54.2488,31.894,True
v32,128k,131087,2048,14,32,0.904,flashinfer_topk,28.8285,28.8285,True
v32,128k,131087,2048,14,64,0.904,gvr_pr,27.734,27.734,True
v32,128k,131087,2048,14,64,0.904,radix_cutedsl,84.9094,84.9094,True
v32,128k,131087,2048,14,64,0.904,sglang_v2,36.3915,38.8699,True
v32,128k,131087,2048,14,64,0.904,flashinfer_topk,40.9324,40.9324,True
v32,128k,131087,2048,14,128,0.904,gvr_pr,35.4362,35.4362,True
v32,128k,131087,2048,14,128,0.904,radix_cutedsl,104.0308,104.0308,True
v32,128k,131087,2048,14,128,0.904,sglang_v2,42.6766,45.563,True
v32,128k,131087,2048,14,128,0.904,flashinfer_topk,71.3351,71.3351,True
v32,128k,131087,2048,14,256,0.904,gvr_pr,68.5704,68.5704,True
v32,128k,131087,2048,14,256,0.904,radix_cutedsl,202.9849,202.9849,True
v32,128k,131087,2048,14,256,0.904,sglang_v2,65.2745,67.7448,True
v32,128k,131087,2048,14,256,0.904,flashinfer_topk,142.8496,142.8496,True
v32,128k,131087,2048,14,512,0.904,gvr_pr,120.9314,120.9314,True
v32,128k,131087,2048,14,512,0.904,radix_cutedsl,366.8422,366.8422,True
v32,128k,131087,2048,14,512,0.904,sglang_v2,115.5379,118.4082,True
v32,128k,131087,2048,14,512,0.904,flashinfer_topk,264.0129,264.0129,True
v32,128k,131087,2048,14,1024,0.904,gvr_pr,219.4375,219.4375,True
v32,128k,131087,2048,14,1024,0.904,radix_cutedsl,700.5183,700.5183,True
v32,128k,131087,2048,14,1024,0.904,sglang_v2,210.1511,210.1511,True
v32,128k,131087,2048,14,1024,0.904,flashinfer_topk,485.4087,485.4087,True
v32,256k,163775,2048,14,1,0.913,gvr_pr,21.7213,21.7213,True
v32,256k,163775,2048,14,1,0.913,radix_cutedsl,19.5662,19.5662,True
v32,256k,163775,2048,14,1,0.913,sglang_v2,16.0239,16.0239,True
v32,256k,163775,2048,14,1,0.913,flashinfer_topk,21.4303,21.4303,True
v32,256k,163775,2048,14,2,0.913,gvr_pr,21.9006,21.9006,True
v32,256k,163775,2048,14,2,0.913,radix_cutedsl,20.1405,20.1405,True
v32,256k,163775,2048,14,2,0.913,sglang_v2,16.0718,16.0718,True
v32,256k,163775,2048,14,2,0.913,flashinfer_topk,21.5437,21.5437,True
v32,256k,163775,2048,14,4,0.913,gvr_pr,22.403,22.403,True
v32,256k,163775,2048,14,4,0.913,radix_cutedsl,20.3438,20.3438,True
v32,256k,163775,2048,14,4,0.913,sglang_v2,16.2735,16.2735,True
v32,256k,163775,2048,14,4,0.913,flashinfer_topk,22.227,22.227,True
v32,256k,163775,2048,14,8,0.913,gvr_pr,24.8668,24.8668,True
v32,256k,163775,2048,14,8,0.913,radix_cutedsl,24.238,24.238,True
v32,256k,163775,2048,14,8,0.913,sglang_v2,16.6655,16.6655,True
v32,256k,163775,2048,14,8,0.913,flashinfer_topk,22.6654,22.6654,True
v32,256k,163775,2048,14,16,0.913,gvr_pr,25.4444,25.4444,True
v32,256k,163775,2048,14,16,0.913,radix_cutedsl,31.6527,31.6527,True
v32,256k,163775,2048,14,16,0.913,sglang_v2,18.9373,18.9373,True
v32,256k,163775,2048,14,16,0.913,flashinfer_topk,30.6923,30.6923,True
v32,256k,163775,2048,14,32,0.913,gvr_pr,26.8717,26.8717,True
v32,256k,163775,2048,14,32,0.913,radix_cutedsl,55.8698,55.8698,True
v32,256k,163775,2048,14,32,0.913,sglang_v2,61.9434,34.3516,True
v32,256k,163775,2048,14,32,0.913,flashinfer_topk,32.8717,32.8717,True
v32,256k,163775,2048,14,64,0.913,gvr_pr,32.8685,32.8685,True
v32,256k,163775,2048,14,64,0.913,radix_cutedsl,88.7142,88.7142,True
v32,256k,163775,2048,14,64,0.913,sglang_v2,43.5806,45.9646,True
v32,256k,163775,2048,14,64,0.913,flashinfer_topk,49.0763,49.0763,True
v32,256k,163775,2048,14,128,0.913,gvr_pr,49.8138,49.8138,True
v32,256k,163775,2048,14,128,0.913,radix_cutedsl,121.1196,121.1196,True
v32,256k,163775,2048,14,128,0.913,sglang_v2,56.0793,58.7322,True
v32,256k,163775,2048,14,128,0.913,flashinfer_topk,93.7477,93.7477,True
v32,256k,163775,2048,14,256,0.913,gvr_pr,102.962,102.962,True
v32,256k,163775,2048,14,256,0.913,radix_cutedsl,234.9685,234.9685,True
v32,256k,163775,2048,14,256,0.913,sglang_v2,79.6183,82.6999,True
v32,256k,163775,2048,14,256,0.913,flashinfer_topk,179.7627,179.7627,True
v32,256k,163775,2048,14,512,0.913,gvr_pr,187.7003,187.7003,True
v32,256k,163775,2048,14,512,0.913,radix_cutedsl,423.5951,423.5951,True
v32,256k,163775,2048,14,512,0.913,sglang_v2,141.2976,144.4864,True
v32,256k,163775,2048,14,512,0.913,flashinfer_topk,336.9832,336.9832,True
v32,256k,163775,2048,14,1024,0.913,gvr_pr,341.1337,341.1337,True
v32,256k,163775,2048,14,1024,0.913,radix_cutedsl,806.5219,806.5219,True
v32,256k,163775,2048,14,1024,0.913,sglang_v2,256.7715,256.7715,True
v32,256k,163775,2048,14,1024,0.913,flashinfer_topk,619.0119,619.0119,True
v32,4k,4111,2048,34,1,0.729,gvr_pr,11.0751,11.0751,True
v32,4k,4111,2048,34,1,0.729,radix_cutedsl,6.8464,6.8464,True
v32,4k,4111,2048,34,1,0.729,sglang_v2,6.7183,6.7183,True
v32,4k,4111,2048,34,1,0.729,flashinfer_topk,8.6864,8.6864,True
v32,4k,4111,2048,34,2,0.729,gvr_pr,11.2077,11.2077,True
v32,4k,4111,2048,34,2,0.729,radix_cutedsl,7.0543,7.0543,True
v32,4k,4111,2048,34,2,0.729,sglang_v2,6.7408,6.7408,True
v32,4k,4111,2048,34,2,0.729,flashinfer_topk,8.6862,8.6862,True
v32,4k,4111,2048,34,4,0.729,gvr_pr,11.2767,11.2767,True
v32,4k,4111,2048,34,4,0.729,radix_cutedsl,7.056,7.056,True
v32,4k,4111,2048,34,4,0.729,sglang_v2,6.7264,6.7264,True
v32,4k,4111,2048,34,4,0.729,flashinfer_topk,8.768,8.768,True
v32,4k,4111,2048,34,8,0.729,gvr_pr,11.2077,11.2077,True
v32,4k,4111,2048,34,8,0.729,radix_cutedsl,7.1247,7.1247,True
v32,4k,4111,2048,34,8,0.729,sglang_v2,6.7088,6.7088,True
v32,4k,4111,2048,34,8,0.729,flashinfer_topk,9.0271,9.0271,True
v32,4k,4111,2048,34,16,0.729,gvr_pr,11.427,11.427,True
v32,4k,4111,2048,34,16,0.729,radix_cutedsl,7.2975,7.2975,True
v32,4k,4111,2048,34,16,0.729,sglang_v2,6.6639,6.6639,True
v32,4k,4111,2048,34,16,0.729,flashinfer_topk,9.2046,9.2046,True
v32,4k,4111,2048,34,32,0.729,gvr_pr,11.5295,11.5295,True
v32,4k,4111,2048,34,32,0.729,radix_cutedsl,7.4223,7.4223,True
v32,4k,4111,2048,34,32,0.729,sglang_v2,6.7166,6.7166,True
v32,4k,4111,2048,34,32,0.729,flashinfer_topk,9.3295,9.3295,True
v32,4k,4111,2048,34,64,0.729,gvr_pr,11.6879,11.6879,True
v32,4k,4111,2048,34,64,0.729,radix_cutedsl,7.5743,7.5743,True
v32,4k,4111,2048,34,64,0.729,sglang_v2,6.8224,6.8224,True
v32,4k,4111,2048,34,64,0.729,flashinfer_topk,9.3552,9.3552,True
v32,4k,4111,2048,34,128,0.729,gvr_pr,12.2367,12.2367,True
v32,4k,4111,2048,34,128,0.729,radix_cutedsl,8.1199,8.1199,True
v32,4k,4111,2048,34,128,0.729,sglang_v2,7.1919,7.1919,True
v32,4k,4111,2048,34,128,0.729,flashinfer_topk,9.744,9.744,True
v32,4k,4111,2048,34,256,0.729,gvr_pr,14.8285,14.8285,True
v32,4k,4111,2048,34,256,0.729,radix_cutedsl,14.3325,14.3325,True
v32,4k,4111,2048,34,256,0.729,sglang_v2,10.0783,10.0783,True
v32,4k,4111,2048,34,256,0.729,flashinfer_topk,13.2315,13.2315,True
v32,4k,4111,2048,34,512,0.729,gvr_pr,27.1382,27.1382,True
v32,4k,4111,2048,34,512,0.729,radix_cutedsl,26.5356,26.5356,True
v32,4k,4111,2048,34,512,0.729,sglang_v2,17.4413,17.4413,True
v32,4k,4111,2048,34,512,0.729,flashinfer_topk,23.9838,23.9838,True
v32,4k,4111,2048,34,1024,0.729,gvr_pr,48.5546,48.5546,True
v32,4k,4111,2048,34,1024,0.729,radix_cutedsl,45.0906,45.0906,True
v32,4k,4111,2048,34,1024,0.729,sglang_v2,28.9901,28.9901,True
v32,4k,4111,2048,34,1024,0.729,flashinfer_topk,40.9243,40.9243,True
v32,8k,8207,2048,34,1,0.842,gvr_pr,13.2013,13.2013,True
v32,8k,8207,2048,34,1,0.842,radix_cutedsl,9.5472,9.5472,True
v32,8k,8207,2048,34,1,0.842,sglang_v2,7.7599,7.7599,True
v32,8k,8207,2048,34,1,0.842,flashinfer_topk,12.4541,12.4541,True
v32,8k,8207,2048,34,2,0.842,gvr_pr,13.2015,13.2015,True
v32,8k,8207,2048,34,2,0.842,radix_cutedsl,9.595,9.595,True
v32,8k,8207,2048,34,2,0.842,sglang_v2,7.7295,7.7295,True
v32,8k,8207,2048,34,2,0.842,flashinfer_topk,12.6032,12.6032,True
v32,8k,8207,2048,34,4,0.842,gvr_pr,13.2496,13.2496,True
v32,8k,8207,2048,34,4,0.842,radix_cutedsl,9.7055,9.7055,True
v32,8k,8207,2048,34,4,0.842,sglang_v2,7.6991,7.6991,True
v32,8k,8207,2048,34,4,0.842,flashinfer_topk,12.9215,12.9215,True
v32,8k,8207,2048,34,8,0.842,gvr_pr,13.2223,13.2223,True
v32,8k,8207,2048,34,8,0.842,radix_cutedsl,9.7711,9.7711,True
v32,8k,8207,2048,34,8,0.842,sglang_v2,7.6687,7.6687,True
v32,8k,8207,2048,34,8,0.842,flashinfer_topk,13.0991,13.0991,True
v32,8k,8207,2048,34,16,0.842,gvr_pr,13.5725,13.5725,True
v32,8k,8207,2048,34,16,0.842,radix_cutedsl,10.1454,10.1454,True
v32,8k,8207,2048,34,16,0.842,sglang_v2,7.704,7.704,True
v32,8k,8207,2048,34,16,0.842,flashinfer_topk,16.4221,16.4221,True
v32,8k,8207,2048,34,32,0.842,gvr_pr,13.5837,13.5837,True
v32,8k,8207,2048,34,32,0.842,radix_cutedsl,10.2254,10.2254,True
v32,8k,8207,2048,34,32,0.842,sglang_v2,7.8014,7.8014,True
v32,8k,8207,2048,34,32,0.842,flashinfer_topk,17.0493,17.0493,True
v32,8k,8207,2048,34,64,0.842,gvr_pr,13.9807,13.9807,True
v32,8k,8207,2048,34,64,0.842,radix_cutedsl,10.4014,10.4014,True
v32,8k,8207,2048,34,64,0.842,sglang_v2,8.0094,8.0094,True
v32,8k,8207,2048,34,64,0.842,flashinfer_topk,16.8685,16.8685,True
v32,8k,8207,2048,34,128,0.842,gvr_pr,14.635,14.635,True
v32,8k,8207,2048,34,128,0.842,radix_cutedsl,10.9678,10.9678,True
v32,8k,8207,2048,34,128,0.842,sglang_v2,8.5503,8.5503,True
v32,8k,8207,2048,34,128,0.842,flashinfer_topk,16.9645,16.9645,True
v32,8k,8207,2048,34,256,0.842,gvr_pr,18.3262,18.3262,True
v32,8k,8207,2048,34,256,0.842,radix_cutedsl,19.7292,19.7292,True
v32,8k,8207,2048,34,256,0.842,sglang_v2,12.2317,12.2317,True
v32,8k,8207,2048,34,256,0.842,flashinfer_topk,18.614,18.614,True
v32,8k,8207,2048,34,512,0.842,gvr_pr,34.0442,34.0442,True
v32,8k,8207,2048,34,512,0.842,radix_cutedsl,36.7929,36.7929,True
v32,8k,8207,2048,34,512,0.842,sglang_v2,21.2173,21.2173,True
v32,8k,8207,2048,34,512,0.842,flashinfer_topk,33.3739,33.3739,True
v32,8k,8207,2048,34,1024,0.842,gvr_pr,60.1976,60.1976,True
v32,8k,8207,2048,34,1024,0.842,radix_cutedsl,62.3799,62.3799,True
v32,8k,8207,2048,34,1024,0.842,sglang_v2,35.3883,35.3883,True
v32,8k,8207,2048,34,1024,0.842,flashinfer_topk,56.9464,56.9464,True
v32,16k,16399,2048,34,1,0.533,gvr_pr,13.3358,13.3358,True
v32,16k,16399,2048,34,1,0.533,radix_cutedsl,17.1087,17.1087,True
v32,16k,16399,2048,34,1,0.533,sglang_v2,10.7358,10.7358,True
v32,16k,16399,2048,34,1,0.533,flashinfer_topk,13.0285,13.0285,True
v32,16k,16399,2048,34,2,0.533,gvr_pr,13.339,13.339,True
v32,16k,16399,2048,34,2,0.533,radix_cutedsl,17.091,17.091,True
v32,16k,16399,2048,34,2,0.533,sglang_v2,10.758,10.758,True
v32,16k,16399,2048,34,2,0.533,flashinfer_topk,13.048,13.048,True
v32,16k,16399,2048,34,4,0.533,gvr_pr,13.3069,13.3069,True
v32,16k,16399,2048,34,4,0.533,radix_cutedsl,18.6062,18.6062,True
v32,16k,16399,2048,34,4,0.533,sglang_v2,10.779,10.779,True
v32,16k,16399,2048,34,4,0.533,flashinfer_topk,13.494,13.494,True
v32,16k,16399,2048,34,8,0.533,gvr_pr,13.4684,13.4684,True
v32,16k,16399,2048,34,8,0.533,radix_cutedsl,19.267,19.267,True
v32,16k,16399,2048,34,8,0.533,sglang_v2,10.7887,10.7887,True
v32,16k,16399,2048,34,8,0.533,flashinfer_topk,13.4989,13.4989,True
v32,16k,16399,2048,34,16,0.533,gvr_pr,13.5661,13.5661,True
v32,16k,16399,2048,34,16,0.533,radix_cutedsl,19.8653,19.8653,True
v32,16k,16399,2048,34,16,0.533,sglang_v2,11.032,11.032,True
v32,16k,16399,2048,34,16,0.533,flashinfer_topk,17.184,17.184,True
v32,16k,16399,2048,34,32,0.533,gvr_pr,13.9246,13.9246,True
v32,16k,16399,2048,34,32,0.533,radix_cutedsl,20.2237,20.2237,True
v32,16k,16399,2048,34,32,0.533,sglang_v2,11.171,11.171,True
v32,16k,16399,2048,34,32,0.533,flashinfer_topk,17.7407,17.7407,True
v32,16k,16399,2048,34,64,0.533,gvr_pr,14.3359,14.3359,True
v32,16k,16399,2048,34,64,0.533,radix_cutedsl,13.9104,13.9104,True
v32,16k,16399,2048,34,64,0.533,sglang_v2,11.5518,11.5518,True
v32,16k,16399,2048,34,64,0.533,flashinfer_topk,17.9502,17.9502,True
v32,16k,16399,2048,34,128,0.533,gvr_pr,15.3773,15.3773,True
v32,16k,16399,2048,34,128,0.533,radix_cutedsl,14.7454,14.7454,True
v32,16k,16399,2048,34,128,0.533,sglang_v2,12.3677,12.3677,True
v32,16k,16399,2048,34,128,0.533,flashinfer_topk,22.6846,22.6846,True
v32,16k,16399,2048,34,256,0.533,gvr_pr,20.3822,20.3822,True
v32,16k,16399,2048,34,256,0.533,radix_cutedsl,26.742,26.742,True
v32,16k,16399,2048,34,256,0.533,sglang_v2,16.7069,16.7069,True
v32,16k,16399,2048,34,256,0.533,flashinfer_topk,27.9788,27.9788,True
v32,16k,16399,2048,34,512,0.533,gvr_pr,37.7168,37.7168,True
v32,16k,16399,2048,34,512,0.533,radix_cutedsl,50.6296,50.6296,True
v32,16k,16399,2048,34,512,0.533,sglang_v2,30.0395,30.0395,True
v32,16k,16399,2048,34,512,0.533,flashinfer_topk,52.6024,52.6024,True
v32,16k,16399,2048,34,1024,0.533,gvr_pr,68.639,68.639,True
v32,16k,16399,2048,34,1024,0.533,radix_cutedsl,88.1651,88.1651,True
v32,16k,16399,2048,34,1024,0.533,sglang_v2,50.4166,50.4166,True
v32,16k,16399,2048,34,1024,0.533,flashinfer_topk,90.1059,90.1059,True
v32,32k,32783,2048,34,1,0.429,gvr_pr,15.9886,15.9886,True
v32,32k,32783,2048,34,1,0.429,radix_cutedsl,17.0511,17.0511,True
v32,32k,32783,2048,34,1,0.429,sglang_v2,10.907,10.907,True
v32,32k,32783,2048,34,1,0.429,flashinfer_topk,13.035,13.035,True
v32,32k,32783,2048,34,2,0.429,gvr_pr,15.9982,15.9982,True
v32,32k,32783,2048,34,2,0.429,radix_cutedsl,17.1837,17.1837,True
v32,32k,32783,2048,34,2,0.429,sglang_v2,10.8942,10.8942,True
v32,32k,32783,2048,34,2,0.429,flashinfer_topk,13.0351,13.0351,True
v32,32k,32783,2048,34,4,0.429,gvr_pr,16.1615,16.1615,True
v32,32k,32783,2048,34,4,0.429,radix_cutedsl,19.0943,19.0943,True
v32,32k,32783,2048,34,4,0.429,sglang_v2,10.9406,10.9406,True
v32,32k,32783,2048,34,4,0.429,flashinfer_topk,13.4334,13.4334,True
v32,32k,32783,2048,34,8,0.429,gvr_pr,16.2268,16.2268,True
v32,32k,32783,2048,34,8,0.429,radix_cutedsl,18.9213,18.9213,True
v32,32k,32783,2048,34,8,0.429,sglang_v2,11.0607,11.0607,True
v32,32k,32783,2048,34,8,0.429,flashinfer_topk,13.611,13.611,True
v32,32k,32783,2048,34,16,0.429,gvr_pr,16.5246,16.5246,True
v32,32k,32783,2048,34,16,0.429,radix_cutedsl,20.1422,20.1422,True
v32,32k,32783,2048,34,16,0.429,sglang_v2,14.923,14.923,True
v32,32k,32783,2048,34,16,0.429,flashinfer_topk,15.8895,15.8895,True
v32,32k,32783,2048,34,32,0.429,gvr_pr,16.9213,16.9213,True
v32,32k,32783,2048,34,32,0.429,radix_cutedsl,23.963,23.963,True
v32,32k,32783,2048,34,32,0.429,sglang_v2,15.3855,15.3855,True
v32,32k,32783,2048,34,32,0.429,flashinfer_topk,18.2334,18.2334,True
v32,32k,32783,2048,34,64,0.429,gvr_pr,17.6989,17.6989,True
v32,32k,32783,2048,34,64,0.429,radix_cutedsl,31.3788,31.3788,True
v32,32k,32783,2048,34,64,0.429,sglang_v2,15.8607,15.8607,True
v32,32k,32783,2048,34,64,0.429,flashinfer_topk,19.9423,19.9423,True
v32,32k,32783,2048,34,128,0.429,gvr_pr,18.715,18.715,True
v32,32k,32783,2048,34,128,0.429,radix_cutedsl,21.6364,21.6364,True
v32,32k,32783,2048,34,128,0.429,sglang_v2,16.7069,16.7069,True
v32,32k,32783,2048,34,128,0.429,flashinfer_topk,28.2938,28.2938,True
v32,32k,32783,2048,34,256,0.429,gvr_pr,26.0043,26.0043,True
v32,32k,32783,2048,34,256,0.429,radix_cutedsl,40.4986,40.4986,True
v32,32k,32783,2048,34,256,0.429,sglang_v2,22.134,22.134,True
v32,32k,32783,2048,34,256,0.429,flashinfer_topk,38.0859,38.0859,True
v32,32k,32783,2048,34,512,0.429,gvr_pr,48.5865,48.5865,True
v32,32k,32783,2048,34,512,0.429,radix_cutedsl,79.1796,79.1796,True
v32,32k,32783,2048,34,512,0.429,sglang_v2,41.9547,41.9547,True
v32,32k,32783,2048,34,512,0.429,flashinfer_topk,70.679,70.679,True
v32,32k,32783,2048,34,1024,0.429,gvr_pr,84.8227,84.8227,True
v32,32k,32783,2048,34,1024,0.429,radix_cutedsl,138.0364,138.0364,True
v32,32k,32783,2048,34,1024,0.429,sglang_v2,72.2982,72.2982,True
v32,32k,32783,2048,34,1024,0.429,flashinfer_topk,119.9039,119.9039,True
v32,64k,65551,2048,34,1,0.406,gvr_pr,20.6092,20.6092,True
v32,64k,65551,2048,34,1,0.406,radix_cutedsl,17.1407,17.1407,True
v32,64k,65551,2048,34,1,0.406,sglang_v2,12.0976,12.0976,True
v32,64k,65551,2048,34,1,0.406,flashinfer_topk,14.7247,14.7247,True
v32,64k,65551,2048,34,2,0.406,gvr_pr,20.6845,20.6845,True
v32,64k,65551,2048,34,2,0.406,radix_cutedsl,18.7645,18.7645,True
v32,64k,65551,2048,34,2,0.406,sglang_v2,12.1183,12.1183,True
v32,64k,65551,2048,34,2,0.406,flashinfer_topk,14.8992,14.8992,True
v32,64k,65551,2048,34,4,0.406,gvr_pr,20.8877,20.8877,True
v32,64k,65551,2048,34,4,0.406,radix_cutedsl,19.2078,19.2078,True
v32,64k,65551,2048,34,4,0.406,sglang_v2,12.1949,12.1949,True
v32,64k,65551,2048,34,4,0.406,flashinfer_topk,15.0766,15.0766,True
v32,64k,65551,2048,34,8,0.406,gvr_pr,21.1821,21.1821,True
v32,64k,65551,2048,34,8,0.406,radix_cutedsl,19.5837,19.5837,True
v32,64k,65551,2048,34,8,0.406,sglang_v2,12.3663,12.3663,True
v32,64k,65551,2048,34,8,0.406,flashinfer_topk,15.4798,15.4798,True
v32,64k,65551,2048,34,16,0.406,gvr_pr,21.4925,21.4925,True
v32,64k,65551,2048,34,16,0.406,radix_cutedsl,21.0927,21.0927,True
v32,64k,65551,2048,34,16,0.406,sglang_v2,14.4671,14.4671,True
v32,64k,65551,2048,34,16,0.406,flashinfer_topk,19.0302,19.0302,True
v32,64k,65551,2048,34,32,0.406,gvr_pr,22.5724,22.5724,True
v32,64k,65551,2048,34,32,0.406,radix_cutedsl,30.8729,30.8729,True
v32,64k,65551,2048,34,32,0.406,sglang_v2,23.4044,28.63,True
v32,64k,65551,2048,34,32,0.406,flashinfer_topk,21.6925,21.6925,True
v32,64k,65551,2048,34,64,0.406,gvr_pr,25.1692,25.1692,True
v32,64k,65551,2048,34,64,0.406,radix_cutedsl,58.7047,58.7047,True
v32,64k,65551,2048,34,64,0.406,sglang_v2,23.8509,26.654,True
v32,64k,65551,2048,34,64,0.406,flashinfer_topk,25.8205,25.8205,True
v32,64k,65551,2048,34,128,0.406,gvr_pr,24.3741,24.3741,True
v32,64k,65551,2048,34,128,0.406,radix_cutedsl,63.0504,63.0504,True
v32,64k,65551,2048,34,128,0.406,sglang_v2,25.5949,28.2684,True
v32,64k,65551,2048,34,128,0.406,flashinfer_topk,39.4107,39.4107,True
v32,64k,65551,2048,34,256,0.406,gvr_pr,38.6442,38.6442,True
v32,64k,65551,2048,34,256,0.406,radix_cutedsl,121.2014,121.2014,True
v32,64k,65551,2048,34,256,0.406,sglang_v2,35.9516,38.7818,True
v32,64k,65551,2048,34,256,0.406,flashinfer_topk,64.3015,64.3015,True
v32,64k,65551,2048,34,512,0.406,gvr_pr,73.8421,73.8421,True
v32,64k,65551,2048,34,512,0.406,radix_cutedsl,209.3779,209.3779,True
v32,64k,65551,2048,34,512,0.406,sglang_v2,65.1782,67.727,True
v32,64k,65551,2048,34,512,0.406,flashinfer_topk,118.2774,118.2774,True
v32,64k,65551,2048,34,1024,0.406,gvr_pr,122.1711,122.1711,True
v32,64k,65551,2048,34,1024,0.406,radix_cutedsl,412.2149,412.2149,True
v32,64k,65551,2048,34,1024,0.406,sglang_v2,106.9921,106.9921,True
v32,64k,65551,2048,34,1024,0.406,flashinfer_topk,204.5363,204.5363,True
v32,128k,131087,2048,34,1,0.62,gvr_pr,17.728,17.728,True
v32,128k,131087,2048,34,1,0.62,radix_cutedsl,18.6718,18.6718,True
