K,dtype,N,scen,cs,BS,base,pr,op26,pr_vs_base,op26_vs_pr,pr_exact
512,bf16,4096,best,1,1,13.5185,8.432,12.7808,1.603,1.516,True
512,bf16,4096,best,1,2,13.1075,8.3216,12.7128,1.575,1.528,True
512,bf16,4096,best,1,4,12.984,8.352,12.489600000000001,1.555,1.495,True
512,bf16,4096,best,1,8,12.887049999999999,8.1216,12.579649999999999,1.587,1.549,True
512,bf16,4096,best,1,16,13.19215,8.584100000000001,12.836799999999998,1.537,1.495,True
512,bf16,4096,best,1,32,13.31725,8.68015,12.968,1.534,1.494,True
512,bf16,4096,best,1,64,13.4048,8.67365,13.064,1.545,1.506,True
512,bf16,4096,best,1,128,13.725200000000001,9.0048,13.300799999999999,1.524,1.477,True
512,bf16,4096,best,1,256,16.6369,10.5472,11.8032,1.577,1.119,True
512,bf16,4096,best,1,512,28.470650000000003,18.56175,20.72495,1.534,1.117,True
512,bf16,4096,best,1,1024,44.62755,27.5314,31.166700000000002,1.621,1.132,True
512,bf16,4096,worst,1,1,9.233799999999999,8.4065,8.4016,1.098,0.999,True
512,bf16,4096,worst,1,2,8.80165,8.352049999999998,8.4224,1.054,1.008,True
512,bf16,4096,worst,1,4,8.804950000000002,8.3041,8.5009,1.06,1.024,True
512,bf16,4096,worst,1,8,8.9825,8.51045,8.518450000000001,1.055,1.001,True
512,bf16,4096,worst,1,16,8.81125,8.43365,8.5649,1.045,1.016,True
512,bf16,4096,worst,1,32,9.0001,8.54245,8.6593,1.054,1.014,True
512,bf16,4096,worst,1,64,8.9409,8.52965,8.65125,1.048,1.014,True
512,bf16,4096,worst,1,128,9.2609,8.8353,8.864049999999999,1.048,1.003,True
512,bf16,4096,worst,1,256,10.6561,10.27365,9.718549999999999,1.037,0.946,True
512,bf16,4096,worst,1,512,18.1026,18.19855,17.332900000000002,0.995,0.952,True
512,bf16,4096,worst,1,1024,27.694650000000003,26.792150000000003,25.83865,1.034,0.964,True
512,bf16,8192,best,1,1,10.552,9.12025,10.3152,1.157,1.131,True
512,bf16,8192,best,1,2,10.664,9.281600000000001,10.48335,1.149,1.129,True
512,bf16,8192,best,1,4,10.584,9.33775,10.2352,1.133,1.096,True
512,bf16,8192,best,1,8,10.601600000000001,9.249600000000001,10.364799999999999,1.146,1.121,True
512,bf16,8192,best,1,16,10.8176,9.512,10.58415,1.137,1.113,True
512,bf16,8192,best,1,32,11.1184,9.856,10.808200000000001,1.128,1.097,True
512,bf16,8192,best,1,64,11.313600000000001,10.035200000000001,11.0338,1.127,1.1,True
512,bf16,8192,best,1,128,11.527299999999999,10.2384,11.246649999999999,1.126,1.098,True
512,bf16,8192,best,1,256,13.572799999999999,12.0176,13.1413,1.129,1.094,True
512,bf16,8192,best,1,512,23.07535,21.285,22.59225,1.084,1.061,True
512,bf16,8192,best,1,1024,35.51875,31.30585,34.682,1.135,1.108,True
512,bf16,8192,worst,1,1,10.616200000000001,9.51375,10.2433,1.116,1.077,True
512,bf16,8192,worst,1,2,10.4097,9.3009,9.8705,1.119,1.061,True
512,bf16,8192,worst,1,4,10.446549999999998,9.3904,10.097700000000001,1.112,1.075,True
512,bf16,8192,worst,1,8,10.508899999999999,9.5105,10.14095,1.105,1.066,True
512,bf16,8192,worst,1,16,10.496,9.46565,10.0785,1.109,1.065,True
512,bf16,8192,worst,1,32,10.464049999999999,9.475200000000001,10.0993,1.104,1.066,True
512,bf16,8192,worst,1,64,10.6737,9.6929,10.32165,1.101,1.065,True
512,bf16,8192,worst,1,128,10.8209,9.809700000000001,10.48975,1.103,1.069,True
512,bf16,8192,worst,1,256,12.68335,11.614450000000001,11.2785,1.092,0.971,True
512,bf16,8192,worst,1,512,21.4898,19.79855,19.260900000000003,1.085,0.973,True
512,bf16,8192,worst,1,1024,32.84185,30.0626,29.184150000000002,1.092,0.971,True
512,bf16,16384,best,1,1,13.1904,9.8864,10.875200000000001,1.334,1.1,True
512,bf16,16384,best,1,2,13.27525,10.104,11.0864,1.314,1.097,True
512,bf16,16384,best,1,4,13.2704,10.0096,11.112,1.326,1.11,True
512,bf16,16384,best,1,8,13.3425,10.08,11.152,1.324,1.106,True
512,bf16,16384,best,1,16,13.2865,10.10885,11.1776,1.314,1.106,True
512,bf16,16384,best,1,32,13.5312,10.3472,11.42595,1.308,1.104,True
512,bf16,16384,best,1,64,13.69475,10.504,11.5504,1.304,1.1,True
512,bf16,16384,best,1,128,14.179350000000001,10.9424,12.0256,1.296,1.099,True
512,bf16,16384,best,1,256,18.39695,13.549,14.6128,1.358,1.079,True
512,bf16,16384,best,1,512,31.06905,22.4738,24.8194,1.382,1.104,True
512,bf16,16384,best,1,1024,48.938,35.02105,38.48035,1.397,1.099,True
512,bf16,16384,worst,1,1,10.1121,10.344100000000001,10.963299999999998,0.978,1.06,True
512,bf16,16384,worst,1,2,9.9266,10.0416,10.71205,0.989,1.067,True
512,bf16,16384,worst,1,4,9.961649999999999,10.05125,10.68645,0.991,1.063,True
512,bf16,16384,worst,1,8,10.0033,10.188799999999999,10.793700000000001,0.982,1.059,True
512,bf16,16384,worst,1,16,10.1201,10.3073,10.89445,0.982,1.057,True
512,bf16,16384,worst,1,32,10.1505,10.313649999999999,10.93295,0.984,1.06,True
512,bf16,16384,worst,1,64,10.3233,10.520100000000001,11.104049999999999,0.981,1.056,True
512,bf16,16384,worst,1,128,10.924850000000001,11.01445,11.65445,0.992,1.058,True
512,bf16,16384,worst,1,256,13.6304,13.63695,14.1841,1.0,1.04,True
512,bf16,16384,worst,1,512,22.486549999999998,22.7602,24.00345,0.988,1.055,True
512,bf16,16384,worst,1,1024,34.8195,35.3346,37.032199999999996,0.985,1.048,True
512,bf16,32768,best,1,1,13.83845,11.9728,11.9472,1.156,0.998,True
512,bf16,32768,best,1,2,13.792549999999999,11.8336,11.7973,1.166,0.997,True
512,bf16,32768,best,1,4,13.7936,11.8896,11.859200000000001,1.16,0.997,True
512,bf16,32768,best,1,8,13.7986,11.809899999999999,11.821549999999998,1.168,1.001,True
512,bf16,32768,best,1,16,13.7633,11.9505,11.9104,1.152,0.997,True
512,bf16,32768,best,1,32,14.14405,12.249600000000001,12.2192,1.155,0.998,True
512,bf16,32768,best,1,64,14.42255,12.4848,12.521600000000001,1.155,1.003,True
512,bf16,32768,best,1,128,14.93445,13.0416,13.1928,1.145,1.012,True
512,bf16,32768,best,1,256,20.176099999999998,16.96175,17.2978,1.19,1.02,True
512,bf16,32768,best,1,512,33.98275,28.1155,28.9235,1.209,1.029,True
512,bf16,32768,best,1,1024,54.176449999999996,44.6708,46.035650000000004,1.213,1.031,True
512,bf16,32768,worst,1,1,11.60975,11.9297,11.69765,0.973,0.981,True
512,bf16,32768,worst,1,2,11.53935,11.844850000000001,11.69765,0.974,0.988,True
512,bf16,32768,worst,1,4,11.51375,11.848049999999999,11.71055,0.972,0.988,True
512,bf16,32768,worst,1,8,11.630450000000002,11.95215,11.745700000000001,0.973,0.983,True
512,bf16,32768,worst,1,16,11.8033,12.10885,12.0081,0.975,0.992,True
512,bf16,32768,worst,1,32,11.93285,12.2769,12.0209,0.972,0.979,True
512,bf16,32768,worst,1,64,12.26255,12.619299999999999,12.438450000000001,0.972,0.986,True
512,bf16,32768,worst,1,128,12.8305,13.1089,13.027299999999999,0.979,0.994,True
512,bf16,32768,worst,1,256,17.012900000000002,17.238599999999998,17.14415,0.987,0.995,True
512,bf16,32768,worst,1,512,27.8387,28.3027,28.22415,0.984,0.997,True
512,bf16,32768,worst,1,1024,44.293800000000005,45.0106,44.942699999999995,0.984,0.998,True
512,bf16,65536,best,4,1,18.63375,12.9472,13.619200000000001,1.439,1.052,True
512,bf16,65536,best,4,2,18.76975,13.052850000000001,13.5968,1.438,1.042,True
512,bf16,65536,best,4,4,19.0289,13.44005,14.04195,1.416,1.045,True
512,bf16,65536,best,4,8,19.283450000000002,13.584200000000001,14.272350000000001,1.42,1.051,True
512,bf16,65536,best,4,16,19.47055,13.7585,14.2544,1.415,1.036,True
512,bf16,65536,best,4,32,20.16175,14.241700000000002,15.20645,1.416,1.068,True
512,bf16,65536,best,2,64,23.7714,16.060950000000002,15.929649999999999,1.48,0.992,True
512,bf16,65536,best,1,128,23.689799999999998,17.0609,17.12005,1.389,1.003,True
512,bf16,65536,best,1,256,38.7539,24.7347,24.6002,1.567,0.995,True
512,bf16,65536,best,1,512,69.54145,42.778,43.24365,1.626,1.011,True
512,bf16,65536,best,1,1024,110.769,68.1557,68.4982,1.625,1.005,True
512,bf16,65536,worst,4,1,12.53605,12.923350000000001,13.0737,0.97,1.012,True
512,bf16,65536,worst,4,2,12.876850000000001,13.22245,13.3489,0.974,1.01,True
512,bf16,65536,worst,4,4,12.9714,13.28815,13.52325,0.976,1.018,True
512,bf16,65536,worst,4,8,13.1281,13.58575,13.7889,0.966,1.015,True
512,bf16,65536,worst,4,16,13.33285,13.656049999999999,13.79525,0.976,1.01,True
512,bf16,65536,worst,4,32,13.8306,14.17925,14.564950000000001,0.975,1.027,True
512,bf16,65536,worst,2,64,15.548950000000001,15.9041,15.14245,0.978,0.952,True
512,bf16,65536,worst,1,128,16.21455,17.10255,16.72495,0.948,0.978,True
512,bf16,65536,worst,1,256,24.07385,24.357,23.8962,0.988,0.981,True
512,bf16,65536,worst,1,512,42.16375,42.2416,41.7409,0.998,0.988,True
512,bf16,65536,worst,1,1024,66.1093,67.41975,66.2357,0.981,0.982,True
512,bf16,131072,best,8,1,16.7506,14.214649999999999,14.48325,1.178,1.019,True
512,bf16,131072,best,8,2,17.163349999999998,14.478399999999999,14.569600000000001,1.185,1.006,True
512,bf16,131072,best,8,4,17.31375,14.678700000000001,14.91215,1.18,1.016,True
512,bf16,131072,best,4,8,18.82105,15.72815,15.2113,1.197,0.967,True
512,bf16,131072,best,4,16,19.024150000000002,15.83855,15.585600000000001,1.201,0.984,True
512,bf16,131072,best,4,32,19.645,16.37455,18.4162,1.2,1.125,True
512,bf16,131072,best,2,64,22.985799999999998,20.245,19.34575,1.135,0.956,True
512,bf16,131072,best,1,128,27.6114,23.7618,23.91225,1.162,1.006,True
512,bf16,131072,best,1,256,49.21825,40.28825,39.07555,1.222,0.97,True
512,bf16,131072,best,1,512,109.0938,84.23905,76.04385,1.295,0.903,True
512,bf16,131072,best,1,1024,171.09435000000002,125.2796,114.833,1.366,0.917,True
512,bf16,131072,worst,8,1,12.90245,13.5633,14.20175,0.951,1.047,True
512,bf16,131072,worst,8,2,13.308950000000001,13.74895,14.41135,0.968,1.048,True
512,bf16,131072,worst,8,4,13.361799999999999,13.798399999999999,14.4962,0.968,1.051,True
512,bf16,131072,worst,4,8,15.1057,15.33135,14.82265,0.985,0.967,True
512,bf16,131072,worst,4,16,15.2977,15.524899999999999,15.1746,0.985,0.977,True
512,bf16,131072,worst,4,32,15.85455,16.0881,17.84175,0.985,1.109,True
512,bf16,131072,worst,2,64,18.8609,19.95525,18.7713,0.945,0.941,True
512,bf16,131072,worst,1,128,22.757,23.5954,23.589,0.964,1.0,True
512,bf16,131072,worst,1,256,39.697900000000004,39.93295,38.5346,0.994,0.965,True
512,bf16,131072,worst,1,512,85.17830000000001,82.79585,74.88539999999999,1.029,0.904,True
512,bf16,131072,worst,1,1024,131.98345,121.82339999999999,113.3337,1.083,0.93,True
512,bf16,262144,best,8,1,18.46745,16.000149999999998,17.981,1.154,1.124,True
512,bf16,262144,best,8,2,18.7713,16.3106,17.92175,1.151,1.099,True
512,bf16,262144,best,8,4,18.92185,16.3985,18.24335,1.154,1.113,True
512,bf16,262144,best,4,8,21.6226,19.843400000000003,18.68815,1.09,0.942,True
512,bf16,262144,best,4,16,21.91535,20.11375,19.02735,1.09,0.946,True
512,bf16,262144,best,4,32,23.08505,21.15385,24.7186,1.091,1.169,True
512,bf16,262144,best,2,64,30.9683,27.35865,26.06905,1.132,0.953,True
512,bf16,262144,best,1,128,46.76205,40.3429,38.369949999999996,1.159,0.951,True
512,bf16,262144,best,1,256,102.70655000000001,79.94475,71.68865,1.285,0.897,True
512,bf16,262144,best,1,512,198.5394,135.6284,126.7658,1.464,0.935,True
512,bf16,262144,best,1,1024,313.24445000000003,226.26445,210.19545000000002,1.384,0.929,True
512,bf16,262144,worst,8,1,15.6913,16.561700000000002,17.5122,0.947,1.057,True
512,bf16,262144,worst,8,2,16.1794,16.811349999999997,17.81295,0.962,1.06,True
512,bf16,262144,worst,8,4,16.17295,16.732950000000002,17.953650000000003,0.967,1.073,True
512,bf16,262144,worst,4,8,18.4273,19.9346,18.40495,0.924,0.923,True
512,bf16,262144,worst,4,16,18.7456,20.285,18.657700000000002,0.924,0.92,True
512,bf16,262144,worst,4,32,19.9106,21.374650000000003,24.4626,0.932,1.144,True
512,bf16,262144,worst,2,64,26.52655,27.77775,25.757,0.955,0.927,True
512,bf16,262144,worst,1,128,39.67235,40.40815,38.03705,0.982,0.941,True
512,bf16,262144,worst,1,256,78.94945,80.4422,71.49980000000001,0.981,0.889,True
512,bf16,262144,worst,1,512,147.67155,140.5435,126.601,1.051,0.901,True
512,bf16,262144,worst,1,1024,229.03054999999998,227.73785,209.7488,1.006,0.921,True
512,bf16,524288,best,8,1,22.10905,19.587349999999997,23.9602,1.129,1.223,True
512,bf16,524288,best,8,2,22.30095,19.7778,24.19065,1.128,1.223,True
512,bf16,524288,best,8,4,22.748900000000003,20.245,24.5106,1.124,1.211,True
512,bf16,524288,best,4,8,28.7699,25.681849999999997,24.7234,1.12,0.963,True
512,bf16,524288,best,4,16,29.31705,26.0931,25.2162,1.124,0.966,True
512,bf16,524288,best,4,32,31.49145,27.57945,36.709199999999996,1.142,1.331,True
512,bf16,524288,best,2,64,49.96365,43.251599999999996,42.2244,1.155,0.976,True
512,bf16,524288,best,1,128,101.4985,78.47585000000001,69.6405,1.293,0.887,True
512,bf16,524288,best,1,256,185.98725,143.4205,127.92275,1.297,0.892,True
512,bf16,524288,best,1,512,364.0769,281.21695,261.2729,1.295,0.929,True
512,bf16,524288,best,1,1024,607.8103000000001,432.56075,394.62435,1.405,0.912,True
512,bf16,524288,worst,8,1,18.2082,19.6722,23.921799999999998,0.926,1.216,True
512,bf16,524288,worst,8,2,18.47055,20.08975,24.267349999999997,0.919,1.208,True
512,bf16,524288,worst,8,4,18.65455,20.2434,24.30575,0.922,1.201,True
512,bf16,524288,worst,4,8,23.59065,25.725,24.651400000000002,0.917,0.958,True
512,bf16,524288,worst,4,16,24.08185,26.2467,25.11225,0.918,0.957,True
512,bf16,524288,worst,4,32,26.2739,27.605,36.78915,0.952,1.333,True
512,bf16,524288,worst,2,64,42.286699999999996,43.3648,42.16995,0.975,0.972,True
512,bf16,524288,worst,1,128,77.71575,78.88055,69.95895,0.985,0.887,True
512,bf16,524288,worst,1,256,141.3259,143.79635000000002,128.377,0.983,0.893,True
512,bf16,524288,worst,1,512,272.05170000000004,276.73175,257.474,0.983,0.93,True
512,bf16,524288,worst,1,1024,441.34265000000005,433.05795,394.82545,1.019,0.912,True
512,bf16,1048576,best,8,1,29.9795,26.765,36.85625,1.12,1.377,True
512,bf16,1048576,best,8,2,29.9395,26.81145,36.97955,1.117,1.379,True
512,bf16,1048576,best,8,4,30.6579,27.1875,37.3236,1.128,1.373,True
512,bf16,1048576,best,4,8,43.7412,38.69165,37.6851,1.131,0.974,True
512,bf16,1048576,best,4,16,44.50125,39.16035,38.379599999999996,1.136,0.98,True
512,bf16,1048576,best,4,32,51.1125,44.435550000000006,64.1109,1.15,1.443,True
512,bf16,1048576,best,2,64,103.0154,82.8697,81.75269999999999,1.243,0.987,True
512,bf16,1048576,best,1,128,185.47205,141.88125,125.67625,1.307,0.886,True
512,bf16,1048576,best,1,256,351.89759999999995,270.54005,240.9605,1.301,0.891,True
512,bf16,1048576,best,1,512,742.36355,521.3104000000001,461.505,1.424,0.885,True
512,bf16,1048576,best,1,1024,1174.5547,822.9163000000001,752.2084,1.427,0.914,True
512,bf16,1048576,worst,8,1,24.55695,26.6675,36.4354,0.921,1.366,True
512,bf16,1048576,worst,8,2,24.84015,26.9314,36.76195,0.922,1.365,True
512,bf16,1048576,worst,8,4,25.0194,27.1586,36.7269,0.921,1.352,True
512,bf16,1048576,worst,4,8,35.26745,38.824,37.3138,0.908,0.961,True
512,bf16,1048576,worst,4,16,36.1843,39.2741,37.82265,0.921,0.963,True
512,bf16,1048576,worst,4,32,43.411199999999994,44.7046,63.49485,0.971,1.42,True
512,bf16,1048576,worst,2,64,81.19425,82.92705000000001,81.19095,0.979,0.979,True
512,bf16,1048576,worst,1,128,140.30505,142.04275,125.29860000000001,0.988,0.882,True
512,bf16,1048576,worst,1,256,261.61645,270.4277,239.61945,0.967,0.886,True
512,bf16,1048576,worst,1,512,537.6346500000001,521.90015,460.55884999999995,1.03,0.882,True
512,bf16,1048576,worst,1,1024,836.4961999999999,829.7616999999999,753.23145,1.008,0.908,True
512,fp16,4096,best,1,1,11.336,8.0768,10.843200000000001,1.404,1.343,True
512,fp16,4096,best,1,2,10.83835,8.0272,10.6368,1.35,1.325,True
512,fp16,4096,best,1,4,10.9632,8.2,10.5808,1.337,1.29,True
512,fp16,4096,best,1,8,10.84,8.0368,10.670399999999999,1.349,1.328,True
512,fp16,4096,best,1,16,11.26555,8.4192,11.172799999999999,1.338,1.327,True
512,fp16,4096,best,1,32,11.39835,8.6288,11.2384,1.321,1.302,True
512,fp16,4096,best,1,64,11.4656,8.6208,11.414399999999999,1.33,1.324,True
512,fp16,4096,best,1,128,11.836799999999998,8.97115,11.6784,1.319,1.302,True
512,fp16,4096,best,1,256,14.2432,10.352,11.875200000000001,1.376,1.147,True
512,fp16,4096,best,1,512,24.238400000000002,18.1792,20.79835,1.333,1.144,True
512,fp16,4096,best,1,1024,37.4016,26.81915,31.500799999999998,1.395,1.175,True
512,fp16,4096,worst,1,1,10.3376,8.352,9.702399999999999,1.238,1.162,True
512,fp16,4096,worst,1,2,9.8064,8.2,9.5808,1.196,1.168,True
512,fp16,4096,worst,1,4,9.8448,8.313600000000001,9.592,1.184,1.154,True
512,fp16,4096,worst,1,8,9.9055,8.412799999999999,9.62715,1.177,1.144,True
512,fp16,4096,worst,1,16,9.93275,8.441600000000001,9.7776,1.177,1.158,True
512,fp16,4096,worst,1,32,10.044799999999999,8.524799999999999,9.7712,1.178,1.146,True
512,fp16,4096,worst,1,64,10.06395,8.52,9.9472,1.181,1.168,True
512,fp16,4096,worst,1,128,10.49435,8.9424,10.1584,1.174,1.136,True
512,fp16,4096,worst,1,256,12.273549999999998,10.11675,9.528,1.213,0.942,True
512,fp16,4096,worst,1,512,20.865599999999997,17.94875,17.16475,1.163,0.956,True
512,fp16,4096,worst,1,1024,32.2432,26.393549999999998,25.038400000000003,1.222,0.949,True
512,fp16,8192,best,1,1,14.0432,8.79515,13.895950000000001,1.597,1.58,True
512,fp16,8192,best,1,2,14.28315,9.1504,14.16,1.561,1.547,True
512,fp16,8192,best,1,4,14.376,9.1984,14.22875,1.563,1.547,True
512,fp16,8192,best,1,8,14.430399999999999,9.21435,14.251149999999999,1.566,1.547,True
512,fp16,8192,best,1,16,14.60795,9.40315,14.4496,1.554,1.537,True
512,fp16,8192,best,1,32,15.041549999999999,9.8576,14.82555,1.526,1.504,True
512,fp16,8192,best,1,64,15.23835,10.016,15.038350000000001,1.521,1.501,True
512,fp16,8192,best,1,128,15.5008,10.19835,15.34875,1.52,1.505,True
512,fp16,8192,best,1,256,18.81115,11.80635,12.817549999999999,1.593,1.086,True
512,fp16,8192,best,1,512,32.23195,20.648,22.21115,1.561,1.076,True
512,fp16,8192,best,1,1024,50.5775,30.85435,33.782300000000006,1.639,1.095,True
512,fp16,8192,worst,1,1,10.7088,9.56,10.492799999999999,1.12,1.098,True
512,fp16,8192,worst,1,2,10.528,9.36,10.2592,1.125,1.096,True
512,fp16,8192,worst,1,4,10.475200000000001,9.3696,10.3472,1.118,1.104,True
512,fp16,8192,worst,1,8,10.6912,9.56475,10.49435,1.118,1.097,True
512,fp16,8192,worst,1,16,10.648,9.46235,10.42235,1.125,1.101,True
512,fp16,8192,worst,1,32,10.77435,9.670350000000001,10.6272,1.114,1.099,True
512,fp16,8192,worst,1,64,10.8976,9.76,10.7072,1.117,1.097,True
512,fp16,8192,worst,1,128,11.231950000000001,10.0016,10.92475,1.123,1.092,True
512,fp16,8192,worst,1,256,13.13275,11.52,11.043149999999999,1.14,0.959,True
512,fp16,8192,worst,1,512,22.36955,20.064,19.142349999999997,1.115,0.954,True
512,fp16,8192,worst,1,1024,34.2,30.0175,29.159950000000002,1.139,0.971,True
512,fp16,16384,best,1,1,12.552,9.457600000000001,13.7968,1.327,1.459,True
512,fp16,16384,best,1,2,12.718399999999999,9.6688,14.0912,1.315,1.457,True
512,fp16,16384,best,1,4,12.8736,9.8192,14.156799999999999,1.311,1.442,True
512,fp16,16384,best,1,8,12.8783,9.8496,14.24,1.307,1.446,True
512,fp16,16384,best,1,16,13.09435,10.0016,14.3744,1.309,1.437,True
512,fp16,16384,best,1,32,13.3312,10.24,14.5296,1.302,1.419,True
512,fp16,16384,best,1,64,13.569600000000001,10.476799999999999,14.69915,1.295,1.403,True
512,fp16,16384,best,1,128,13.952,10.84475,15.135950000000001,1.287,1.396,True
512,fp16,16384,best,1,256,17.967950000000002,13.3552,19.121599999999997,1.345,1.432,True
512,fp16,16384,best,1,512,31.01755,22.26075,33.05435,1.393,1.485,True
512,fp16,16384,best,1,1024,49.1151,34.37755,51.8031,1.429,1.507,True
512,fp16,16384,worst,1,1,11.8991,10.044799999999999,10.753549999999999,1.185,1.071,True
512,fp16,16384,worst,1,2,11.72,9.734399999999999,10.48,1.204,1.077,True
512,fp16,16384,worst,1,4,11.8512,9.900799999999998,10.68,1.197,1.079,True
512,fp16,16384,worst,1,8,11.9184,9.9264,10.73115,1.201,1.081,True
512,fp16,16384,worst,1,16,12.0144,10.01755,10.7936,1.199,1.077,True
512,fp16,16384,worst,1,32,12.0976,10.1424,10.87195,1.193,1.072,True
512,fp16,16384,worst,1,64,12.2992,10.36635,10.9696,1.186,1.058,True
512,fp16,16384,worst,1,128,12.7904,10.875200000000001,11.528,1.176,1.06,True
512,fp16,16384,worst,1,256,16.12155,13.364799999999999,14.36,1.206,1.074,True
512,fp16,16384,worst,1,512,27.16955,22.3711,24.2864,1.214,1.086,True
512,fp16,16384,worst,1,1024,42.2256,34.4975,37.639849999999996,1.224,1.091,True
512,fp16,32768,best,1,1,14.163200000000002,11.50715,12.6928,1.231,1.103,True
512,fp16,32768,best,1,2,14.072,11.473600000000001,12.585600000000001,1.226,1.097,True
512,fp16,32768,best,1,4,14.1791,11.537600000000001,12.80635,1.229,1.11,True
512,fp16,32768,best,1,8,14.31675,11.670399999999999,12.8288,1.227,1.099,True
512,fp16,32768,best,1,16,14.4224,11.8416,13.056,1.218,1.103,True
512,fp16,32768,best,1,32,14.816,12.12475,13.3888,1.222,1.104,True
512,fp16,32768,best,1,64,15.0656,12.44,13.715200000000001,1.211,1.103,True
512,fp16,32768,best,1,128,15.576,12.91995,14.2832,1.206,1.106,True
512,fp16,32768,best,1,256,21.3808,16.736,18.910349999999998,1.278,1.13,True
512,fp16,32768,best,1,512,36.3104,27.731099999999998,32.12955,1.309,1.159,True
512,fp16,32768,best,1,1024,57.87825,43.97275,51.10235,1.316,1.162,True
