cell,BS,arm,cold_us,warm_us,exact,speedup_cold
pro_128k_L30,256,gvr_pr,21.386,16.806,True,
pro_128k_L30,256,bsx,55.654,51.021,True,0.3843
pro_128k_L30,512,gvr_pr,40.086,31.245,True,
pro_128k_L30,512,bsx,97.059,89.485,True,0.413
pro_128k_L30,1024,gvr_pr,69.319,63.053,True,
pro_128k_L30,1024,bsx,189.092,184.852,True,0.3666
v32_16k_L20,8,gvr_pr,12.691,11.053,True,
v32_16k_L20,8,bsx,13.968,13.632,True,0.9086
v32_16k_L20,16,gvr_pr,12.902,11.386,True,
v32_16k_L20,16,bsx,14.339,13.939,True,0.8998
v32_16k_L20,32,gvr_pr,13.165,11.488,True,
v32_16k_L20,32,bsx,14.682,14.131,True,0.8967
v32_16k_L20,64,gvr_pr,13.626,11.654,True,
v32_16k_L20,64,bsx,15.098,14.131,True,0.9025
v32_16k_L20,128,gvr_pr,14.512,11.955,True,
v32_16k_L20,128,bsx,16.166,14.342,True,0.8977
v32_16k_L20,256,gvr_pr,19.05,15.866,True,
v32_16k_L20,256,bsx,30.227,27.488,True,0.6302
v32_16k_L20,512,gvr_pr,35.639,30.023,True,
v32_16k_L20,512,bsx,57.325,53.427,True,0.6217
v32_16k_L20,1024,gvr_pr,63.882,53.792,True,
v32_16k_L20,1024,bsx,100.276,93.594,True,0.6371
v32_256k_L20,8,gvr_pr,21.808,18.598,True,
v32_256k_L20,8,bsx,15.77,14.81,True,1.3829
v32_256k_L20,16,gvr_pr,22.118,18.656,True,
v32_256k_L20,16,bsx,27.76,25.626,True,0.7968
v32_256k_L20,32,gvr_pr,23.232,19.053,True,
v32_256k_L20,32,bsx,39.805,37.12,True,0.5836
v32_256k_L20,64,gvr_pr,28.208,22.554,True,
v32_256k_L20,64,bsx,63.658,59.398,True,0.4431
v32_256k_L20,128,gvr_pr,44.288,28.352,True,
v32_256k_L20,128,bsx,112.922,105.715,True,0.3922
v32_256k_L20,256,gvr_pr,80.787,70.694,True,
v32_256k_L20,256,bsx,212.704,210.074,True,0.3798
v32_256k_L20,512,gvr_pr,147.005,137.037,True,
v32_256k_L20,512,bsx,406.81,404.698,True,0.3614
v32_256k_L20,1024,gvr_pr,262.97,253.35,True,
v32_256k_L20,1024,bsx,802.067,798.394,True,0.3279
v32_64k_L20,8,gvr_pr,18.512,16.55,True,
v32_64k_L20,8,bsx,15.706,15.117,True,1.1787
v32_64k_L20,16,gvr_pr,18.672,16.563,True,
v32_64k_L20,16,bsx,16.096,15.117,True,1.16
v32_64k_L20,32,gvr_pr,19.437,16.883,True,
v32_64k_L20,32,bsx,17.159,15.507,True,1.1328
v32_64k_L20,64,gvr_pr,21.946,18.515,True,
v32_64k_L20,64,bsx,31.597,29.811,True,0.6946
v32_64k_L20,128,gvr_pr,22.823,18.618,True,
v32_64k_L20,128,bsx,57.92,55.315,True,0.394
v32_64k_L20,256,gvr_pr,36.323,27.757,True,
v32_64k_L20,256,bsx,109.379,104.954,True,0.3321
v32_64k_L20,512,gvr_pr,68.938,59.309,True,
v32_64k_L20,512,bsx,207.802,206.682,True,0.3317
v32_64k_L20,1024,gvr_pr,114.176,102.803,True,
v32_64k_L20,1024,bsx,406.004,404.417,True,0.2812
pro_1024k_L08,8,gvr_pr,26.051,23.578,True,
pro_1024k_L08,8,bsx,15.386,13.894,True,1.6932
pro_1024k_L08,16,gvr_pr,26.454,23.61,True,
pro_1024k_L08,16,bsx,27.667,24.627,True,0.9562
pro_1024k_L08,32,gvr_pr,30.72,25.427,True,
pro_1024k_L08,32,bsx,40.391,35.706,True,0.7606
pro_1024k_L08,64,gvr_pr,42.602,32.205,True,
pro_1024k_L08,64,bsx,66.66,57.779,True,0.6391
pro_1024k_L08,128,gvr_pr,82.941,73.216,True,
pro_1024k_L08,128,bsx,117.383,111.655,True,0.7066
pro_1024k_L08,256,gvr_pr,154.349,131.418,True,
pro_1024k_L08,256,bsx,214.903,208.941,True,0.7182
pro_1024k_L08,512,gvr_pr,276.948,260.122,True,
pro_1024k_L08,512,bsx,413.092,403.143,True,0.6704
pro_1024k_L08,1024,gvr_pr,527.694,515.572,True,
pro_1024k_L08,1024,bsx,804.574,795.566,True,0.6559
