model,isl,N,K,L,BS,hit,compB_us,compB_span,gvr_pr_us,gvr_pr_span,sgl_us,radix_us,fi_us,sgl_span,radix_span,fi_span,gvr2_ratio,drift,exact_compB
pro,128k,32771,1024,14,32,0.8125,262.8712,270.8168,13.3024,13.3024,12.4289,24.4642,16.3361,12.4289,24.4642,16.3361,0.9994,0.9983,True
pro,128k,32771,1024,14,64,0.8125,524.429,540.5523,14.1184,14.1184,12.8384,30.5728,17.4480,12.8384,30.5728,17.448,1.0027,1.0021,True
pro,128k,32771,1024,14,128,0.8125,1044.6499,1077.0581,15.1106,15.1106,13.6065,20.5633,21.7585,13.6065,20.5633,21.7585,0.9947,1.004,True
pro,128k,32771,1024,14,256,0.8125,2087.4115,2152.5206,27.6513,27.6513,18.6097,38.3201,26.3858,18.6097,38.3201,26.3858,1.0013,1.3494,True
pro,128k,32771,1024,14,512,0.8125,4182.7182,4313.4513,52.4994,52.4994,34.9346,75.0468,47.8835,34.9346,75.0468,47.8835,0.999,1.3681,True
pro,128k,32771,1024,14,1024,0.8125,8377.3672,8639.0259,92.129,92.129,59.9252,130.8631,80.3140,59.9252,130.8631,80.314,1.0009,1.3865,True
pro,128k,32771,1024,30,1,0.3262,8.656,8.656,12.6784,12.6784,8.5312,17.4193,11.9569,8.5312,17.4193,11.9569,1.0038,0.9995,True
pro,128k,32771,1024,30,2,0.3262,17.0304,17.2864,12.3296,12.3296,8.5393,17.5153,12.1634,8.5393,17.5153,12.1634,1.0104,0.9703,True
pro,128k,32771,1024,30,4,0.3262,33.6722,34.4306,12.7056,12.7056,8.5984,20.0785,12.4017,8.5984,20.0785,12.4017,0.9922,0.9962,True
pro,128k,32771,1024,30,8,0.3262,67.2851,69.0611,12.5888,12.5888,8.6912,20.7809,12.6704,8.6912,20.7809,12.6704,0.9966,0.9731,True
pro,128k,32771,1024,30,16,0.3262,133.298,137.1267,13.0785,13.0785,12.0097,20.8400,15.1376,12.0097,20.84,15.1376,1.0017,0.995,True
pro,128k,32771,1024,30,32,0.3262,265.167,273.0102,13.48,13.48,12.5105,24.1217,16.5425,12.5105,24.1217,16.5425,0.9961,1.003,True
pro,128k,32771,1024,30,64,0.3262,528.7132,544.7005,14.2528,14.2528,12.8753,29.9873,17.2737,12.8753,29.9873,17.2737,1.0036,1.0007,True
pro,128k,32771,1024,30,128,0.3262,1053.7866,1086.0314,15.3633,15.3633,13.7713,20.3057,20.9953,13.7713,20.3057,20.9953,0.9868,1.0168,True
pro,128k,32771,1024,30,256,0.3262,2105.0644,2169.7574,28.1169,28.1169,18.4289,37.9666,25.5649,18.4289,37.9666,25.5649,1.0006,1.334,True
pro,128k,32771,1024,30,512,0.3262,4219.5414,4349.1931,53.3329,53.3329,34.8610,74.2148,46.5522,34.861,74.2148,46.5522,1.0031,1.3522,True
pro,128k,32771,1024,30,1024,0.3262,8456.4688,8773.5481,93.8114,93.8114,60.2723,129.5831,78.2420,60.2723,129.5831,78.242,0.9989,1.3778,True
pro,128k,32771,1024,46,1,0.6094,9.3633,9.3633,13.8736,13.8736,10.9537,19.8065,13.0192,10.9537,19.8065,13.0192,0.9999,0.9943,True
pro,128k,32771,1024,46,2,0.6094,18.8688,19.1217,13.6896,13.6896,10.9633,19.7761,12.9856,10.9633,19.7761,12.9856,0.9804,0.9815,True
pro,128k,32771,1024,46,4,0.6094,37.429,38.197,13.5168,13.5168,10.9280,19.8705,13.0416,10.928,19.8705,13.0416,0.9953,0.9664,True
pro,128k,32771,1024,46,8,0.6094,74.4896,76.2736,13.6512,13.6512,11.0449,20.9025,13.1744,11.0449,20.9025,13.1744,0.9984,0.9676,True
pro,128k,32771,1024,46,16,0.6094,148.0565,151.8582,13.7568,13.7568,12.8513,21.0497,16.1985,12.8513,21.0497,16.1985,0.999,0.965,True
pro,128k,32771,1024,46,32,0.6094,294.7674,302.6667,14.104,14.104,13.2177,24.7185,17.6624,13.2177,24.7185,17.6624,1.0018,0.9707,True
pro,128k,32771,1024,46,64,0.6094,587.2917,603.2598,14.9552,14.9552,13.7008,31.2898,21.3905,13.7008,31.2898,21.3905,0.9972,0.9817,True
pro,128k,32771,1024,46,128,0.6094,1172.1531,1204.3708,15.8896,15.8896,14.4305,21.3617,30.6546,14.4305,21.3617,30.6546,0.9909,0.984,True
pro,128k,32771,1024,46,256,0.6094,2345.191,2409.8791,29.3248,29.3248,19.6880,40.0226,47.1746,19.688,40.0226,47.1746,1.0012,1.3,True
pro,128k,32771,1024,46,512,0.6094,4697.1162,4826.6206,55.6562,55.6562,37.1169,78.2115,89.0468,37.1169,78.2115,89.0468,1.0022,1.3222,True
pro,128k,32771,1024,46,1024,0.6094,9388.4209,9647.6717,97.9364,97.9364,63.4195,136.6727,155.4247,63.4195,136.6727,155.4247,0.9981,1.3431,True
pro,16k,4099,1024,14,1,0.7734,5.9152,5.9152,10.352,10.352,5.5568,7.3040,8.4817,5.5568,7.304,8.4817,0.9999,1.1184,True
pro,16k,4099,1024,14,2,0.7734,11.7504,12.2464,9.9376,9.9376,5.5440,7.3392,8.5520,5.544,7.3392,8.552,1.0076,1.0777,True
pro,16k,4099,1024,14,4,0.7734,23.44,24.2016,10.024,10.024,5.3712,7.2689,8.5920,5.3712,7.2689,8.592,0.9995,1.0657,True
pro,16k,4099,1024,14,8,0.7734,46.9008,48.664,9.9216,9.9216,5.4289,7.3072,8.6032,5.4289,7.3072,8.6032,1.0047,1.0596,True
pro,16k,4099,1024,14,16,0.7734,92.5601,96.368,10.0096,10.0096,5.4641,7.4368,8.7009,5.4641,7.4368,8.7009,1.009,1.0373,True
pro,16k,4099,1024,14,32,0.7734,184.3008,192.168,10.184,10.184,5.5312,7.4800,8.7345,5.5312,7.48,8.7345,0.9921,1.0547,True
pro,16k,4099,1024,14,64,0.7734,368.0096,384.0625,10.4864,10.4864,5.6544,7.6624,8.9616,5.6544,7.6624,8.9616,0.9823,1.0694,True
pro,16k,4099,1024,14,128,0.7734,735.2322,767.5218,10.6816,10.6816,5.9568,8.0992,9.2096,5.9568,8.0992,9.2096,0.9945,1.0404,True
pro,16k,4099,1024,14,256,0.7734,1467.853,1532.6866,19.8144,19.8144,7.5280,14.3072,12.6481,7.528,14.3072,12.6481,0.9962,1.6704,True
pro,16k,4099,1024,14,512,0.7734,2933.4102,3063.3415,37.3008,37.3008,12.9041,26.4785,22.8577,12.9041,26.4785,22.8577,1.0002,1.7205,True
pro,16k,4099,1024,14,1024,0.7734,5857.5182,6161.8622,64.8529,64.8529,21.1617,44.7856,38.5328,21.1617,44.7856,38.5328,1.0005,1.6461,True
pro,16k,4099,1024,30,1,0.7393,5.3872,5.3872,10.096,10.096,5.1232,6.7424,7.7584,5.1232,6.7424,7.7584,1.003,1.055,True
pro,16k,4099,1024,30,2,0.7393,10.7377,11.0753,9.8976,9.8976,5.2049,6.8016,8.0497,5.2049,6.8016,8.0497,0.9898,1.0341,True
pro,16k,4099,1024,30,4,0.7393,21.5505,22.3137,10.016,10.016,5.0449,6.9537,8.0833,5.0449,6.9537,8.0833,0.9796,1.0488,True
pro,16k,4099,1024,30,8,0.7393,42.9873,44.8385,10.1088,10.1088,5.2768,7.2385,8.4369,5.2768,7.2385,8.4369,0.9956,1.0613,True
pro,16k,4099,1024,30,16,0.7393,84.7602,88.5986,10.2624,10.2624,5.4577,7.4512,8.5312,5.4577,7.4512,8.5312,1.0042,1.0681,True
pro,16k,4099,1024,30,32,0.7393,168.282,178.4004,10.4625,10.4625,5.5312,7.4801,8.6320,5.5312,7.4801,8.632,1.0069,1.0768,True
pro,16k,4099,1024,30,64,0.7393,334.4232,350.5737,10.6192,10.6192,5.6961,7.7536,8.7904,5.6961,7.7536,8.7904,0.9956,1.0665,True
pro,16k,4099,1024,30,128,0.7393,667.9729,700.4225,11.0512,11.0512,5.9280,8.2480,9.0576,5.928,8.248,9.0576,0.988,1.0742,True
pro,16k,4099,1024,30,256,0.7393,1334.2125,1399.4961,20.2257,20.2257,7.5264,14.4160,12.4688,7.5264,14.416,12.4688,0.9955,1.7122,True
pro,16k,4099,1024,30,512,0.7393,2665.3038,2795.7746,38.2304,38.2304,12.9008,26.5906,22.5921,12.9008,26.5906,22.5921,1.0016,1.7625,True
pro,16k,4099,1024,30,1024,0.7393,5317.7293,5578.9941,66.5681,66.5681,21.1600,44.9331,37.9106,21.16,44.9331,37.9106,1.0017,1.6774,True
pro,16k,4099,1024,46,1,0.8291,5.3969,5.3969,9.984,9.984,5.0640,6.7281,7.5568,5.064,6.7281,7.5568,0.9928,1.0251,True
pro,16k,4099,1024,46,2,0.8291,10.768,11.0256,9.7152,9.7152,5.1552,6.8001,7.8560,5.1552,6.8001,7.856,0.9979,1.0238,True
pro,16k,4099,1024,46,4,0.8291,21.5281,22.2961,9.952,9.952,5.0912,6.9553,7.9024,5.0912,6.9553,7.9024,0.9654,1.037,True
pro,16k,4099,1024,46,8,0.8291,43.0928,44.8832,9.9985,9.9985,5.2912,7.2832,8.2352,5.2912,7.2832,8.2352,0.9925,1.065,True
pro,16k,4099,1024,46,16,0.8291,84.8017,88.6465,10.0656,10.0656,5.4416,7.4480,8.3473,5.4416,7.448,8.3473,1.0092,1.0589,True
pro,16k,4099,1024,46,32,0.8291,168.1171,176.0835,10.296,10.296,5.5344,7.5184,8.3648,5.5344,7.5184,8.3648,1.0109,1.0885,True
pro,16k,4099,1024,46,64,0.8291,334.4772,350.655,10.5409,10.5409,5.6704,7.6320,8.6097,5.6704,7.632,8.6097,0.9907,1.088,True
pro,16k,4099,1024,46,128,0.8291,668.5867,701.1323,10.8976,10.8976,5.9280,8.1840,8.8497,5.928,8.184,8.8497,0.9886,1.0782,True
pro,16k,4099,1024,46,256,0.8291,1334.9143,1400.2679,20.0288,20.0288,7.5824,14.4227,11.9584,7.5824,14.4227,11.9584,0.9976,1.7238,True
pro,16k,4099,1024,46,512,0.8291,2667.531,2798.5727,37.8225,37.8225,12.9936,26.6258,21.5265,12.9936,26.6258,21.5265,1.0002,1.7838,True
pro,16k,4099,1024,46,1024,0.8291,5321.0378,5583.3248,65.7681,65.7681,21.2368,45.0739,36.3890,21.2368,45.0739,36.389,1.0012,1.6987,True
pro,256k,65539,1024,14,1,0.7988,8.9137,8.9137,15.4208,15.4208,9.6512,17.7795,12.6576,9.6512,17.7795,12.6576,0.9966,1.0848,True
pro,256k,65539,1024,14,2,0.7988,17.3472,17.6016,15.4,15.4,9.7936,19.0723,12.9776,9.7936,19.0723,12.9776,1.0147,1.0794,True
pro,256k,65539,1024,14,4,0.7988,34.3777,35.1425,15.8064,15.8064,9.9089,19.2353,13.1794,9.9089,19.2353,13.1794,1.0118,1.0851,True
pro,256k,65539,1024,14,8,0.7988,68.4403,70.2386,16.1904,16.1904,10.0640,20.7203,13.6000,10.064,20.7203,13.6,1.0067,1.0772,True
pro,256k,65539,1024,14,16,0.7988,135.3495,139.1895,16.5541,16.5541,12.1841,21.2691,16.2800,12.1841,21.2691,16.28,0.9982,1.0747,True
pro,256k,65539,1024,14,32,0.7988,269.1212,277.0238,17.6672,17.6672,21.2129,30.9218,18.3569,22.0529,30.9218,18.3569,0.9962,1.0919,True
pro,256k,65539,1024,14,64,0.7988,534.9528,551.0681,32.6562,32.6562,21.3107,57.9044,21.2465,22.5412,57.9044,21.2465,1.0005,1.7496,True
pro,256k,65539,1024,14,128,0.7988,1067.4849,1099.9762,62.7555,62.7555,22.7074,61.4324,28.6034,23.805,61.4324,28.6034,0.9989,3.0023,True
pro,256k,65539,1024,14,256,0.7988,2137.72,2202.9044,122.9782,122.9782,32.7170,118.1416,42.6499,33.5442,118.1416,42.6499,1.0001,3.7476,True
pro,256k,65539,1024,14,512,0.7988,4282.3362,4413.0488,240.5387,240.5387,58.7923,204.0031,75.9989,60.034,204.0031,75.9989,0.9996,3.8722,True
pro,256k,65539,1024,14,1024,0.7988,8540.8961,8802.6349,467.8197,467.8197,96.1446,401.4485,121.8232,96.1446,401.4485,121.8232,0.9995,4.4955,True
pro,256k,65539,1024,30,1,0.3584,8.672,8.672,15.5249,15.5249,9.9376,20.0688,13.7490,9.9376,20.0688,13.749,1.0014,1.0989,True
pro,256k,65539,1024,30,2,0.3584,17.216,17.4641,15.5425,15.5425,10.1281,20.1922,13.7633,10.1281,20.1922,13.7633,0.9981,1.1072,True
pro,256k,65539,1024,30,4,0.3584,34.1809,34.9505,15.4449,15.4449,10.1089,20.2128,13.8240,10.1089,20.2128,13.824,1.0053,1.0868,True
pro,256k,65539,1024,30,8,0.3584,68.1122,69.8899,15.944,15.944,10.2401,20.7473,14.1121,10.2401,20.7473,14.1121,0.9982,1.0986,True
pro,256k,65539,1024,30,16,0.3584,134.4741,138.2805,16.216,16.216,12.2352,21.1681,17.0048,12.2352,21.1681,17.0048,0.9939,1.081,True
pro,256k,65539,1024,30,32,0.3584,267.6025,275.4857,17.2385,17.2385,20.9280,30.4833,19.0193,21.3921,30.4833,19.0193,0.9988,1.0969,True
pro,256k,65539,1024,30,64,0.3584,531.5299,547.5315,32.0481,32.0481,21.1697,57.3491,21.4833,22.0641,57.3491,21.4833,0.9972,1.7254,True
pro,256k,65539,1024,30,128,0.3584,1061.2101,1093.5111,61.2787,61.2787,22.4369,60.8594,28.3298,23.8194,60.8594,28.3298,1.0017,2.9959,True
pro,256k,65539,1024,30,256,0.3584,2126.4521,2191.2924,120.6436,120.6436,31.8289,117.1303,42.0691,32.6178,117.1303,42.0691,0.9981,3.7108,True
pro,256k,65539,1024,30,512,0.3584,4249.2547,4379.2024,235.9337,235.9337,57.5811,202.4858,75.7316,58.5347,202.4858,75.7316,0.9987,3.846,True
pro,256k,65539,1024,30,1024,0.3584,8485.5353,8745.6546,458.3632,458.3632,94.8438,397.1253,120.9350,94.8438,397.1253,120.935,0.9998,4.4588,True
pro,256k,65539,1024,46,1,0.709,9.4352,9.4352,15.6945,15.6945,11.6288,19.9809,14.2433,11.6288,19.9809,14.2433,1.0,1.0959,True
pro,256k,65539,1024,46,2,0.709,18.3888,18.6416,15.7025,15.7025,11.8096,20.0130,14.2576,11.8096,20.013,14.2576,0.9972,1.0899,True
pro,256k,65539,1024,46,4,0.709,36.1986,36.957,15.6385,15.6385,11.7520,19.9920,14.2721,11.752,19.992,14.2721,1.0056,1.0717,True
pro,256k,65539,1024,46,8,0.709,71.9106,73.6803,16.1392,16.1392,11.8944,21.1441,14.6336,11.8944,21.1441,14.6336,0.9947,1.0787,True
pro,256k,65539,1024,46,16,0.709,142.2775,146.0726,16.3587,16.3587,14.3537,21.3937,18.6433,14.3537,21.3937,18.6433,0.9983,1.0692,True
pro,256k,65539,1024,46,32,0.709,282.7883,290.6316,17.4882,17.4882,21.9490,31.2002,19.9872,22.5538,31.2002,19.9872,0.9982,1.0847,True
pro,256k,65539,1024,46,64,0.709,561.5928,577.5769,32.4033,32.4033,22.1873,58.6179,23.5137,23.7393,58.6179,23.5137,0.9987,1.7137,True
pro,256k,65539,1024,46,128,0.709,1121.2113,1153.4674,62.2691,62.2691,23.5809,62.3251,33.2306,24.8209,62.3251,33.2306,0.9998,3.0125,True
pro,256k,65539,1024,46,256,0.709,2247.2721,2312.034,122.087,122.087,33.4483,120.1863,52.6836,34.3282,120.1863,52.6836,0.9969,3.6866,True
pro,256k,65539,1024,46,512,0.709,4498.5648,4628.4728,238.1386,238.1386,59.8147,207.2186,94.4085,61.0274,207.2186,94.4085,0.9998,3.8194,True
pro,256k,65539,1024,46,1024,0.709,8957.1423,9216.9006,464.2052,464.2052,97.9494,407.5766,155.4872,97.9494,407.5766,155.4872,1.0006,4.4313,True
pro,32k,8195,1024,14,1,0.874,6.6144,6.6144,11.896,11.896,5.9872,8.9953,11.6832,5.9872,8.9953,11.6832,0.9992,1.0741,True
pro,32k,8195,1024,14,2,0.874,13.1824,13.4272,11.544,11.544,5.9728,9.0368,11.6944,5.9728,9.0368,11.6944,0.9985,1.024,True
pro,32k,8195,1024,14,4,0.874,26.3712,27.1408,11.7824,11.7824,6.0016,9.1632,11.9952,6.0016,9.1632,11.9952,1.0,1.0486,True
pro,32k,8195,1024,14,8,0.874,52.7313,54.504,11.9408,11.9408,6.0225,9.2736,12.1760,6.0225,9.2736,12.176,0.9737,1.0683,True
pro,32k,8195,1024,14,16,0.874,104.0017,107.8337,12.1248,12.1248,6.2209,9.4608,15.4208,6.2209,9.4608,15.4208,0.9898,1.0538,True
pro,32k,8195,1024,14,32,0.874,206.4993,214.3937,12.3072,12.3072,6.3904,9.5888,15.7488,6.3904,9.5888,15.7488,0.9942,1.0533,True
pro,32k,8195,1024,14,64,0.874,411.3265,427.4081,12.5984,12.5984,6.6240,9.8400,15.3472,6.624,9.84,15.3472,0.9989,1.0516,True
pro,32k,8195,1024,14,128,0.874,821.4034,853.7378,13.2368,13.2368,7.1712,10.3329,15.4048,7.1712,10.3329,15.4048,0.9944,1.0557,True
pro,32k,8195,1024,14,256,0.874,1640.8387,1705.8452,24.4384,24.4384,9.3440,18.5632,15.1251,9.344,18.5632,15.1251,0.9961,1.628,True
pro,32k,8195,1024,14,512,0.874,3278.9387,3409.1083,45.8464,45.8464,15.8880,34.5553,26.5873,15.888,34.5553,26.5873,0.9993,1.6669,True
pro,32k,8195,1024,14,1024,0.874,6559.2515,6819.7476,80.6384,80.6384,26.1584,58.3714,45.0130,26.1584,58.3714,45.013,0.9993,1.6136,True
pro,32k,8195,1024,30,1,0.5303,7.024,7.024,11.4112,11.4112,6.1825,9.4576,12.2577,6.1825,9.4576,12.2577,1.0016,1.028,True
pro,32k,8195,1024,30,2,0.5303,14.0769,14.3313,11.088,11.088,6.2112,9.4497,12.3697,6.2112,9.4497,12.3697,0.9967,1.0083,True
pro,32k,8195,1024,30,4,0.5303,28.0401,28.8128,11.104,11.104,6.2081,9.4769,12.4113,6.2081,9.4769,12.4113,0.995,1.0081,True
pro,32k,8195,1024,30,8,0.5303,56.1217,57.9121,11.1105,11.1105,6.2816,9.5520,12.4704,6.2816,9.552,12.4704,1.0121,1.0105,True
pro,32k,8195,1024,30,16,0.5303,111.1731,115.0099,11.2256,11.2256,6.2256,9.6544,15.8544,6.2256,9.6544,15.8544,0.9982,1.0081,True
pro,32k,8195,1024,30,32,0.5303,221.1572,229.058,11.4433,11.4433,6.4336,9.8000,16.3792,6.4336,9.8,16.3792,0.991,1.0204,True
pro,32k,8195,1024,30,64,0.5303,441.0408,457.092,11.6913,11.6913,6.6209,9.9665,16.2256,6.6209,9.9665,16.2256,1.0004,1.0184,True
pro,32k,8195,1024,30,128,0.5303,880.8832,913.2817,12.2496,12.2496,7.1072,10.5808,16.0705,7.1072,10.5808,16.0705,0.9901,1.0199,True
pro,32k,8195,1024,30,256,0.5303,1759.2031,1824.1631,22.5936,22.5936,9.2704,18.9842,16.6129,9.2704,18.9842,16.6129,0.997,1.5276,True
pro,32k,8195,1024,30,512,0.5303,3516.0415,3646.2114,42.5665,42.5665,16.0082,35.2720,29.3794,16.0082,35.272,29.3794,0.9998,1.579,True
pro,32k,8195,1024,30,1024,0.5303,7033.7132,7294.2642,74.12,74.12,25.9728,59.7073,49.5507,25.9728,59.7073,49.5507,1.001,1.5361,True
pro,32k,8195,1024,46,1,0.752,7.4016,7.4016,10.4544,10.4544,6.6257,9.3489,11.9953,6.6257,9.3489,11.9953,1.0047,1.0502,True
pro,32k,8195,1024,46,2,0.752,14.7408,15.0016,10.2576,10.2576,6.5008,9.3184,12.1249,6.5008,9.3184,12.1249,1.008,1.043,True
pro,32k,8195,1024,46,4,0.752,29.3905,30.1601,10.3584,10.3584,6.5056,9.4192,12.4657,6.5056,9.4192,12.4657,1.0011,1.053,True
pro,32k,8195,1024,46,8,0.752,58.8609,60.6498,10.3408,10.3408,6.4272,9.4769,12.6625,6.4272,9.4769,12.6625,0.9867,1.0545,True
pro,32k,8195,1024,46,16,0.752,116.2755,120.1299,10.5216,10.5216,6.7121,9.7553,16.2384,6.7121,9.7553,16.2384,0.9992,1.0696,True
pro,32k,8195,1024,46,32,0.752,230.9017,238.8618,10.6624,10.6624,6.8480,9.8320,16.5664,6.848,9.832,16.5664,0.9892,1.0673,True
pro,32k,8195,1024,46,64,0.752,459.761,475.9099,10.8769,10.8769,7.0592,10.0640,16.3810,7.0592,10.064,16.381,0.9926,1.0644,True
pro,32k,8195,1024,46,128,0.752,918.4708,951.1029,11.4096,11.4096,7.5521,10.6225,16.2944,7.5521,10.6225,16.2944,0.9906,1.0634,True
pro,32k,8195,1024,46,256,0.752,1834.7577,1900.0906,20.9617,20.9617,9.9280,19.1632,17.9538,9.928,19.1632,17.9538,0.9958,1.6109,True
pro,32k,8195,1024,46,512,0.752,3667.4547,3798.4006,39.1921,39.1921,17.1921,35.6851,31.5362,17.1921,35.6851,31.5362,1.003,1.6573,True
pro,32k,8195,1024,46,1024,0.752,7335.3268,7597.673,68.5041,68.5041,28.2448,60.2723,53.0178,28.2448,60.2723,53.0178,1.0012,1.6149,True
pro,4k,1027,1024,14,1,0.9971,3.8144,3.8144,10.7568,10.7568,4.5680,5.5824,6.2816,4.568,5.5824,6.2816,1.0003,1.1432,True
pro,4k,1027,1024,14,2,0.9971,7.5856,7.8464,10.1216,10.1216,4.6144,5.6688,6.4096,4.6144,5.6688,6.4096,1.0237,1.1031,True
pro,4k,1027,1024,14,4,0.9971,15.0624,15.8272,10.4272,10.4272,4.4336,5.8144,6.5776,4.4336,5.8144,6.5776,1.014,1.1514,True
pro,4k,1027,1024,14,8,0.9971,30.4016,32.1792,10.616,10.616,4.4256,5.8112,6.7601,4.4256,5.8112,6.7601,1.0029,1.1481,True
pro,4k,1027,1024,14,16,0.9971,59.128,62.952,10.8736,10.8736,4.4944,5.9523,6.8608,4.4944,5.9523,6.8608,0.9932,1.1552,True
pro,4k,1027,1024,14,32,0.9971,117.2704,125.4464,11.0992,11.0992,4.6032,6.1120,6.9968,4.6032,6.112,6.9968,0.9857,1.17,True
pro,4k,1027,1024,14,64,0.9971,233.5185,249.6145,11.2016,11.2016,4.6688,6.2352,7.1361,4.6688,6.2352,7.1361,0.9994,1.1659,True
pro,4k,1027,1024,14,128,0.9971,466.4305,499.0385,11.5008,11.5008,4.8784,6.4896,7.2352,4.8784,6.4896,7.2352,1.0102,1.1644,True
pro,4k,1027,1024,14,256,0.9971,930.3187,995.4114,21.4256,21.4256,5.6736,11.1104,8.9136,5.6736,11.1104,8.9136,0.9909,1.9655,True
pro,4k,1027,1024,14,512,0.9971,1858.986,1989.5651,40.5248,40.5248,9.6496,20.4193,15.9072,9.6496,20.4193,15.9072,0.9976,2.0051,True
pro,4k,1027,1024,14,1024,0.9971,3716.6232,3978.2328,71.5968,71.5968,16.3618,34.2689,28.0577,16.3618,34.2689,28.0577,1.0009,1.8845,True
pro,4k,1027,1024,30,1,0.998,3.832,3.832,10.792,10.792,4.5888,5.5280,6.2689,4.5888,5.528,6.2689,0.9991,1.121,True
pro,4k,1027,1024,30,2,0.998,7.6272,7.8848,10.1328,10.1328,4.5792,5.6448,6.3729,4.5792,5.6448,6.3729,1.0219,1.1058,True
pro,4k,1027,1024,30,4,0.998,14.9696,15.7424,10.4544,10.4544,4.4384,5.8513,6.5664,4.4384,5.8513,6.5664,1.0147,1.1139,True
pro,4k,1027,1024,30,8,0.998,30.3632,32.208,10.6224,10.6224,4.4720,5.8368,6.6656,4.472,5.8368,6.6656,1.0047,1.1201,True
pro,4k,1027,1024,30,16,0.998,59.1856,63.0544,10.8384,10.8384,4.5281,5.9296,6.8512,4.5281,5.9296,6.8512,0.9994,1.1497,True
pro,4k,1027,1024,30,32,0.998,117.2288,125.1744,11.1664,11.1664,4.6016,6.1440,6.9408,4.6016,6.144,6.9408,0.9802,1.169,True
pro,4k,1027,1024,30,64,0.998,233.5328,249.6912,11.2288,11.2288,4.6640,6.2656,7.0144,4.664,6.2656,7.0144,1.0004,1.1631,True
pro,4k,1027,1024,30,128,0.998,466.1568,499.0784,11.4976,11.4976,4.8689,6.5136,7.2432,4.8689,6.5136,7.2432,1.0141,1.1653,True
pro,4k,1027,1024,30,256,0.998,929.3632,1030.9424,21.4592,21.4592,5.7344,11.1520,8.8000,5.7344,11.152,8.8,0.9902,1.9689,True
pro,4k,1027,1024,30,512,0.998,1858.6031,2011.6943,40.5456,40.5456,9.7377,20.3504,15.6753,9.7377,20.3504,15.6753,1.0005,2.0063,True
pro,4k,1027,1024,30,1024,0.998,3711.4991,5041.4367,71.7424,71.7424,16.5793,34.1297,27.6320,16.5793,34.1297,27.632,1.0019,1.8922,True
pro,4k,1027,1024,46,1,0.998,3.8032,3.8032,10.6688,10.6688,4.5824,5.5793,6.3281,4.5824,5.5793,6.3281,0.9984,1.0769,True
pro,4k,1027,1024,46,2,0.998,7.608,7.8624,10.0624,10.0624,4.5920,5.6369,6.3617,4.592,5.6369,6.3617,1.0264,1.0557,True
pro,4k,1027,1024,46,4,0.998,15.0112,15.776,10.3296,10.3296,4.4464,5.8241,6.5584,4.4464,5.8241,6.5584,1.0228,1.0769,True
pro,4k,1027,1024,46,8,0.998,30.4144,32.1856,10.5744,10.5744,4.4736,5.8273,6.7489,4.4736,5.8273,6.7489,0.9993,1.103,True
pro,4k,1027,1024,46,16,0.998,59.2656,63.1519,10.776,10.776,4.5216,5.9264,6.8496,4.5216,5.9264,6.8496,0.9963,1.1123,True
pro,4k,1027,1024,46,32,0.998,117.1069,125.0381,11.0224,11.0224,4.6064,6.1969,7.0064,4.6064,6.1969,7.0064,0.9906,1.1594,True
pro,4k,1027,1024,46,64,0.998,233.8332,249.8971,11.1088,11.1088,4.6640,6.2241,7.1120,4.664,6.2241,7.112,0.9996,1.1558,True
pro,4k,1027,1024,46,128,0.998,466.4438,499.0918,11.4,11.4,4.8353,6.4784,7.2224,4.8353,6.4784,7.2224,1.015,1.1604,True
pro,4k,1027,1024,46,256,0.998,930.0797,995.0637,21.2368,21.2368,5.6720,11.1488,8.9536,5.672,11.1488,8.9536,0.991,1.9451,True
pro,4k,1027,1024,46,512,0.998,1860.198,1990.4507,40.0607,40.0607,9.6944,20.4545,15.8833,9.6944,20.4545,15.8833,1.0008,1.9954,True
pro,4k,1027,1024,46,1024,0.998,3718.1066,3978.8422,70.9294,70.9294,16.4833,34.2545,28.0465,16.4833,34.2545,28.0465,0.9998,1.8771,True
pro,512k,131075,1024,14,1,0.7803,9.2305,9.2305,16.653,16.653,12.2145,19.2705,15.2241,12.2145,19.2705,15.2241,0.9958,1.0716,True
pro,512k,131075,1024,14,2,0.7803,17.9042,18.1618,16.6162,16.6162,11.9889,19.8385,15.3569,11.9889,19.8385,15.3569,0.9997,1.0641,True
pro,512k,131075,1024,14,4,0.7803,35.5042,36.2707,16.9458,16.9458,12.2944,19.6609,15.8433,12.2944,19.6609,15.8433,1.0071,1.0596,True
pro,512k,131075,1024,14,8,0.7803,70.7316,72.7013,17.5392,17.5392,12.5553,21.1873,16.3650,12.5553,21.1873,16.365,0.9935,1.011,True
pro,512k,131075,1024,14,16,0.7803,139.6474,143.457,18.1745,18.1745,15.3185,24.7075,21.5474,15.3185,24.7075,21.5474,0.9979,1.0266,True
pro,512k,131075,1024,14,32,0.7803,276.4513,284.4082,19.6448,19.6448,45.4738,52.2675,23.4547,25.413,52.2675,23.4547,0.9998,1.0247,True
pro,512k,131075,1024,14,64,0.7803,550.9554,567.1283,36.8419,36.8419,34.6547,84.4342,31.0707,35.5378,84.4342,31.0707,1.0005,1.5018,True
pro,512k,131075,1024,14,128,0.7803,1102.959,1141.1159,71.4916,71.4916,39.9139,102.9143,49.1683,41.2659,102.9143,49.1683,1.0007,2.1686,True
pro,512k,131075,1024,14,256,0.7803,2207.465,2272.3933,137.668,137.668,61.8580,200.1150,88.8086,62.9716,200.115,88.8086,1.0053,2.1045,True
