model,isl,N,K,L,BS,hit,cs,op,us,us_span,exact
pro,4k,1027,1024,30,2,0.998,1,gvr_pr2,10.3552,10.3552,True
pro,4k,1027,1024,30,2,0.998,,sglang_v2,4.5792,4.5792,True
pro,4k,1027,1024,30,2,0.998,,radix_cutedsl,5.6448,5.6448,True
pro,4k,1027,1024,30,2,0.998,,flashinfer_topk,6.3729,6.3729,True
pro,4k,1027,1024,30,4,0.998,1,gvr_pr2,10.608,10.608,True
pro,4k,1027,1024,30,4,0.998,,sglang_v2,4.4384,4.4384,True
pro,4k,1027,1024,30,4,0.998,,radix_cutedsl,5.8513,5.8513,True
pro,4k,1027,1024,30,4,0.998,,flashinfer_topk,6.5664,6.5664,True
pro,4k,1027,1024,30,8,0.998,1,gvr_pr2,10.6721,10.6721,True
pro,4k,1027,1024,30,8,0.998,,sglang_v2,4.472,4.472,True
pro,4k,1027,1024,30,8,0.998,,radix_cutedsl,5.8368,5.8368,True
pro,4k,1027,1024,30,8,0.998,,flashinfer_topk,6.6656,6.6656,True
pro,4k,1027,1024,30,16,0.998,1,gvr_pr2,10.832,10.832,True
pro,4k,1027,1024,30,16,0.998,,sglang_v2,4.5281,4.5281,True
pro,4k,1027,1024,30,16,0.998,,radix_cutedsl,5.9296,5.9296,True
pro,4k,1027,1024,30,16,0.998,,flashinfer_topk,6.8512,6.8512,True
pro,4k,1027,1024,30,32,0.998,1,gvr_pr2,10.9456,10.9456,True
pro,4k,1027,1024,30,32,0.998,,sglang_v2,4.6016,4.6016,True
pro,4k,1027,1024,30,32,0.998,,radix_cutedsl,6.144,6.144,True
pro,4k,1027,1024,30,32,0.998,,flashinfer_topk,6.9408,6.9408,True
pro,4k,1027,1024,30,64,0.998,1,gvr_pr2,11.2336,11.2336,True
pro,4k,1027,1024,30,64,0.998,,sglang_v2,4.664,4.664,True
pro,4k,1027,1024,30,64,0.998,,radix_cutedsl,6.2656,6.2656,True
pro,4k,1027,1024,30,64,0.998,,flashinfer_topk,7.0144,7.0144,True
pro,4k,1027,1024,30,128,0.998,1,gvr_pr2,11.6592,11.6592,True
pro,4k,1027,1024,30,128,0.998,,sglang_v2,4.8689,4.8689,True
pro,4k,1027,1024,30,128,0.998,,radix_cutedsl,6.5136,6.5136,True
pro,4k,1027,1024,30,128,0.998,,flashinfer_topk,7.2432,7.2432,True
pro,4k,1027,1024,30,256,0.998,1,gvr_pr2,21.2497,21.2497,True
pro,4k,1027,1024,30,256,0.998,,sglang_v2,5.7344,5.7344,True
pro,4k,1027,1024,30,256,0.998,,radix_cutedsl,11.152,11.152,True
pro,4k,1027,1024,30,256,0.998,,flashinfer_topk,8.8,8.8,True
pro,4k,1027,1024,30,512,0.998,1,gvr_pr2,40.5667,40.5667,True
pro,4k,1027,1024,30,512,0.998,,sglang_v2,9.7377,9.7377,True
pro,4k,1027,1024,30,512,0.998,,radix_cutedsl,20.3504,20.3504,True
pro,4k,1027,1024,30,512,0.998,,flashinfer_topk,15.6753,15.6753,True
pro,4k,1027,1024,30,1024,0.998,1,gvr_pr2,71.8818,71.8818,True
pro,4k,1027,1024,30,1024,0.998,,sglang_v2,16.5793,16.5793,True
pro,4k,1027,1024,30,1024,0.998,,radix_cutedsl,34.1297,34.1297,True
pro,4k,1027,1024,30,1024,0.998,,flashinfer_topk,27.632,27.632,True
pro,4k,1027,1024,46,1,0.998,1,gvr_pr2,10.6512,10.6512,True
pro,4k,1027,1024,46,1,0.998,,sglang_v2,4.5824,4.5824,True
pro,4k,1027,1024,46,1,0.998,,radix_cutedsl,5.5793,5.5793,True
pro,4k,1027,1024,46,1,0.998,,flashinfer_topk,6.3281,6.3281,True
pro,4k,1027,1024,46,2,0.998,1,gvr_pr2,10.3281,10.3281,True
pro,4k,1027,1024,46,2,0.998,,sglang_v2,4.592,4.592,True
pro,4k,1027,1024,46,2,0.998,,radix_cutedsl,5.6369,5.6369,True
pro,4k,1027,1024,46,2,0.998,,flashinfer_topk,6.3617,6.3617,True
pro,4k,1027,1024,46,4,0.998,1,gvr_pr2,10.5648,10.5648,True
pro,4k,1027,1024,46,4,0.998,,sglang_v2,4.4464,4.4464,True
pro,4k,1027,1024,46,4,0.998,,radix_cutedsl,5.8241,5.8241,True
pro,4k,1027,1024,46,4,0.998,,flashinfer_topk,6.5584,6.5584,True
pro,4k,1027,1024,46,8,0.998,1,gvr_pr2,10.5665,10.5665,True
pro,4k,1027,1024,46,8,0.998,,sglang_v2,4.4736,4.4736,True
pro,4k,1027,1024,46,8,0.998,,radix_cutedsl,5.8273,5.8273,True
pro,4k,1027,1024,46,8,0.998,,flashinfer_topk,6.7489,6.7489,True
pro,4k,1027,1024,46,16,0.998,1,gvr_pr2,10.736,10.736,True
pro,4k,1027,1024,46,16,0.998,,sglang_v2,4.5216,4.5216,True
pro,4k,1027,1024,46,16,0.998,,radix_cutedsl,5.9264,5.9264,True
pro,4k,1027,1024,46,16,0.998,,flashinfer_topk,6.8496,6.8496,True
pro,4k,1027,1024,46,32,0.998,1,gvr_pr2,10.9184,10.9184,True
pro,4k,1027,1024,46,32,0.998,,sglang_v2,4.6064,4.6064,True
pro,4k,1027,1024,46,32,0.998,,radix_cutedsl,6.1969,6.1969,True
pro,4k,1027,1024,46,32,0.998,,flashinfer_topk,7.0064,7.0064,True
pro,4k,1027,1024,46,64,0.998,1,gvr_pr2,11.104,11.104,True
pro,4k,1027,1024,46,64,0.998,,sglang_v2,4.664,4.664,True
pro,4k,1027,1024,46,64,0.998,,radix_cutedsl,6.2241,6.2241,True
pro,4k,1027,1024,46,64,0.998,,flashinfer_topk,7.112,7.112,True
pro,4k,1027,1024,46,128,0.998,1,gvr_pr2,11.5712,11.5712,True
pro,4k,1027,1024,46,128,0.998,,sglang_v2,4.8353,4.8353,True
pro,4k,1027,1024,46,128,0.998,,radix_cutedsl,6.4784,6.4784,True
pro,4k,1027,1024,46,128,0.998,,flashinfer_topk,7.2224,7.2224,True
pro,4k,1027,1024,46,256,0.998,1,gvr_pr2,21.0449,21.0449,True
pro,4k,1027,1024,46,256,0.998,,sglang_v2,5.672,5.672,True
pro,4k,1027,1024,46,256,0.998,,radix_cutedsl,11.1488,11.1488,True
pro,4k,1027,1024,46,256,0.998,,flashinfer_topk,8.9536,8.9536,True
pro,4k,1027,1024,46,512,0.998,1,gvr_pr2,40.0946,40.0946,True
pro,4k,1027,1024,46,512,0.998,,sglang_v2,9.6944,9.6944,True
pro,4k,1027,1024,46,512,0.998,,radix_cutedsl,20.4545,20.4545,True
pro,4k,1027,1024,46,512,0.998,,flashinfer_topk,15.8833,15.8833,True
pro,4k,1027,1024,46,1024,0.998,1,gvr_pr2,70.9142,70.9142,True
pro,4k,1027,1024,46,1024,0.998,,sglang_v2,16.4833,16.4833,True
pro,4k,1027,1024,46,1024,0.998,,radix_cutedsl,34.2545,34.2545,True
pro,4k,1027,1024,46,1024,0.998,,flashinfer_topk,28.0465,28.0465,True
pro,512k,131075,1024,14,1,0.7803,4,gvr_pr2,16.5825,16.5825,True
pro,512k,131075,1024,14,1,0.7803,,sglang_v2,12.2145,12.2145,True
pro,512k,131075,1024,14,1,0.7803,,radix_cutedsl,19.2705,19.2705,True
pro,512k,131075,1024,14,1,0.7803,,flashinfer_topk,15.2241,15.2241,True
pro,512k,131075,1024,14,2,0.7803,4,gvr_pr2,16.6113,16.6113,True
pro,512k,131075,1024,14,2,0.7803,,sglang_v2,11.9889,11.9889,True
pro,512k,131075,1024,14,2,0.7803,,radix_cutedsl,19.8385,19.8385,True
pro,512k,131075,1024,14,2,0.7803,,flashinfer_topk,15.3569,15.3569,True
pro,512k,131075,1024,14,4,0.7803,4,gvr_pr2,17.0657,17.0657,True
pro,512k,131075,1024,14,4,0.7803,,sglang_v2,12.2944,12.2944,True
pro,512k,131075,1024,14,4,0.7803,,radix_cutedsl,19.6609,19.6609,True
pro,512k,131075,1024,14,4,0.7803,,flashinfer_topk,15.8433,15.8433,True
pro,512k,131075,1024,14,8,0.7803,4,gvr_pr2,17.4258,17.4258,True
pro,512k,131075,1024,14,8,0.7803,,sglang_v2,12.5553,12.5553,True
pro,512k,131075,1024,14,8,0.7803,,radix_cutedsl,21.1873,21.1873,True
pro,512k,131075,1024,14,8,0.7803,,flashinfer_topk,16.365,16.365,True
pro,512k,131075,1024,14,16,0.7803,4,gvr_pr2,18.1361,18.1361,True
pro,512k,131075,1024,14,16,0.7803,,sglang_v2,15.3185,15.3185,True
pro,512k,131075,1024,14,16,0.7803,,radix_cutedsl,24.7075,24.7075,True
pro,512k,131075,1024,14,16,0.7803,,flashinfer_topk,21.5474,21.5474,True
pro,512k,131075,1024,14,32,0.7803,4,gvr_pr2,19.6401,19.6401,True
pro,512k,131075,1024,14,32,0.7803,,sglang_v2,45.4738,25.413,True
pro,512k,131075,1024,14,32,0.7803,,radix_cutedsl,52.2675,52.2675,True
pro,512k,131075,1024,14,32,0.7803,,flashinfer_topk,23.4547,23.4547,True
pro,512k,131075,1024,14,64,0.7803,4,gvr_pr2,36.8611,36.8611,True
pro,512k,131075,1024,14,64,0.7803,,sglang_v2,34.6547,35.5378,True
pro,512k,131075,1024,14,64,0.7803,,radix_cutedsl,84.4342,84.4342,True
pro,512k,131075,1024,14,64,0.7803,,flashinfer_topk,31.0707,31.0707,True
pro,512k,131075,1024,14,128,0.7803,4,gvr_pr2,71.5381,71.5381,True
pro,512k,131075,1024,14,128,0.7803,,sglang_v2,39.9139,41.2659,True
pro,512k,131075,1024,14,128,0.7803,,radix_cutedsl,102.9143,102.9143,True
pro,512k,131075,1024,14,128,0.7803,,flashinfer_topk,49.1683,49.1683,True
pro,512k,131075,1024,14,256,0.7803,4,gvr_pr2,138.393,138.393,True
pro,512k,131075,1024,14,256,0.7803,,sglang_v2,61.858,62.9716,True
pro,512k,131075,1024,14,256,0.7803,,radix_cutedsl,200.115,200.115,True
pro,512k,131075,1024,14,256,0.7803,,flashinfer_topk,88.8086,88.8086,True
pro,512k,131075,1024,14,512,0.7803,4,gvr_pr2,263.5971,263.5971,True
pro,512k,131075,1024,14,512,0.7803,,sglang_v2,108.6744,109.6216,True
pro,512k,131075,1024,14,512,0.7803,,radix_cutedsl,361.5786,361.5786,True
pro,512k,131075,1024,14,512,0.7803,,flashinfer_topk,154.7835,154.7835,True
pro,512k,131075,1024,14,1024,0.7803,4,gvr_pr2,504.023,504.023,True
pro,512k,131075,1024,14,1024,0.7803,,sglang_v2,196.9215,196.9215,True
pro,512k,131075,1024,14,1024,0.7803,,radix_cutedsl,687.6753,687.6753,True
pro,512k,131075,1024,14,1024,0.7803,,flashinfer_topk,270.5346,270.5346,True
pro,512k,131075,1024,30,1,0.2305,4,gvr_pr2,17.1585,17.1585,True
pro,512k,131075,1024,30,1,0.2305,,sglang_v2,11.432,11.432,True
pro,512k,131075,1024,30,1,0.2305,,radix_cutedsl,18.9441,18.9441,True
pro,512k,131075,1024,30,1,0.2305,,flashinfer_topk,14.6898,14.6898,True
pro,512k,131075,1024,30,2,0.2305,4,gvr_pr2,17.1649,17.1649,True
pro,512k,131075,1024,30,2,0.2305,,sglang_v2,11.4865,11.4865,True
pro,512k,131075,1024,30,2,0.2305,,radix_cutedsl,20.0513,20.0513,True
pro,512k,131075,1024,30,2,0.2305,,flashinfer_topk,14.7808,14.7808,True
pro,512k,131075,1024,30,4,0.2305,4,gvr_pr2,17.6705,17.6705,True
pro,512k,131075,1024,30,4,0.2305,,sglang_v2,11.7105,11.7105,True
pro,512k,131075,1024,30,4,0.2305,,radix_cutedsl,19.581,19.581,True
pro,512k,131075,1024,30,4,0.2305,,flashinfer_topk,15.2145,15.2145,True
pro,512k,131075,1024,30,8,0.2305,4,gvr_pr2,18.061,18.061,True
pro,512k,131075,1024,30,8,0.2305,,sglang_v2,12.0816,12.0816,True
pro,512k,131075,1024,30,8,0.2305,,radix_cutedsl,21.2161,21.2161,True
pro,512k,131075,1024,30,8,0.2305,,flashinfer_topk,15.7345,15.7345,True
pro,512k,131075,1024,30,16,0.2305,4,gvr_pr2,18.7297,18.7297,True
pro,512k,131075,1024,30,16,0.2305,,sglang_v2,14.2225,14.2225,True
pro,512k,131075,1024,30,16,0.2305,,radix_cutedsl,24.6561,24.6561,True
pro,512k,131075,1024,30,16,0.2305,,flashinfer_topk,20.8369,20.8369,True
pro,512k,131075,1024,30,32,0.2305,4,gvr_pr2,20.1713,20.1713,True
pro,512k,131075,1024,30,32,0.2305,,sglang_v2,41.861,24.3633,True
pro,512k,131075,1024,30,32,0.2305,,radix_cutedsl,51.6307,51.6307,True
pro,512k,131075,1024,30,32,0.2305,,flashinfer_topk,22.0209,22.0209,True
pro,512k,131075,1024,30,64,0.2305,4,gvr_pr2,38.045,38.045,True
pro,512k,131075,1024,30,64,0.2305,,sglang_v2,35.0849,37.3489,True
pro,512k,131075,1024,30,64,0.2305,,radix_cutedsl,83.3237,83.3237,True
pro,512k,131075,1024,30,64,0.2305,,flashinfer_topk,27.7585,27.7585,True
pro,512k,131075,1024,30,128,0.2305,4,gvr_pr2,73.9811,73.9811,True
pro,512k,131075,1024,30,128,0.2305,,sglang_v2,39.7427,42.2019,True
pro,512k,131075,1024,30,128,0.2305,,radix_cutedsl,101.3959,101.3959,True
pro,512k,131075,1024,30,128,0.2305,,flashinfer_topk,44.3394,44.3394,True
pro,512k,131075,1024,30,256,0.2305,4,gvr_pr2,142.9433,142.9433,True
pro,512k,131075,1024,30,256,0.2305,,sglang_v2,61.7219,64.5924,True
pro,512k,131075,1024,30,256,0.2305,,radix_cutedsl,196.9468,196.9468,True
pro,512k,131075,1024,30,256,0.2305,,flashinfer_topk,82.6885,82.6885,True
pro,512k,131075,1024,30,512,0.2305,4,gvr_pr2,272.768,272.768,True
pro,512k,131075,1024,30,512,0.2305,,sglang_v2,108.4134,110.9911,True
pro,512k,131075,1024,30,512,0.2305,,radix_cutedsl,356.1653,356.1653,True
pro,512k,131075,1024,30,512,0.2305,,flashinfer_topk,144.6473,144.6473,True
pro,512k,131075,1024,30,1024,0.2305,4,gvr_pr2,523.1006,523.1006,True
pro,512k,131075,1024,30,1024,0.2305,,sglang_v2,197.0972,197.0972,True
pro,512k,131075,1024,30,1024,0.2305,,radix_cutedsl,677.1864,677.1864,True
pro,512k,131075,1024,30,1024,0.2305,,flashinfer_topk,253.0016,253.0016,True
pro,512k,131075,1024,46,1,0.6641,4,gvr_pr2,16.6513,16.6513,True
pro,512k,131075,1024,46,1,0.6641,,sglang_v2,12.2849,12.2849,True
pro,512k,131075,1024,46,1,0.6641,,radix_cutedsl,19.2209,19.2209,True
pro,512k,131075,1024,46,1,0.6641,,flashinfer_topk,15.4465,15.4465,True
pro,512k,131075,1024,46,2,0.6641,4,gvr_pr2,16.5857,16.5857,True
pro,512k,131075,1024,46,2,0.6641,,sglang_v2,12.3296,12.3296,True
pro,512k,131075,1024,46,2,0.6641,,radix_cutedsl,20.0896,20.0896,True
pro,512k,131075,1024,46,2,0.6641,,flashinfer_topk,15.5713,15.5713,True
pro,512k,131075,1024,46,4,0.6641,4,gvr_pr2,17.0353,17.0353,True
pro,512k,131075,1024,46,4,0.6641,,sglang_v2,12.4945,12.4945,True
pro,512k,131075,1024,46,4,0.6641,,radix_cutedsl,19.5825,19.5825,True
pro,512k,131075,1024,46,4,0.6641,,flashinfer_topk,15.925,15.925,True
pro,512k,131075,1024,46,8,0.6641,4,gvr_pr2,17.4465,17.4465,True
pro,512k,131075,1024,46,8,0.6641,,sglang_v2,12.7744,12.7744,True
pro,512k,131075,1024,46,8,0.6641,,radix_cutedsl,21.2737,21.2737,True
pro,512k,131075,1024,46,8,0.6641,,flashinfer_topk,16.4609,16.4609,True
pro,512k,131075,1024,46,16,0.6641,4,gvr_pr2,18.0945,18.0945,True
pro,512k,131075,1024,46,16,0.6641,,sglang_v2,15.3713,15.3713,True
pro,512k,131075,1024,46,16,0.6641,,radix_cutedsl,24.9393,24.9393,True
pro,512k,131075,1024,46,16,0.6641,,flashinfer_topk,22.4881,22.4881,True
pro,512k,131075,1024,46,32,0.6641,4,gvr_pr2,19.6547,19.6547,True
pro,512k,131075,1024,46,32,0.6641,,sglang_v2,46.3041,25.9649,True
pro,512k,131075,1024,46,32,0.6641,,radix_cutedsl,52.9907,52.9907,True
pro,512k,131075,1024,46,32,0.6641,,flashinfer_topk,23.4032,23.4032,True
pro,512k,131075,1024,46,64,0.6641,4,gvr_pr2,36.7553,36.7553,True
pro,512k,131075,1024,46,64,0.6641,,sglang_v2,35.1956,36.1956,True
pro,512k,131075,1024,46,64,0.6641,,radix_cutedsl,85.1461,85.1461,True
pro,512k,131075,1024,46,64,0.6641,,flashinfer_topk,31.2833,31.2833,True
pro,512k,131075,1024,46,128,0.6641,4,gvr_pr2,71.2501,71.2501,True
pro,512k,131075,1024,46,128,0.6641,,sglang_v2,40.1011,41.4819,True
pro,512k,131075,1024,46,128,0.6641,,radix_cutedsl,102.9031,102.9031,True
pro,512k,131075,1024,46,128,0.6641,,flashinfer_topk,50.2978,50.2978,True
pro,512k,131075,1024,46,256,0.6641,4,gvr_pr2,137.8616,137.8616,True
pro,512k,131075,1024,46,256,0.6641,,sglang_v2,61.6243,63.2403,True
pro,512k,131075,1024,46,256,0.6641,,radix_cutedsl,199.9547,199.9547,True
pro,512k,131075,1024,46,256,0.6641,,flashinfer_topk,91.2038,91.2038,True
pro,512k,131075,1024,46,512,0.6641,4,gvr_pr2,262.9743,262.9743,True
pro,512k,131075,1024,46,512,0.6641,,sglang_v2,108.3254,109.6822,True
pro,512k,131075,1024,46,512,0.6641,,radix_cutedsl,362.3348,362.3348,True
pro,512k,131075,1024,46,512,0.6641,,flashinfer_topk,158.8938,158.8938,True
pro,512k,131075,1024,46,1024,0.6641,4,gvr_pr2,503.9675,503.9675,True
pro,512k,131075,1024,46,1024,0.6641,,sglang_v2,197.2171,197.2171,True
pro,512k,131075,1024,46,1024,0.6641,,radix_cutedsl,688.4344,688.4344,True
pro,512k,131075,1024,46,1024,0.6641,,flashinfer_topk,278.8943,278.8943,True
pro,64k,16387,1024,14,1,0.6064,1,gvr_pr2,12.7809,12.7809,True
pro,64k,16387,1024,14,1,0.6064,,sglang_v2,9.2977,9.2977,True
pro,64k,16387,1024,14,1,0.6064,,radix_cutedsl,20.1665,20.1665,True
pro,64k,16387,1024,14,1,0.6064,,flashinfer_topk,12.416,12.416,True
pro,64k,16387,1024,14,2,0.6064,1,gvr_pr2,12.5185,12.5185,True
pro,64k,16387,1024,14,2,0.6064,,sglang_v2,9.0928,9.0928,True
pro,64k,16387,1024,14,2,0.6064,,radix_cutedsl,20.6513,20.6513,True
pro,64k,16387,1024,14,2,0.6064,,flashinfer_topk,12.424,12.424,True
pro,64k,16387,1024,14,4,0.6064,1,gvr_pr2,12.6737,12.6737,True
pro,64k,16387,1024,14,4,0.6064,,sglang_v2,8.9985,8.9985,True
pro,64k,16387,1024,14,4,0.6064,,radix_cutedsl,20.4802,20.4802,True
pro,64k,16387,1024,14,4,0.6064,,flashinfer_topk,12.4177,12.4177,True
pro,64k,16387,1024,14,8,0.6064,1,gvr_pr2,12.4737,12.4737,True
pro,64k,16387,1024,14,8,0.6064,,sglang_v2,9.1793,9.1793,True
pro,64k,16387,1024,14,8,0.6064,,radix_cutedsl,20.7233,20.7233,True
pro,64k,16387,1024,14,8,0.6064,,flashinfer_topk,12.5152,12.5152,True
pro,64k,16387,1024,14,16,0.6064,1,gvr_pr2,12.5729,12.5729,True
pro,64k,16387,1024,14,16,0.6064,,sglang_v2,9.1858,9.1858,True
pro,64k,16387,1024,14,16,0.6064,,radix_cutedsl,20.9329,20.9329,True
pro,64k,16387,1024,14,16,0.6064,,flashinfer_topk,15.6496,15.6496,True
pro,64k,16387,1024,14,32,0.6064,1,gvr_pr2,12.8017,12.8017,True
pro,64k,16387,1024,14,32,0.6064,,sglang_v2,9.304,9.304,True
pro,64k,16387,1024,14,32,0.6064,,radix_cutedsl,21.2625,21.2625,True
pro,64k,16387,1024,14,32,0.6064,,flashinfer_topk,16.4945,16.4945,True
pro,64k,16387,1024,14,64,0.6064,1,gvr_pr2,13.1312,13.1312,True
pro,64k,16387,1024,14,64,0.6064,,sglang_v2,9.6256,9.6256,True
pro,64k,16387,1024,14,64,0.6064,,radix_cutedsl,13.8017,13.8017,True
pro,64k,16387,1024,14,64,0.6064,,flashinfer_topk,15.6513,15.6513,True
pro,64k,16387,1024,14,128,0.6064,1,gvr_pr2,13.9265,13.9265,True
pro,64k,16387,1024,14,128,0.6064,,sglang_v2,10.2674,10.2674,True
pro,64k,16387,1024,14,128,0.6064,,radix_cutedsl,14.4961,14.4961,True
pro,64k,16387,1024,14,128,0.6064,,flashinfer_topk,18.8673,18.8673,True
pro,64k,16387,1024,14,256,0.6064,1,gvr_pr2,25.4881,25.4881,True
pro,64k,16387,1024,14,256,0.6064,,sglang_v2,13.648,13.648,True
pro,64k,16387,1024,14,256,0.6064,,radix_cutedsl,26.2065,26.2065,True
pro,64k,16387,1024,14,256,0.6064,,flashinfer_topk,21.3984,21.3984,True
pro,64k,16387,1024,14,512,0.6064,1,gvr_pr2,48.1858,48.1858,True
pro,64k,16387,1024,14,512,0.6064,,sglang_v2,24.0098,24.0098,True
pro,64k,16387,1024,14,512,0.6064,,radix_cutedsl,49.5411,49.5411,True
pro,64k,16387,1024,14,512,0.6064,,flashinfer_topk,38.5778,38.5778,True
pro,64k,16387,1024,14,1024,0.6064,1,gvr_pr2,85.0916,85.0916,True
pro,64k,16387,1024,14,1024,0.6064,,sglang_v2,40.7811,40.7811,True
pro,64k,16387,1024,14,1024,0.6064,,radix_cutedsl,86.4453,86.4453,True
pro,64k,16387,1024,14,1024,0.6064,,flashinfer_topk,65.9059,65.9059,True
pro,64k,16387,1024,30,1,0.3125,1,gvr_pr2,11.7776,11.7776,True
pro,64k,16387,1024,30,1,0.3125,,sglang_v2,9.1409,9.1409,True
pro,64k,16387,1024,30,1,0.3125,,radix_cutedsl,20.5697,20.5697,True
pro,64k,16387,1024,30,1,0.3125,,flashinfer_topk,12.6113,12.6113,True
pro,64k,16387,1024,30,2,0.3125,1,gvr_pr2,11.64,11.64,True
pro,64k,16387,1024,30,2,0.3125,,sglang_v2,9.0113,9.0113,True
pro,64k,16387,1024,30,2,0.3125,,radix_cutedsl,20.5329,20.5329,True
pro,64k,16387,1024,30,2,0.3125,,flashinfer_topk,12.5616,12.5616,True
pro,64k,16387,1024,30,4,0.3125,1,gvr_pr2,11.6704,11.6704,True
pro,64k,16387,1024,30,4,0.3125,,sglang_v2,8.7393,8.7393,True
pro,64k,16387,1024,30,4,0.3125,,radix_cutedsl,20.5329,20.5329,True
pro,64k,16387,1024,30,4,0.3125,,flashinfer_topk,12.5553,12.5553,True
pro,64k,16387,1024,30,8,0.3125,1,gvr_pr2,11.5312,11.5312,True
pro,64k,16387,1024,30,8,0.3125,,sglang_v2,8.9008,8.9008,True
pro,64k,16387,1024,30,8,0.3125,,radix_cutedsl,20.8433,20.8433,True
pro,64k,16387,1024,30,8,0.3125,,flashinfer_topk,12.765,12.765,True
pro,64k,16387,1024,30,16,0.3125,1,gvr_pr2,11.6304,11.6304,True
pro,64k,16387,1024,30,16,0.3125,,sglang_v2,8.912,8.912,True
pro,64k,16387,1024,30,16,0.3125,,radix_cutedsl,20.8705,20.8705,True
pro,64k,16387,1024,30,16,0.3125,,flashinfer_topk,15.9952,15.9952,True
pro,64k,16387,1024,30,32,0.3125,1,gvr_pr2,11.9361,11.9361,True
pro,64k,16387,1024,30,32,0.3125,,sglang_v2,9.1184,9.1184,True
pro,64k,16387,1024,30,32,0.3125,,radix_cutedsl,21.3553,21.3553,True
pro,64k,16387,1024,30,32,0.3125,,flashinfer_topk,16.5505,16.5505,True
pro,64k,16387,1024,30,64,0.3125,1,gvr_pr2,12.2768,12.2768,True
pro,64k,16387,1024,30,64,0.3125,,sglang_v2,9.5953,9.5953,True
pro,64k,16387,1024,30,64,0.3125,,radix_cutedsl,13.8288,13.8288,True
pro,64k,16387,1024,30,64,0.3125,,flashinfer_topk,16.3457,16.3457,True
pro,64k,16387,1024,30,128,0.3125,1,gvr_pr2,13.0864,13.0864,True
pro,64k,16387,1024,30,128,0.3125,,sglang_v2,10.1873,10.1873,True
pro,64k,16387,1024,30,128,0.3125,,radix_cutedsl,14.696,14.696,True
pro,64k,16387,1024,30,128,0.3125,,flashinfer_topk,19.5217,19.5217,True
pro,64k,16387,1024,30,256,0.3125,1,gvr_pr2,23.8113,23.8113,True
pro,64k,16387,1024,30,256,0.3125,,sglang_v2,13.6464,13.6464,True
pro,64k,16387,1024,30,256,0.3125,,radix_cutedsl,26.4897,26.4897,True
pro,64k,16387,1024,30,256,0.3125,,flashinfer_topk,24.9521,24.9521,True
pro,64k,16387,1024,30,512,0.3125,1,gvr_pr2,44.877,44.877,True
pro,64k,16387,1024,30,512,0.3125,,sglang_v2,24.1008,24.1008,True
pro,64k,16387,1024,30,512,0.3125,,radix_cutedsl,50.197,50.197,True
pro,64k,16387,1024,30,512,0.3125,,flashinfer_topk,45.0145,45.0145,True
pro,64k,16387,1024,30,1024,0.3125,1,gvr_pr2,79.5059,79.5059,True
pro,64k,16387,1024,30,1024,0.3125,,sglang_v2,40.7169,40.7169,True
pro,64k,16387,1024,30,1024,0.3125,,radix_cutedsl,87.3956,87.3956,True
pro,64k,16387,1024,30,1024,0.3125,,flashinfer_topk,76.2324,76.2324,True
pro,64k,16387,1024,46,1,0.5186,1,gvr_pr2,12.4609,12.4609,True
pro,64k,16387,1024,46,1,0.5186,,sglang_v2,8.6544,8.6544,True
pro,64k,16387,1024,46,1,0.5186,,radix_cutedsl,17.5617,17.5617,True
pro,64k,16387,1024,46,1,0.5186,,flashinfer_topk,11.9456,11.9456,True
pro,64k,16387,1024,46,2,0.5186,1,gvr_pr2,12.184,12.184,True
pro,64k,16387,1024,46,2,0.5186,,sglang_v2,8.7296,8.7296,True
pro,64k,16387,1024,46,2,0.5186,,radix_cutedsl,17.6705,17.6705,True
pro,64k,16387,1024,46,2,0.5186,,flashinfer_topk,11.9856,11.9856,True
pro,64k,16387,1024,46,4,0.5186,1,gvr_pr2,12.4321,12.4321,True
pro,64k,16387,1024,46,4,0.5186,,sglang_v2,8.9152,8.9152,True
pro,64k,16387,1024,46,4,0.5186,,radix_cutedsl,19.5105,19.5105,True
pro,64k,16387,1024,46,4,0.5186,,flashinfer_topk,12.4177,12.4177,True
pro,64k,16387,1024,46,8,0.5186,1,gvr_pr2,12.5873,12.5873,True
pro,64k,16387,1024,46,8,0.5186,,sglang_v2,8.7456,8.7456,True
pro,64k,16387,1024,46,8,0.5186,,radix_cutedsl,20.6098,20.6098,True
pro,64k,16387,1024,46,8,0.5186,,flashinfer_topk,12.5457,12.5457,True
pro,64k,16387,1024,46,16,0.5186,1,gvr_pr2,12.8465,12.8465,True
pro,64k,16387,1024,46,16,0.5186,,sglang_v2,9.0243,9.0243,True
pro,64k,16387,1024,46,16,0.5186,,radix_cutedsl,20.9841,20.9841,True
pro,64k,16387,1024,46,16,0.5186,,flashinfer_topk,15.2338,15.2338,True
pro,64k,16387,1024,46,32,0.5186,1,gvr_pr2,13.1409,13.1409,True
pro,64k,16387,1024,46,32,0.5186,,sglang_v2,9.3536,9.3536,True
pro,64k,16387,1024,46,32,0.5186,,radix_cutedsl,21.3362,21.3362,True
pro,64k,16387,1024,46,32,0.5186,,flashinfer_topk,16.0689,16.0689,True
pro,64k,16387,1024,46,64,0.5186,1,gvr_pr2,13.5265,13.5265,True
pro,64k,16387,1024,46,64,0.5186,,sglang_v2,9.7264,9.7264,True
pro,64k,16387,1024,46,64,0.5186,,radix_cutedsl,13.7664,13.7664,True
